# File: A_building_shell_size.csv,,,,,,,,,,,,,,,,,,,
# Title: Building shell conductance or base size overwrite,,,,,,,,,,,,,,,,,,,
# Units: Unitless,,,,,,,,,,,,,,,,,,,
# Column types: ccccnnnnnnnnnnnnnnnn,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,
xml,region,gcam.consumer,variable,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
policy_shell_ff55mixscn.xml,Luxembourg,resid EUR_d10,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Luxembourg,resid EUR_d2,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Luxembourg,resid EUR_d3,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Luxembourg,resid EUR_d4,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Luxembourg,resid EUR_d5,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Luxembourg,resid EUR_d6,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Luxembourg,resid EUR_d7,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Luxembourg,resid EUR_d8,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Luxembourg,resid EUR_d9,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Malta,resid EUR_d1,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Malta,resid EUR_d10,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Malta,resid EUR_d2,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Malta,resid EUR_d3,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Malta,resid EUR_d4,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Malta,resid EUR_d5,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Malta,resid EUR_d6,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Malta,resid EUR_d7,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Malta,resid EUR_d8,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Malta,resid EUR_d9,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Netherlands,resid EUR_d1,shell.conductance,0.976329241,0.976329241,0.976329241,0.976329241,0.976329241,0.976329241,,,,,,,,,,
policy_shell_ff55mixscn.xml,Netherlands,resid EUR_d10,shell.conductance,0.940331194,0.899829143,0.877758891,0.855688736,0.833618582,0.811548427,,,,,,,,,,
policy_shell_ff55mixscn.xml,Netherlands,resid EUR_d2,shell.conductance,0.940331194,0.899829143,0.884797505,0.869765772,0.854734135,0.839702402,,,,,,,,,,
policy_shell_ff55mixscn.xml,Netherlands,resid EUR_d3,shell.conductance,0.940331194,0.899829143,0.883713192,0.867597146,0.851481196,0.83536515,,,,,,,,,,
policy_shell_ff55mixscn.xml,Netherlands,resid EUR_d4,shell.conductance,0.940331194,0.899829143,0.882948451,0.866067856,0.84918726,0.832306569,,,,,,,,,,
policy_shell_ff55mixscn.xml,Netherlands,resid EUR_d5,shell.conductance,0.940331194,0.899829143,0.882309323,0.864789504,0.847269684,0.829749768,,,,,,,,,,
policy_shell_ff55mixscn.xml,Netherlands,resid EUR_d6,shell.conductance,0.940331194,0.899829143,0.881730826,0.863632605,0.845534288,0.827435971,,,,,,,,,,
policy_shell_ff55mixscn.xml,Netherlands,resid EUR_d7,shell.conductance,0.940331194,0.899829143,0.881134326,0.86243951,0.843744693,0.82504978,,,,,,,,,,
policy_shell_ff55mixscn.xml,Netherlands,resid EUR_d8,shell.conductance,0.940331194,0.899829143,0.880457812,0.861086481,0.84171515,0.82234382,,,,,,,,,,
policy_shell_ff55mixscn.xml,Netherlands,resid EUR_d9,shell.conductance,0.940331194,0.899829143,0.879642356,0.85945557,0.839268783,0.819081997,,,,,,,,,,
policy_shell_ff55mixscn.xml,Poland,resid EUR_d1,shell.conductance,1.075207452,1.030593084,1.011034305,0.991475623,0.971916845,0.952358163,,,,,,,,,,
policy_shell_ff55mixscn.xml,Poland,resid EUR_d10,shell.conductance,1.075207452,1.030593084,0.999814544,0.969036005,0.938257366,0.907478826,,,,,,,,,,
policy_shell_ff55mixscn.xml,Poland,resid EUR_d2,shell.conductance,1.075207452,1.030593084,1.008195001,0.985796918,0.963398836,0.941000753,,,,,,,,,,
policy_shell_ff55mixscn.xml,Poland,resid EUR_d3,shell.conductance,1.075207452,1.030593084,1.006932032,0.98327098,0.959609928,0.935948974,,,,,,,,,,
policy_shell_ff55mixscn.xml,Poland,resid EUR_d4,shell.conductance,1.075207452,1.030593084,1.00597069,0.981348199,0.956725805,0.932103313,,,,,,,,,,
policy_shell_ff55mixscn.xml,Poland,resid EUR_d5,shell.conductance,1.075207452,1.030593084,1.00530312,0.980013157,0.954723193,0.92943323,,,,,,,,,,
policy_shell_ff55mixscn.xml,Poland,resid EUR_d6,shell.conductance,1.075207452,1.030593084,1.004623887,0.978654591,0.952685394,0.926716098,,,,,,,,,,
policy_shell_ff55mixscn.xml,Poland,resid EUR_d7,shell.conductance,1.075207452,1.030593084,1.004006351,0.977419717,0.950832984,0.92424635,,,,,,,,,,
policy_shell_ff55mixscn.xml,Poland,resid EUR_d8,shell.conductance,1.075207452,1.030593084,1.003199225,0.975805366,0.948411507,0.921017648,,,,,,,,,,
policy_shell_ff55mixscn.xml,Poland,resid EUR_d9,shell.conductance,1.075207452,1.030593084,1.002234875,0.973876666,0.945518458,0.917160249,,,,,,,,,,
policy_shell_ff55mixscn.xml,Portugal,resid EUR_d1,shell.conductance,0.952945012,0.91111946,0.898049008,0.884978652,0.871908201,0.858837749,,,,,,,,,,
policy_shell_ff55mixscn.xml,Portugal,resid EUR_d10,shell.conductance,0.952945012,0.91111946,0.888772288,0.866425216,0.844078143,0.82173107,,,,,,,,,,
policy_shell_ff55mixscn.xml,Portugal,resid EUR_d2,shell.conductance,0.952945012,0.91111946,0.895899218,0.880678879,0.865458637,0.850238298,,,,,,,,,,
policy_shell_ff55mixscn.xml,Portugal,resid EUR_d3,shell.conductance,0.952945012,0.91111946,0.8948013,0.878483043,0.862164883,0.845846626,,,,,,,,,,
policy_shell_ff55mixscn.xml,Portugal,resid EUR_d4,shell.conductance,0.952945012,0.91111946,0.894026963,0.876934564,0.859842164,0.842749668,,,,,,,,,,
policy_shell_ff55mixscn.xml,Portugal,resid EUR_d5,shell.conductance,0.952945012,0.91111946,0.893379816,0.875640172,0.857900528,0.840160787,,,,,,,,,,
policy_shell_ff55mixscn.xml,Portugal,resid EUR_d6,shell.conductance,0.952945012,0.91111946,0.89279406,0.874468758,0.856143358,0.837817958,,,,,,,,,,
policy_shell_ff55mixscn.xml,Portugal,resid EUR_d7,shell.conductance,0.952945012,0.91111946,0.892190076,0.873260692,0.854331309,0.835401827,,,,,,,,,,
policy_shell_ff55mixscn.xml,Portugal,resid EUR_d8,shell.conductance,0.952945012,0.91111946,0.891505073,0.871890687,0.852276301,0.832661914,,,,,,,,,,
policy_shell_ff55mixscn.xml,Portugal,resid EUR_d9,shell.conductance,0.952945012,0.91111946,0.890679386,0.870239312,0.849799239,0.829359165,,,,,,,,,,
policy_shell_ff55mixscn.xml,Romania,resid EUR_d1,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Romania,resid EUR_d10,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Romania,resid EUR_d2,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Romania,resid EUR_d3,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Romania,resid EUR_d4,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Romania,resid EUR_d5,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Romania,resid EUR_d6,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Romania,resid EUR_d7,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Romania,resid EUR_d8,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Romania,resid EUR_d9,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovakia,resid EUR_d1,shell.conductance,1.052496461,1.011354672,0.992161003,0.972967429,0.953773761,0.934580187,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovakia,resid EUR_d10,shell.conductance,1.052496461,1.011354672,0.981150685,0.950946699,0.920742614,0.890538628,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovakia,resid EUR_d2,shell.conductance,1.052496461,1.011354672,0.989374701,0.967394731,0.94541476,0.92343479,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovakia,resid EUR_d3,shell.conductance,1.052496461,1.011354672,0.988135308,0.964915945,0.941696581,0.918477314,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovakia,resid EUR_d4,shell.conductance,1.052496461,1.011354672,0.987191912,0.963029056,0.938866297,0.914703441,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovakia,resid EUR_d5,shell.conductance,1.052496461,1.011354672,0.986536804,0.961718936,0.936901069,0.912083201,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovakia,resid EUR_d6,shell.conductance,1.052496461,1.011354672,0.98587025,0.960385731,0.93490131,0.909416791,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovakia,resid EUR_d7,shell.conductance,1.052496461,1.011354672,0.985264242,0.959173909,0.933083479,0.906993146,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovakia,resid EUR_d8,shell.conductance,1.052496461,1.011354672,0.984472183,0.957589694,0.930707205,0.903824716,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovakia,resid EUR_d9,shell.conductance,1.052496461,1.011354672,0.983525835,0.955696998,0.927868161,0.900039324,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovenia,resid EUR_d1,shell.conductance,1.030965126,0.991982819,0.973156793,0.95433086,0.935504834,0.916678901,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovenia,resid EUR_d10,shell.conductance,1.030965126,0.991982819,0.96235737,0.932731922,0.903106378,0.873480929,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovenia,resid EUR_d2,shell.conductance,1.030965126,0.991982819,0.970423861,0.948864903,0.927305945,0.905746986,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovenia,resid EUR_d3,shell.conductance,1.030965126,0.991982819,0.969208208,0.946433596,0.923658985,0.900884468,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovenia,resid EUR_d4,shell.conductance,1.030965126,0.991982819,0.968282882,0.94458285,0.920882913,0.897182881,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovenia,resid EUR_d5,shell.conductance,1.030965126,0.991982819,0.967640322,0.943297824,0.918955327,0.89461283,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovenia,resid EUR_d6,shell.conductance,1.030965126,0.991982819,0.966986535,0.941990156,0.916993872,0.891997493,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovenia,resid EUR_d7,shell.conductance,1.030965126,0.991982819,0.966392135,0.940801545,0.915210861,0.889620272,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovenia,resid EUR_d8,shell.conductance,1.030965126,0.991982819,0.965615247,0.939247675,0.912880103,0.886512531,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovenia,resid EUR_d9,shell.conductance,1.030965126,0.991982819,0.964687026,0.937391232,0.910095439,0.882799646,,,,,,,,,,
policy_shell_ff55mixscn.xml,Spain,resid EUR_d1,shell.conductance,0.952236253,0.915384549,0.902252912,0.889121372,0.875989736,0.862858099,,,,,,,,,,
policy_shell_ff55mixscn.xml,Spain,resid EUR_d10,shell.conductance,0.952236253,0.915384549,0.892932767,0.870481084,0.848029401,0.825577719,,,,,,,,,,
policy_shell_ff55mixscn.xml,Spain,resid EUR_d2,shell.conductance,0.952236253,0.915384549,0.900093058,0.884801471,0.86950998,0.854218393,,,,,,,,,,
policy_shell_ff55mixscn.xml,Spain,resid EUR_d3,shell.conductance,0.952236253,0.915384549,0.898990001,0.882595355,0.866200808,0.849806162,,,,,,,,,,
policy_shell_ff55mixscn.xml,Spain,resid EUR_d4,shell.conductance,0.952236253,0.915384549,0.89821204,0.881039628,0.863867216,0.846694707,,,,,,,,,,
policy_shell_ff55mixscn.xml,Spain,resid EUR_d5,shell.conductance,0.952236253,0.915384549,0.897561863,0.879739177,0.861916491,0.844093707,,,,,,,,,,
policy_shell_ff55mixscn.xml,Spain,resid EUR_d6,shell.conductance,0.952236253,0.915384549,0.896973365,0.878562279,0.860151095,0.841739912,,,,,,,,,,
policy_shell_ff55mixscn.xml,Spain,resid EUR_d7,shell.conductance,0.952236253,0.915384549,0.896366554,0.877348558,0.858330563,0.83931247,,,,,,,,,,
policy_shell_ff55mixscn.xml,Spain,resid EUR_d8,shell.conductance,0.952236253,0.915384549,0.895678344,0.87597214,0.856265936,0.836559731,,,,,,,,,,
policy_shell_ff55mixscn.xml,Spain,resid EUR_d9,shell.conductance,0.952236253,0.915384549,0.894848792,0.874313035,0.853777278,0.833241521,,,,,,,,,,
policy_shell_ff55mixscn.xml,Sweden,resid EUR_d1,shell.conductance,0.945793848,0.920928848,0.907717676,0.894506601,0.881295429,0.868084256,,,,,,,,,,
policy_shell_ff55mixscn.xml,Sweden,resid EUR_d10,shell.conductance,0.945793848,0.920928848,0.89834108,0.875753412,0.853165744,0.830578076,,,,,,,,,,
policy_shell_ff55mixscn.xml,Sweden,resid EUR_d2,shell.conductance,0.945793848,0.920928848,0.90554474,0.890160535,0.874776427,0.859392221,,,,,,,,,,
policy_shell_ff55mixscn.xml,Sweden,resid EUR_d3,shell.conductance,0.945793848,0.920928848,0.904435002,0.887941057,0.871447211,0.854953267,,,,,,,,,,
policy_shell_ff55mixscn.xml,Sweden,resid EUR_d4,shell.conductance,0.945793848,0.920928848,0.903652329,0.886375907,0.869099486,0.851822966,,,,,,,,,,
policy_shell_ff55mixscn.xml,Sweden,resid EUR_d5,shell.conductance,0.945793848,0.920928848,0.902998214,0.88506758,0.867136945,0.849206213,,,,,,,,,,
policy_shell_ff55mixscn.xml,Sweden,resid EUR_d6,shell.conductance,0.945793848,0.920928848,0.902406152,0.883883554,0.865360857,0.84683816,,,,,,,,,,
policy_shell_ff55mixscn.xml,Sweden,resid EUR_d7,shell.conductance,0.945793848,0.920928848,0.901795665,0.882662482,0.863529298,0.844396016,,,,,,,,,,
policy_shell_ff55mixscn.xml,Sweden,resid EUR_d8,shell.conductance,0.945793848,0.920928848,0.901103287,0.881277727,0.861452166,0.841626605,,,,,,,,,,
policy_shell_ff55mixscn.xml,Sweden,resid EUR_d9,shell.conductance,0.945793848,0.920928848,0.90026871,0.879608573,0.858948435,0.838288297,,,,,,,,,,
policy_shell_ff55mixscn.xml,Austria,comm EUR,shell.conductance,0.944539797,0.912525709,0.895546144,0.878566482,0.861586916,0.844607351,,,,,,,,,,
policy_shell_ff55mixscn.xml,Belgium,comm EUR,shell.conductance,0.953330748,0.909161605,0.892244636,0.875327571,0.858410602,0.841493633,,,,,,,,,,
policy_shell_ff55mixscn.xml,Bulgaria,comm EUR,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Croatia,comm EUR,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Cyprus,comm EUR,shell.conductance,0.96095079,0.93128214,0.91395357,0.896624901,0.87929633,0.86196776,,,,,,,,,,
policy_shell_ff55mixscn.xml,Czech Republic,comm EUR,shell.conductance,1.090085978,1.05285585,1.027639869,1.002423888,0.977207907,0.951991926,,,,,,,,,,
policy_shell_ff55mixscn.xml,Denmark,comm EUR,shell.conductance,0.957326703,0.939579058,0.922096105,0.904613052,0.887130099,0.869647146,,,,,,,,,,
policy_shell_ff55mixscn.xml,Estonia,comm EUR,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Finland,comm EUR,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,France,comm EUR,shell.conductance,0.952272948,0.91760936,0.900535201,0.883460946,0.866386788,0.84931263,,,,,,,,,,
policy_shell_ff55mixscn.xml,Germany,comm EUR,shell.conductance,0.954109384,0.924640539,0.90743555,0.890230463,0.873025475,0.855820486,,,,,,,,,,
policy_shell_ff55mixscn.xml,Greece,comm EUR,shell.conductance,0.96425858,0.935287482,0.917884383,0.900481186,0.883078087,0.865674988,,,,,,,,,,
policy_shell_ff55mixscn.xml,Hungary,comm EUR,shell.conductance,1.075185692,1.046211727,1.021154873,0.99609802,0.971041166,0.945984312,,,,,,,,,,
policy_shell_ff55mixscn.xml,Ireland,comm EUR,shell.conductance,0.929739032,0.895117451,0.878461805,0.861806064,0.845150418,0.828494771,,,,,,,,,,
policy_shell_ff55mixscn.xml,Italy,comm EUR,shell.conductance,0.959170985,0.91553398,0.898498439,0.881462801,0.86442726,0.847391719,,,,,,,,,,
policy_shell_ff55mixscn.xml,Latvia,comm EUR,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Lithuania,comm EUR,shell.conductance,1.164554804,1.120951342,1.093023554,1.065095766,1.037167978,1.00924019,,,,,,,,,,
policy_shell_ff55mixscn.xml,Luxembourg,comm EUR,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Malta,comm EUR,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Netherlands,comm EUR,shell.conductance,0.946973291,0.906185151,0.889323566,0.872461884,0.855600299,0.838738714,,,,,,,,,,
policy_shell_ff55mixscn.xml,Poland,comm EUR,shell.conductance,1.082860174,1.037928266,1.013069802,0.988211338,0.963352874,0.93849441,,,,,,,,,,
policy_shell_ff55mixscn.xml,Portugal,comm EUR,shell.conductance,0.959676208,0.917555218,0.900482067,0.883408819,0.866335669,0.849262518,,,,,,,,,,
policy_shell_ff55mixscn.xml,Romania,comm EUR,shell.conductance,,,,,,,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovakia,comm EUR,shell.conductance,1.059987539,1.018552925,0.994158502,0.969764079,0.945369656,0.920975233,,,,,,,,,,
policy_shell_ff55mixscn.xml,Slovenia,comm EUR,shell.conductance,1.038302956,0.999043195,0.975116031,0.951188868,0.927261704,0.903334541,,,,,,,,,,
policy_shell_ff55mixscn.xml,Spain,comm EUR,shell.conductance,0.958962443,0.921850433,0.904697361,0.887544191,0.870391118,0.853238045,,,,,,,,,,
policy_shell_ff55mixscn.xml,Sweden,comm EUR,shell.conductance,0.952474531,0.927433896,0.91017693,0.892919867,0.875662901,0.858405936,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Austria,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Austria,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Austria,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Austria,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Austria,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Austria,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Austria,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Austria,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Austria,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Austria,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Belgium,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Belgium,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Belgium,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Belgium,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Belgium,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Belgium,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Belgium,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Belgium,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Belgium,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Belgium,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Bulgaria,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Bulgaria,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Bulgaria,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Bulgaria,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Bulgaria,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Bulgaria,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Bulgaria,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Bulgaria,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Bulgaria,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Bulgaria,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Croatia,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Croatia,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Croatia,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Croatia,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Croatia,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Croatia,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Croatia,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Croatia,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Croatia,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Croatia,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Cyprus,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Cyprus,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Cyprus,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Cyprus,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Cyprus,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Cyprus,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Cyprus,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Cyprus,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Cyprus,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Cyprus,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Czech Republic,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Czech Republic,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Czech Republic,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Czech Republic,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Czech Republic,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Czech Republic,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Czech Republic,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Czech Republic,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Czech Republic,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Czech Republic,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Denmark,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Denmark,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Denmark,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Denmark,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Denmark,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Denmark,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Denmark,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Denmark,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Denmark,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Denmark,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Estonia,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Estonia,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Estonia,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Estonia,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Estonia,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Estonia,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Estonia,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
