# File: A_building_shell_size.csv,,,,,,,,,,,,,,,,,,,
# Title: Building shell conductance or base size overwrite,,,,,,,,,,,,,,,,,,,
# Units: Unitless,,,,,,,,,,,,,,,,,,,
# Column types: ccccnnnnnnnnnnnnnnnn,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,
xml,region,gcam.consumer,variable,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
policy_shell_refscn2025dummy.xml,Estonia,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Estonia,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Estonia,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Finland,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Finland,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Finland,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Finland,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Finland,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Finland,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Finland,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Finland,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Finland,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Finland,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,France,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,France,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,France,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,France,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,France,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,France,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,France,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,France,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,France,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,France,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Germany,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Germany,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Germany,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Germany,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Germany,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Germany,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Germany,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Germany,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Germany,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Germany,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Greece,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Greece,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Greece,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Greece,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Greece,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Greece,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Greece,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Greece,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Greece,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Greece,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Hungary,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Hungary,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Hungary,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Hungary,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Hungary,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Hungary,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Hungary,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Hungary,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Hungary,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Hungary,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Ireland,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Ireland,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Ireland,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Ireland,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Ireland,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Ireland,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Ireland,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Ireland,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Ireland,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Ireland,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Italy,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Italy,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Italy,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Italy,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Italy,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Italy,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Italy,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Italy,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Italy,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Italy,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Latvia,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Latvia,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Latvia,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Latvia,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Latvia,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Latvia,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Latvia,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Latvia,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Latvia,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Latvia,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Lithuania,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Lithuania,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Lithuania,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Lithuania,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Lithuania,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Lithuania,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Lithuania,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Lithuania,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Lithuania,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Lithuania,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Luxembourg,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Luxembourg,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Luxembourg,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Luxembourg,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Luxembourg,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Luxembourg,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Luxembourg,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Luxembourg,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Luxembourg,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Luxembourg,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Malta,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Malta,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Malta,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Malta,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Malta,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Malta,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Malta,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Malta,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Malta,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Malta,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Netherlands,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Netherlands,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Netherlands,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Netherlands,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Netherlands,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Netherlands,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Netherlands,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Netherlands,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Netherlands,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Netherlands,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Poland,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Poland,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Poland,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Poland,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Poland,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Poland,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Poland,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Poland,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Poland,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Poland,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Portugal,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Portugal,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Portugal,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Portugal,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Portugal,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Portugal,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Portugal,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Portugal,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Portugal,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Portugal,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Romania,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Romania,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Romania,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Romania,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Romania,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Romania,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Romania,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Romania,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Romania,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Romania,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovakia,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovakia,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovakia,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovakia,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovakia,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovakia,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovakia,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovakia,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovakia,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovakia,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovenia,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovenia,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovenia,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovenia,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovenia,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovenia,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovenia,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovenia,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovenia,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovenia,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Spain,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Spain,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Spain,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Spain,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Spain,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Spain,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Spain,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Spain,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Spain,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Spain,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Sweden,resid EUR_d1,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Sweden,resid EUR_d10,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Sweden,resid EUR_d2,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Sweden,resid EUR_d3,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Sweden,resid EUR_d4,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Sweden,resid EUR_d5,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Sweden,resid EUR_d6,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Sweden,resid EUR_d7,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Sweden,resid EUR_d8,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Sweden,resid EUR_d9,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Austria,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Belgium,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Bulgaria,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Croatia,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Cyprus,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Czech Republic,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Denmark,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Estonia,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Finland,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,France,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Germany,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Greece,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Hungary,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Ireland,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Italy,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Latvia,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Lithuania,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Luxembourg,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Malta,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Netherlands,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Poland,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Portugal,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Romania,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovakia,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Slovenia,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Spain,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
policy_shell_refscn2025dummy.xml,Sweden,comm EUR,shell.conductance,1,,,,,,,,,,,,,,,
