# File: A_CCap_Constraint.csv,,,,,,,,,,,,,,,,,,,,,,,
# Title: Carbon caps for specific industries,,,,,,,,,,,,,,,,,,,,,,,
# Units: MTC,,,,,,,,,,,,,,,,,,,,,,,
# Comments: For linked regions (share same market/policy/constraint) only include the constraint for one region,,,,,,,,,,,,,,,,,,,,,,,
#  If using GDP intensity base year  in GDPIntensity_BaseYear column (must be historical year); then percent change in year columns,,,,,,,,,,,,,,,,,,,,,,,
# Column types: ccccciiinnnnnnnnnnnnnnnn,,,,,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,,,,,
xml,market,ghgpolicy,link.type,mapping.name,year.fillout,GDPIntensity_BaseYear,adjust.year,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
policy_GHG_constraint_post2030_CP_nonzero.xml,USA,GHG,ALL_GHG_NOAGPR,,,,2035,,,4951.589357,4693.516498,4393.179879,4107.780367,3836.848713,3585.356903,3341.351336,3074.727858,2809.83581,2554.61435,2328.343195,2126.682102,1944.044431,1785.768397
policy_GHG_constraint_2030_NDC_withCP.xml,Africa_Eastern,GHG,ALL_GHG,,,,2025,880.3181858,998.8373524,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Africa_Northern,GHG,ALL_GHG,,,,2025,1045.671403,1162.679958,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Africa_Southern,GHG,ALL_GHG,,,,2025,653.4103983,587.205093,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Africa_Western,GHG,ALL_GHG,,,,2025,1455.233588,1385.581013,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Argentina,GHG,ALL_GHG,,,,2025,401.9143388,349,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Australia_NZ,GHG,ALL_GHG,,,,2025,559.4280203,362,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Brazil,GHG,ALL_GHG,,,,2025,1432.775175,1176,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Canada,GHG,ALL_GHG,,,,2025,497.1164453,438,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Central America and Caribbean,GHG,ALL_GHG,,,,2025,359.8988001,336.8569778,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Central Asia,GHG,ALL_GHG,,,,2025,807.5459166,837.1278718,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,China,CO2,CO2_FFI,,,,2025,12250,12163.34872,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Colombia,GHG,ALL_GHG,,,,2025,207.425323,169.5,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,EU,GHG,ALL_GHG,,,,2025,2995.443365,2302,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Ukraine,GHG,ALL_GHG,,,,2025,514.4554728,479,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Turkey,GHG,ALL_GHG,,,,2025,742.4035004,780,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Switzerland,GHG,ALL_GHG,,,,2025,436.8581541,312,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,India,GHG,ALL_GHG,,,,2025,4858.200248,5634.887525,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Indonesia,GHG,ALL_GHG,,,,2025,1688.30587,1954.0759,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Japan,GHG,ALL_GHG,,,,2025,1007.397923,760,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Mexico,GHG,ALL_GHG,,,,2025,716.8430569,644,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Middle East,GHG,ALL_GHG,,,,2025,2790.188322,2604.528063,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Russia,GHG,ALL_GHG,,,,2025,2432.511332,2472,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,South Africa,GHG,ALL_GHG,,,,2025,551.0367046,500,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,South America_Southern,GHG,ALL_GHG,,,,2025,561.6514076,479.5323977,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,South Asia,GHG,ALL_GHG,,,,2025,526.1401942,582.854764,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,South Korea,GHG,ALL_GHG,,,,2025,592.1109171,437,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,Southeast Asia,GHG,ALL_GHG,,,,2025,2613.403045,2578.362703,,,,,,,,,,,,,,
policy_GHG_constraint_2030_NDC_withCP.xml,USA,GHG,GHG_NO_LUC_DEMAND,,,,2025,4834.201722,3774.9,,,,,,,,,,,,,,
policy_GHG_constraint_post2030_NDC.xml,Africa_Eastern,GHG,ALL_GHG_NOAGPR,,,,2035,,,1201.012198,1450.492099,1749.08659,2097.721458,2495.546846,2940.818044,3430.61199,3955.774668,4501.627812,5049.993919,5584.329435,6104.202271,6594.478999,7038.671075
policy_GHG_constraint_post2030_NDC.xml,Africa_Northern,GHG,ALL_GHG_NOAGPR,,,,2035,,,1290.181937,1430.562203,1559.386642,1678.631163,1798.813777,1920.789491,2031.210789,2115.545889,2174.633774,2215.001245,2236.418979,2228.532114,2204.576174,2172.77417
policy_GHG_constraint_post2030_NDC.xml,Africa_Southern,GHG,ALL_GHG_NOAGPR,,,,2035,,,537.1863014,499.1332455,470.4269247,447.337078,425.8763651,403.916135,380.1896995,354.7928991,327.4083178,298.4259026,268.4858273,238.4357258,208.9738409,180.9739655
policy_GHG_constraint_post2030_NDC.xml,Africa_Western,GHG,ALL_GHG_NOAGPR,,,,2035,,,1467.521276,1545.571898,1617.843737,1680.697496,1729.787457,1760.400623,1767.256139,1753.546334,1715.672288,1652.969581,1568.239634,1465.977644,1351.844199,1230.78763
policy_GHG_constraint_post2030_NDC.xml,Argentina,GHG,ALL_GHG_NOAGPR_ARG,,,,2035,,,316.332919,280.8293209,247.2446292,217.1678956,190.2671439,166.1115058,148.6337997,131.7603151,115.8693348,101.2391293,88.31960147,76.60843074,66.55231876,58.04683546
policy_GHG_constraint_post2030_NDC.xml,Australia_NZ,GHG,ALL_GHG_NOAGPR,,,,2035,,,244.9337349,164.6198507,110.5347866,73.64893786,49.0795181,32.7415669,21.8676988,14.47939598,9.564354551,6.343431726,4.209433088,2.792810518,1.86353581,1.246310337
policy_GHG_constraint_post2030_NDC.xml,Brazil,GHG,ALL_GHG_NOAGPR_BRA,,,,2035,,,1083.275073,987.0976863,893.1832671,799.3149572,709.5940826,626.3083644,560.1633369,498.7943493,444.940343,397.2905062,351.125533,310.0233249,273.6397466,242.3045571
policy_GHG_constraint_post2030_NDC.xml,Canada,GHG,ALL_GHG_NOAGPR_LUC0175,,,,2035,,,318.3670404,230.0208715,165.8912719,119.4235889,85.91530852,61.7210276,45.27958804,33.1148921,24.02152441,17.50785051,12.83237263,9.42650244,6.96610684,5.159450093
policy_GHG_constraint_post2030_NDC.xml,Central America and Caribbean,GHG,ALL_GHG_NOAGPR,,,,2035,,,307.1603828,277.8956672,250.3153685,224.1002215,199.3578126,176.2423185,155.1056322,135.5800941,117.7632074,101.7349727,87.47281479,74.59311505,63.18942568,53.39384706
policy_GHG_constraint_post2030_NDC.xml,Central Asia,GHG,ALL_GHG_NOAGPR,,,,2035,,,868.0365064,879.3324675,862.2114218,825.5112583,782.6485047,746.2560524,716.3352889,684.4025369,645.0962622,604.8931064,566.411787,525.5923261,484.7541517,444.2418651
policy_GHG_constraint_post2030_NDC.xml,China,GHG,ALL_GHG_NOAGPR,,,,2035,,,13767.76706,12485.99307,11013.20929,9543.846524,8294.089056,7161.051869,6121.822255,5197.00399,4416.069952,3708.734485,3076.878867,2490.451656,2022.060057,1706.842334
policy_GHG_constraint_post2030_NDC.xml,Colombia,GHG,ALL_GHG_NOAGPR_COL,,,,2035,,,143.5825641,119.2042747,97.5959896,79.14597769,63.59994064,50.66234059,42.55111765,35.43888865,29.3115783,24.26535741,20.13172325,16.59477079,13.59583895,11.10401761
policy_GHG_constraint_post2030_NDC.xml,EU,GHG,GHG_NO_LUC_AGPRzero,,,,2035,,,1800.260498,1395.911494,1084.134479,841.0469473,652.0088772,506.0985156,393.243905,305.1725033,235.5731863,182.075302,141.2329218,109.665202,85.35092125,66.54602386
policy_GHG_constraint_post2030_NDC.xml,Ukraine,GHG,ALL_GHG_NOAGPR,,,,2035,,,496.6467679,501.0433281,497.0937206,485.4320906,471.809213,458.7106733,446.6613383,435.9155766,422.6687949,406.0506573,384.9621727,362.1856786,346.4715319,334.264571
policy_GHG_constraint_post2030_NDC.xml,Turkey,GHG,ALL_GHG_NOAGPR,,,,2035,,,766.0782285,747.6389918,719.2078341,686.0506224,647.2619987,607.7619935,569.489916,531.3576324,491.39878,452.6573355,415.2346671,377.8873204,341.932767,311.7391273
policy_GHG_constraint_post2030_NDC.xml,Switzerland,GHG,GHG_NO_LUC_AGPR,,,,2035,,,225.2706672,161.3249388,115.3774913,82.51831963,59.26151368,42.58178388,30.98161202,22.41741426,16.14180129,11.64641837,8.401557439,6.063272895,4.39795468,3.20675982
policy_GHG_constraint_post2030_NDC.xml,India,GHG,ALL_GHG_NOAGPR_IND,,,,2035,,,5551.392786,5937.178208,6156.925135,6258.449641,6302.707465,6311.948773,6393.732515,6400.231814,6334.54012,6202.234333,6036.659435,5840.119543,5629.410787,5402.551031
policy_GHG_constraint_post2030_NDC.xml,Indonesia,GHG,ALL_GHG_NOAGPR,,,,2035,,,1713.489254,1737.777752,1731.42666,1701.46897,1653.384005,1594.009504,1582.46265,1549.934588,1499.750893,1448.724256,1385.28118,1312.977909,1240.307696,1165.517058
policy_GHG_constraint_post2030_NDC.xml,Japan,GHG,GHG_NO_LUC_AGPR,,,,2035,,,645.2528197,507.9514201,398.9531948,312.0060865,245.3000728,194.9293956,155.2714104,123.4691327,97.87386203,77.66441184,62.0695822,49.89058775,40.33398787,32.70688111
policy_GHG_constraint_post2030_NDC.xml,Mexico,GHG,ALL_GHG_NOAGPR_MEX,,,,2035,,,637.6952087,622.3372287,602.6705196,580.0880779,553.5713714,524.0711009,508.3280711,490.344386,468.8287337,445.999966,420.6472769,394.3482757,370.2302616,348.6729923
policy_GHG_constraint_post2030_NDC.xml,Middle East,GHG,ALL_GHG_NOAGPR,,,,2035,,,2337.913578,2065.01746,1802.935443,1562.440593,1352.619212,1176.575424,1025.803539,891.0365258,774.37401,674.1896997,586.7976184,507.6219889,439.6702137,381.7631722
policy_GHG_constraint_post2030_NDC.xml,Pakistan,GHG,ALL_GHG_NOAGPR,,,,2035,,,703.7968418,828.987895,976.9633839,1144.060381,1326.21847,1517.558489,1718.632339,1927.339386,2131.714624,2309.912686,2473.417649,2618.571373,2753.818382,2866.828664
policy_GHG_constraint_post2030_NDC.xml,Russia,GHG,ALL_GHG_NOAGPR_RUS,,,,2035,,,2056.349594,1921.13089,1779.878836,1634.021856,1514.969046,1435.102687,1369.722094,1301.885428,1236.379526,1170.476374,1112.221745,1051.970162,998.5639404,955.6882654
policy_GHG_constraint_post2030_NDC.xml,South Africa,GHG,ALL_GHG_NOAGPR,,,,2035,,,483.9823617,463.6587684,436.6605304,409.897204,384.2945847,358.2476439,327.1917892,297.7363895,270.9680725,245.7787221,220.2446056,196.4202423,174.8725128,155.3389434
policy_GHG_constraint_post2030_NDC.xml,South America_Northern,GHG,ALL_GHG_NOAGPR,,,,2035,,,518.6634212,520.5319568,525.2009193,531.3401948,535.7026813,535.0088875,527.535645,517.4582385,507.9767548,492.6148192,468.8022502,443.2049902,417.4409948,392.8906704
policy_GHG_constraint_post2030_NDC.xml,South America_Southern,GHG,ALL_GHG_NOAGPR,,,,2035,,,407.3959077,343.3037981,286.9904876,238.477302,197.309255,162.2176811,134.1336912,110.1592851,89.88114196,73.06136041,58.88952433,47.05466301,37.47512606,29.73633634
policy_GHG_constraint_post2030_NDC.xml,South Asia,GHG,ALL_GHG_NOAGPR,,,,2035,,,616.5529851,660.6795756,700.6336871,731.7739649,758.6161354,780.0461145,793.6449844,800.2057061,798.7166179,786.4641484,766.0717611,745.1792081,720.2475155,690.3499916
policy_GHG_constraint_post2030_NDC.xml,South Korea,GHG,ALL_GHG_NOAGPR,,,,2035,,,315.2194165,220.0598447,151.6199774,103.1565402,70.44156716,47.49350413,32.86111376,22.55759048,15.26582002,10.33401478,7.105408936,4.807338901,3.314696109,2.336768295
policy_GHG_constraint_post2030_NDC.xml,Southeast Asia,GHG,ALL_GHG_NOAGPR,,,,2035,,,2494.193069,2384.549866,2261.104849,2121.419759,1977.566107,1833.884838,1696.237395,1559.002503,1421.545982,1293.257926,1170.12661,1053.345769,945.1014386,844.6969211
policy_GHG_constraint_post2030_NDC.xml,Taiwan,GHG,ALL_GHG_NOAGPR,,,,2035,,,398.5943307,359.646256,318.98725,277.8757943,238.8148788,205.0407241,181.8101621,160.8300053,141.4374338,123.5660687,106.986901,91.98965356,78.61271516,66.85234449
policy_GHG_constraint_post2030_NDC.xml,USA,GHG,GHG_NO_LUC_AGPR,,,,2035,,,2876.589315,2163.923505,1626.123543,1220.687233,916.738615,686.6235245,507.792898,372.944569,272.5035069,199.6076345,146.5264855,107.6473016,79.47041818,58.89917421
policy_GHG_constraint_LTT_NDC.xml,Africa_Eastern,GHG,ALL_GHG_NOAGPR,,,,2035,,,1201.012198,1450.492099,1749.08659,2097.721458,2495.546846,2940.818044,3430.61199,3955.774668,4501.627812,5049.993919,5584.329435,6104.202271,6594.478999,7038.671075
policy_GHG_constraint_LTT_NDC.xml,Africa_Northern,GHG,ALL_GHG_NOAGPR,,,,2035,,,1290.181937,1430.562203,1559.386642,1678.631163,1798.813777,1920.789491,2031.210789,2115.545889,2174.633774,2215.001245,2236.418979,2228.532114,2204.576174,2172.77417
policy_GHG_constraint_LTT_NDC.xml,Africa_Southern,GHG,ALL_GHG_NOAGPR,,,,2035,,,537.1863014,499.1332455,470.4269247,447.337078,425.8763651,403.916135,380.1896995,354.7928991,327.4083178,298.4259026,268.4858273,238.4357258,208.9738409,180.9739655
policy_GHG_constraint_LTT_NDC.xml,Africa_Western,GHG,ALL_GHG_NOAGPR,,,,2035,,,1311.08606,1234.646287,1155.317122,1071.278917,980.358813,880.2003115,883.6280695,876.773167,857.836144,826.4847905,784.119817,732.988822,675.9220995,615.393815
policy_GHG_constraint_LTT_NDC.xml,Argentina,GHG,ALL_GHG_NOAGPR_ARG,,,,2035,,,261.75,174.5,87.25,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,Australia_NZ,GHG,ALL_GHG_NOAGPR,,,,2035,,,271.5,181,90.5,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,Brazil,GHG,ALL_GHG_NOAGPR_BRA,,,,2035,,,882,588,294,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,Canada,GHG,ALL_GHG_NOAGPR_LUC0175,,,,2035,,,328.5,219,109.5,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,Central America and Caribbean,GHG,ALL_GHG_NOAGPR,,,,2035,,,279.9015581,223.1620781,167.2648065,112.0501108,99.6789063,88.12115925,77.5528161,67.79004705,58.8816037,50.86748635,43.7364074,37.29655753,31.59471284,26.69692353
policy_GHG_constraint_LTT_NDC.xml,Central Asia,GHG,ALL_GHG_NOAGPR,,,,2035,,,782.8215331,718.7088577,640.3876788,552.2769411,461.0849083,373.1280262,358.1676445,342.2012684,322.5481311,302.4465532,283.2058935,262.796163,242.3770759,222.1209326
policy_GHG_constraint_LTT_NDC.xml,China,GHG,FFI_LUC,,,,2035,,,9949.564495,7959.651596,5969.738697,3979.825798,1989.912899,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,Colombia,GHG,ALL_GHG_NOAGPR_COL,,,,2035,,,127.125,84.75,42.375,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,EU,GHG,GHG_NO_LUC_AGPRzero,,,,2035,,,1800.260498,1325.050588,817.5252938,310,310,310,310,310,310,310,310,310,310,310
policy_GHG_constraint_LTT_NDC.xml,Ukraine,GHG,ALL_GHG_NOAGPR,,,,2035,,,467.9736213,443.1893774,410.9968684,373.3293536,335.6132725,299.8128904,266.1501419,234.5801883,203.0495284,171.6234793,140.4849047,111.2627998,86.43243427,64.08897065
policy_GHG_constraint_LTT_NDC.xml,Turkey,GHG,ALL_GHG_NOAGPR,,,,2035,,,659.5195571,483.6935487,324.9100231,220.2491591,161.8154997,151.9404984,142.372479,132.8394081,122.849695,113.1643339,103.8086668,94.47183011,85.48319175,77.93478182
policy_GHG_constraint_LTT_NDC.xml,Switzerland,GHG,GHG_NO_LUC_AGPR,,,,2035,,,225.2706672,161.3249388,100.5,30,30,30,30,30,30,30,30,30,30,30
policy_GHG_constraint_LTT_NDC.xml,India,GHG,ALL_GHG_NOAGPR_IND,,,,2035,,,4503.122326,3859.819137,3216.515947,2573.212758,1929.909568,1286.606379,643.3031895,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,Indonesia,GHG,ALL_GHG_NOAGPR,,,,2035,,,1371.141366,1094.094244,817.047122,540,270,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,Japan,GHG,GHG_NO_LUC_AGPR,,,,2035,,,621.675,430.35,239.025,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7
policy_GHG_constraint_LTT_NDC.xml,Mexico,GHG,ALL_GHG_NOAGPR_MEX,,,,2035,,,558,472,386,300,214,128,42,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,Middle East,GHG,ALL_GHG_NOAGPR,,,,2035,,,2251.040631,1893.779851,1543.015052,1205.217565,945.8454907,706.7634613,616.1954814,535.2415547,465.1629165,404.9826607,352.4866383,304.9262007,264.107881,229.3233867
policy_GHG_constraint_LTT_NDC.xml,Pakistan,GHG,ALL_GHG_NOAGPR,,,,2035,,,703.7968418,828.987895,976.9633839,1144.060381,1326.21847,1517.558489,1718.632339,1927.339386,2131.714624,2309.912686,2473.417649,2618.571373,2753.818382,2866.828664
policy_GHG_constraint_LTT_NDC.xml,Russia,GHG,FFI_LUC,,,,2035,,,1424.261771,1139.409417,854.5570624,569.7047083,284.8523541,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,South Africa,GHG,ALL_GHG_NOAGPR,,,,2035,,,375,250,125,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,South America_Northern,GHG,ALL_GHG_NOAGPR,,,,2035,,,518.6634212,520.5319568,525.2009193,531.3401948,535.7026813,535.0088875,527.535645,517.4582385,507.9767548,492.6148192,468.8022502,443.2049902,417.4409948,392.8906704
policy_GHG_constraint_LTT_NDC.xml,South America_Southern,GHG,ALL_GHG_NOAGPR,,,,2035,,,377.1269012,277.6660428,181.0526067,87.29439932,72.22487319,59.37963451,49.09951557,40.32370604,32.9009102,26.74404447,21.55645678,17.22431656,13.71773578,10.88495885
policy_GHG_constraint_LTT_NDC.xml,South Asia,GHG,ALL_GHG_NOAGPR,,,,2035,,,616.5529851,660.6795756,700.6336871,731.7739649,758.6161354,780.0461145,793.6449844,800.2057061,798.7166179,786.4641484,766.0717611,745.1792081,720.2475155,690.3499916
policy_GHG_constraint_LTT_NDC.xml,South Korea,GHG,ALL_GHG_NOAGPR,,,,2035,,,327.75,218.5,109.25,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC.xml,Southeast Asia,GHG,ALL_GHG_NOAGPR,,,,2035,,,2281.704143,1972.18143,1655.688802,1330.994936,1171.789523,1012.671163,856.5998845,787.296264,717.8807209,653.0952526,590.9139381,531.9396133,477.2762265,426.5719452
policy_GHG_constraint_LTT_NDC.xml,Taiwan,GHG,ALL_GHG_NOAGPR,,,,2035,,,398.5943307,359.646256,318.98725,277.8757943,238.8148788,205.0407241,181.8101621,160.8300053,141.4374338,123.5660687,106.986901,91.98965356,78.61271516,66.85234449
policy_GHG_constraint_LTT_NDC.xml,USA,GHG,GHG_NO_LUC_AGPR,,,,2035,,,2876.589315,2163.923505,1553.475,813,813,813,813,813,813,813,813,813,813,813
policy_GHG_constraint_LTT_NDC_noEU.xml,Africa_Eastern,GHG,ALL_GHG_NOAGPR,,,,2035,,,1139.551869,1275.617481,1416.124251,1560.032514,1705.220261,1848.660752,1988.347591,2114.96411,2226.405148,2316.275798,2382.055566,2423.823429,2442.937091,2441.242708
policy_GHG_constraint_LTT_NDC_noEU.xml,Africa_Northern,GHG,ALL_GHG_NOAGPR,,,,2035,,,1288.112228,1435.128256,1586.955541,1741.44646,1896.290366,2045.423503,2180.309704,2287.381881,2369.501462,2427.041218,2462.158368,2478.652964,2478.327261,2460.935204
policy_GHG_constraint_LTT_NDC_noEU.xml,Africa_Southern,GHG,ALL_GHG_NOAGPR,,,,2035,,,550.6848411,507.7845188,465.1477412,424.1555349,385.0646515,347.7680165,312.0772758,277.4385001,244.3778418,213.0022216,183.7147657,156.8940902,132.6808444,111.1173174
policy_GHG_constraint_LTT_NDC_noEU.xml,Africa_Western,GHG,ALL_GHG_NOAGPR,,,,2035,,,1275.162539,1156.611492,1034.053376,908.7163489,780.701827,649.3076155,629.434608,604.4388495,575.18265,541.2085025,504.3653205,468.0274237,425.3477025,387.8975502
policy_GHG_constraint_LTT_NDC_noEU.xml,Argentina,GHG,ALL_GHG_NOAGPR_ARG,,,,2035,,,261.75,174.5,87.25,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,Australia_NZ,GHG,ALL_GHG_NOAGPR,,,,2035,,,271.5,181,90.5,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,Brazil,GHG,ALL_GHG_NOAGPR_BRA,,,,2035,,,882,588,294,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,Canada,GHG,ALL_GHG_NOAGPR_LUC0175,,,,2035,,,328.5,219,109.5,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,Central America and Caribbean,GHG,ALL_GHG_NOAGPR,,,,2035,,,282.0026505,226.8972813,171.8680803,117.0468615,104.7284784,92.99190845,82.0359151,71.7269744,62.20233475,53.4632237,45.57914794,38.5976809,32.50018552,27.23464516
policy_GHG_constraint_LTT_NDC_noEU.xml,Central Asia,GHG,ALL_GHG_NOAGPR,,,,2035,,,771.1295196,694.5659825,609.8277222,521.0443067,431.4882291,342.7298111,324.5984249,306.2520662,287.3292692,268.3744292,250.0501749,232.6325441,216.0034908,199.9509206
policy_GHG_constraint_LTT_NDC_noEU.xml,China,GHG,FFI_LUC,,,,2035,,,9949.564495,7959.651596,5969.738697,3979.825798,1989.912899,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,Colombia,GHG,ALL_GHG_NOAGPR_COL,,,,2035,,,127.125,84.75,42.375,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,Europe_Eastern,GHG,ALL_GHG_NOAGPR,,,,2035,,,469.6441017,447.2762719,414.1897893,375.4975312,334.5643224,293.0421766,250.7779315,207.9338558,165.305537,123.9666884,84.73177109,47.8877358,13.43196301,-18.57210728
policy_GHG_constraint_LTT_NDC_noEU.xml,Europe_Non_EU,GHG,ALL_GHG_NOAGPR,,,,2035,,,663.1444845,487.5667223,325.9930883,216.8224147,155.0937906,141.7783411,128.1693149,114.5392117,101.4258652,89.153521,77.97769918,67.99448355,59.16351665,51.38100943
policy_GHG_constraint_LTT_NDC_noEU.xml,European Free Trade Association,GHG,GHG_NO_LUC_AGPR,,,,2035,,,241.5,171,100.5,30,30,30,30,30,30,30,30,30,30,30
policy_GHG_constraint_LTT_NDC_noEU.xml,India,GHG,ALL_GHG_NOAGPR_IND,,,,2035,,,4057.104301,3477.517973,2897.931644,2318.345315,1738.758986,1159.172658,579.5863287,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,Indonesia,GHG,ALL_GHG_NOAGPR,,,,2035,,,1333.004462,1068.669641,804.3348205,540,270,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,Japan,GHG,GHG_NO_LUC_AGPR,,,,2035,,,621.675,430.35,239.025,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7
policy_GHG_constraint_LTT_NDC_noEU.xml,Mexico,GHG,ALL_GHG_NOAGPR_MEX,,,,2035,,,558,472,386,300,214,128,42,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,Middle East,GHG,ALL_GHG_NOAGPR,,,,2035,,,2280.641135,1949.32572,1612.007846,1276.64077,1011.289102,758.7395793,652.1215087,555.9560365,470.4646603,395.8446164,331.6651757,277.1441696,231.1065676,192.2709988
policy_GHG_constraint_LTT_NDC_noEU.xml,Pakistan,GHG,ALL_GHG_NOAGPR,,,,2035,,,678.7782327,786.8885858,916.1188848,1062.862204,1222.875341,1392.354322,1569.308214,1743.834511,1913.000374,2069.081234,2207.402754,2326.716122,2425.545454,2505.214822
policy_GHG_constraint_LTT_NDC_noEU.xml,Russia,GHG,FFI_LUC,,,,2035,,,1424.261771,1139.409417,854.5570624,569.7047083,284.8523541,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,South Africa,GHG,ALL_GHG_NOAGPR,,,,2035,,,375,250,125,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,South America_Northern,GHG,ALL_GHG_NOAGPR,,,,2035,,,724.2037993,829.313556,857.1453502,812.0125373,734.8213161,664.2202696,600.4025153,542.71632,490.5725684,443.438747,400.8335055,363.2686912,330.1726453,298.4499206
policy_GHG_constraint_LTT_NDC_noEU.xml,South America_Southern,GHG,ALL_GHG_NOAGPR,,,,2035,,,374.6691645,274.6918658,178.5318594,85.42439841,70.8204174,58.40624317,47.97028769,39.15154529,31.72322214,25.50335161,20.35941256,16.15194015,12.74287392,10.0050918
policy_GHG_constraint_LTT_NDC_noEU.xml,South Asia,GHG,ALL_GHG_NOAGPR,,,,2035,,,648.5562453,697.4331674,728.7297245,746.0392702,751.7887495,748.2381605,737.5736495,717.8559639,691.2694967,657.64715,618.6535101,576.9787329,534.70272,493.1429953
policy_GHG_constraint_LTT_NDC_noEU.xml,South Korea,GHG,ALL_GHG_NOAGPR,,,,2035,,,327.75,218.5,109.25,0,0,0,0,0,0,0,0,0,0,0
policy_GHG_constraint_LTT_NDC_noEU.xml,Southeast Asia,GHG,ALL_GHG_NOAGPR,,,,2035,,,2311.103748,1992.634761,1648.137852,1292.684203,1103.181691,917.0549296,736.6844989,648.3288965,565.9846767,490.6210026,423.0211549,363.3118785,311.141251,265.9760168
policy_GHG_constraint_LTT_NDC_noEU.xml,Taiwan,GHG,ALL_GHG_NOAGPR,,,,2035,,,431.7837404,392.8686555,355.1221481,321.0022951,290.1606503,262.2822462,237.082377,214.3036911,193.7135632,175.1017184,158.2780849,143.0708526,129.3247191,116.8993031
