# File: A_InputTaxesSubsidies.csv,,,,,,,,,,,,,
# Title: Taxes/Subsidies for Specific Technologies,,,,,,,,,,,,,
# Units: 1975$/GJ,,,,,,,,,,,,,
# Comments: Positive for tax, negative for subsidy,,,,,,,,,,,,
# Column types: ccccccnnnnnnnn,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,
xml,region,supplysector,subsector,stub.technology,minicam.non.energy.input,2020,2025,2030,2035,2040,2045,2050,2100
policy_fueltax_eums_fix2024,Portugal,elect_td_bld,elect_td_bld,elect_td_bld,elec-tax,0.08281265,0.067881317,0.067881317,0.067881317,0.067881317,0.067881317,0.067881317,0.087947035
policy_fueltax_eums_fix2024,Romania,elect_td_bld,elect_td_bld,elect_td_bld,elec-tax,0.088609536,0.092997405,0.092997405,0.092997405,0.092997405,0.092997405,0.092997405,0.094103327
policy_fueltax_eums_fix2024,Sweden,elect_td_bld,elect_td_bld,elect_td_bld,elec-tax,2.705489285,2.508214672,2.508214672,2.508214672,2.508214672,2.508214672,2.508214672,2.764175298
policy_fueltax_eums_fix2024,Slovenia,elect_td_bld,elect_td_bld,elect_td_bld,elec-tax,0.318828704,0.103179602,0.103179602,0.103179602,0.103179602,0.103179602,0.103179602,0.268238456
policy_fueltax_eums_fix2024,Slovakia,elect_td_bld,elect_td_bld,elect_td_bld,elec-tax,0.109312698,0.089603339,0.089603339,0.089603339,0.089603339,0.089603339,0.089603339,0
policy_fueltax_eums_fix2024,Austria,delivered gas,delivered gas,delivered gas,NG-tax,0.494888398,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.525571479
policy_fueltax_eums_fix2024,Belgium,delivered gas,delivered gas,delivered gas,NG-tax,0.131175238,0.188167011,0.188167011,0.188167011,0.188167011,0.188167011,0.188167011,0.088650611
policy_fueltax_eums_fix2024,Bulgaria,delivered gas,delivered gas,delivered gas,NG-tax,0,0,0,0,0,0,0,0
policy_fueltax_eums_fix2024,Cyprus,delivered gas,delivered gas,delivered gas,NG-tax,0.775126407,0.635369129,0.635369129,0.635369129,0.635369129,0.635369129,0.635369129,0.823184244
policy_fueltax_eums_fix2024,Czech Republic,delivered gas,delivered gas,delivered gas,NG-tax,0.098381429,0.08553046,0.08553046,0.08553046,0.08553046,0.08553046,0.08553046,0.098148891
policy_fueltax_eums_fix2024,Germany,delivered gas,delivered gas,delivered gas,NG-tax,0.456132078,0.373890295,0.373890295,0.373890295,0.373890295,0.373890295,0.373890295,0.484412267
policy_fueltax_eums_fix2024,Denmark,delivered gas,delivered gas,delivered gas,NG-tax,2.668223592,2.622119522,2.622119522,2.622119522,2.622119522,2.622119522,2.622119522,2.697511446
policy_fueltax_eums_fix2024,Estonia,delivered gas,delivered gas,delivered gas,NG-tax,0.623082381,0.261478834,0.261478834,0.261478834,0.261478834,0.261478834,0.261478834,0.265951833
policy_fueltax_eums_fix2024,Greece,delivered gas,delivered gas,delivered gas,NG-tax,0.089437662,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.474913987
policy_fueltax_eums_fix2024,Spain,delivered gas,delivered gas,delivered gas,NG-tax,0.193781602,0.158842282,0.158842282,0.158842282,0.158842282,0.158842282,0.158842282,0.205796061
policy_fueltax_eums_fix2024,Finland,delivered gas,delivered gas,delivered gas,NG-tax,1.711240606,1.429580541,1.429580541,1.429580541,1.429580541,1.429580541,1.429580541,1.358254003
policy_fueltax_eums_fix2024,France,delivered gas,delivered gas,delivered gas,NG-tax,0.700595021,0.574275944,0.574275944,0.574275944,0.574275944,0.574275944,0.574275944,0.256453553
policy_fueltax_eums_fix2024,Hungary,delivered gas,delivered gas,delivered gas,NG-tax,0.155025281,0.068424368,0.068424368,0.068424368,0.068424368,0.068424368,0.068424368,0.094982797
policy_fueltax_eums_fix2024,Croatia,delivered gas,delivered gas,delivered gas,NG-tax,0.089437662,0.263922561,0.263922561,0.263922561,0.263922561,0.263922561,0.263922561,0.091816704
policy_fueltax_eums_fix2024,Ireland,delivered gas,delivered gas,delivered gas,NG-tax,0.307069307,0.596269491,0.596269491,0.596269491,0.596269491,0.596269491,0.596269491,0.326107604
policy_fueltax_eums_fix2024,Italy,delivered gas,delivered gas,delivered gas,NG-tax,0.354769394,0.290803563,0.290803563,0.290803563,0.290803563,0.290803563,0.290803563,0.376765096
policy_fueltax_eums_fix2024,Lithuania,delivered gas,delivered gas,delivered gas,NG-tax,0.089437662,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0
policy_fueltax_eums_fix2024,Luxembourg,delivered gas,delivered gas,delivered gas,NG-tax,0.089437662,0.552282397,0.552282397,0.552282397,0.552282397,0.552282397,0.552282397,0.094982797
policy_fueltax_eums_fix2024,Latvia,delivered gas,delivered gas,delivered gas,NG-tax,0.137137749,0.112411461,0.112411461,0.112411461,0.112411461,0.112411461,0.112411461,0.145640289
policy_fueltax_eums_fix2024,Malta,delivered gas,delivered gas,delivered gas,NG-tax,0.250425454,0.205273103,0.205273103,0.205273103,0.205273103,0.205273103,0.205273103,0.265951833
policy_fueltax_eums_fix2024,Netherlands,delivered gas,delivered gas,delivered gas,NG-tax,3.479125064,4.501345909,4.501345909,4.501345909,4.501345909,4.501345909,4.501345909,1.719188633
policy_fueltax_eums_fix2024,Portugal,delivered gas,delivered gas,delivered gas,NG-tax,0.304088052,0.847973415,0.847973415,0.847973415,0.847973415,0.847973415,0.847973415,0.186799502
policy_fueltax_eums_fix2024,Romania,delivered gas,delivered gas,delivered gas,NG-tax,0.101362684,0.107524007,0.107524007,0.107524007,0.107524007,0.107524007,0.107524007,0.10764717
policy_fueltax_eums_fix2024,Sweden,delivered gas,delivered gas,delivered gas,NG-tax,2.456554458,2.275110228,2.275110228,2.275110228,2.275110228,2.275110228,2.275110228,2.833653455
policy_fueltax_eums_fix2024,Slovenia,delivered gas,delivered gas,delivered gas,NG-tax,0.551532251,0.180835829,0.180835829,0.180835829,0.180835829,0.180835829,0.180835829,0.449585241
policy_fueltax_eums_fix2024,Slovakia,delivered gas,delivered gas,delivered gas,NG-tax,0.11030645,0.090417915,0.090417915,0.090417915,0.090417915,0.090417915,0.090417915,0.11714545
policy_fueltax_eums_fix2024,Poland,delivered gas,delivered gas,delivered gas,NG-tax,0.086456407,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.098148891
policy_fueltax_eums_fix2024,Austria,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.494888398,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.525571479
policy_fueltax_eums_fix2024,Belgium,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.131175238,0.188167011,0.188167011,0.188167011,0.188167011,0.188167011,0.188167011,0.088650611
policy_fueltax_eums_fix2024,Bulgaria,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0,0,0,0,0,0,0,0
policy_fueltax_eums_fix2024,Cyprus,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.775126407,0.635369129,0.635369129,0.635369129,0.635369129,0.635369129,0.635369129,0.823184244
policy_fueltax_eums_fix2024,Czech Republic,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.098381429,0.08553046,0.08553046,0.08553046,0.08553046,0.08553046,0.08553046,0.098148891
policy_fueltax_eums_fix2024,Germany,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.456132078,0.373890295,0.373890295,0.373890295,0.373890295,0.373890295,0.373890295,0.484412267
policy_fueltax_eums_fix2024,Denmark,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,2.668223592,2.622119522,2.622119522,2.622119522,2.622119522,2.622119522,2.622119522,2.697511446
policy_fueltax_eums_fix2024,Estonia,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.623082381,0.261478834,0.261478834,0.261478834,0.261478834,0.261478834,0.261478834,0.265951833
policy_fueltax_eums_fix2024,Greece,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.089437662,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.474913987
policy_fueltax_eums_fix2024,Spain,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.193781602,0.158842282,0.158842282,0.158842282,0.158842282,0.158842282,0.158842282,0.205796061
policy_fueltax_eums_fix2024,Finland,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,1.711240606,1.429580541,1.429580541,1.429580541,1.429580541,1.429580541,1.429580541,1.358254003
policy_fueltax_eums_fix2024,France,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.700595021,0.574275944,0.574275944,0.574275944,0.574275944,0.574275944,0.574275944,0.256453553
policy_fueltax_eums_fix2024,Hungary,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.155025281,0.068424368,0.068424368,0.068424368,0.068424368,0.068424368,0.068424368,0.094982797
policy_fueltax_eums_fix2024,Croatia,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.089437662,0.263922561,0.263922561,0.263922561,0.263922561,0.263922561,0.263922561,0.091816704
policy_fueltax_eums_fix2024,Ireland,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.307069307,0.596269491,0.596269491,0.596269491,0.596269491,0.596269491,0.596269491,0.326107604
policy_fueltax_eums_fix2024,Italy,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.354769394,0.290803563,0.290803563,0.290803563,0.290803563,0.290803563,0.290803563,0.376765096
policy_fueltax_eums_fix2024,Lithuania,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.089437662,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0
policy_fueltax_eums_fix2024,Luxembourg,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.089437662,0.552282397,0.552282397,0.552282397,0.552282397,0.552282397,0.552282397,0.094982797
policy_fueltax_eums_fix2024,Latvia,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.137137749,0.112411461,0.112411461,0.112411461,0.112411461,0.112411461,0.112411461,0.145640289
policy_fueltax_eums_fix2024,Malta,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.250425454,0.205273103,0.205273103,0.205273103,0.205273103,0.205273103,0.205273103,0.265951833
policy_fueltax_eums_fix2024,Netherlands,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,3.479125064,4.501345909,4.501345909,4.501345909,4.501345909,4.501345909,4.501345909,1.719188633
policy_fueltax_eums_fix2024,Portugal,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.304088052,0.847973415,0.847973415,0.847973415,0.847973415,0.847973415,0.847973415,0.186799502
policy_fueltax_eums_fix2024,Romania,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.101362684,0.107524007,0.107524007,0.107524007,0.107524007,0.107524007,0.107524007,0.10764717
policy_fueltax_eums_fix2024,Sweden,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,2.456554458,2.275110228,2.275110228,2.275110228,2.275110228,2.275110228,2.275110228,2.833653455
policy_fueltax_eums_fix2024,Slovenia,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.551532251,0.180835829,0.180835829,0.180835829,0.180835829,0.180835829,0.180835829,0.449585241
policy_fueltax_eums_fix2024,Slovakia,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.11030645,0.090417915,0.090417915,0.090417915,0.090417915,0.090417915,0.090417915,0.11714545
policy_fueltax_eums_fix2024,Poland,delivered gas transport,delivered gas transport,delivered gas transport,NG-tax,0.086456407,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.073311823,0.098148891
policy_fueltax_eums_fix2024,Austria,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,3.586081308,2.939501659,2.939501659,2.939501659,2.939501659,2.939501659,2.939501659,3.808418349
policy_fueltax_eums_fix2024,Belgium,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,4.868142259,3.990403735,3.990403735,3.990403735,3.990403735,3.990403735,3.990403735,4.546152336
policy_fueltax_eums_fix2024,Bulgaria,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,2.820029581,2.311571021,2.311571021,2.311571021,2.311571021,2.311571021,2.311571021,2.991299184
policy_fueltax_eums_fix2024,Cyprus,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,3.369383246,2.296451823,2.296451823,2.296451823,2.296451823,2.296451823,2.296451823,4.00900074
policy_fueltax_eums_fix2024,Czech Republic,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,3.766684359,3.121550872,3.121550872,3.121550872,3.121550872,3.121550872,3.121550872,3.774206704
policy_fueltax_eums_fix2024,Germany,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,4.607999671,3.777165523,3.777165523,3.777165523,3.777165523,3.777165523,3.777165523,4.893695651
policy_fueltax_eums_fix2024,Denmark,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,4.351079014,3.894348947,3.894348947,3.894348947,3.894348947,3.894348947,3.894348947,4.440951507
policy_fueltax_eums_fix2024,Estonia,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,4.300214199,3.147257661,3.147257661,3.147257661,3.147257661,3.147257661,3.147257661,3.521181014
policy_fueltax_eums_fix2024,Greece,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,4.573879932,3.749197659,3.749197659,3.749197659,3.749197659,3.749197659,3.749197659,4.396865571
policy_fueltax_eums_fix2024,Spain,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,3.611897561,2.960663175,2.960663175,2.960663175,2.960663175,2.960663175,2.960663175,3.279595617
policy_fueltax_eums_fix2024,Finland,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,5.042272888,3.949942792,3.949942792,3.949942792,3.949942792,3.949942792,3.949942792,5.160544739
policy_fueltax_eums_fix2024,France,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,5.200814741,4.263094516,4.263094516,4.263094516,4.263094516,4.263094516,4.263094516,4.745841815
policy_fueltax_eums_fix2024,Hungary,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,2.860514976,2.532602641,2.532602641,2.532602641,2.532602641,2.532602641,2.532602641,3.301294712
policy_fueltax_eums_fix2024,Croatia,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,3.813751767,2.804079873,2.804079873,2.804079873,2.804079873,2.804079873,2.804079873,3.702141642
policy_fueltax_eums_fix2024,Ireland,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,4.473975475,3.783535468,3.783535468,3.783535468,3.783535468,3.783535468,3.783535468,4.623251548
policy_fueltax_eums_fix2024,Italy,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,5.485743343,4.496649761,4.496649761,4.496649761,4.496649761,4.496649761,4.496649761,5.825859431
policy_fueltax_eums_fix2024,Lithuania,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,3.422033455,2.923622485,2.923622485,2.923622485,2.923622485,2.923622485,2.923622485,3.32076126
policy_fueltax_eums_fix2024,Luxembourg,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,3.383522305,3.311492503,3.311492503,3.311492503,3.311492503,3.311492503,3.311492503,3.491651336
policy_fueltax_eums_fix2024,Latvia,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,3.767016713,3.087813947,3.087813947,3.087813947,3.087813947,3.087813947,3.087813947,3.225862922
policy_fueltax_eums_fix2024,Malta,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,4.163162159,2.296451823,2.296451823,2.296451823,2.296451823,2.296451823,2.296451823,4.162848773
policy_fueltax_eums_fix2024,Netherlands,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,5.362150724,4.39513637,4.39513637,4.39513637,4.39513637,4.39513637,4.39513637,5.450827681
policy_fueltax_eums_fix2024,Poland,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,2.929778721,2.505152862,2.505152862,2.505152862,2.505152862,2.505152862,2.505152862,3.236408789
policy_fueltax_eums_fix2024,Portugal,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,4.614869152,3.421403249,3.421403249,3.421403249,3.421403249,3.421403249,3.421403249,4.448092233
policy_fueltax_eums_fix2024,Romania,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,2.909072759,2.593458725,2.593458725,2.593458725,2.593458725,2.593458725,2.593458725,3.82082574
policy_fueltax_eums_fix2024,Sweden,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,4.323799056,2.868875107,2.868875107,2.868875107,2.868875107,2.868875107,2.868875107,5.162638852
policy_fueltax_eums_fix2024,Slovenia,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,4.138945578,3.298901515,3.298901515,3.298901515,3.298901515,3.298901515,3.298901515,4.723021794
policy_fueltax_eums_fix2024,Slovakia,refined liquids transport,refined liquids transport,refined liquids transport,trnfuel-tax,3.789873584,2.961897605,2.961897605,2.961897605,2.961897605,2.961897605,2.961897605,4.078764539
