# File: A323.inc_elas.csv
# Title: IRONSTL demand income elasticity as a function of per-capita gdp
# Units: pcgdp_90thousUSD: Thousand 1990$; inc_elas:unitless (% change in service demand / % change in income)
# Column types: cnn
# ----------
region,year,inc_elas
UK,2030,-0.32036888
UK,2035,-0.335370494
UK,2040,-0.332095641
UK,2045,-0.369465877
UK,2050,-0.431210192
UK,2055,-0.474021553
UK,2060,-0.481667231
UK,2065,-0.513855814
UK,2070,-0.564095072
UK,2075,-0.626355592
UK,2080,-0.676285779
UK,2085,-0.726250316
UK,2090,-0.772407171
UK,2095,-0.814550491
UK,2100,-0.863961359
Finland,2010,0
Finland,2015,-2.410228466
Finland,2020,-0.120189916
Finland,2025,-0.31225664
Finland,2030,-0.32036888
Finland,2035,-0.335370494
Finland,2040,-0.332095641
Finland,2045,-0.369465877
Finland,2050,-0.431210192
Finland,2055,-0.474021553
Finland,2060,-0.481667231
Finland,2065,-0.513855814
Finland,2070,-0.564095072
Finland,2075,-0.626355592
Finland,2080,-0.676285779
Finland,2085,-0.726250316
Finland,2090,-0.772407171
Finland,2095,-0.814550491
Finland,2100,-0.863961359
France,2010,0
France,2015,-2.410228466
France,2020,-0.120189916
France,2025,-0.31225664
France,2030,-0.32036888
France,2035,-0.335370494
France,2040,-0.332095641
France,2045,-0.369465877
France,2050,-0.431210192
France,2055,-0.474021553
France,2060,-0.481667231
France,2065,-0.513855814
France,2070,-0.564095072
France,2075,-0.626355592
France,2080,-0.676285779
France,2085,-0.726250316
France,2090,-0.772407171
France,2095,-0.814550491
France,2100,-0.863961359
Greece,2010,0
Greece,2015,-2.410228466
Greece,2020,-0.120189916
Greece,2025,-0.31225664
Greece,2030,-0.32036888
Greece,2035,-0.335370494
Greece,2040,-0.332095641
Greece,2045,-0.369465877
Greece,2050,-0.431210192
Greece,2055,-0.474021553
Greece,2060,-0.481667231
Greece,2065,-0.513855814
Greece,2070,-0.564095072
Greece,2075,-0.626355592
Greece,2080,-0.676285779
Greece,2085,-0.726250316
Greece,2090,-0.772407171
Greece,2095,-0.814550491
Greece,2100,-0.863961359
Ireland,2010,0
Ireland,2015,-2.410228466
Ireland,2020,-0.120189916
Ireland,2025,-0.31225664
Ireland,2030,-0.32036888
Ireland,2035,-0.335370494
Ireland,2040,-0.332095641
Ireland,2045,-0.369465877
Ireland,2050,-0.431210192
Ireland,2055,-0.474021553
Ireland,2060,-0.481667231
Ireland,2065,-0.513855814
Ireland,2070,-0.564095072
Ireland,2075,-0.626355592
Ireland,2080,-0.676285779
Ireland,2085,-0.726250316
Ireland,2090,-0.772407171
Ireland,2095,-0.814550491
Ireland,2100,-0.863961359
Italy,2010,0
Italy,2015,-2.410228466
Italy,2020,-0.120189916
Italy,2025,-0.31225664
Italy,2030,-0.32036888
Italy,2035,-0.335370494
Italy,2040,-0.332095641
Italy,2045,-0.369465877
Italy,2050,-0.431210192
Italy,2055,-0.474021553
Italy,2060,-0.481667231
Italy,2065,-0.513855814
Italy,2070,-0.564095072
Italy,2075,-0.626355592
Italy,2080,-0.676285779
Italy,2085,-0.726250316
Italy,2090,-0.772407171
Italy,2095,-0.814550491
Italy,2100,-0.863961359
Luxembourg,2010,0
Luxembourg,2015,-2.410228466
Luxembourg,2020,-0.120189916
Luxembourg,2025,-0.31225664
Luxembourg,2030,-0.32036888
Luxembourg,2035,-0.335370494
Luxembourg,2040,-0.332095641
Luxembourg,2045,-0.369465877
Luxembourg,2050,-0.431210192
Luxembourg,2055,-0.474021553
Luxembourg,2060,-0.481667231
Luxembourg,2065,-0.513855814
Luxembourg,2070,-0.564095072
Luxembourg,2075,-0.626355592
Luxembourg,2080,-0.676285779
Luxembourg,2085,-0.726250316
Luxembourg,2090,-0.772407171
Luxembourg,2095,-0.814550491
Luxembourg,2100,-0.863961359
Netherlands,2010,0
Netherlands,2015,-2.410228466
Netherlands,2020,-0.120189916
Netherlands,2025,-0.31225664
Netherlands,2030,-0.32036888
Netherlands,2035,-0.335370494
Netherlands,2040,-0.332095641
Netherlands,2045,-0.369465877
Netherlands,2050,-0.431210192
Netherlands,2055,-0.474021553
Netherlands,2060,-0.481667231
Netherlands,2065,-0.513855814
Netherlands,2070,-0.564095072
Netherlands,2075,-0.626355592
Netherlands,2080,-0.676285779
Netherlands,2085,-0.726250316
Netherlands,2090,-0.772407171
Netherlands,2095,-0.814550491
Netherlands,2100,-0.863961359
Portugal,2010,0
Portugal,2015,-2.410228466
Portugal,2020,-0.120189916
Portugal,2025,-0.31225664
Portugal,2030,-0.32036888
Portugal,2035,-0.335370494
Portugal,2040,-0.332095641
Portugal,2045,-0.369465877
Portugal,2050,-0.431210192
Portugal,2055,-0.474021553
Portugal,2060,-0.481667231
Portugal,2065,-0.513855814
Portugal,2070,-0.564095072
Portugal,2075,-0.626355592
Portugal,2080,-0.676285779
Portugal,2085,-0.726250316
Portugal,2090,-0.772407171
Portugal,2095,-0.814550491
Portugal,2100,-0.863961359
Sweden,2010,0
Sweden,2015,-2.410228466
Sweden,2020,-0.120189916
Sweden,2025,-0.31225664
Sweden,2030,-0.32036888
Sweden,2035,-0.335370494
Sweden,2040,-0.332095641
Sweden,2045,-0.369465877
Sweden,2050,-0.431210192
Sweden,2055,-0.474021553
Sweden,2060,-0.481667231
Sweden,2065,-0.513855814
Sweden,2070,-0.564095072
Sweden,2075,-0.626355592
Sweden,2080,-0.676285779
Sweden,2085,-0.726250316
Sweden,2090,-0.772407171
Sweden,2095,-0.814550491
Sweden,2100,-0.863961359
Moldova,2010,0
Moldova,2015,16.22199211
Moldova,2020,-0.266485478
Moldova,2025,-0.137726555
Moldova,2030,-0.217810778
Moldova,2035,-0.276173678
Moldova,2040,-0.335158349
Moldova,2045,-0.409358867
Moldova,2050,-0.483579768
Moldova,2055,-0.507833733
Moldova,2060,-0.497914535
Moldova,2065,-0.524983981
Moldova,2070,-0.586426819
Moldova,2075,-0.679697434
Moldova,2080,-0.758046443
Moldova,2085,-0.816335836
Moldova,2090,-0.860239074
Moldova,2095,-0.905688258
Moldova,2100,-0.974987084
Ukraine,2010,0
Ukraine,2015,16.22199211
Ukraine,2020,-0.266485478
Ukraine,2025,-0.137726555
Ukraine,2030,-0.217810778
Ukraine,2035,-0.276173678
Ukraine,2040,-0.335158349
Ukraine,2045,-0.409358867
Ukraine,2050,-0.483579768
Ukraine,2055,-0.507833733
Ukraine,2060,-0.497914535
Ukraine,2065,-0.524983981
Ukraine,2070,-0.586426819
Ukraine,2075,-0.679697434
Ukraine,2080,-0.758046443
Ukraine,2085,-0.816335836
Ukraine,2090,-0.860239074
Ukraine,2095,-0.905688258
Ukraine,2100,-0.974987084
Bosnia and Herzegovina,2010,0
Bosnia and Herzegovina,2015,0.879441405
Bosnia and Herzegovina,2020,0.588219496
Bosnia and Herzegovina,2025,0.248199082
Bosnia and Herzegovina,2030,0.244449156
Bosnia and Herzegovina,2035,0.136105509
Bosnia and Herzegovina,2040,0.043596479
Bosnia and Herzegovina,2045,-0.055084448
Bosnia and Herzegovina,2050,-0.152238595
Bosnia and Herzegovina,2055,-0.236214209
Bosnia and Herzegovina,2060,-0.316024694
Bosnia and Herzegovina,2065,-0.393350654
Bosnia and Herzegovina,2070,-0.471383815
Bosnia and Herzegovina,2075,-0.556098889
Bosnia and Herzegovina,2080,-0.636226747
Bosnia and Herzegovina,2085,-0.705495271
Bosnia and Herzegovina,2090,-0.76319146
Bosnia and Herzegovina,2095,-0.820273306
Bosnia and Herzegovina,2100,-0.8839937
Croatia,2010,0
Croatia,2015,0.879441405
Croatia,2020,0.588219496
Croatia,2025,0.248199082
Croatia,2030,0.244449156
Croatia,2035,0.136105509
Croatia,2040,0.043596479
Croatia,2045,-0.055084448
Croatia,2050,-0.152238595
Croatia,2055,-0.236214209
Croatia,2060,-0.316024694
Croatia,2065,-0.393350654
Croatia,2070,-0.471383815
Croatia,2075,-0.556098889
Croatia,2080,-0.636226747
Croatia,2085,-0.705495271
Croatia,2090,-0.76319146
Croatia,2095,-0.820273306
Croatia,2100,-0.8839937
Macedonia,2010,0
Macedonia,2015,0.879441405
Macedonia,2020,0.588219496
Macedonia,2025,0.248199082
Macedonia,2030,0.244449156
Macedonia,2035,0.136105509
Macedonia,2040,0.043596479
Macedonia,2045,-0.055084448
Macedonia,2050,-0.152238595
Macedonia,2055,-0.236214209
Macedonia,2060,-0.316024694
Macedonia,2065,-0.393350654
Macedonia,2070,-0.471383815
Macedonia,2075,-0.556098889
Macedonia,2080,-0.636226747
Macedonia,2085,-0.705495271
Macedonia,2090,-0.76319146
Macedonia,2095,-0.820273306
Macedonia,2100,-0.8839937
Serbia and Montenegro,2010,0
Serbia and Montenegro,2015,0.879441405
Serbia and Montenegro,2020,0.588219496
Serbia and Montenegro,2025,0.248199082
Serbia and Montenegro,2030,0.244449156
Serbia and Montenegro,2035,0.136105509
Serbia and Montenegro,2040,0.043596479
Serbia and Montenegro,2045,-0.055084448
Serbia and Montenegro,2050,-0.152238595
Serbia and Montenegro,2055,-0.236214209
Serbia and Montenegro,2060,-0.316024694
Serbia and Montenegro,2065,-0.393350654
Serbia and Montenegro,2070,-0.471383815
Serbia and Montenegro,2075,-0.556098889
Serbia and Montenegro,2080,-0.636226747
Serbia and Montenegro,2085,-0.705495271
Serbia and Montenegro,2090,-0.76319146
Serbia and Montenegro,2095,-0.820273306
Serbia and Montenegro,2100,-0.8839937
Turkey,2010,0
Turkey,2015,0.879441405
Turkey,2020,0.588219496
Turkey,2025,0.248199082
Turkey,2030,0.244449156
Turkey,2035,0.136105509
Turkey,2040,0.043596479
Turkey,2045,-0.055084448
Turkey,2050,-0.152238595
Turkey,2055,-0.236214209
Turkey,2060,-0.316024694
Turkey,2065,-0.393350654
Turkey,2070,-0.471383815
Turkey,2075,-0.556098889
Turkey,2080,-0.636226747
Turkey,2085,-0.705495271
Turkey,2090,-0.76319146
Turkey,2095,-0.820273306
Turkey,2100,-0.8839937
Turkey,2010,0
Turkey,2015,0.879441405
Turkey,2020,0.588219496
Turkey,2025,0.248199082
Turkey,2030,0.244449156
Turkey,2035,0.136105509
Turkey,2040,0.043596479
Turkey,2045,-0.055084448
Turkey,2050,-0.152238595
Turkey,2055,-0.236214209
Turkey,2060,-0.316024694
Turkey,2065,-0.393350654
Turkey,2070,-0.471383815
Turkey,2075,-0.556098889
Turkey,2080,-0.636226747
Turkey,2085,-0.705495271
Turkey,2090,-0.76319146
Turkey,2095,-0.820273306
Turkey,2100,-0.8839937
Norway,2010,0
Norway,2015,3.052398283
Norway,2020,0.902846835
Norway,2025,1.148631949
Norway,2030,0.871564922
Norway,2035,0.751516775
Norway,2040,0.679438333
Norway,2045,0.615145495
Norway,2050,0.563581468
Norway,2055,0.497400923
Norway,2060,0.4146705
Norway,2065,0.319302379
Norway,2070,0.223861485
Norway,2075,0.117975407
Norway,2080,0.021153987
Norway,2085,-0.08485374
Norway,2090,-0.197815555
Norway,2095,-0.303361555
Norway,2100,-0.393756748
