# File: construction_feedstock.csv
# Title: construction feedstock by region
# Units: ktoe
# Description: Regional construction feedstock consumption
# Source: IEA
# Column types: ciccnic
# ----------
region,GCAM_region_ID,flow,fuel,value,year,unit
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,1220,1999,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,1169,2000,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,1070,2001,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,1171,2002,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,1294,2003,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,1283,2004,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,1827,2005,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,2234,2006,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,2306,2007,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,2599,2008,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,2303,2009,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,2666,2010,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,3049,2011,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,3093,2012,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,3044,2013,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,2198,2014,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,3158,2015,ktoe
Croatia,61,NECONSTRUC,refined liquids,168,1971,ktoe
Croatia,61,NECONSTRUC,refined liquids,205,1972,ktoe
Croatia,61,NECONSTRUC,refined liquids,215,1973,ktoe
Croatia,61,NECONSTRUC,refined liquids,218,1974,ktoe
Croatia,61,NECONSTRUC,refined liquids,265,1975,ktoe
Croatia,61,NECONSTRUC,refined liquids,263,1976,ktoe
Croatia,61,NECONSTRUC,refined liquids,224,1977,ktoe
Croatia,61,NECONSTRUC,refined liquids,399,1978,ktoe
Croatia,61,NECONSTRUC,refined liquids,305,1979,ktoe
Croatia,61,NECONSTRUC,refined liquids,277,1980,ktoe
Croatia,61,NECONSTRUC,refined liquids,318,1981,ktoe
Croatia,61,NECONSTRUC,refined liquids,323,1982,ktoe
Croatia,61,NECONSTRUC,refined liquids,382,1983,ktoe
Croatia,61,NECONSTRUC,refined liquids,424,1984,ktoe
Croatia,61,NECONSTRUC,refined liquids,461,1985,ktoe
Croatia,61,NECONSTRUC,refined liquids,583,1986,ktoe
Croatia,61,NECONSTRUC,refined liquids,778,1987,ktoe
Croatia,61,NECONSTRUC,refined liquids,534,1988,ktoe
Croatia,61,NECONSTRUC,refined liquids,442,1989,ktoe
Croatia,61,NECONSTRUC,refined liquids,709,1990,ktoe
Croatia,61,NECONSTRUC,refined liquids,811,1991,ktoe
Croatia,61,NECONSTRUC,refined liquids,782,1992,ktoe
Croatia,61,NECONSTRUC,refined liquids,1176,1993,ktoe
Croatia,61,NECONSTRUC,refined liquids,808,1994,ktoe
Croatia,61,NECONSTRUC,refined liquids,900,1995,ktoe
Croatia,61,NECONSTRUC,refined liquids,1040,1996,ktoe
Croatia,61,NECONSTRUC,refined liquids,1231,1997,ktoe
Croatia,61,NECONSTRUC,refined liquids,1581,1998,ktoe
Croatia,61,NECONSTRUC,refined liquids,1220,1999,ktoe
Croatia,61,NECONSTRUC,refined liquids,1169,2000,ktoe
Croatia,61,NECONSTRUC,refined liquids,1070,2001,ktoe
Croatia,61,NECONSTRUC,refined liquids,1171,2002,ktoe
Croatia,61,NECONSTRUC,refined liquids,1294,2003,ktoe
Croatia,61,NECONSTRUC,refined liquids,1283,2004,ktoe
Croatia,61,NECONSTRUC,refined liquids,1827,2005,ktoe
Croatia,61,NECONSTRUC,refined liquids,2234,2006,ktoe
Croatia,61,NECONSTRUC,refined liquids,2306,2007,ktoe
Croatia,61,NECONSTRUC,refined liquids,2599,2008,ktoe
Croatia,61,NECONSTRUC,refined liquids,2303,2009,ktoe
Croatia,61,NECONSTRUC,refined liquids,2666,2010,ktoe
Croatia,61,NECONSTRUC,refined liquids,3049,2011,ktoe
Croatia,61,NECONSTRUC,refined liquids,3093,2012,ktoe
Croatia,61,NECONSTRUC,refined liquids,3044,2013,ktoe
Croatia,61,NECONSTRUC,refined liquids,2198,2014,ktoe
Croatia,61,NECONSTRUC,refined liquids,3158,2015,ktoe
Macedonia,62,NECONSTRUC,refined liquids,168,1971,ktoe
Macedonia,62,NECONSTRUC,refined liquids,205,1972,ktoe
Macedonia,62,NECONSTRUC,refined liquids,215,1973,ktoe
Macedonia,62,NECONSTRUC,refined liquids,218,1974,ktoe
Macedonia,62,NECONSTRUC,refined liquids,265,1975,ktoe
Macedonia,62,NECONSTRUC,refined liquids,263,1976,ktoe
Macedonia,62,NECONSTRUC,refined liquids,224,1977,ktoe
Macedonia,62,NECONSTRUC,refined liquids,399,1978,ktoe
Macedonia,62,NECONSTRUC,refined liquids,305,1979,ktoe
Macedonia,62,NECONSTRUC,refined liquids,277,1980,ktoe
Macedonia,62,NECONSTRUC,refined liquids,318,1981,ktoe
Macedonia,62,NECONSTRUC,refined liquids,323,1982,ktoe
Macedonia,62,NECONSTRUC,refined liquids,382,1983,ktoe
Macedonia,62,NECONSTRUC,refined liquids,424,1984,ktoe
Macedonia,62,NECONSTRUC,refined liquids,461,1985,ktoe
Macedonia,62,NECONSTRUC,refined liquids,583,1986,ktoe
Macedonia,62,NECONSTRUC,refined liquids,778,1987,ktoe
Macedonia,62,NECONSTRUC,refined liquids,534,1988,ktoe
Macedonia,62,NECONSTRUC,refined liquids,442,1989,ktoe
Macedonia,62,NECONSTRUC,refined liquids,709,1990,ktoe
Macedonia,62,NECONSTRUC,refined liquids,811,1991,ktoe
Macedonia,62,NECONSTRUC,refined liquids,782,1992,ktoe
Macedonia,62,NECONSTRUC,refined liquids,1176,1993,ktoe
Macedonia,62,NECONSTRUC,refined liquids,808,1994,ktoe
Macedonia,62,NECONSTRUC,refined liquids,900,1995,ktoe
Macedonia,62,NECONSTRUC,refined liquids,1040,1996,ktoe
Macedonia,62,NECONSTRUC,refined liquids,1231,1997,ktoe
Macedonia,62,NECONSTRUC,refined liquids,1581,1998,ktoe
Macedonia,62,NECONSTRUC,refined liquids,1220,1999,ktoe
Macedonia,62,NECONSTRUC,refined liquids,1169,2000,ktoe
Macedonia,62,NECONSTRUC,refined liquids,1070,2001,ktoe
Macedonia,62,NECONSTRUC,refined liquids,1171,2002,ktoe
Macedonia,62,NECONSTRUC,refined liquids,1294,2003,ktoe
Macedonia,62,NECONSTRUC,refined liquids,1283,2004,ktoe
Macedonia,62,NECONSTRUC,refined liquids,1827,2005,ktoe
Macedonia,62,NECONSTRUC,refined liquids,2234,2006,ktoe
Macedonia,62,NECONSTRUC,refined liquids,2306,2007,ktoe
Macedonia,62,NECONSTRUC,refined liquids,2599,2008,ktoe
Macedonia,62,NECONSTRUC,refined liquids,2303,2009,ktoe
Macedonia,62,NECONSTRUC,refined liquids,2666,2010,ktoe
Macedonia,62,NECONSTRUC,refined liquids,3049,2011,ktoe
Macedonia,62,NECONSTRUC,refined liquids,3093,2012,ktoe
Macedonia,62,NECONSTRUC,refined liquids,3044,2013,ktoe
Macedonia,62,NECONSTRUC,refined liquids,2198,2014,ktoe
Macedonia,62,NECONSTRUC,refined liquids,3158,2015,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,168,1971,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,205,1972,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,215,1973,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,218,1974,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,265,1975,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,263,1976,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,224,1977,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,399,1978,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,305,1979,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,277,1980,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,318,1981,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,323,1982,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,382,1983,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,424,1984,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,461,1985,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,583,1986,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,778,1987,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,534,1988,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,442,1989,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,709,1990,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,811,1991,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,782,1992,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,1176,1993,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,808,1994,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,900,1995,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,1040,1996,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,1231,1997,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,1581,1998,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,1220,1999,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,1169,2000,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,1070,2001,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,1171,2002,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,1294,2003,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,1283,2004,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,1827,2005,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,2234,2006,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,2306,2007,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,2599,2008,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,2303,2009,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,2666,2010,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,3049,2011,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,3093,2012,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,3044,2013,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,2198,2014,ktoe
Serbia and Montenegro,63,NECONSTRUC,refined liquids,3158,2015,ktoe
Turkey,64,NECONSTRUC,refined liquids,168,1971,ktoe
Turkey,64,NECONSTRUC,refined liquids,205,1972,ktoe
Turkey,64,NECONSTRUC,refined liquids,215,1973,ktoe
Turkey,64,NECONSTRUC,refined liquids,218,1974,ktoe
Turkey,64,NECONSTRUC,refined liquids,265,1975,ktoe
Turkey,64,NECONSTRUC,refined liquids,263,1976,ktoe
Turkey,64,NECONSTRUC,refined liquids,224,1977,ktoe
Turkey,64,NECONSTRUC,refined liquids,399,1978,ktoe
Turkey,64,NECONSTRUC,refined liquids,305,1979,ktoe
Turkey,64,NECONSTRUC,refined liquids,277,1980,ktoe
Turkey,64,NECONSTRUC,refined liquids,318,1981,ktoe
Turkey,64,NECONSTRUC,refined liquids,323,1982,ktoe
Turkey,64,NECONSTRUC,refined liquids,382,1983,ktoe
Turkey,64,NECONSTRUC,refined liquids,424,1984,ktoe
Turkey,64,NECONSTRUC,refined liquids,461,1985,ktoe
Turkey,64,NECONSTRUC,refined liquids,583,1986,ktoe
Turkey,64,NECONSTRUC,refined liquids,778,1987,ktoe
Turkey,64,NECONSTRUC,refined liquids,534,1988,ktoe
Turkey,64,NECONSTRUC,refined liquids,442,1989,ktoe
Turkey,64,NECONSTRUC,refined liquids,709,1990,ktoe
Turkey,64,NECONSTRUC,refined liquids,811,1991,ktoe
Turkey,64,NECONSTRUC,refined liquids,782,1992,ktoe
Turkey,64,NECONSTRUC,refined liquids,1176,1993,ktoe
Turkey,64,NECONSTRUC,refined liquids,808,1994,ktoe
Turkey,64,NECONSTRUC,refined liquids,900,1995,ktoe
Turkey,64,NECONSTRUC,refined liquids,1040,1996,ktoe
Turkey,64,NECONSTRUC,refined liquids,1231,1997,ktoe
Turkey,64,NECONSTRUC,refined liquids,1581,1998,ktoe
Turkey,64,NECONSTRUC,refined liquids,1220,1999,ktoe
Turkey,64,NECONSTRUC,refined liquids,1169,2000,ktoe
Turkey,64,NECONSTRUC,refined liquids,1070,2001,ktoe
Turkey,64,NECONSTRUC,refined liquids,1171,2002,ktoe
Turkey,64,NECONSTRUC,refined liquids,1294,2003,ktoe
Turkey,64,NECONSTRUC,refined liquids,1283,2004,ktoe
Turkey,64,NECONSTRUC,refined liquids,1827,2005,ktoe
Turkey,64,NECONSTRUC,refined liquids,2234,2006,ktoe
Turkey,64,NECONSTRUC,refined liquids,2306,2007,ktoe
Turkey,64,NECONSTRUC,refined liquids,2599,2008,ktoe
Turkey,64,NECONSTRUC,refined liquids,2303,2009,ktoe
Turkey,64,NECONSTRUC,refined liquids,2666,2010,ktoe
Turkey,64,NECONSTRUC,refined liquids,3049,2011,ktoe
Turkey,64,NECONSTRUC,refined liquids,3093,2012,ktoe
Turkey,64,NECONSTRUC,refined liquids,3044,2013,ktoe
Turkey,64,NECONSTRUC,refined liquids,2198,2014,ktoe
Turkey,64,NECONSTRUC,refined liquids,3158,2015,ktoe
Norway,65,NECONSTRUC,refined liquids,622,1971,ktoe
Norway,65,NECONSTRUC,refined liquids,638,1972,ktoe
Norway,65,NECONSTRUC,refined liquids,678,1973,ktoe
Norway,65,NECONSTRUC,refined liquids,639,1974,ktoe
Norway,65,NECONSTRUC,refined liquids,586,1975,ktoe
Norway,65,NECONSTRUC,refined liquids,630,1976,ktoe
Norway,65,NECONSTRUC,refined liquids,612,1977,ktoe
Norway,65,NECONSTRUC,refined liquids,618,1978,ktoe
Norway,65,NECONSTRUC,refined liquids,606,1979,ktoe
Norway,65,NECONSTRUC,refined liquids,605,1980,ktoe
Norway,65,NECONSTRUC,refined liquids,579,1981,ktoe
Norway,65,NECONSTRUC,refined liquids,597,1982,ktoe
Norway,65,NECONSTRUC,refined liquids,589,1983,ktoe
Norway,65,NECONSTRUC,refined liquids,613,1984,ktoe
Norway,65,NECONSTRUC,refined liquids,601,1985,ktoe
Norway,65,NECONSTRUC,refined liquids,688,1986,ktoe
Norway,65,NECONSTRUC,refined liquids,667,1987,ktoe
Norway,65,NECONSTRUC,refined liquids,623,1988,ktoe
Norway,65,NECONSTRUC,refined liquids,702,1989,ktoe
Norway,65,NECONSTRUC,refined liquids,674,1990,ktoe
Norway,65,NECONSTRUC,refined liquids,717,1991,ktoe
Norway,65,NECONSTRUC,refined liquids,726,1992,ktoe
Norway,65,NECONSTRUC,refined liquids,609,1993,ktoe
Norway,65,NECONSTRUC,refined liquids,592,1994,ktoe
Norway,65,NECONSTRUC,refined liquids,782,1995,ktoe
Norway,65,NECONSTRUC,refined liquids,688,1996,ktoe
Norway,65,NECONSTRUC,refined liquids,653,1997,ktoe
Norway,65,NECONSTRUC,refined liquids,680,1998,ktoe
Norway,65,NECONSTRUC,refined liquids,687,1999,ktoe
Norway,65,NECONSTRUC,refined liquids,635,2000,ktoe
Norway,65,NECONSTRUC,refined liquids,587,2001,ktoe
Norway,65,NECONSTRUC,refined liquids,550,2002,ktoe
Norway,65,NECONSTRUC,refined liquids,568,2003,ktoe
Norway,65,NECONSTRUC,refined liquids,625,2004,ktoe
Norway,65,NECONSTRUC,refined liquids,598,2005,ktoe
Norway,65,NECONSTRUC,refined liquids,672,2006,ktoe
Norway,65,NECONSTRUC,refined liquids,710,2007,ktoe
Norway,65,NECONSTRUC,refined liquids,671,2008,ktoe
Norway,65,NECONSTRUC,refined liquids,647,2009,ktoe
Norway,65,NECONSTRUC,refined liquids,529,2010,ktoe
Norway,65,NECONSTRUC,refined liquids,557,2011,ktoe
Norway,65,NECONSTRUC,refined liquids,532,2012,ktoe
Norway,65,NECONSTRUC,refined liquids,501,2013,ktoe
Norway,65,NECONSTRUC,refined liquids,581,2014,ktoe
Norway,65,NECONSTRUC,refined liquids,691,2015,ktoe
Switzerland,66,NECONSTRUC,refined liquids,622,1971,ktoe
Switzerland,66,NECONSTRUC,refined liquids,638,1972,ktoe
Switzerland,66,NECONSTRUC,refined liquids,678,1973,ktoe
Switzerland,66,NECONSTRUC,refined liquids,639,1974,ktoe
Switzerland,66,NECONSTRUC,refined liquids,586,1975,ktoe
Switzerland,66,NECONSTRUC,refined liquids,630,1976,ktoe
Switzerland,66,NECONSTRUC,refined liquids,612,1977,ktoe
Switzerland,66,NECONSTRUC,refined liquids,618,1978,ktoe
Switzerland,66,NECONSTRUC,refined liquids,606,1979,ktoe
Switzerland,66,NECONSTRUC,refined liquids,605,1980,ktoe
Switzerland,66,NECONSTRUC,refined liquids,579,1981,ktoe
Switzerland,66,NECONSTRUC,refined liquids,597,1982,ktoe
Switzerland,66,NECONSTRUC,refined liquids,589,1983,ktoe
Switzerland,66,NECONSTRUC,refined liquids,613,1984,ktoe
Switzerland,66,NECONSTRUC,refined liquids,601,1985,ktoe
Switzerland,66,NECONSTRUC,refined liquids,688,1986,ktoe
Switzerland,66,NECONSTRUC,refined liquids,667,1987,ktoe
Switzerland,66,NECONSTRUC,refined liquids,623,1988,ktoe
Switzerland,66,NECONSTRUC,refined liquids,702,1989,ktoe
Switzerland,66,NECONSTRUC,refined liquids,674,1990,ktoe
Switzerland,66,NECONSTRUC,refined liquids,717,1991,ktoe
Switzerland,66,NECONSTRUC,refined liquids,726,1992,ktoe
Switzerland,66,NECONSTRUC,refined liquids,609,1993,ktoe
Switzerland,66,NECONSTRUC,refined liquids,592,1994,ktoe
Switzerland,66,NECONSTRUC,refined liquids,782,1995,ktoe
Switzerland,66,NECONSTRUC,refined liquids,688,1996,ktoe
Switzerland,66,NECONSTRUC,refined liquids,653,1997,ktoe
Switzerland,66,NECONSTRUC,refined liquids,680,1998,ktoe
Switzerland,66,NECONSTRUC,refined liquids,687,1999,ktoe
Switzerland,66,NECONSTRUC,refined liquids,635,2000,ktoe
Switzerland,66,NECONSTRUC,refined liquids,587,2001,ktoe
Switzerland,66,NECONSTRUC,refined liquids,550,2002,ktoe
Switzerland,66,NECONSTRUC,refined liquids,568,2003,ktoe
Switzerland,66,NECONSTRUC,refined liquids,625,2004,ktoe
Switzerland,66,NECONSTRUC,refined liquids,598,2005,ktoe
Switzerland,66,NECONSTRUC,refined liquids,672,2006,ktoe
Switzerland,66,NECONSTRUC,refined liquids,710,2007,ktoe
Switzerland,66,NECONSTRUC,refined liquids,671,2008,ktoe
Switzerland,66,NECONSTRUC,refined liquids,647,2009,ktoe
Switzerland,66,NECONSTRUC,refined liquids,529,2010,ktoe
Switzerland,66,NECONSTRUC,refined liquids,557,2011,ktoe
Switzerland,66,NECONSTRUC,refined liquids,532,2012,ktoe
Switzerland,66,NECONSTRUC,refined liquids,501,2013,ktoe
Switzerland,66,NECONSTRUC,refined liquids,581,2014,ktoe
Switzerland,66,NECONSTRUC,refined liquids,691,2015,ktoe
Iceland,38,NECONSTRUC,refined liquids,622,1971,ktoe
Iceland,38,NECONSTRUC,refined liquids,638,1972,ktoe
Iceland,38,NECONSTRUC,refined liquids,678,1973,ktoe
Iceland,38,NECONSTRUC,refined liquids,639,1974,ktoe
Iceland,38,NECONSTRUC,refined liquids,586,1975,ktoe
Iceland,38,NECONSTRUC,refined liquids,630,1976,ktoe
Iceland,38,NECONSTRUC,refined liquids,612,1977,ktoe
Iceland,38,NECONSTRUC,refined liquids,618,1978,ktoe
Iceland,38,NECONSTRUC,refined liquids,606,1979,ktoe
Iceland,38,NECONSTRUC,refined liquids,605,1980,ktoe
Iceland,38,NECONSTRUC,refined liquids,579,1981,ktoe
Iceland,38,NECONSTRUC,refined liquids,597,1982,ktoe
Iceland,38,NECONSTRUC,refined liquids,589,1983,ktoe
Iceland,38,NECONSTRUC,refined liquids,613,1984,ktoe
Iceland,38,NECONSTRUC,refined liquids,601,1985,ktoe
Iceland,38,NECONSTRUC,refined liquids,688,1986,ktoe
Iceland,38,NECONSTRUC,refined liquids,667,1987,ktoe
Iceland,38,NECONSTRUC,refined liquids,623,1988,ktoe
Iceland,38,NECONSTRUC,refined liquids,702,1989,ktoe
Iceland,38,NECONSTRUC,refined liquids,674,1990,ktoe
Iceland,38,NECONSTRUC,refined liquids,717,1991,ktoe
Iceland,38,NECONSTRUC,refined liquids,726,1992,ktoe
Iceland,38,NECONSTRUC,refined liquids,609,1993,ktoe
Iceland,38,NECONSTRUC,refined liquids,592,1994,ktoe
Iceland,38,NECONSTRUC,refined liquids,782,1995,ktoe
Iceland,38,NECONSTRUC,refined liquids,688,1996,ktoe
Iceland,38,NECONSTRUC,refined liquids,653,1997,ktoe
Iceland,38,NECONSTRUC,refined liquids,680,1998,ktoe
Iceland,38,NECONSTRUC,refined liquids,687,1999,ktoe
Iceland,38,NECONSTRUC,refined liquids,635,2000,ktoe
Iceland,38,NECONSTRUC,refined liquids,587,2001,ktoe
Iceland,38,NECONSTRUC,refined liquids,550,2002,ktoe
Iceland,38,NECONSTRUC,refined liquids,568,2003,ktoe
Iceland,38,NECONSTRUC,refined liquids,625,2004,ktoe
Iceland,38,NECONSTRUC,refined liquids,598,2005,ktoe
Iceland,38,NECONSTRUC,refined liquids,672,2006,ktoe
Iceland,38,NECONSTRUC,refined liquids,710,2007,ktoe
Iceland,38,NECONSTRUC,refined liquids,671,2008,ktoe
Iceland,38,NECONSTRUC,refined liquids,647,2009,ktoe
Iceland,38,NECONSTRUC,refined liquids,529,2010,ktoe
Iceland,38,NECONSTRUC,refined liquids,557,2011,ktoe
Iceland,38,NECONSTRUC,refined liquids,532,2012,ktoe
Iceland,38,NECONSTRUC,refined liquids,501,2013,ktoe
Iceland,38,NECONSTRUC,refined liquids,581,2014,ktoe
Iceland,38,NECONSTRUC,refined liquids,691,2015,ktoe
Japan,19,NECONSTRUC,refined liquids,3859,1971,ktoe
Japan,19,NECONSTRUC,refined liquids,4285,1972,ktoe
Japan,19,NECONSTRUC,refined liquids,4969,1973,ktoe
Japan,19,NECONSTRUC,refined liquids,4360,1974,ktoe
Japan,19,NECONSTRUC,refined liquids,3825,1975,ktoe
Japan,19,NECONSTRUC,refined liquids,3862,1976,ktoe
Japan,19,NECONSTRUC,refined liquids,4304,1977,ktoe
Japan,19,NECONSTRUC,refined liquids,4829,1978,ktoe
Japan,19,NECONSTRUC,refined liquids,4827,1979,ktoe
Japan,19,NECONSTRUC,refined liquids,4467,1980,ktoe
Japan,19,NECONSTRUC,refined liquids,4272,1981,ktoe
Japan,19,NECONSTRUC,refined liquids,4237,1982,ktoe
Japan,19,NECONSTRUC,refined liquids,4575,1983,ktoe
Japan,19,NECONSTRUC,refined liquids,4066,1984,ktoe
Japan,19,NECONSTRUC,refined liquids,3885,1985,ktoe
Japan,19,NECONSTRUC,refined liquids,4122,1986,ktoe
Japan,19,NECONSTRUC,refined liquids,4360,1987,ktoe
Japan,19,NECONSTRUC,refined liquids,4674,1988,ktoe
Japan,19,NECONSTRUC,refined liquids,4718,1989,ktoe
Japan,19,NECONSTRUC,refined liquids,5406,1990,ktoe
Japan,19,NECONSTRUC,refined liquids,5118,1991,ktoe
Japan,19,NECONSTRUC,refined liquids,5374,1992,ktoe
Japan,19,NECONSTRUC,refined liquids,5272,1993,ktoe
Japan,19,NECONSTRUC,refined liquids,5044,1994,ktoe
Japan,19,NECONSTRUC,refined liquids,4884,1995,ktoe
Japan,19,NECONSTRUC,refined liquids,4938,1996,ktoe
Japan,19,NECONSTRUC,refined liquids,4735,1997,ktoe
Japan,19,NECONSTRUC,refined liquids,4350,1998,ktoe
Japan,19,NECONSTRUC,refined liquids,4025,1999,ktoe
Japan,19,NECONSTRUC,refined liquids,3877,2000,ktoe
Japan,19,NECONSTRUC,refined liquids,3799,2001,ktoe
Japan,19,NECONSTRUC,refined liquids,3559,2002,ktoe
Japan,19,NECONSTRUC,refined liquids,3261,2003,ktoe
Japan,19,NECONSTRUC,refined liquids,3109,2004,ktoe
Japan,19,NECONSTRUC,refined liquids,2716,2005,ktoe
Japan,19,NECONSTRUC,refined liquids,2703,2006,ktoe
Japan,19,NECONSTRUC,refined liquids,2532,2007,ktoe
Japan,19,NECONSTRUC,refined liquids,2102,2008,ktoe
Japan,19,NECONSTRUC,refined liquids,2116,2009,ktoe
Japan,19,NECONSTRUC,refined liquids,1847,2010,ktoe
Japan,19,NECONSTRUC,refined liquids,1788,2011,ktoe
Japan,19,NECONSTRUC,refined liquids,1846,2012,ktoe
Japan,19,NECONSTRUC,refined liquids,1514,2013,ktoe
Japan,19,NECONSTRUC,refined liquids,1362,2014,ktoe
Japan,19,NECONSTRUC,refined liquids,1354,2015,ktoe
South Korea,28,NECONSTRUC,refined liquids,151,1971,ktoe
South Korea,28,NECONSTRUC,refined liquids,121,1972,ktoe
South Korea,28,NECONSTRUC,refined liquids,203,1973,ktoe
South Korea,28,NECONSTRUC,refined liquids,122,1974,ktoe
South Korea,28,NECONSTRUC,refined liquids,176,1975,ktoe
South Korea,28,NECONSTRUC,refined liquids,158,1976,ktoe
South Korea,28,NECONSTRUC,refined liquids,222,1977,ktoe
South Korea,28,NECONSTRUC,refined liquids,294,1978,ktoe
South Korea,28,NECONSTRUC,refined liquids,300,1979,ktoe
South Korea,28,NECONSTRUC,refined liquids,272,1980,ktoe
South Korea,28,NECONSTRUC,refined liquids,248,1981,ktoe
South Korea,28,NECONSTRUC,refined liquids,256,1982,ktoe
South Korea,28,NECONSTRUC,refined liquids,250,1983,ktoe
South Korea,28,NECONSTRUC,refined liquids,316,1984,ktoe
South Korea,28,NECONSTRUC,refined liquids,435,1985,ktoe
South Korea,28,NECONSTRUC,refined liquids,444,1986,ktoe
South Korea,28,NECONSTRUC,refined liquids,428,1987,ktoe
South Korea,28,NECONSTRUC,refined liquids,525,1988,ktoe
South Korea,28,NECONSTRUC,refined liquids,527,1989,ktoe
South Korea,28,NECONSTRUC,refined liquids,779,1990,ktoe
South Korea,28,NECONSTRUC,refined liquids,1069,1991,ktoe
South Korea,28,NECONSTRUC,refined liquids,1520,1992,ktoe
South Korea,28,NECONSTRUC,refined liquids,1441,1993,ktoe
South Korea,28,NECONSTRUC,refined liquids,1436,1994,ktoe
South Korea,28,NECONSTRUC,refined liquids,1452,1995,ktoe
South Korea,28,NECONSTRUC,refined liquids,1635,1996,ktoe
South Korea,28,NECONSTRUC,refined liquids,1841,1997,ktoe
South Korea,28,NECONSTRUC,refined liquids,1501,1998,ktoe
South Korea,28,NECONSTRUC,refined liquids,1569,1999,ktoe
South Korea,28,NECONSTRUC,refined liquids,1568,2000,ktoe
South Korea,28,NECONSTRUC,refined liquids,1682,2001,ktoe
South Korea,28,NECONSTRUC,refined liquids,1199,2002,ktoe
South Korea,28,NECONSTRUC,refined liquids,1608,2003,ktoe
South Korea,28,NECONSTRUC,refined liquids,1778,2004,ktoe
South Korea,28,NECONSTRUC,refined liquids,1215,2005,ktoe
South Korea,28,NECONSTRUC,refined liquids,1253,2006,ktoe
South Korea,28,NECONSTRUC,refined liquids,1261,2007,ktoe
South Korea,28,NECONSTRUC,refined liquids,1150,2008,ktoe
South Korea,28,NECONSTRUC,refined liquids,1447,2009,ktoe
