# File: construction_feedstock.csv
# Title: construction feedstock by region
# Units: ktoe
# Description: Regional construction feedstock consumption
# Source: IEA
# Column types: ciccnic
# ----------
region,GCAM_region_ID,flow,fuel,value,year,unit
Greece,49,NECONSTRUC,refined liquids,15441,2006,ktoe
Greece,49,NECONSTRUC,refined liquids,14965,2007,ktoe
Greece,49,NECONSTRUC,refined liquids,14802,2008,ktoe
Greece,49,NECONSTRUC,refined liquids,14023,2009,ktoe
Greece,49,NECONSTRUC,refined liquids,13769,2010,ktoe
Greece,49,NECONSTRUC,refined liquids,13305,2011,ktoe
Greece,49,NECONSTRUC,refined liquids,11022,2012,ktoe
Greece,49,NECONSTRUC,refined liquids,10832,2013,ktoe
Greece,49,NECONSTRUC,refined liquids,9715,2014,ktoe
Greece,49,NECONSTRUC,refined liquids,10131,2015,ktoe
Ireland,50,NECONSTRUC,refined liquids,15228,1971,ktoe
Ireland,50,NECONSTRUC,refined liquids,15900,1972,ktoe
Ireland,50,NECONSTRUC,refined liquids,16179,1973,ktoe
Ireland,50,NECONSTRUC,refined liquids,15293,1974,ktoe
Ireland,50,NECONSTRUC,refined liquids,14671,1975,ktoe
Ireland,50,NECONSTRUC,refined liquids,13983,1976,ktoe
Ireland,50,NECONSTRUC,refined liquids,13533,1977,ktoe
Ireland,50,NECONSTRUC,refined liquids,13507,1978,ktoe
Ireland,50,NECONSTRUC,refined liquids,14101,1979,ktoe
Ireland,50,NECONSTRUC,refined liquids,13447,1980,ktoe
Ireland,50,NECONSTRUC,refined liquids,12293,1981,ktoe
Ireland,50,NECONSTRUC,refined liquids,12406,1982,ktoe
Ireland,50,NECONSTRUC,refined liquids,11973,1983,ktoe
Ireland,50,NECONSTRUC,refined liquids,11935,1984,ktoe
Ireland,50,NECONSTRUC,refined liquids,11886,1985,ktoe
Ireland,50,NECONSTRUC,refined liquids,12616,1986,ktoe
Ireland,50,NECONSTRUC,refined liquids,12958,1987,ktoe
Ireland,50,NECONSTRUC,refined liquids,13708,1988,ktoe
Ireland,50,NECONSTRUC,refined liquids,14313,1989,ktoe
Ireland,50,NECONSTRUC,refined liquids,14507,1990,ktoe
Ireland,50,NECONSTRUC,refined liquids,14947,1991,ktoe
Ireland,50,NECONSTRUC,refined liquids,15398,1992,ktoe
Ireland,50,NECONSTRUC,refined liquids,14535,1993,ktoe
Ireland,50,NECONSTRUC,refined liquids,14867,1994,ktoe
Ireland,50,NECONSTRUC,refined liquids,14443,1995,ktoe
Ireland,50,NECONSTRUC,refined liquids,13213,1996,ktoe
Ireland,50,NECONSTRUC,refined liquids,14340,1997,ktoe
Ireland,50,NECONSTRUC,refined liquids,15122,1998,ktoe
Ireland,50,NECONSTRUC,refined liquids,15596,1999,ktoe
Ireland,50,NECONSTRUC,refined liquids,14828,2000,ktoe
Ireland,50,NECONSTRUC,refined liquids,14893,2001,ktoe
Ireland,50,NECONSTRUC,refined liquids,14957,2002,ktoe
Ireland,50,NECONSTRUC,refined liquids,14784,2003,ktoe
Ireland,50,NECONSTRUC,refined liquids,15310,2004,ktoe
Ireland,50,NECONSTRUC,refined liquids,15782,2005,ktoe
Ireland,50,NECONSTRUC,refined liquids,15441,2006,ktoe
Ireland,50,NECONSTRUC,refined liquids,14965,2007,ktoe
Ireland,50,NECONSTRUC,refined liquids,14802,2008,ktoe
Ireland,50,NECONSTRUC,refined liquids,14023,2009,ktoe
Ireland,50,NECONSTRUC,refined liquids,13769,2010,ktoe
Ireland,50,NECONSTRUC,refined liquids,13305,2011,ktoe
Ireland,50,NECONSTRUC,refined liquids,11022,2012,ktoe
Ireland,50,NECONSTRUC,refined liquids,10832,2013,ktoe
Ireland,50,NECONSTRUC,refined liquids,9715,2014,ktoe
Ireland,50,NECONSTRUC,refined liquids,10131,2015,ktoe
Italy,51,NECONSTRUC,refined liquids,15228,1971,ktoe
Italy,51,NECONSTRUC,refined liquids,15900,1972,ktoe
Italy,51,NECONSTRUC,refined liquids,16179,1973,ktoe
Italy,51,NECONSTRUC,refined liquids,15293,1974,ktoe
Italy,51,NECONSTRUC,refined liquids,14671,1975,ktoe
Italy,51,NECONSTRUC,refined liquids,13983,1976,ktoe
Italy,51,NECONSTRUC,refined liquids,13533,1977,ktoe
Italy,51,NECONSTRUC,refined liquids,13507,1978,ktoe
Italy,51,NECONSTRUC,refined liquids,14101,1979,ktoe
Italy,51,NECONSTRUC,refined liquids,13447,1980,ktoe
Italy,51,NECONSTRUC,refined liquids,12293,1981,ktoe
Italy,51,NECONSTRUC,refined liquids,12406,1982,ktoe
Italy,51,NECONSTRUC,refined liquids,11973,1983,ktoe
Italy,51,NECONSTRUC,refined liquids,11935,1984,ktoe
Italy,51,NECONSTRUC,refined liquids,11886,1985,ktoe
Italy,51,NECONSTRUC,refined liquids,12616,1986,ktoe
Italy,51,NECONSTRUC,refined liquids,12958,1987,ktoe
Italy,51,NECONSTRUC,refined liquids,13708,1988,ktoe
Italy,51,NECONSTRUC,refined liquids,14313,1989,ktoe
Italy,51,NECONSTRUC,refined liquids,14507,1990,ktoe
Italy,51,NECONSTRUC,refined liquids,14947,1991,ktoe
Italy,51,NECONSTRUC,refined liquids,15398,1992,ktoe
Italy,51,NECONSTRUC,refined liquids,14535,1993,ktoe
Italy,51,NECONSTRUC,refined liquids,14867,1994,ktoe
Italy,51,NECONSTRUC,refined liquids,14443,1995,ktoe
Italy,51,NECONSTRUC,refined liquids,13213,1996,ktoe
Italy,51,NECONSTRUC,refined liquids,14340,1997,ktoe
Italy,51,NECONSTRUC,refined liquids,15122,1998,ktoe
Italy,51,NECONSTRUC,refined liquids,15596,1999,ktoe
Italy,51,NECONSTRUC,refined liquids,14828,2000,ktoe
Italy,51,NECONSTRUC,refined liquids,14893,2001,ktoe
Italy,51,NECONSTRUC,refined liquids,14957,2002,ktoe
Italy,51,NECONSTRUC,refined liquids,14784,2003,ktoe
Italy,51,NECONSTRUC,refined liquids,15310,2004,ktoe
Italy,51,NECONSTRUC,refined liquids,15782,2005,ktoe
Italy,51,NECONSTRUC,refined liquids,15441,2006,ktoe
Italy,51,NECONSTRUC,refined liquids,14965,2007,ktoe
Italy,51,NECONSTRUC,refined liquids,14802,2008,ktoe
Italy,51,NECONSTRUC,refined liquids,14023,2009,ktoe
Italy,51,NECONSTRUC,refined liquids,13769,2010,ktoe
Italy,51,NECONSTRUC,refined liquids,13305,2011,ktoe
Italy,51,NECONSTRUC,refined liquids,11022,2012,ktoe
Italy,51,NECONSTRUC,refined liquids,10832,2013,ktoe
Italy,51,NECONSTRUC,refined liquids,9715,2014,ktoe
Italy,51,NECONSTRUC,refined liquids,10131,2015,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,15228,1971,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,15900,1972,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,16179,1973,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,15293,1974,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14671,1975,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,13983,1976,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,13533,1977,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,13507,1978,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14101,1979,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,13447,1980,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,12293,1981,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,12406,1982,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,11973,1983,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,11935,1984,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,11886,1985,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,12616,1986,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,12958,1987,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,13708,1988,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14313,1989,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14507,1990,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14947,1991,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,15398,1992,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14535,1993,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14867,1994,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14443,1995,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,13213,1996,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14340,1997,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,15122,1998,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,15596,1999,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14828,2000,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14893,2001,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14957,2002,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14784,2003,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,15310,2004,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,15782,2005,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,15441,2006,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14965,2007,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14802,2008,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,14023,2009,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,13769,2010,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,13305,2011,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,11022,2012,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,10832,2013,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,9715,2014,ktoe
Luxembourg,52,NECONSTRUC,refined liquids,10131,2015,ktoe
Netherlands,53,NECONSTRUC,refined liquids,15228,1971,ktoe
Netherlands,53,NECONSTRUC,refined liquids,15900,1972,ktoe
Netherlands,53,NECONSTRUC,refined liquids,16179,1973,ktoe
Netherlands,53,NECONSTRUC,refined liquids,15293,1974,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14671,1975,ktoe
Netherlands,53,NECONSTRUC,refined liquids,13983,1976,ktoe
Netherlands,53,NECONSTRUC,refined liquids,13533,1977,ktoe
Netherlands,53,NECONSTRUC,refined liquids,13507,1978,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14101,1979,ktoe
Netherlands,53,NECONSTRUC,refined liquids,13447,1980,ktoe
Netherlands,53,NECONSTRUC,refined liquids,12293,1981,ktoe
Netherlands,53,NECONSTRUC,refined liquids,12406,1982,ktoe
Netherlands,53,NECONSTRUC,refined liquids,11973,1983,ktoe
Netherlands,53,NECONSTRUC,refined liquids,11935,1984,ktoe
Netherlands,53,NECONSTRUC,refined liquids,11886,1985,ktoe
Netherlands,53,NECONSTRUC,refined liquids,12616,1986,ktoe
Netherlands,53,NECONSTRUC,refined liquids,12958,1987,ktoe
Netherlands,53,NECONSTRUC,refined liquids,13708,1988,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14313,1989,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14507,1990,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14947,1991,ktoe
Netherlands,53,NECONSTRUC,refined liquids,15398,1992,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14535,1993,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14867,1994,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14443,1995,ktoe
Netherlands,53,NECONSTRUC,refined liquids,13213,1996,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14340,1997,ktoe
Netherlands,53,NECONSTRUC,refined liquids,15122,1998,ktoe
Netherlands,53,NECONSTRUC,refined liquids,15596,1999,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14828,2000,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14893,2001,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14957,2002,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14784,2003,ktoe
Netherlands,53,NECONSTRUC,refined liquids,15310,2004,ktoe
Netherlands,53,NECONSTRUC,refined liquids,15782,2005,ktoe
Netherlands,53,NECONSTRUC,refined liquids,15441,2006,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14965,2007,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14802,2008,ktoe
Netherlands,53,NECONSTRUC,refined liquids,14023,2009,ktoe
Netherlands,53,NECONSTRUC,refined liquids,13769,2010,ktoe
Netherlands,53,NECONSTRUC,refined liquids,13305,2011,ktoe
Netherlands,53,NECONSTRUC,refined liquids,11022,2012,ktoe
Netherlands,53,NECONSTRUC,refined liquids,10832,2013,ktoe
Netherlands,53,NECONSTRUC,refined liquids,9715,2014,ktoe
Netherlands,53,NECONSTRUC,refined liquids,10131,2015,ktoe
Portugal,54,NECONSTRUC,refined liquids,15228,1971,ktoe
Portugal,54,NECONSTRUC,refined liquids,15900,1972,ktoe
Portugal,54,NECONSTRUC,refined liquids,16179,1973,ktoe
Portugal,54,NECONSTRUC,refined liquids,15293,1974,ktoe
Portugal,54,NECONSTRUC,refined liquids,14671,1975,ktoe
Portugal,54,NECONSTRUC,refined liquids,13983,1976,ktoe
Portugal,54,NECONSTRUC,refined liquids,13533,1977,ktoe
Portugal,54,NECONSTRUC,refined liquids,13507,1978,ktoe
Portugal,54,NECONSTRUC,refined liquids,14101,1979,ktoe
Portugal,54,NECONSTRUC,refined liquids,13447,1980,ktoe
Portugal,54,NECONSTRUC,refined liquids,12293,1981,ktoe
Portugal,54,NECONSTRUC,refined liquids,12406,1982,ktoe
Portugal,54,NECONSTRUC,refined liquids,11973,1983,ktoe
Portugal,54,NECONSTRUC,refined liquids,11935,1984,ktoe
Portugal,54,NECONSTRUC,refined liquids,11886,1985,ktoe
Portugal,54,NECONSTRUC,refined liquids,12616,1986,ktoe
Portugal,54,NECONSTRUC,refined liquids,12958,1987,ktoe
Portugal,54,NECONSTRUC,refined liquids,13708,1988,ktoe
Portugal,54,NECONSTRUC,refined liquids,14313,1989,ktoe
Portugal,54,NECONSTRUC,refined liquids,14507,1990,ktoe
Portugal,54,NECONSTRUC,refined liquids,14947,1991,ktoe
Portugal,54,NECONSTRUC,refined liquids,15398,1992,ktoe
Portugal,54,NECONSTRUC,refined liquids,14535,1993,ktoe
Portugal,54,NECONSTRUC,refined liquids,14867,1994,ktoe
Portugal,54,NECONSTRUC,refined liquids,14443,1995,ktoe
Portugal,54,NECONSTRUC,refined liquids,13213,1996,ktoe
Portugal,54,NECONSTRUC,refined liquids,14340,1997,ktoe
Portugal,54,NECONSTRUC,refined liquids,15122,1998,ktoe
Portugal,54,NECONSTRUC,refined liquids,15596,1999,ktoe
Portugal,54,NECONSTRUC,refined liquids,14828,2000,ktoe
Portugal,54,NECONSTRUC,refined liquids,14893,2001,ktoe
Portugal,54,NECONSTRUC,refined liquids,14957,2002,ktoe
Portugal,54,NECONSTRUC,refined liquids,14784,2003,ktoe
Portugal,54,NECONSTRUC,refined liquids,15310,2004,ktoe
Portugal,54,NECONSTRUC,refined liquids,15782,2005,ktoe
Portugal,54,NECONSTRUC,refined liquids,15441,2006,ktoe
Portugal,54,NECONSTRUC,refined liquids,14965,2007,ktoe
Portugal,54,NECONSTRUC,refined liquids,14802,2008,ktoe
Portugal,54,NECONSTRUC,refined liquids,14023,2009,ktoe
Portugal,54,NECONSTRUC,refined liquids,13769,2010,ktoe
Portugal,54,NECONSTRUC,refined liquids,13305,2011,ktoe
Portugal,54,NECONSTRUC,refined liquids,11022,2012,ktoe
Portugal,54,NECONSTRUC,refined liquids,10832,2013,ktoe
Portugal,54,NECONSTRUC,refined liquids,9715,2014,ktoe
Portugal,54,NECONSTRUC,refined liquids,10131,2015,ktoe
Sweden,55,NECONSTRUC,refined liquids,15228,1971,ktoe
Sweden,55,NECONSTRUC,refined liquids,15900,1972,ktoe
Sweden,55,NECONSTRUC,refined liquids,16179,1973,ktoe
Sweden,55,NECONSTRUC,refined liquids,15293,1974,ktoe
Sweden,55,NECONSTRUC,refined liquids,14671,1975,ktoe
Sweden,55,NECONSTRUC,refined liquids,13983,1976,ktoe
Sweden,55,NECONSTRUC,refined liquids,13533,1977,ktoe
Sweden,55,NECONSTRUC,refined liquids,13507,1978,ktoe
Sweden,55,NECONSTRUC,refined liquids,14101,1979,ktoe
Sweden,55,NECONSTRUC,refined liquids,13447,1980,ktoe
Sweden,55,NECONSTRUC,refined liquids,12293,1981,ktoe
Sweden,55,NECONSTRUC,refined liquids,12406,1982,ktoe
Sweden,55,NECONSTRUC,refined liquids,11973,1983,ktoe
Sweden,55,NECONSTRUC,refined liquids,11935,1984,ktoe
Sweden,55,NECONSTRUC,refined liquids,11886,1985,ktoe
Sweden,55,NECONSTRUC,refined liquids,12616,1986,ktoe
Sweden,55,NECONSTRUC,refined liquids,12958,1987,ktoe
Sweden,55,NECONSTRUC,refined liquids,13708,1988,ktoe
Sweden,55,NECONSTRUC,refined liquids,14313,1989,ktoe
Sweden,55,NECONSTRUC,refined liquids,14507,1990,ktoe
Sweden,55,NECONSTRUC,refined liquids,14947,1991,ktoe
Sweden,55,NECONSTRUC,refined liquids,15398,1992,ktoe
Sweden,55,NECONSTRUC,refined liquids,14535,1993,ktoe
Sweden,55,NECONSTRUC,refined liquids,14867,1994,ktoe
Sweden,55,NECONSTRUC,refined liquids,14443,1995,ktoe
Sweden,55,NECONSTRUC,refined liquids,13213,1996,ktoe
Sweden,55,NECONSTRUC,refined liquids,14340,1997,ktoe
Sweden,55,NECONSTRUC,refined liquids,15122,1998,ktoe
Sweden,55,NECONSTRUC,refined liquids,15596,1999,ktoe
Sweden,55,NECONSTRUC,refined liquids,14828,2000,ktoe
Sweden,55,NECONSTRUC,refined liquids,14893,2001,ktoe
Sweden,55,NECONSTRUC,refined liquids,14957,2002,ktoe
Sweden,55,NECONSTRUC,refined liquids,14784,2003,ktoe
Sweden,55,NECONSTRUC,refined liquids,15310,2004,ktoe
Sweden,55,NECONSTRUC,refined liquids,15782,2005,ktoe
Sweden,55,NECONSTRUC,refined liquids,15441,2006,ktoe
Sweden,55,NECONSTRUC,refined liquids,14965,2007,ktoe
Sweden,55,NECONSTRUC,refined liquids,14802,2008,ktoe
Sweden,55,NECONSTRUC,refined liquids,14023,2009,ktoe
Sweden,55,NECONSTRUC,refined liquids,13769,2010,ktoe
Sweden,55,NECONSTRUC,refined liquids,13305,2011,ktoe
Sweden,55,NECONSTRUC,refined liquids,11022,2012,ktoe
Sweden,55,NECONSTRUC,refined liquids,10832,2013,ktoe
Sweden,55,NECONSTRUC,refined liquids,9715,2014,ktoe
Sweden,55,NECONSTRUC,refined liquids,10131,2015,ktoe
Belarus,56,NECONSTRUC,refined liquids,340,1995,ktoe
Belarus,56,NECONSTRUC,refined liquids,276,1996,ktoe
Belarus,56,NECONSTRUC,refined liquids,311,1997,ktoe
Belarus,56,NECONSTRUC,refined liquids,350,1998,ktoe
Belarus,56,NECONSTRUC,refined liquids,278,1999,ktoe
Belarus,56,NECONSTRUC,refined liquids,168,2000,ktoe
Belarus,56,NECONSTRUC,refined liquids,229,2001,ktoe
Belarus,56,NECONSTRUC,refined liquids,215,2002,ktoe
Belarus,56,NECONSTRUC,refined liquids,224,2003,ktoe
Belarus,56,NECONSTRUC,refined liquids,268,2004,ktoe
Belarus,56,NECONSTRUC,refined liquids,262,2005,ktoe
Belarus,56,NECONSTRUC,refined liquids,370,2006,ktoe
Belarus,56,NECONSTRUC,refined liquids,711,2007,ktoe
Belarus,56,NECONSTRUC,refined liquids,506,2008,ktoe
Belarus,56,NECONSTRUC,refined liquids,366,2009,ktoe
Belarus,56,NECONSTRUC,refined liquids,424,2010,ktoe
Belarus,56,NECONSTRUC,refined liquids,382,2011,ktoe
Belarus,56,NECONSTRUC,refined liquids,543,2012,ktoe
Belarus,56,NECONSTRUC,refined liquids,458,2013,ktoe
Belarus,56,NECONSTRUC,refined liquids,470,2014,ktoe
Belarus,56,NECONSTRUC,refined liquids,356,2015,ktoe
Moldova,57,NECONSTRUC,refined liquids,340,1995,ktoe
Moldova,57,NECONSTRUC,refined liquids,276,1996,ktoe
Moldova,57,NECONSTRUC,refined liquids,311,1997,ktoe
Moldova,57,NECONSTRUC,refined liquids,350,1998,ktoe
Moldova,57,NECONSTRUC,refined liquids,278,1999,ktoe
Moldova,57,NECONSTRUC,refined liquids,168,2000,ktoe
Moldova,57,NECONSTRUC,refined liquids,229,2001,ktoe
Moldova,57,NECONSTRUC,refined liquids,215,2002,ktoe
Moldova,57,NECONSTRUC,refined liquids,224,2003,ktoe
Moldova,57,NECONSTRUC,refined liquids,268,2004,ktoe
Moldova,57,NECONSTRUC,refined liquids,262,2005,ktoe
Moldova,57,NECONSTRUC,refined liquids,370,2006,ktoe
Moldova,57,NECONSTRUC,refined liquids,711,2007,ktoe
Moldova,57,NECONSTRUC,refined liquids,506,2008,ktoe
Moldova,57,NECONSTRUC,refined liquids,366,2009,ktoe
Moldova,57,NECONSTRUC,refined liquids,424,2010,ktoe
Moldova,57,NECONSTRUC,refined liquids,382,2011,ktoe
Moldova,57,NECONSTRUC,refined liquids,543,2012,ktoe
Moldova,57,NECONSTRUC,refined liquids,458,2013,ktoe
Moldova,57,NECONSTRUC,refined liquids,470,2014,ktoe
Moldova,57,NECONSTRUC,refined liquids,356,2015,ktoe
Ukraine,58,NECONSTRUC,refined liquids,340,1995,ktoe
Ukraine,58,NECONSTRUC,refined liquids,276,1996,ktoe
Ukraine,58,NECONSTRUC,refined liquids,311,1997,ktoe
Ukraine,58,NECONSTRUC,refined liquids,350,1998,ktoe
Ukraine,58,NECONSTRUC,refined liquids,278,1999,ktoe
Ukraine,58,NECONSTRUC,refined liquids,168,2000,ktoe
Ukraine,58,NECONSTRUC,refined liquids,229,2001,ktoe
Ukraine,58,NECONSTRUC,refined liquids,215,2002,ktoe
Ukraine,58,NECONSTRUC,refined liquids,224,2003,ktoe
Ukraine,58,NECONSTRUC,refined liquids,268,2004,ktoe
Ukraine,58,NECONSTRUC,refined liquids,262,2005,ktoe
Ukraine,58,NECONSTRUC,refined liquids,370,2006,ktoe
Ukraine,58,NECONSTRUC,refined liquids,711,2007,ktoe
Ukraine,58,NECONSTRUC,refined liquids,506,2008,ktoe
Ukraine,58,NECONSTRUC,refined liquids,366,2009,ktoe
Ukraine,58,NECONSTRUC,refined liquids,424,2010,ktoe
Ukraine,58,NECONSTRUC,refined liquids,382,2011,ktoe
Ukraine,58,NECONSTRUC,refined liquids,543,2012,ktoe
Ukraine,58,NECONSTRUC,refined liquids,458,2013,ktoe
Ukraine,58,NECONSTRUC,refined liquids,470,2014,ktoe
Ukraine,58,NECONSTRUC,refined liquids,356,2015,ktoe
Albania,59,NECONSTRUC,refined liquids,168,1971,ktoe
Albania,59,NECONSTRUC,refined liquids,205,1972,ktoe
Albania,59,NECONSTRUC,refined liquids,215,1973,ktoe
Albania,59,NECONSTRUC,refined liquids,218,1974,ktoe
Albania,59,NECONSTRUC,refined liquids,265,1975,ktoe
Albania,59,NECONSTRUC,refined liquids,263,1976,ktoe
Albania,59,NECONSTRUC,refined liquids,224,1977,ktoe
Albania,59,NECONSTRUC,refined liquids,399,1978,ktoe
Albania,59,NECONSTRUC,refined liquids,305,1979,ktoe
Albania,59,NECONSTRUC,refined liquids,277,1980,ktoe
Albania,59,NECONSTRUC,refined liquids,318,1981,ktoe
Albania,59,NECONSTRUC,refined liquids,323,1982,ktoe
Albania,59,NECONSTRUC,refined liquids,382,1983,ktoe
Albania,59,NECONSTRUC,refined liquids,424,1984,ktoe
Albania,59,NECONSTRUC,refined liquids,461,1985,ktoe
Albania,59,NECONSTRUC,refined liquids,583,1986,ktoe
Albania,59,NECONSTRUC,refined liquids,778,1987,ktoe
Albania,59,NECONSTRUC,refined liquids,534,1988,ktoe
Albania,59,NECONSTRUC,refined liquids,442,1989,ktoe
Albania,59,NECONSTRUC,refined liquids,709,1990,ktoe
Albania,59,NECONSTRUC,refined liquids,811,1991,ktoe
Albania,59,NECONSTRUC,refined liquids,782,1992,ktoe
Albania,59,NECONSTRUC,refined liquids,1176,1993,ktoe
Albania,59,NECONSTRUC,refined liquids,808,1994,ktoe
Albania,59,NECONSTRUC,refined liquids,900,1995,ktoe
Albania,59,NECONSTRUC,refined liquids,1040,1996,ktoe
Albania,59,NECONSTRUC,refined liquids,1231,1997,ktoe
Albania,59,NECONSTRUC,refined liquids,1581,1998,ktoe
Albania,59,NECONSTRUC,refined liquids,1220,1999,ktoe
Albania,59,NECONSTRUC,refined liquids,1169,2000,ktoe
Albania,59,NECONSTRUC,refined liquids,1070,2001,ktoe
Albania,59,NECONSTRUC,refined liquids,1171,2002,ktoe
Albania,59,NECONSTRUC,refined liquids,1294,2003,ktoe
Albania,59,NECONSTRUC,refined liquids,1283,2004,ktoe
Albania,59,NECONSTRUC,refined liquids,1827,2005,ktoe
Albania,59,NECONSTRUC,refined liquids,2234,2006,ktoe
Albania,59,NECONSTRUC,refined liquids,2306,2007,ktoe
Albania,59,NECONSTRUC,refined liquids,2599,2008,ktoe
Albania,59,NECONSTRUC,refined liquids,2303,2009,ktoe
Albania,59,NECONSTRUC,refined liquids,2666,2010,ktoe
Albania,59,NECONSTRUC,refined liquids,3049,2011,ktoe
Albania,59,NECONSTRUC,refined liquids,3093,2012,ktoe
Albania,59,NECONSTRUC,refined liquids,3044,2013,ktoe
Albania,59,NECONSTRUC,refined liquids,2198,2014,ktoe
Albania,59,NECONSTRUC,refined liquids,3158,2015,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,168,1971,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,205,1972,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,215,1973,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,218,1974,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,265,1975,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,263,1976,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,224,1977,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,399,1978,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,305,1979,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,277,1980,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,318,1981,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,323,1982,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,382,1983,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,424,1984,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,461,1985,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,583,1986,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,778,1987,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,534,1988,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,442,1989,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,709,1990,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,811,1991,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,782,1992,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,1176,1993,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,808,1994,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,900,1995,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,1040,1996,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,1231,1997,ktoe
Bosnia and Herzegovina,60,NECONSTRUC,refined liquids,1581,1998,ktoe
