# File: IO_IRONSTL_scaled.csv
# Title: IO in Steel production by subsector by technology
# Units: GJ/t
# Description: Energy coefficient in steel production
# Source: Literature
# Column types: cicccicn
# ----------
region,GCAM_region_ID,sector.name,subsector.name,technology,year,minicam.energy.input,coefficient
Colombia,32,iron and steel,EAF with DRI,EAF with DRI,2010,wholesale gas,0.003119702
Colombia,32,iron and steel,EAF with DRI,EAF with DRI CCS,2010,delivered coal,0.005845843
Colombia,32,iron and steel,EAF with DRI,EAF with DRI CCS,2010,refined liquids industrial,0.00127765
Colombia,32,iron and steel,EAF with DRI,EAF with DRI CCS,2010,elect_td_ind,0.010371651
Colombia,32,iron and steel,EAF with DRI,EAF with DRI CCS,2010,wholesale gas,0.003119702
Colombia,32,iron and steel,EAF with DRI,Hydrogen-based DRI,2010,H2 enduse,0
Colombia,32,iron and steel,EAF with DRI,Hydrogen-based DRI,2010,elect_td_ind,0.010371651
Colombia,32,iron and steel,EAF with scrap,EAF with scrap,2010,refined liquids industrial,0.000851766
Colombia,32,iron and steel,EAF with scrap,EAF with scrap,2010,elect_td_ind,0.007605877
Colombia,32,iron and steel,EAF with scrap,EAF with scrap,2010,scrap,1.1
Bulgaria,12,iron and steel,BLASTFUR,BLASTFUR,2010,delivered coal,0.019695658
Bulgaria,12,iron and steel,BLASTFUR,BLASTFUR,2010,refined liquids industrial,1.18E-04
Bulgaria,12,iron and steel,BLASTFUR,BLASTFUR,2010,elect_td_ind,0.002018066
Bulgaria,12,iron and steel,BLASTFUR,BLASTFUR,2010,wholesale gas,0.001909421
Bulgaria,12,iron and steel,BLASTFUR,BLASTFUR CCS,2010,delivered coal,0.019695658
Bulgaria,12,iron and steel,BLASTFUR,BLASTFUR CCS,2010,refined liquids industrial,1.18E-04
Bulgaria,12,iron and steel,BLASTFUR,BLASTFUR CCS,2010,elect_td_ind,0.002018066
Bulgaria,12,iron and steel,BLASTFUR,BLASTFUR CCS,2010,wholesale gas,0.001909421
Bulgaria,12,iron and steel,BLASTFUR,Biomass-based,2010,delivered biomass,
Bulgaria,12,iron and steel,BLASTFUR,Biomass-based,2010,refined liquids industrial,1.18E-04
Bulgaria,12,iron and steel,BLASTFUR,Biomass-based,2010,elect_td_ind,0.002018066
Bulgaria,12,iron and steel,BLASTFUR,Biomass-based,2010,wholesale gas,0.001909421
Bulgaria,12,iron and steel,EAF with DRI,EAF with DRI,2010,delivered coal,0.001043269
Bulgaria,12,iron and steel,EAF with DRI,EAF with DRI,2010,refined liquids industrial,5.06E-05
Bulgaria,12,iron and steel,EAF with DRI,EAF with DRI,2010,elect_td_ind,0.006177753
Bulgaria,12,iron and steel,EAF with DRI,EAF with DRI,2010,wholesale gas,0.010365427
