# File: estat_nrg_d_hhq_filtered_en.csv
# Title: Disaggregated final energy consumption in households - quantities
# Units: TJ
# Source: https://ec.europa.eu/eurostat/databrowser/view/nrg_d_hhq__custom_10176508/default/table?lang=en
# Column types: cccccccnnc 
# ----------
STRUCTURE,STRUCTURE_ID,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,IT,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,IT,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LT,2017,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LT,2018,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LT,2019,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LT,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LT,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2010,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2011,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2012,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2013,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2014,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2015,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2016,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2017,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2018,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2019,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LU,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2010,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2011,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2012,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2013,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2014,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2015,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2016,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2017,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2018,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2019,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,LV,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MD,2017,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MD,2018,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MD,2019,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MD,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MD,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2010,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2011,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2012,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2013,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2014,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2015,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2016,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2017,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2018,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2019,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MK,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MT,2018,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MT,2019,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MT,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,MT,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NL,2015,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NL,2016,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NL,2017,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NL,2018,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NL,2019,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NL,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NL,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2010,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2011,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2012,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2013,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2014,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2015,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2016,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2017,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2018,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2019,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,NO,2021,1.008,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PL,2014,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PL,2015,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PL,2016,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PL,2017,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PL,2018,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PL,2019,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PL,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PL,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2010,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2011,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2012,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2013,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2014,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2015,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2016,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2017,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2018,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2019,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,PT,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,RO,2017,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,RO,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SE,2018,674.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SE,2019,1076.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SE,2020,761.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SE,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SI,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SI,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SK,2015,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SK,2016,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SK,2017,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SK,2018,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SK,2019,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SK,2020,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,R5300,TJ,SK,2021,0.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2010,6799.646,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2011,6661.686,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2012,6954.695,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2013,6408.615,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2014,6924.130,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2015,7003.573,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2016,6552.342,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2017,5756.850,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2018,5550.860,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2019,5308.862,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2020,5411.700,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AL,2021,5265.395,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2010,83535.874,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2011,79713.008,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2012,84285.441,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2013,86893.261,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2014,77527.662,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2015,83716.156,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2016,86266.925,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2017,86399.004,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2018,80976.403,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2019,82632.182,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2020,82770.666,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,AT,2021,97234.168,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BA,2014,13911.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BA,2015,18587.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BA,2016,18612.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BA,2017,14838.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BA,2018,45330.718,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BA,2019,45095.927,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BA,2020,48552.416,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BA,2021,47349.718,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BE,2016,29594.800,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BE,2017,28582.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BE,2018,28518.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BE,2019,28884.700,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BE,2020,27579.400,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BE,2021,34890.300,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2010,30039.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2011,31606.640,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2012,32112.120,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2013,31761.120,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2014,31097.120,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2015,30386.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2016,32141.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2017,32220.967,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2018,31365.258,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2019,30208.432,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2020,35975.469,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,BG,2021,31951.434,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,CY,2018,3906.299,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,CY,2019,4030.362,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,CY,2020,4122.488,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,CY,2021,4116.546,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,CZ,2015,73914.426,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,CZ,2016,74940.159,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,CZ,2017,76388.652,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,CZ,2018,85200.760,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,CZ,2019,91831.041,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,CZ,2020,94625.271,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,CZ,2021,105649.167,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2010,331007.885,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2011,308104.954,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2012,361831.977,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2013,377132.954,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2014,319237.954,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2015,324979.954,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2016,309043.954,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2017,319959.931,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2018,340853.931,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2019,347461.778,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2020,337301.827,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DE,2021,382160.970,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DK,2015,46510.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DK,2016,49856.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DK,2017,50995.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DK,2018,46202.770,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DK,2019,44114.170,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DK,2020,43264.620,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,DK,2021,45864.610,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EA20,2018,1486897.399,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EA20,2019,1533385.301,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EA20,2020,1495929.532,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EA20,2021,1684640.274,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2010,17725.555,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2011,15260.895,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2012,16294.752,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2013,15641.842,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2014,15550.855,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2015,15130.913,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2016,16065.783,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2017,16343.746,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2018,16499.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2019,16515.667,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2020,16511.126,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EE,2021,16240.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EL,2013,39937.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EL,2015,40703.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EL,2016,36541.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EL,2017,42568.536,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EL,2018,41568.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EL,2019,41056.496,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EL,2020,42027.283,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EL,2021,43363.412,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2010,109011.941,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2011,109437.153,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2012,111655.529,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2013,112721.735,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2014,117012.870,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2015,117409.360,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2016,89492.741,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2017,91071.081,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2018,92657.920,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2019,94325.107,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2020,95682.132,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,ES,2021,96969.078,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EU27_2020,2018,2115561.712,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EU27_2020,2019,2146788.483,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EU27_2020,2020,2107261.837,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,EU27_2020,2021,2324176.581,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,FI,2015,50099.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,FI,2016,54514.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,FI,2017,74334.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,FI,2018,73968.000,
dataflow,ESTAT:NRG_D_HHQ(1.0),A,FC_OTH_HH_E,RA000,TJ,FI,2019,74016.000,
