# File: estat_nrg_ind_ahbtc_filtered_en.csv
# Title: Heat pumps - ambient heat captured by technology and climate
# Units: GWh
# Source: https://ec.europa.eu/eurostat/databrowser/view/nrg_ind_ahbtc__custom_14839308/default/table?lang=en
# Column types: ccccccnnc 
# ----------
STRUCTURE,STRUCTURE_ID,freq,hp_tech,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,SK,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,TR,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,UK,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_AW_EW,GWH,XK,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AL,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,AT,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BA,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2015,0.014,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2016,0.068,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2017,0.132,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2018,0.143,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2019,0.159,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2020,0.173,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2021,0.187,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2022,0.165,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BE,2023,0.154,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,BG,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CY,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,CZ,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DE,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2004,0.138,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2005,0.148,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2006,0.165,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2007,0.203,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2008,0.247,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2009,0.292,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2010,0.277,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2011,0.513,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2012,0.499,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2013,0.487,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2014,0.475,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2015,0.406,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2016,0.406,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2017,0.406,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2018,0.406,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2019,0.406,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,DK,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2015,0.014,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAA_EA,GWH,EA20,2016,0.068,
