# File: JRC_trn_data.csv
# Title: JRC-specific assumptions to layer into UCD_trn_data_CORE.csv database
# Units: Various
# Column types: ccccccccnnnnnnnnnnnnnnnnnnn
# Source: The JRC Integrated Database of the European Energy System. JRC-IDEES. https://data.jrc.ec.europa.eu/collection/id-0110
# ----------
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Czech Republic,Passenger,Air International,All,Liquids,Liquids,intensity,kgoe / kpkm,33.14567059,34.20645781,31.06077183,31.28924669,31.98965449,28.01452967,25.65076993,25.88789746,24.0501767,23.99720924,23.05016416,21.71853783,19.04478409,18.66142902,17.83552684,33.77186896,32.95930625,20.83601378,19.87403321
Czech Republic,Freight,Rail,All,Liquids,Diesel,intensity,kgoe / ktkm,6.131847041,6.322164932,6.855602605,6.63228078,6.696567135,6.047848915,6.142575669,5.628017685,5.397949597,5.746928399,5.886958967,5.758057257,5.607433216,5.348361141,5.663349357,6.156581618,6.050086818,8.681833821,7.076087054
Czech Republic,Freight,Rail,All,Electric,Electricity,intensity,kgoe / ktkm,4.243425508,3.92385877,3.926979671,3.501544466,3.472737525,3.063098003,3.113812134,2.836804639,2.689429306,2.809412054,2.716945848,2.62811168,2.554161673,2.420670651,2.504713807,2.785898101,2.733349385,3.117708328,3.506872577
Czech Republic,Freight,Rail,All,Electric,Electricity,energy,ktoe,49.67936507,47.43993555,49.45469465,40.98688078,31.590995,30.76434629,33.51113751,32.53784973,30.03649192,30.73211782,31.81818588,31.44286309,31.46738608,31.49394222,31.82042708,33.21692477,35.25091229,40.93188841,40.32103505
Czech Republic,Freight,Rail,All,Liquids,Diesel,energy,ktoe,19.36821785,23.32168818,25.43723135,24.74920422,24.73807982,22.53706909,21.83013925,15.74215961,15.09616744,20.89591479,20.89863272,21.04540361,19.75473635,19.00582839,19.68457489,20.4876413,20.74817082,28.12186387,25.05133739
Czech Republic,Freight,Truck,Truck (>3.5t),Liquids,Liquids,energy,ktoe,1582.835631,1685.722692,1795.909268,1714.173013,1572.664679,1437.960401,1425.381521,1385.225749,1315.035765,1389.40975,1520.584379,1667.217429,1716.840643,1709.393601,1701.298062,1602.706737,1845.527182,1858.891024,1878.402108
Czech Republic,Freight,Truck,Truck (>3.5t),Liquids,Diesel,intensity,kgoe / ktkm,49.02128158,50.02520785,52.84481156,52.64926241,53.93365741,44.96485806,42.98211873,42.67166823,37.13877323,37.54506635,35.63290287,38.49210575,39.85789307,39.34253035,37.26912008,30.9941353,33.48502552,32.2903527,34.55231602
Czech Republic,Freight,Truck,Truck (>3.5t),Liquids,Diesel,load factor,t/movement,7.821959014,8.276806183,8.364209318,8.419460436,8.717732216,9.407627558,9.606288471,9.693040675,9.915336878,9.8387687,9.852235044,9.866687625,9.483071822,9.523826104,9.796830424,10.00988715,9.822990959,10.31017051,9.785549916
Czech Republic,Freight,Truck,Truck (>3.5t),BEV,Electricity,energy,ktoe,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (>3.5t),BEV,Electricity,intensity,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (>3.5t),BEV,Electricity,load factor,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (>3.5t),FCEV,Hydrogen,energy,ktoe,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (>3.5t),FCEV,Hydrogen,intensity,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (>3.5t),FCEV,Hydrogen,load factor,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (>3.5t),Hybrid Liquids,Liquids,energy,ktoe,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (>3.5t),Hybrid Liquids,Liquids,intensity,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (>3.5t),Hybrid Liquids,Liquids,load factor,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (>3.5t),NG,Natural Gas,energy,ktoe,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (>3.5t),NG,Natural Gas,intensity,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (>3.5t),NG,Natural Gas,load factor,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (<3.5t),BEV,Electricity,energy,ktoe,,,,0.006758355,0.007113162,0.007837379,0.008562452,0.012332524,0.014559681,0.016709901,0.020083554,0.023707323,0.028813663,0.042808795,0.07611375,0.097297978,0.195719353,0.241258085,0.383886993
Czech Republic,Freight,Truck,Truck (<3.5t),BEV,Electricity,intensity,kgoe / ktkm,,,,122.5072161,122.5863385,122.7653107,123.092422,124.0285583,124.7798558,125.8463501,128.9524002,129.4973431,130.3019802,140.4912675,156.5779309,159.0199041,185.711025,196.1837151,196.2342588
Czech Republic,Freight,Truck,Truck (<3.5t),Liquids,Gasoline,load factor,t/movement,0.115001445,0.115028827,0.115147742,0.114704046,0.114626854,0.114150633,0.114040571,0.113934573,0.113649603,0.113227076,0.113183503,0.1127994,0.112960135,0.112950037,0.112950916,0.113198149,0.112978917,0.11302982,0.113245613
Czech Republic,Freight,Truck,Truck (<3.5t),Liquids,Diesel,load factor,t/movement,0.154796231,0.154906829,0.155387747,0.153598402,0.153288512,0.151385914,0.150948444,0.150527927,0.149060341,0.146260304,0.145367482,0.143892528,0.143639738,0.143601218,0.143604571,0.144549625,0.143711398,0.143905733,0.144731529
Czech Republic,Freight,Truck,Truck (<3.5t),Liquids,LPG,load factor,t/movement,0.114770517,0.114797844,0.11491652,0.114473714,0.114396678,0.113921413,0.113811572,0.113705787,0.113421389,0.113227076,0.113183503,0.1127994,0.112733306,0.112723228,0.112724105,0.112970842,0.11275205,0.11280285,0.11301821
Czech Republic,Freight,Truck,Truck (<3.5t),BEV,Electricity,load factor,t/movement,,,,0.143960601,0.143942201,0.143855563,0.143831709,0.143810061,0.143747054,0.143626558,0.14359892,0.143843203,0.143885363,0.143891795,0.143892355,0.146271422,0.14391019,0.143986712,0.143935262
Czech Republic,Freight,Truck,Truck (<3.5t),Liquids,Gasoline,energy,ktoe,41.72531988,48.30813241,54.70334021,61.24476438,59.66376001,58.89414812,57.33011302,55.5842255,56.10380102,58.37368431,61.62228236,62.71035033,62.35198097,62.44374466,62.33835065,61.64215127,61.55157749,61.41552994,61.98548285
Czech Republic,Freight,Truck,Truck (<3.5t),Liquids,Diesel,energy,ktoe,264.2889409,306.5368951,350.8145279,426.9028867,438.2594114,471.6244369,485.2426492,494.6586179,516.4500048,581.4238001,635.3023079,527.6554877,536.4604743,539.1114671,539.3960802,524.0151129,535.8997033,541.2524362,555.2032327
Czech Republic,Freight,Truck,Truck (<3.5t),Liquids,LPG,energy,ktoe,10.97201754,11.12724441,11.36670702,10.92280123,10.90386969,10.43495277,10.37337977,11.44079791,12.00648553,13.49766483,13.47108112,14.55942054,14.18389202,13.84156888,12.58405906,11.24161335,10.12040488,8.835146506,7.469240589
Czech Republic,Freight,Truck,Truck (<3.5t),FCEV,Hydrogen,energy,ktoe,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (<3.5t),FCEV,Hydrogen,intensity,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (<3.5t),FCEV,Hydrogen,load factor,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (<3.5t),Hybrid Liquids,Liquids,energy,ktoe,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (<3.5t),Hybrid Liquids,Liquids,intensity,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (<3.5t),Hybrid Liquids,Liquids,load factor,,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Truck,Truck (<3.5t),NG,Natural Gas,energy,ktoe,,,,,,,,0.499556851,0.892320395,2.21448755,5.135625327,8.742603371,11.93907717,14.34460512,16.66295754,16.68399417,19.79108319,19.65845843,17.33975385
Czech Republic,Freight,Truck,Truck (<3.5t),Liquids,Gasoline,intensity,kgoe / ktkm,758.0505425,748.4792307,740.9444952,738.2523665,735.7902482,736.2333572,735.9033452,736.4318499,739.6898691,740.6544659,736.683228,735.5665332,730.0707492,726.6782894,723.0814895,719.7327064,714.8690422,710.4014579,704.6137149
Czech Republic,Freight,Truck,Truck (<3.5t),Liquids,Diesel,intensity,kgoe / ktkm,633.6826923,629.4611765,625.4984847,633.259028,632.5040976,640.9908163,645.2128132,646.9630336,652.8442774,665.4937984,669.586391,679.1651072,678.9839874,677.0410147,675.0763125,671.8602186,676.5491874,675.3671091,672.0914308
Czech Republic,Freight,Truck,Truck (<3.5t),Liquids,LPG,intensity,kgoe / ktkm,1561.131774,1481.546499,1412.117808,1383.907311,1339.818009,1314.783682,1283.849517,1267.344863,1268.190863,1273.505654,1268.926512,1277.27471,1268.700206,1254.176504,1251.787597,1250.356209,1252.753984,1247.275017,1233.209378
Czech Republic,Freight,Truck,Truck (<3.5t),NG,Natural Gas,intensity,kgoe / ktkm,,,,,,,,1085.574027,1053.593374,1011.52169,873.9570593,974.935836,948.9994989,920.3045414,904.2281714,877.3695128,892.7507987,892.838597,875.1627474
Czech Republic,Freight,Truck,Truck (<3.5t),NG,Natural Gas,load factor,t/movement,,,,,,,,0.114999453,0.114168307,0.113460898,0.113183503,0.113050041,0.112133071,0.111805137,0.111591978,0.113956517,0.111438369,0.111744088,0.113777915
Czech Republic,Passenger,LDV_2W,Motorcycle,Liquids,Gasoline,energy,ktoe,53.58766672,52.18939707,53.80822395,55.19296893,55.53353518,56.20635799,56.8138155,57.9168673,57.69953013,58.30368592,59.79398695,60.85399096,57.11125088,53.99301653,56.87121408,50.53438482,52.16892086,53.07468526,56.14299137
Czech Republic,Passenger,LDV_2W,Motorcycle,Liquids,Gasoline,intensity,kgoe / kpkm,36.97329199,34.99019497,34.75833874,34.5872078,34.45856533,34.30128526,34.11661763,34.05354143,33.9352671,33.62252789,33.16269922,32.87101944,32.70815549,32.44994372,32.16972174,31.95134262,31.8379361,31.95042299,31.26522728
Czech Republic,Passenger,LDV_2W,Motorcycle,Liquids,Gasoline,load factor,p/movement,1.154317873,1.154639864,1.156493139,1.157101774,1.157657056,1.155668211,1.154655843,1.147529541,1.146939209,1.149429532,1.15141612,1.15172021,1.151046544,1.150491635,1.151189132,1.149908297,1.150315306,1.15031528,1.151660867
Czech Republic,Passenger,LDV_4W,Car,Liquids,LPG,energy,ktoe,63.15592743,67.63973753,72.87018034,70.72492018,72.82020597,70.15868438,71.25198567,78.52764577,81.10039323,89.02451918,90.09727658,89.00893716,86.2460306,82.40374497,79.476732,66.12855443,68.29861295,80.04022094,85.59872241
Czech Republic,Passenger,LDV_4W,Car,Liquids,Diesel,energy,ktoe,1080.793463,1157.765973,1199.015537,1261.577605,1339.10887,1322.291025,1418.136365,1475.030493,1569.698467,1628.137469,1667.025301,1831.742499,1937.68734,1988.19703,2079.430312,2056.014948,2174.578848,2179.34139,2200.890809
Czech Republic,Passenger,LDV_4W,Car,Liquids,Gasoline,energy,ktoe,2022.98023,1997.593069,2079.613063,2022.92734,1994.524331,1804.844429,1736.821827,1611.555191,1508.543403,1501.915056,1507.479666,1537.404705,1535.286851,1541.712133,1551.578737,1406.026692,1453.338738,1527.635336,1620.40467
Czech Republic,Passenger,LDV_4W,Car,NG,Natural Gas,energy,ktoe,,,,0.793437174,1.238912845,1.60332633,2.036166029,2.46609254,3.283163035,3.831979602,5.145033021,8.421736406,10.31233915,12.61099696,14.01335905,13.77835089,15.08372838,15.29975149,15.85298316
Czech Republic,Passenger,LDV_4W,Car,BEV,Electricity,energy,ktoe,,,,,,0.000722581,0.007506544,0.008959234,0.028118431,0.049364211,0.08651868,0.182917116,0.306435634,0.409982542,0.556247932,0.965657583,1.539108358,2.224834985,3.666388016
Czech Republic,Passenger,LDV_4W,Car,BEV,Electricity,load factor,p/movement,,,,,,1.242245197,1.254071267,1.24334537,1.232487266,1.226582793,1.2475884,1.211163335,1.206351166,1.225376658,1.228115018,1.07512448,1.242758762,1.246339423,1.190835419
Czech Republic,Passenger,LDV_4W,Car,FCEV,Hydrogen,load factor,,,,,,,,,,,,,,,,,,,,
Czech Republic,Passenger,LDV_4W,Car,Liquids,Diesel,load factor,p/movement,1.565315447,1.56496618,1.533028995,1.540652438,1.500159519,1.412446034,1.424303109,1.410521362,1.396451678,1.389360349,1.412956993,1.371006016,1.365130767,1.386442743,1.38915174,1.214919435,1.403291079,1.407812646,1.346001567
Czech Republic,Passenger,LDV_4W,Car,Liquids,Gasoline,load factor,p/movement,1.504136891,1.503801275,1.473112318,1.480437808,1.441527508,1.357242203,1.368635858,1.355392755,1.341872968,1.335058796,1.357733192,1.317421821,1.3117762,1.332255221,1.33485834,1.167435705,1.348445059,1.352789907,1.293394642
Czech Republic,Passenger,LDV_4W,Car,NG,Natural Gas,load factor,p/movement,,,,1.459078288,1.4217209,1.338864268,1.351610143,1.34005001,1.328347387,1.321983677,1.344623053,1.305364928,1.300178478,1.320683731,1.323635075,1.158745273,1.339417777,1.343276933,1.283455951
Czech Republic,Passenger,LDV_4W,Car,Liquids,LPG,load factor,p/movement,1.480808209,1.481160103,1.450900545,1.459078288,1.4217209,1.338864268,1.351610143,1.34005001,1.328347387,1.321983677,1.344623053,1.305364928,1.300178478,1.320683731,1.323635075,1.158745273,1.339417777,1.343276933,1.283455951
Czech Republic,Passenger,LDV_4W,Car,Hybrid Liquids,Gasoline,load factor,p/movement,,,,,,,,1.34005001,1.328347387,1.321983677,1.344623053,1.305364928,1.300178478,1.320683731,1.323635075,1.158745273,1.339417777,1.343276933,1.283455951
Czech Republic,Passenger,Air Domestic,All,Liquids,Liquids,energy,ktoe,29.36923475,16.2086762,36.02507697,45.09902084,31.14865425,29.1427465,42.73527347,20.86591469,18.97617659,18.33062953,37.69845218,41.88821413,51.70220547,30.5303915,37.32707896,29.03628961,4.591126902,5.687012771,6.216125665
Czech Republic,Passenger,Air International,All,Liquids,Liquids,energy,ktoe,102.7104508,111.7505129,114.239186,122.6348604,123.6197479,116.5248986,115.6504783,111.1634396,107.8296004,111.4538447,110.6386134,113.1967204,123.6178659,143.7099418,151.4226766,47.71297966,60.95366884,93.30380142,122.5061399
Czech Republic,Passenger,Air Domestic,All,Liquids,Liquids,load factor,p/flight,33.12058212,35.43643054,37.69391304,36.243309,27.47555258,30.61788475,32.47852933,40.6344086,41.1270903,37.07057367,34.99654643,28.7024618,31.40393443,38.88603989,62.02325581,20.18493151,38.04950495,58.11052632,55.65983607
Czech Republic,Passenger,Air International,All,Liquids,Liquids,load factor,p/flight,107.8151565,109.1141732,109.8630091,107.0816078,101.3638636,109.9340861,110.117619,111.2446823,115.5106339,117.686563,127.8755985,131.3999526,144.8602573,142.7406279,149.8846962,113.3695243,117.3570248,154.0874287,161.2715226
Czech Republic,Freight,Rail,All,Electric,Electricity,load factor,t/movement,467.8631393,484.3794603,465.0214576,505.736365,500.2525108,557.3305297,536.9582432,582.7418204,599.0307938,556.3876096,553.0054191,559.4228403,571.9884127,600.6736946,578.4558741,518.6849403,527.5991757,461.8612921,410.1454593
Czech Republic,Freight,Rail,All,Liquids,Diesel,load factor,t/movement,600.7588619,573.3819465,525.4825823,540.3006995,533.4791454,589.4501322,573.4382065,621.8932578,646.4354981,603.3192731,587.8320561,600.121605,615.5727075,644.8651545,608.6265712,559.6101595,569.2648288,396.5998412,486.5045112
Czech Republic,Freight,Ship International,All,Liquids,Liquids,load factor,t/movement,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Ship International,All,Liquids,Liquids,intensity,kgoe / 000 tkm,,,,,,,,,,,,,,,,,,,
Czech Republic,Passenger,LDV_4W,Car,Hybrid Liquids,Electricity,energy,ktoe,,,,,,,,0.001144453,0.002087701,0.007102835,0.022076841,0.035554268,0.057084831,0.084234606,0.132157481,0.270102978,0.591225061,1.0530051,1.411360231
Czech Republic,Passenger,HSR,All,Electric,Electricity,intensity,kgoe / kpkm,72.58226765,28.80180311,17.98123613,17.45552475,17.12290463,16.5458071,16.24092858,15.68061745,15.25789756,14.13444861,12.95188412,11.91983207,11.78053842,11.67629555,11.59429002,14.70910562,14.83017514,14.03688641,13.64734534
Czech Republic,Passenger,HSR,All,Electric,Electricity,energy,ktoe,0.435493606,4.262666861,5.915826688,4.416247762,4.023882587,4.483913723,4.628664645,4.249447329,3.753442801,3.477074359,7.343718294,8.320042785,9.059234045,9.270978664,10.21456951,7.905823153,8.126149113,8.184364904,8.467165956
Czech Republic,Passenger,HSR,All,Electric,Electricity,load factor,p/movement,31.0880829,77.52750131,123.0312363,127.0444763,128.2878412,133.4572864,134.4974044,136.2431444,137.5303841,145.4391892,155.4371002,166.2696522,166.2702703,166.2827225,166.3555879,130.4795039,128.9340252,135.8413469,139.4268099
Czech Republic,Passenger,Rail,All,Liquids,Diesel,intensity,kgoe / kpkm,21.02171255,21.97210097,22.01251354,26.35976877,24.47350012,24.10943302,23.49224716,23.05722194,21.66567261,20.10212609,19.57101064,18.23774127,17.92506722,16.54525698,14.52731341,19.45752728,18.60635274,13.1733418,12.31527728
Czech Republic,Passenger,Rail,All,Electric,Electricity,intensity,kgoe / kpkm,15.03314415,13.88537915,12.56898157,12.10394399,13.99194394,13.31543935,12.56608104,11.09886301,11.16934131,11.28384803,11.00267902,10.41362466,10.51042578,10.57486558,9.903769348,15.57880494,16.24383483,12.82802169,12.90145231
Czech Republic,Passenger,Rail,All,Electric,Electricity,energy,ktoe,48.02264226,46.23666144,41.23702135,40.50989357,45.47112091,43.74114272,42.28054414,41.2940478,43.78230983,45.05610098,45.89962146,46.03513841,50.00848548,55.58192029,55.12413761,51.54691197,54.55445457,62.64073036,68.74349932
Czech Republic,Passenger,Rail,All,Liquids,Diesel,energy,ktoe,72.87279677,75.6745285,72.38030949,83.64391702,73.10706206,72.4007641,70.93116772,73.88535543,72.49626592,68.44828126,66.27376625,66.00850869,69.4777658,68.99305381,64.05128066,54.0284378,52.94589625,51.74253854,49.84264369
Czech Republic,Passenger,Rail,All,Electric,Electricity,load factor,p/movement,95.4480311,101.3647049,108.26891,109.4718301,94.15820689,98.00642832,96.00182461,107.3123556,106.0944648,104.0902559,104.9970963,109.5670913,107.5515029,106.151954,112.7526798,71.39810028,68.27351863,86.26233429,85.62928565
Czech Republic,Passenger,Rail,All,Liquids,Diesel,load factor,p/movement,115.5298224,107.2663943,105.8257039,87.03785925,91.87572334,91.47420297,91.94552552,91.78162297,95.40428463,99.79224233,98.4326167,103.1860139,104.91359,112.468191,125.4275929,91.99784675,94.93344648,132.7534842,140.9430733
Czech Republic,Passenger,Urban rail,All,BEV,Electricity,intensity,kgoe / kpkm,5.913436642,5.887167612,5.918250872,5.819873097,5.874448182,5.747145926,5.600549731,5.446777999,5.284543093,4.997847036,4.68646489,4.463431787,4.296030467,4.146423446,4.025651672,10.09555757,10.44944215,5.919462062,4.383849843
Czech Republic,Passenger,Urban rail,All,BEV,Electricity,energy,ktoe,46.918389,45.91284277,45.86881156,53.20993575,52.79190348,51.7070719,48.81439145,51.75528455,50.63067892,46.10014106,44.17321212,46.27418271,46.15311451,44.51102641,44.67990277,37.90377089,37.76323897,28.25359242,22.78988179
Czech Republic,Passenger,Urban rail,All,BEV,Electricity,load factor,p/movement,73.49434393,73.79464838,73.37172163,72.51491667,71.10411987,71.79739516,72.18645527,73.13015332,73.76726835,74.28267291,75.43272809,76.34617884,77.1662016,78.31582474,79.42523522,31.30531215,29.9826818,52.58268581,70.65459403
Czech Republic,Passenger,Air EEA,All,Liquids,Liquids,intensity,kgoe / kpkm,37.77801987,39.01948742,39.49394847,40.07021371,41.68565283,39.43033134,36.91044027,38.11337155,37.64928717,38.07478893,35.67601623,35.98063593,34.81980329,37.17276328,36.42922403,37.10865711,40.80305849,33.14558265,32.85834994
Czech Republic,Passenger,Air EEA,All,Liquids,Liquids,energy,ktoe,198.7880243,211.4459674,219.8003423,221.8154543,205.197714,185.6511076,180.0925945,168.8740392,163.2809336,169.7360906,171.8407825,189.4060435,216.4877008,253.0199055,254.8726417,59.1514799,85.96474577,164.9762793,212.6208304
Czech Republic,Passenger,Air EEA,All,Liquids,Liquids,load factor,p/flight,70.10963273,72.64864131,73.66459342,73.19180402,74.4307238,75.71868198,80.53413399,86.00361341,88.69150466,93.79942243,98.58481176,99.7749899,110.842243,115.0032365,121.6366933,89.85723968,96.49944463,125.6205696,131.9825408
Czech Republic,Freight,Ship EEA,All,Liquids,Liquids,load factor,t/movement,,,,,,,,,,,,,,,,,,,
Czech Republic,Freight,Ship EEA,All,Liquids,Liquids,intensity,kgoe / 000 tkm,,,,,,,,,,,,,,,,,,,
Germany,Passenger,LDV_4W,Car,BEV,Electricity,intensity,kgoe / kpkm,,8.469175708,8.265930572,8.102284315,8.03949354,7.894711556,8.04336682,7.713727817,7.693410598,7.816227018,7.846368586,8.047359295,8.66876506,8.554483878,9.596036255,10.01729789,9.542173142,9.815560881,9.916722365
Germany,Passenger,LDV_4W,Car,FCEV,Hydrogen,intensity,,,,,,,,,,,,,,,,,,,,
Germany,Passenger,LDV_4W,Car,Hybrid Liquids,Gasoline,intensity,kgoe / kpkm,,,,,,,17.74900604,14.64263319,15.99037397,16.07686062,16.54636637,16.98876923,19.36698728,19.7864595,20.08037796,20.66083375,19.14955807,18.9346399,18.75533413
Germany,Passenger,LDV_4W,Car,Liquids,LPG,intensity,kgoe / kpkm,43.35302305,40.16416092,38.59242535,54.34722238,65.34575129,56.52977305,53.33195211,49.59328581,47.97136505,50.80014882,49.48216464,46.86723514,49.086152,59.16193137,54.60933264,48.3423637,44.95197235,28.98255795,37.871768
Germany,Passenger,LDV_4W,Car,Liquids,Diesel,intensity,kgoe / kpkm,37.53520913,35.86587243,35.03277444,34.65314668,34.98617199,34.05586415,34.68647956,33.45925838,34.66821389,33.8359373,35.89662418,35.97297816,37.60981575,34.5227339,35.86383996,35.25922662,34.45226687,35.15768736,35.09063051
Germany,Passenger,LDV_4W,Car,Liquids,Gasoline,intensity,kgoe / kpkm,43.69300609,42.50961728,41.37068945,40.48947394,39.43486357,38.47896742,38.78949672,37.48114187,38.11216935,39.09284979,37.98657129,38.1723634,40.94616248,38.91993187,38.70891855,39.24819203,37.14966154,37.57420511,37.0957774
Germany,Passenger,LDV_4W,Car,NG,Natural Gas,intensity,kgoe / kpkm,47.35237137,46.20163035,45.18210993,43.77068381,41.46142981,40.56911188,41.10875756,40.03080246,39.67834735,39.68620458,38.067611,38.07122157,40.75719651,38.3334811,37.69713019,37.50819366,35.40001242,36.22096768,35.95696945
Germany,Passenger,Bus,All,Liquids,Gasoline,intensity,kgoe / kpkm,,,,,,,,,,,,,,,,,,,
Germany,Passenger,Bus,All,Liquids,Diesel,intensity,kgoe / kpkm,30.01127838,30.80596185,28.99095923,28.49499716,29.4797517,31.169991,32.6481172,35.55108019,37.06174862,37.09328619,36.70684512,38.32059311,39.17939188,39.27879437,39.41092043,65.14486293,62.67455419,48.22317086,44.64255821
Germany,Passenger,Bus,All,Liquids,LPG,intensity,kgoe / kpkm,23.49025458,24.28730245,23.18778366,23.0364477,24.00983803,25.45617658,26.79019691,29.16380701,30.47369767,30.44329981,30.04776696,31.43752382,32.14121442,32.31565589,32.66892203,54.42528129,53.02422108,41.43117726,39.33346675
Germany,Passenger,Bus,All,NG,Natural Gas,intensity,kgoe / kpkm,23.69547765,24.73347061,24.45996985,26.57637926,26.87983897,22.78388632,47.48028775,71.882647,79.5786437,88.24730562,123.7683398,96.62638107,71.17509068,50.88631829,89.32918517,204.6998973,164.4720721,281.0006378,281.1927799
Germany,Passenger,Bus,All,BEV,Electricity,energy,ktoe,1.449534223,1.327612541,1.220658827,1.218365496,1.231288999,1.174574329,1.231297466,1.242345191,1.279913992,1.502690745,1.781457512,2.184722879,2.380961872,2.956900826,4.91976831,9.02982861,15.66351036,22.5769749,31.14779504
Germany,Passenger,Bus,All,BEV,Electricity,intensity,kgoe / kpkm,18.50919509,19.0817406,18.11685335,17.85600853,18.33304922,19.3298469,20.19435196,21.91222421,22.85586747,22.84785164,22.58683646,23.57583221,24.11790502,24.10286161,23.8976687,38.65061015,36.92172572,28.28082154,26.10494147
Germany,Passenger,Bus,All,BEV,Electricity,load factor,p/movement,18.80080636,18.18381141,19.09667056,19.29954476,18.55132138,17.52287628,16.65645202,15.30080175,14.64891041,14.66981132,14.86980356,14.26356589,13.96024123,13.93223362,13.84684888,8.343558282,8.581436077,11.01532567,11.69617894
Germany,Passenger,Bus,All,FCEV,Hydrogen,energy,ktoe,,,,,,,,,,,,,,,,,,,
Germany,Passenger,Bus,All,FCEV,Hydrogen,intensity,,,,,,,,,,,,,,,,,,,,
Germany,Passenger,Bus,All,FCEV,Hydrogen,load factor,,,,,,,,,,,,,,,,,,,,
Germany,Passenger,Bus,All,Liquids,LPG,energy,ktoe,0.100078399,0.103715844,0.132279801,0.182026247,0.237864375,0.259255146,0.251214665,0.244792216,0.239037734,0.23555609,0.235646094,0.239885187,0.222814448,0.218612477,0.228712062,0.192256209,0.192058237,0.154274125,0.096951061
Germany,Passenger,Bus,All,Liquids,Diesel,energy,ktoe,1969.696854,1983.176399,1843.568824,1775.56203,1788.504271,1880.869082,1963.451577,2067.982576,2193.196275,2263.321257,2357.400737,2429.064326,2404.081654,2410.369321,2368.21474,2163.175411,2091.498492,2148.41976,2156.964785
Germany,Passenger,Bus,All,Liquids,Gasoline,energy,ktoe,,,,,,,,,,,,,,,,,,,
Germany,Passenger,Bus,All,NG,Natural Gas,energy,ktoe,31.93054605,42.88218899,42.1385345,32.01139308,36.31534131,30.8436071,56.49395337,83.78484245,100.2166233,97.90926073,97.88987442,88.09802965,73.55759088,51.13525868,89.04449371,114.06345,82.4608014,181.6262628,193.467446
Germany,Passenger,Bus,All,Liquids,Diesel,load factor,p/movement,18.80080636,18.18381141,19.09667056,19.29954476,18.55132138,17.52287628,16.65645202,15.30080175,14.64891041,14.66981132,14.86980356,14.26356589,13.96024123,13.93223362,13.84684888,8.343558282,8.581436077,11.01532567,11.69617894
Germany,Passenger,Bus,All,Liquids,Gasoline,load factor,p/movement,,,,,,,,,,,,,,,,,,,
Germany,Passenger,Bus,All,NG,Natural Gas,load factor,p/movement,18.80080636,18.18381141,19.09667056,19.29954476,18.55132138,17.52287628,16.65645202,15.30080175,14.64891041,14.66981132,14.86980356,14.26356589,13.96024123,13.93223362,13.84684888,8.343558282,8.581436077,11.01532567,11.69617894
Germany,Passenger,Bus,All,Liquids,LPG,load factor,p/movement,18.80080636,18.18381141,19.09667056,19.29954476,18.55132138,17.52287628,16.65645202,15.30080175,14.64891041,14.66981132,14.86980356,14.26356589,13.96024123,13.93223362,13.84684888,8.343558282,8.581436077,11.01532567,11.69617894
Germany,Passenger,Bus,All,Hybrid Liquids,Liquids,load factor,,,,,,,,,,,,,,,,,,,,
Germany,Passenger,Air Domestic,All,Liquids,Liquids,intensity,kgoe / kpkm,72.92304896,71.23792995,67.14558957,66.07533531,66.63893699,61.43001492,58.1482869,60.37646178,58.9883243,63.05044553,62.71559357,64.44078071,55.8161715,54.20905199,62.09805599,95.54653491,95.3952588,69.22977827,62.16095194
Germany,Passenger,Air International,All,Liquids,Liquids,intensity,kgoe / kpkm,38.37284175,39.13308856,38.03509477,38.2296274,39.65524709,35.0904751,32.69697288,34.56392522,35.01250316,33.74440031,32.38954283,34.3869504,35.452368,35.45090343,34.42461494,46.90353026,52.04867565,38.71322814,33.04614392
