# File: A01.popgdp_EUR.csv
# Title: Population and GDP values for SSP2 scenario in EUR.
# Units: Number of people, GDP growth rate, GDP per capita growth rate
# Source: https://economy-finance.ec.europa.eu/publications/2024-ageing-report-economic-and-budgetary-projections-eu-member-states-2022-2070_en
# Column types: cncnnn
# ----------
scenario,year,geo,pop,gdp_gr,gdppc_gr
SSP2,2095,LV,1165965,,
SSP2,2096,LV,1165806,,
SSP2,2097,LV,1165741,,
SSP2,2098,LV,1165733,,
SSP2,2099,LV,1165776,,
SSP2,2100,LV,1165838,,
SSP2,2022,MT,520971,5.9096,4.247
SSP2,2023,MT,532640,4.4864,2.318
SSP2,2024,MT,543300,4.4112,2.4139
SSP2,2025,MT,553623,3.8925,1.9691
SSP2,2026,MT,563990,3.7836,1.8906
SSP2,2027,MT,574387,3.7965,1.9329
SSP2,2028,MT,584802,3.8533,2.0462
SSP2,2029,MT,594914,3.8121,2.0879
SSP2,2030,MT,604727,3.7594,2.1171
SSP2,2031,MT,614208,3.6844,2.1214
SSP2,2032,MT,623383,3.6258,2.1392
SSP2,2033,MT,632220,3.3778,1.9688
SSP2,2034,MT,640733,3.2951,1.9502
SSP2,2035,MT,649012,3.2015,1.9181
SSP2,2036,MT,656974,3.0983,1.8794
SSP2,2037,MT,664638,2.9864,1.8281
SSP2,2038,MT,672008,2.8458,1.742
SSP2,2039,MT,679139,2.6785,1.6252
SSP2,2040,MT,686011,2.5182,1.5126
SSP2,2041,MT,692663,2.3694,1.406
SSP2,2042,MT,699110,2.2252,1.3009
SSP2,2043,MT,705362,2.1053,1.2175
SSP2,2044,MT,711429,1.9855,1.1311
SSP2,2045,MT,717332,1.8738,1.0511
SSP2,2046,MT,723062,1.7493,0.9578
SSP2,2047,MT,728624,1.6314,0.8698
SSP2,2048,MT,734023,1.5144,0.7804
SSP2,2049,MT,739276,1.4111,0.705
SSP2,2050,MT,744353,1.3028,0.6223
SSP2,2051,MT,749309,1.1975,0.5397
SSP2,2052,MT,754127,1.0954,0.4589
SSP2,2053,MT,758834,0.9992,0.3807
SSP2,2054,MT,763450,0.9251,0.3226
SSP2,2055,MT,767977,0.8626,0.2808
SSP2,2056,MT,772336,0.8055,0.2458
SSP2,2057,MT,776577,0.7669,0.2283
SSP2,2058,MT,780660,0.7402,0.2275
SSP2,2059,MT,784543,0.7277,0.2441
SSP2,2060,MT,788211,0.7199,0.2653
SSP2,2061,MT,791675,0.7247,0.2994
SSP2,2062,MT,794910,0.7335,0.341
SSP2,2063,MT,797882,0.7515,0.3946
SSP2,2064,MT,800573,0.7618,0.4418
SSP2,2065,MT,802973,0.7766,0.4928
SSP2,2066,MT,805102,0.7897,0.543
SSP2,2067,MT,806919,0.8007,0.5922
SSP2,2068,MT,808444,0.8088,0.6358
SSP2,2069,MT,809696,0.8122,0.6752
SSP2,2070,MT,810646,0.8116,0.7109
SSP2,2071,MT,811316,,
SSP2,2072,MT,811693,,
SSP2,2073,MT,811795,,
SSP2,2074,MT,811655,,
SSP2,2075,MT,811265,,
SSP2,2076,MT,810601,,
SSP2,2077,MT,809733,,
SSP2,2078,MT,808621,,
SSP2,2079,MT,807288,,
SSP2,2080,MT,805749,,
SSP2,2081,MT,804040,,
SSP2,2082,MT,802161,,
SSP2,2083,MT,800116,,
SSP2,2084,MT,797927,,
SSP2,2085,MT,795592,,
SSP2,2086,MT,793171,,
SSP2,2087,MT,790679,,
SSP2,2088,MT,788132,,
SSP2,2089,MT,785578,,
SSP2,2090,MT,783009,,
SSP2,2091,MT,780467,,
SSP2,2092,MT,777937,,
SSP2,2093,MT,775432,,
SSP2,2094,MT,772984,,
SSP2,2095,MT,770573,,
SSP2,2096,MT,768205,,
SSP2,2097,MT,765891,,
SSP2,2098,MT,763593,,
SSP2,2099,MT,761339,,
SSP2,2100,MT,759097,,
SSP2,2022,NL,17590672,2.1596,1.1558
SSP2,2023,NL,17823388,1.9191,0.8739
SSP2,2024,NL,17957617,1.8806,1.2434
SSP2,2025,NL,18048588,1.4857,1.0143
SSP2,2026,NL,18125648,1.1445,0.7507
SSP2,2027,NL,18189995,0.9984,0.6786
SSP2,2028,NL,18240986,0.8978,0.6163
SSP2,2029,NL,18291923,0.8538,0.5765
SSP2,2030,NL,18341701,0.798,0.529
SSP2,2031,NL,18389941,0.7353,0.4779
SSP2,2032,NL,18435815,0.7422,0.4977
SSP2,2033,NL,18479524,0.7939,0.5621
SSP2,2034,NL,18520900,0.8764,0.6451
SSP2,2035,NL,18564556,0.9687,0.7427
SSP2,2036,NL,18604107,1.0701,0.8716
SSP2,2037,NL,18637676,1.1798,1.0082
SSP2,2038,NL,18667393,1.2858,1.1414
SSP2,2039,NL,18690922,1.4477,1.3313
SSP2,2040,NL,18710299,1.6124,1.517
SSP2,2041,NL,18726069,1.6644,1.588
SSP2,2042,NL,18738454,1.7085,1.6499
SSP2,2043,NL,18747662,1.7137,1.6717
SSP2,2044,NL,18753952,1.7081,1.6813
SSP2,2045,NL,18757547,1.7023,1.6894
SSP2,2046,NL,18758715,1.6897,1.6894
SSP2,2047,NL,18757672,1.6633,1.6743
SSP2,2048,NL,18754687,1.6319,1.6527
SSP2,2049,NL,18750011,1.6081,1.6374
SSP2,2050,NL,18743896,1.5821,1.6181
SSP2,2051,NL,18736758,1.5511,1.5905
SSP2,2052,NL,18729344,1.5178,1.5587
SSP2,2053,NL,18721666,1.4777,1.5187
SSP2,2054,NL,18714219,1.4396,1.4787
SSP2,2055,NL,18707257,1.4057,1.4397
SSP2,2056,NL,18701660,1.3704,1.3984
SSP2,2057,NL,18696936,1.3271,1.3502
SSP2,2058,NL,18693115,1.2863,1.3038
SSP2,2059,NL,18690447,1.2452,1.2556
SSP2,2060,NL,18689242,1.2079,1.2118
SSP2,2061,NL,18688979,1.1751,1.1724
SSP2,2062,NL,18690238,1.1445,1.1333
SSP2,2063,NL,18693129,1.121,1.0997
SSP2,2064,NL,18698112,1.0982,1.0674
SSP2,2065,NL,18704517,1.0788,1.0399
SSP2,2066,NL,18712508,1.0595,1.0152
SSP2,2067,NL,18720909,1.0408,0.9943
SSP2,2068,NL,18729713,1.0243,0.9774
SSP2,2069,NL,18738308,1.0132,0.9701
SSP2,2070,NL,18745716,1.0049,0.9683
SSP2,2071,NL,18751875,,
SSP2,2072,NL,18756808,,
SSP2,2073,NL,18760066,,
SSP2,2074,NL,18762054,,
SSP2,2075,NL,18762166,,
SSP2,2076,NL,18760236,,
SSP2,2077,NL,18755740,,
SSP2,2078,NL,18748724,,
SSP2,2079,NL,18739080,,
SSP2,2080,NL,18727710,,
SSP2,2081,NL,18713891,,
SSP2,2082,NL,18698313,,
SSP2,2083,NL,18680748,,
SSP2,2084,NL,18661542,,
SSP2,2085,NL,18641039,,
SSP2,2086,NL,18619262,,
SSP2,2087,NL,18597603,,
SSP2,2088,NL,18574126,,
SSP2,2089,NL,18550895,,
SSP2,2090,NL,18527577,,
SSP2,2091,NL,18504247,,
SSP2,2092,NL,18481068,,
SSP2,2093,NL,18458138,,
SSP2,2094,NL,18435552,,
SSP2,2095,NL,18413362,,
SSP2,2096,NL,18391649,,
SSP2,2097,NL,18370463,,
SSP2,2098,NL,18349829,,
SSP2,2099,NL,18329784,,
SSP2,2100,NL,18310405,,
SSP2,2022,NO,5425270,1.6062,0.8958
SSP2,2023,NO,5467532,1.5862,0.985
SSP2,2024,NO,5490112,1.5688,1.1892
SSP2,2025,NO,5508635,1.555,1.1656
SSP2,2026,NO,5532441,1.544,1.0597
SSP2,2027,NO,5561539,1.5353,0.9574
SSP2,2028,NO,5595945,1.529,0.9109
SSP2,2029,NO,5629880,1.5252,0.9197
SSP2,2030,NO,5663302,1.5344,0.9314
SSP2,2031,NO,5696160,1.2559,0.6727
SSP2,2032,NO,5728440,1.2589,0.6862
SSP2,2033,NO,5760135,1.2689,0.7181
SSP2,2034,NO,5791257,1.3113,0.7608
SSP2,2035,NO,5823251,1.357,0.8074
SSP2,2036,NO,5854571,1.4056,0.8704
SSP2,2037,NO,5885214,1.4572,0.9361
SSP2,2038,NO,5915184,1.5507,1.043
SSP2,2039,NO,5944498,1.675,1.1805
SSP2,2040,NO,5973143,1.7909,1.3099
SSP2,2041,NO,6001076,1.7774,1.3109
SSP2,2042,NO,6028277,1.7839,1.3321
SSP2,2043,NO,6054705,1.7633,1.3269
SSP2,2044,NO,6080317,1.7393,1.3187
SSP2,2045,NO,6105082,1.7095,1.3051
SSP2,2046,NO,6128952,1.6748,1.2869
SSP2,2047,NO,6151926,1.6492,1.2779
SSP2,2048,NO,6173976,1.6155,1.2608
SSP2,2049,NO,6195097,1.5902,1.252
SSP2,2050,NO,6215295,1.5774,1.2552
SSP2,2051,NO,6234583,1.5615,1.2548
SSP2,2052,NO,6253002,1.5337,1.2417
SSP2,2053,NO,6270598,1.5007,1.2221
SSP2,2054,NO,6287463,1.4774,1.2109
SSP2,2055,NO,6303668,1.455,1.199
SSP2,2056,NO,6319314,1.4331,1.1871
SSP2,2057,NO,6334351,1.4133,1.1772
SSP2,2058,NO,6348842,1.3917,1.164
SSP2,2059,NO,6362890,1.3729,1.152
SSP2,2060,NO,6376600,1.3511,1.135
SSP2,2061,NO,6390107,1.3318,1.1183
SSP2,2062,NO,6403560,1.3082,1.0972
SSP2,2063,NO,6416808,1.2855,1.0776
SSP2,2064,NO,6429920,1.2687,1.0614
SSP2,2065,NO,6443167,1.254,1.0452
SSP2,2066,NO,6456517,1.2329,1.0249
SSP2,2067,NO,6469730,1.2097,1.0034
SSP2,2068,NO,6482920,1.1951,0.988
SSP2,2069,NO,6496291,1.1799,0.9713
SSP2,2070,NO,6509739,1.1579,0.9493
SSP2,2071,NO,6523162,,
SSP2,2072,NO,6536650,,
SSP2,2073,NO,6549893,,
SSP2,2074,NO,6563030,,
SSP2,2075,NO,6575882,,
SSP2,2076,NO,6588186,,
SSP2,2077,NO,6599768,,
SSP2,2078,NO,6610717,,
SSP2,2079,NO,6620836,,
SSP2,2080,NO,6630264,,
SSP2,2081,NO,6638988,,
SSP2,2082,NO,6647053,,
SSP2,2083,NO,6654240,,
SSP2,2084,NO,6660717,,
SSP2,2085,NO,6666640,,
SSP2,2086,NO,6672107,,
SSP2,2087,NO,6677302,,
SSP2,2088,NO,6682075,,
SSP2,2089,NO,6686600,,
SSP2,2090,NO,6690956,,
SSP2,2091,NO,6695180,,
SSP2,2092,NO,6699337,,
SSP2,2093,NO,6703440,,
SSP2,2094,NO,6707507,,
SSP2,2095,NO,6711556,,
SSP2,2096,NO,6715577,,
SSP2,2097,NO,6719592,,
SSP2,2098,NO,6723602,,
SSP2,2099,NO,6727611,,
SSP2,2100,NO,6731629,,
SSP2,2022,PL,37654247,3.3885,2.5155
SSP2,2023,PL,38482931,3.6936,2.478
SSP2,2024,PL,38557391,3.3646,3.5011
SSP2,2025,PL,38381332,2.3661,2.8469
SSP2,2026,PL,38197684,2.1944,2.6957
SSP2,2027,PL,38007503,2.0833,2.6066
SSP2,2028,PL,37809068,2.0776,2.6096
SSP2,2029,PL,37614410,2.1634,2.6924
SSP2,2030,PL,37420524,2.2473,2.7759
SSP2,2031,PL,37228439,2.3375,2.8661
SSP2,2032,PL,37036948,2.3149,2.8442
SSP2,2033,PL,36846211,2.1913,2.7152
SSP2,2034,PL,36660125,2.1256,2.5846
SSP2,2035,PL,36517358,2.0579,2.4537
SSP2,2036,PL,36377404,1.988,2.376
SSP2,2037,PL,36241091,1.916,2.2947
SSP2,2038,PL,36108607,1.7784,2.1531
SSP2,2039,PL,35975684,1.6144,1.9881
SSP2,2040,PL,35844414,1.4341,1.8029
SSP2,2041,PL,35715523,1.3184,1.6813
SSP2,2042,PL,35589043,1.1878,1.5473
SSP2,2043,PL,35463083,1.1138,1.4718
SSP2,2044,PL,35338376,1.0659,1.4198
SSP2,2045,PL,35216016,1.018,1.3677
SSP2,2046,PL,35094972,0.9788,1.328
SSP2,2047,PL,34973754,0.9629,1.3089
SSP2,2048,PL,34855698,0.9533,1.2923
SSP2,2049,PL,34740098,0.9083,1.246
SSP2,2050,PL,34623544,0.8771,1.2188
SSP2,2051,PL,34505931,0.8578,1.2059
SSP2,2052,PL,34385749,0.8458,1.2015
SSP2,2053,PL,34263819,0.8528,1.2121
SSP2,2054,PL,34142051,0.868,1.2309
SSP2,2055,PL,34018603,0.8909,1.2584
SSP2,2056,PL,33894677,0.9181,1.2898
SSP2,2057,PL,33769360,0.9448,1.3248
SSP2,2058,PL,33640902,0.9782,1.3682
SSP2,2059,PL,33510000,1.0164,1.4158
SSP2,2060,PL,33376446,1.0486,1.4591
SSP2,2061,PL,33239377,1.0737,1.4947
SSP2,2062,PL,33100128,1.091,1.5212
SSP2,2063,PL,32958294,1.0999,1.5398
SSP2,2064,PL,32813891,1.0972,1.5461
SSP2,2065,PL,32667496,1.0749,1.5305
SSP2,2066,PL,32520037,1.038,1.4995
SSP2,2067,PL,32371145,0.9904,1.4582
SSP2,2068,PL,32220852,0.9319,1.4044
SSP2,2069,PL,32070166,0.8689,1.3422
SSP2,2070,PL,31920633,0.8135,1.282
SSP2,2071,PL,31774142,,
SSP2,2072,PL,31630046,,
SSP2,2073,PL,31489676,,
SSP2,2074,PL,31354591,,
SSP2,2075,PL,31223065,,
SSP2,2076,PL,31093799,,
SSP2,2077,PL,30966336,,
SSP2,2078,PL,30843469,,
SSP2,2079,PL,30724019,,
SSP2,2080,PL,30610714,,
SSP2,2081,PL,30502895,,
SSP2,2082,PL,30402572,,
SSP2,2083,PL,30310236,,
SSP2,2084,PL,30223216,,
SSP2,2085,PL,30141798,,
SSP2,2086,PL,30065670,,
SSP2,2087,PL,29993986,,
SSP2,2088,PL,29927090,,
SSP2,2089,PL,29868493,,
SSP2,2090,PL,29816164,,
SSP2,2091,PL,29768993,,
SSP2,2092,PL,29726677,,
SSP2,2093,PL,29688904,,
SSP2,2094,PL,29655218,,
SSP2,2095,PL,29625311,,
SSP2,2096,PL,29598774,,
SSP2,2097,PL,29575033,,
SSP2,2098,PL,29553610,,
SSP2,2099,PL,29534061,,
SSP2,2100,PL,29516003,,
SSP2,2022,PT,10352042,1.7642,1.2999
SSP2,2023,PT,10392897,1.99,1.7996
SSP2,2024,PT,10390841,2.112,2.2141
SSP2,2025,PT,10372141,1.6438,1.8417
SSP2,2026,PT,10350500,1.4206,1.6452
SSP2,2027,PT,10326352,1.2587,1.5059
SSP2,2028,PT,10300157,0.9928,1.2477
SSP2,2029,PT,10274413,0.8185,1.0691
SSP2,2030,PT,10249138,0.6749,0.9259
SSP2,2031,PT,10223387,0.5303,0.7847
SSP2,2032,PT,10197460,0.3776,0.6336
SSP2,2033,PT,10171453,0.4573,0.7161
SSP2,2034,PT,10145136,0.5495,0.8009
SSP2,2035,PT,10120798,0.6532,0.8973
SSP2,2036,PT,10096093,0.7672,1.017
SSP2,2037,PT,10070804,0.891,1.151
SSP2,2038,PT,10044258,0.9658,1.2371
SSP2,2039,PT,10016892,1.0676,1.3471
SSP2,2040,PT,9988936,1.1902,1.4779
SSP2,2041,PT,9960186,1.2229,1.5198
SSP2,2042,PT,9930602,1.2457,1.555
SSP2,2043,PT,9899604,1.2482,1.5752
SSP2,2044,PT,9866750,1.2597,1.6035
SSP2,2045,PT,9832722,1.2935,1.6493
SSP2,2046,PT,9797803,1.3359,1.703
SSP2,2047,PT,9761875,1.3839,1.7607
SSP2,2048,PT,9725375,1.4262,1.8122
SSP2,2049,PT,9687977,1.4387,1.8338
SSP2,2050,PT,9650059,1.4474,1.8516
SSP2,2051,PT,9611231,1.4597,1.8715
SSP2,2052,PT,9572193,1.4764,1.8913
SSP2,2053,PT,9533102,1.4924,1.9073
SSP2,2054,PT,9494402,1.5013,1.9154
SSP2,2055,PT,9455780,1.5001,1.9132
SSP2,2056,PT,9417604,1.4911,1.9
SSP2,2057,PT,9380037,1.4759,1.8805
SSP2,2058,PT,9342949,1.455,1.8551
SSP2,2059,PT,9306503,1.4268,1.8225
SSP2,2060,PT,9270463,1.3922,1.7834
SSP2,2061,PT,9235099,1.3612,1.7435
SSP2,2062,PT,9200911,1.3303,1.7019
SSP2,2063,PT,9167744,1.2976,1.6588
SSP2,2064,PT,9135648,1.2639,1.613
SSP2,2065,PT,9104871,1.23,1.565
SSP2,2066,PT,9075484,1.1831,1.509
SSP2,2067,PT,9046505,1.1418,1.4583
SSP2,2068,PT,9018950,1.1087,1.4104
SSP2,2069,PT,8992753,1.0778,1.3649
SSP2,2070,PT,8967921,1.0549,1.3254
SSP2,2071,PT,8944802,,
SSP2,2072,PT,8923240,,
SSP2,2073,PT,8903367,,
SSP2,2074,PT,8885745,,
SSP2,2075,PT,8869895,,
SSP2,2076,PT,8856374,,
SSP2,2077,PT,8844675,,
SSP2,2078,PT,8834837,,
SSP2,2079,PT,8827113,,
SSP2,2080,PT,8821390,,
SSP2,2081,PT,8817545,,
SSP2,2082,PT,8815453,,
SSP2,2083,PT,8814963,,
SSP2,2084,PT,8815983,,
SSP2,2085,PT,8818359,,
SSP2,2086,PT,8822002,,
SSP2,2087,PT,8826783,,
SSP2,2088,PT,8832620,,
SSP2,2089,PT,8839438,,
SSP2,2090,PT,8847235,,
SSP2,2091,PT,8855971,,
SSP2,2092,PT,8865664,,
SSP2,2093,PT,8876327,,
SSP2,2094,PT,8887962,,
SSP2,2095,PT,8900638,,
SSP2,2096,PT,8914370,,
SSP2,2097,PT,8929236,,
SSP2,2098,PT,8945245,,
SSP2,2099,PT,8962505,,
SSP2,2100,PT,8981056,,
SSP2,2022,RO,19042455,2.8638,3.3268
SSP2,2023,RO,19030292,3.277,3.5451
SSP2,2024,RO,18943880,3.1754,3.7178
SSP2,2025,RO,18831698,2.703,3.3302
SSP2,2026,RO,18714611,2.4736,3.1284
SSP2,2027,RO,18593302,2.3528,3.0378
SSP2,2028,RO,18466574,2.3277,3.0272
SSP2,2029,RO,18341717,2.3157,3.0098
SSP2,2030,RO,18218553,2.2842,2.9725
SSP2,2031,RO,18097342,2.27,2.9524
SSP2,2032,RO,17977840,2.262,2.8956
SSP2,2033,RO,17875172,2.147,2.7205
SSP2,2034,RO,17777648,2.0909,2.6422
SSP2,2035,RO,17683694,2.0338,2.5759
SSP2,2036,RO,17590272,1.9756,2.5126
SSP2,2037,RO,17498925,1.9161,2.4476
SSP2,2038,RO,17408234,1.7401,2.2701
SSP2,2039,RO,17317999,1.5742,2.0906
SSP2,2040,RO,17232578,1.3992,1.8991
SSP2,2041,RO,17148508,1.3444,1.8372
SSP2,2042,RO,17066206,1.3115,1.795
SSP2,2043,RO,16986004,1.3195,1.7962
SSP2,2044,RO,16906759,1.3219,1.7944
SSP2,2045,RO,16828669,1.3186,1.7875
SSP2,2046,RO,16751351,1.3299,1.7988
SSP2,2047,RO,16673983,1.3475,1.8222
SSP2,2048,RO,16595522,1.3602,1.8435
SSP2,2049,RO,16516100,1.3258,1.807
SSP2,2050,RO,16439020,1.3048,1.7766
SSP2,2051,RO,16363363,1.2966,1.7621
SSP2,2052,RO,16288949,1.2988,1.7589
SSP2,2053,RO,16215713,1.3114,1.7685
SSP2,2054,RO,16142936,1.3405,1.7997
SSP2,2055,RO,16069750,1.3724,1.8411
SSP2,2056,RO,15994691,1.4002,1.8837
SSP2,2057,RO,15917591,1.416,1.9069
SSP2,2058,RO,15840959,1.4137,1.905
SSP2,2059,RO,15764492,1.4069,1.8964
SSP2,2060,RO,15689153,1.3986,1.8838
SSP2,2061,RO,15614711,1.3842,1.8638
SSP2,2062,RO,15541762,1.367,1.8366
SSP2,2063,RO,15471017,1.3436,1.8004
SSP2,2064,RO,15402601,1.3089,1.7532
SSP2,2065,RO,15336213,1.2665,1.6982
SSP2,2066,RO,15272112,1.2077,1.6282
SSP2,2067,RO,15209592,1.1389,1.5489
SSP2,2068,RO,15149046,1.0695,1.4604
SSP2,2069,RO,15092637,0.9988,1.3648
SSP2,2070,RO,15039871,0.9306,1.2721
SSP2,2071,RO,14991021,,
SSP2,2072,RO,14945179,,
SSP2,2073,RO,14902462,,
SSP2,2074,RO,14863440,,
SSP2,2075,RO,14827444,,
SSP2,2076,RO,14793717,,
SSP2,2077,RO,14761523,,
SSP2,2078,RO,14732239,,
SSP2,2079,RO,14705342,,
SSP2,2080,RO,14681481,,
SSP2,2081,RO,14660636,,
SSP2,2082,RO,14642872,,
SSP2,2083,RO,14628004,,
SSP2,2084,RO,14615339,,
SSP2,2085,RO,14604453,,
SSP2,2086,RO,14594952,,
SSP2,2087,RO,14586273,,
SSP2,2088,RO,14580071,,
SSP2,2089,RO,14576228,,
SSP2,2090,RO,14574108,,
SSP2,2091,RO,14573609,,
SSP2,2092,RO,14574588,,
SSP2,2093,RO,14576728,,
SSP2,2094,RO,14579841,,
SSP2,2095,RO,14583704,,
SSP2,2096,RO,14588157,,
SSP2,2097,RO,14593049,,
SSP2,2098,RO,14598265,,
SSP2,2099,RO,14603743,,
SSP2,2100,RO,14609506,,
SSP2,2022,SE,10452326,1.8152,0.9345
SSP2,2023,SE,10561077,1.589,0.688
SSP2,2024,SE,10640372,1.5071,0.8188
SSP2,2025,SE,10705814,1.6654,1.0477
SSP2,2026,SE,10770866,1.5316,0.9233
SSP2,2027,SE,10835254,1.457,0.8597
SSP2,2028,SE,10898809,1.4744,0.8929
SSP2,2029,SE,10960521,1.5142,0.9525
SSP2,2030,SE,11020442,1.5428,0.9996
SSP2,2031,SE,11078730,1.5533,1.0269
SSP2,2032,SE,11135601,1.5761,1.0638
SSP2,2033,SE,11191339,1.5982,1.0972
SSP2,2034,SE,11246226,1.6709,1.1694
SSP2,2035,SE,11302547,1.7491,1.2454
SSP2,2036,SE,11358405,1.8325,1.3339
SSP2,2037,SE,11414057,1.921,1.4253
SSP2,2038,SE,11469696,1.9443,1.4505
SSP2,2039,SE,11525438,2.001,1.508
SSP2,2040,SE,11581390,2.0199,1.5275
SSP2,2041,SE,11637509,1.9916,1.5003
SSP2,2042,SE,11693771,1.9668,1.4774
SSP2,2043,SE,11750034,1.9197,1.4333
SSP2,2044,SE,11806183,1.8852,1.4029
SSP2,2045,SE,11862065,1.8272,1.3507
SSP2,2046,SE,11917473,1.771,1.3018
SSP2,2047,SE,11972194,1.7214,1.2613
SSP2,2048,SE,12026025,1.6638,1.2142
SSP2,2049,SE,12078774,1.6302,1.1927
SSP2,2050,SE,12130240,1.5962,1.1721
SSP2,2051,SE,12180268,1.5565,1.1465
SSP2,2052,SE,12228784,1.8633,1.4666
SSP2,2053,SE,12275697,1.7425,1.3606
SSP2,2054,SE,12321107,1.6673,1.2994
SSP2,2055,SE,12365036,1.627,1.2704
SSP2,2056,SE,12408042,1.5677,1.2232
SSP2,2057,SE,12449352,1.502,1.1726
SSP2,2058,SE,12488967,1.4359,1.1216
SSP2,2059,SE,12526881,1.4118,1.1106
SSP2,2060,SE,12563488,1.3962,1.1057
SSP2,2061,SE,12598963,1.382,1.1009
SSP2,2062,SE,12633438,1.3904,1.1176
SSP2,2063,SE,12667044,1.4008,1.1352
SSP2,2064,SE,12699881,1.4092,1.15
SSP2,2065,SE,12732058,1.4135,1.1598
SSP2,2066,SE,12763656,1.4175,1.1689
SSP2,2067,SE,12794708,1.4194,1.1756
SSP2,2068,SE,12825244,1.4052,1.1663
SSP2,2069,SE,12855228,1.6392,1.4049
SSP2,2070,SE,12884585,1.5453,1.3169
SSP2,2071,SE,12913241,,
SSP2,2072,SE,12941201,,
SSP2,2073,SE,12968420,,
SSP2,2074,SE,12994875,,
SSP2,2075,SE,13020332,,
SSP2,2076,SE,13044915,,
SSP2,2077,SE,13067683,,
SSP2,2078,SE,13089091,,
SSP2,2079,SE,13108827,,
SSP2,2080,SE,13127074,,
SSP2,2081,SE,13143596,,
SSP2,2082,SE,13158787,,
SSP2,2083,SE,13172124,,
SSP2,2084,SE,13184043,,
SSP2,2085,SE,13194563,,
SSP2,2086,SE,13203833,,
SSP2,2087,SE,13212298,,
SSP2,2088,SE,13219533,,
SSP2,2089,SE,13226855,,
SSP2,2090,SE,13233792,,
SSP2,2091,SE,13240397,,
SSP2,2092,SE,13246712,,
SSP2,2093,SE,13252729,,
SSP2,2094,SE,13258365,,
SSP2,2095,SE,13263550,,
SSP2,2096,SE,13268156,,
SSP2,2097,SE,13272054,,
SSP2,2098,SE,13275090,,
SSP2,2099,SE,13277149,,
SSP2,2100,SE,13278186,,
SSP2,2022,SI,2107180,3.1079,2.9191
SSP2,2023,SI,2116709,2.9958,2.6873
SSP2,2024,SI,2119872,3.1491,3.0503
SSP2,2025,SI,2120770,2.7102,2.6811
SSP2,2026,SI,2121073,2.5729,2.5677
SSP2,2027,SI,2120985,2.5264,2.5416
SSP2,2028,SI,2120443,2.3496,2.3799
SSP2,2029,SI,2119727,2.2507,2.2902
SSP2,2030,SI,2118806,2.1856,2.2296
SSP2,2031,SI,2117905,2.1374,2.1831
SSP2,2032,SI,2116911,2.1301,2.1817
SSP2,2033,SI,2115767,2.0292,2.0855
SSP2,2034,SI,2114580,2.0106,2.0611
SSP2,2035,SI,2113672,1.9774,2.0216
SSP2,2036,SI,2112749,1.932,1.9747
SSP2,2037,SI,2111904,1.8762,1.9123
SSP2,2038,SI,2111254,1.7763,1.8085
SSP2,2039,SI,2110568,1.6657,1.6993
SSP2,2040,SI,2109858,1.5366,1.5707
SSP2,2041,SI,2109151,1.4457,1.4803
SSP2,2042,SI,2108419,1.3249,1.3646
SSP2,2043,SI,2107501,1.2331,1.2813
SSP2,2044,SI,2106413,1.1455,1.2018
SSP2,2045,SI,2105158,1.0672,1.1336
SSP2,2046,SI,2103646,1.0477,1.1285
SSP2,2047,SI,2101793,1.0187,1.1169
SSP2,2048,SI,2099563,1.0007,1.1171
SSP2,2049,SI,2096954,0.9995,1.133
SSP2,2050,SI,2094023,0.9985,1.1478
SSP2,2051,SI,2090766,1.0128,1.1789
SSP2,2052,SI,2087153,1.0366,1.2164
SSP2,2053,SI,2083345,1.0529,1.2439
SSP2,2054,SI,2079285,1.0938,1.3007
SSP2,2055,SI,2074845,1.1436,1.3665
SSP2,2056,SI,2070152,1.1896,1.4235
SSP2,2057,SI,2065289,1.228,1.4722
SSP2,2058,SI,2060202,1.2605,1.5127
SSP2,2059,SI,2055040,1.2718,1.527
SSP2,2060,SI,2049857,1.2832,1.5398
SSP2,2061,SI,2044667,1.2924,1.5478
SSP2,2062,SI,2039561,1.3003,1.5537
SSP2,2063,SI,2034475,1.3114,1.5631
SSP2,2064,SI,2029465,1.3134,1.5616
SSP2,2065,SI,2024543,1.2899,1.5318
SSP2,2066,SI,2019807,1.2633,1.4992
SSP2,2067,SI,2015146,1.238,1.4686
SSP2,2068,SI,2010639,1.197,1.4206
SSP2,2069,SI,2006269,1.1402,1.3545
SSP2,2070,SI,2002145,1.0727,1.2757
SSP2,2071,SI,1998235,,
SSP2,2072,SI,1994580,,
SSP2,2073,SI,1991223,,
SSP2,2074,SI,1988211,,
SSP2,2075,SI,1985383,,
SSP2,2076,SI,1982804,,
SSP2,2077,SI,1980358,,
SSP2,2078,SI,1978110,,
SSP2,2079,SI,1975964,,
SSP2,2080,SI,1974016,,
SSP2,2081,SI,1972178,,
SSP2,2082,SI,1970508,,
SSP2,2083,SI,1968965,,
SSP2,2084,SI,1967524,,
SSP2,2085,SI,1966177,,
SSP2,2086,SI,1964897,,
SSP2,2087,SI,1963737,,
SSP2,2088,SI,1962565,,
SSP2,2089,SI,1961488,,
SSP2,2090,SI,1960489,,
SSP2,2091,SI,1959537,,
SSP2,2092,SI,1958624,,
SSP2,2093,SI,1957728,,
SSP2,2094,SI,1956837,,
SSP2,2095,SI,1955930,,
SSP2,2096,SI,1955004,,
SSP2,2097,SI,1954030,,
SSP2,2098,SI,1953008,,
SSP2,2099,SI,1951939,,
