# File: A01.popgdp_EUR.csv
# Title: Population and GDP values for SSP2 scenario in EUR.
# Units: Number of people, GDP growth rate, GDP per capita growth rate
# Source: https://economy-finance.ec.europa.eu/publications/2024-ageing-report-economic-and-budgetary-projections-eu-member-states-2022-2070_en
# Column types: cncnnn
# ----------
scenario,year,geo,pop,gdp_gr,gdppc_gr
SSP2,2100,SI,1950820,,
SSP2,2022,SK,5434712,1.9368,1.3404
SSP2,2023,SK,5523904,2.4641,1.5365
SSP2,2024,SK,5534826,2.1231,2.1465
SSP2,2025,SK,5521368,1.6166,1.8656
SSP2,2026,SK,5507802,1.3358,1.5872
SSP2,2027,SK,5494075,1.3618,1.62
SSP2,2028,SK,5479845,1.4431,1.7097
SSP2,2029,SK,5465314,1.5129,1.7888
SSP2,2030,SK,5450183,1.6268,1.9172
SSP2,2031,SK,5434204,1.7011,2.0082
SSP2,2032,SK,5417409,1.7195,2.0414
SSP2,2033,SK,5399970,1.6459,1.9772
SSP2,2034,SK,5382262,1.6531,1.95
SSP2,2035,SK,5368574,1.6597,1.9209
SSP2,2036,SK,5354716,1.6658,1.9302
SSP2,2037,SK,5340757,1.6716,1.9324
SSP2,2038,SK,5327352,1.6133,1.8664
SSP2,2039,SK,5314252,1.5619,1.8089
SSP2,2040,SK,5301530,1.5051,1.7481
SSP2,2041,SK,5288892,1.4837,1.7236
SSP2,2042,SK,5276552,1.4598,1.6958
SSP2,2043,SK,5264374,1.4438,1.6769
SSP2,2044,SK,5252388,1.437,1.667
SSP2,2045,SK,5240579,1.4125,1.644
SSP2,2046,SK,5228487,1.3778,1.6131
SSP2,2047,SK,5216339,1.3473,1.5834
SSP2,2048,SK,5204216,1.3285,1.5657
SSP2,2049,SK,5192004,1.287,1.5268
SSP2,2050,SK,5179658,1.2528,1.4965
SSP2,2051,SK,5167102,1.2116,1.4629
SSP2,2052,SK,5154028,1.17,1.4322
SSP2,2053,SK,5140421,1.1474,1.4187
SSP2,2054,SK,5126489,1.1285,1.4109
SSP2,2055,SK,5111829,1.1258,1.4204
SSP2,2056,SK,5096743,1.1346,1.4402
SSP2,2057,SK,5081077,1.1442,1.4645
SSP2,2058,SK,5064618,1.1742,1.5094
SSP2,2059,SK,5047577,1.2032,1.5559
SSP2,2060,SK,5029491,1.23,1.6037
SSP2,2061,SK,5010512,1.2659,1.6554
SSP2,2062,SK,4991017,1.2966,1.6972
SSP2,2063,SK,4971110,1.3227,1.7334
SSP2,2064,SK,4950797,1.3425,1.7621
SSP2,2065,SK,4930199,1.3538,1.7797
SSP2,2066,SK,4909453,1.3558,1.788
SSP2,2067,SK,4888418,1.3513,1.7875
SSP2,2068,SK,4867465,1.3458,1.7796
SSP2,2069,SK,4846838,1.3337,1.7608
SSP2,2070,SK,4826694,1.3069,1.7247
SSP2,2071,SK,4807099,,
SSP2,2072,SK,4787894,,
SSP2,2073,SK,4769261,,
SSP2,2074,SK,4751485,,
SSP2,2075,SK,4734565,,
SSP2,2076,SK,4718318,,
SSP2,2077,SK,4702737,,
SSP2,2078,SK,4688011,,
SSP2,2079,SK,4674050,,
SSP2,2080,SK,4660973,,
SSP2,2081,SK,4648833,,
SSP2,2082,SK,4637731,,
SSP2,2083,SK,4627530,,
SSP2,2084,SK,4618148,,
SSP2,2085,SK,4609553,,
SSP2,2086,SK,4601664,,
SSP2,2087,SK,4594646,,
SSP2,2088,SK,4588129,,
SSP2,2089,SK,4582379,,
SSP2,2090,SK,4577330,,
SSP2,2091,SK,4572863,,
SSP2,2092,SK,4568941,,
SSP2,2093,SK,4565538,,
SSP2,2094,SK,4562625,,
SSP2,2095,SK,4560138,,
SSP2,2096,SK,4558055,,
SSP2,2097,SK,4556303,,
SSP2,2098,SK,4554806,,
SSP2,2099,SK,4553519,,
SSP2,2100,SK,4552382,,
