# File: A07.hh_DIAMOND.csv
# Title: The EU_hh_DIAMOND database was created by merging information from SILC (recipient) and HBS (donor) using the statistical matching strategy of Tom��s et al. (2025). The database is created for household income dec, covering multiple microeconomic variables rGRCated to income and consumption dimensions for the reference year 2015, and expresses the information in current euros (average per household). Note that some countries are not yet included due to data issue (AT).
# Source: BC3 microdata
# Units: 2015 EURO
# Column types: cnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
ISO3,Decile,Households,Population,HY010,HY020,PY010G_hh,PY020G_hh,PY021G_hh,PY050G_hh,PY080G_hh,PY090G_hh,PY100G_hh,PY110G_hh,PY120G_hh,PY130G_hh,PY140G_hh,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY090G,HY100G,HY110G,HY120G,HY130G,HY140G,HY170G,EUR_HE00,EUR_HE011,EUR_HE012,EUR_HE021,EUR_HE022,EUR_HE023,EUR_HE031,EUR_HE032,EUR_HE041,EUR_HE042,EUR_HE043,EUR_HE044,EUR_HE0451,EUR_HE04510,EUR_HE0452,EUR_HE04521,EUR_HE04522,EUR_HE0453,EUR_HE04530,EUR_HE0454,EUR_HE04541,EUR_HE04549,EUR_HE0455,EUR_HE04550,EUR_HE051,EUR_HE052,EUR_HE053,EUR_HE054,EUR_HE055,EUR_HE056,EUR_HE061,EUR_HE062,EUR_HE063,EUR_HE071,EUR_HE0721,EUR_HE0722,EUR_HE07221,EUR_HE07222,EUR_HE07223,EUR_HE07224,EUR_HE0723,EUR_HE0724,EUR_HE0731,EUR_HE07311,EUR_HE07312,EUR_HE0732,EUR_HE07321,EUR_HE07322,EUR_HE0733,EUR_HE07331,EUR_HE07332,EUR_HE0734,EUR_HE07341,EUR_HE07342,EUR_HE0735,EUR_HE07350,EUR_HE0736,EUR_HE07361,EUR_HE07362,EUR_HE07369,EUR_HE081,EUR_HE082,EUR_HE083,EUR_HE091,EUR_HE092,EUR_HE093,EUR_HE094,EUR_HE095,EUR_HE096,EUR_HE101,EUR_HE102,EUR_HE103,EUR_HE104,EUR_HE105,EUR_HE111,EUR_HE112,EUR_HE121,EUR_HE122,EUR_HE123,EUR_HE124,EUR_HE125,EUR_HE126,EUR_HE127
IRL,Decile 3,144717.7171,469583.1356,10337.92155,9370.871165,5287.92688,9.874116854,4.351955317,655.4685151,32.5949656,1118.380481,519.258815,79.24083254,1.95422698,706.8971357,85.33953514,1257.285766,7.646215006,1632.700154,13.45502046,124.2029003,47.78741503,20.40299635,407.7286186,0.313539377,0,56.23415063,910.8161665,0.078966071,10236.53225,1411.368214,129.9282014,142.9151304,120.5954993,0,368.82041,99.4095403,869.9744682,1841.061348,66.65786773,95.33009336,277.4362315,277.4362315,93.25941925,90.88073275,2.378686493,108.0080143,108.0080143,95.80302188,58.86716293,36.93607502,0,0,134.4741521,24.49103848,49.2134006,20.54978746,53.94679927,108.9582451,86.20787782,76.40508632,17.93472589,340.9070722,28.44630038,476.3517227,210.1155135,260.2607989,5.035536367,0.940602337,43.36086305,68.16851232,10.17946683,9.213701888,0.965702233,80.93740003,69.59046109,11.3471422,0.985839179,0,0.985839179,0.368958422,0.368958422,0,1.072735799,1.072735799,2.333986582,0,0,2.333986582,12.40759471,53.42176536,385.4247186,74.24154814,3.128787798,177.8435893,380.5671255,99.48762141,72.16933356,27.72916589,66.30505022,0.631435974,49.05798507,17.92964396,459.0610259,41.68089712,239.0881132,0,61.00520564,148.5795551,458.7282904,29.74697724,32.43624105
IRL,Decile 4,182923.3736,469639.7488,12225.69286,11065.87222,5727.160721,29.98786191,15.38416068,911.9150645,13.77300811,1245.811797,1380.319282,60.16449119,0.096006268,1318.473266,68.28084646,1722.535831,9.631544699,1158.22993,6.591595604,222.2739963,27.2346186,59.84567461,405.7561766,0.506845772,0,30.01537285,1129.805222,0.443455756,12048.57211,1576.292503,135.3328352,202.3215048,136.6863531,0,397.9219811,123.9692873,826.1254871,2349.678347,99.68502874,121.179868,348.1360804,348.1360804,134.2049521,126.5818527,7.623195303,120.0539243,120.0539243,82.8604444,43.0353387,39.82525859,0,0,120.6616295,34.11993004,60.92734959,40.2514255,46.35581856,137.1241687,121.9564141,119.8985655,5.590139471,571.0324278,21.5077858,565.4911966,260.9990399,302.6234827,0.677335372,1.19118279,67.64355847,68.02963972,10.96188488,10.04367712,0.918207762,69.10505876,50.18110975,18.92360513,9.763298247,0,9.763298247,0.557083374,0,0.557083374,4.589630751,4.589630751,1.899097122,0,0,1.899097122,14.93374211,38.136813,458.1333105,75.34990993,6.554923109,248.1600826,421.1098847,108.2335272,94.20773609,21.2064822,19.9062561,2.750232398,62.84401416,14.56506575,543.9640471,48.82104994,227.9494906,0,85.67764903,150.5224167,608.5634664,32.34881135,32.722159
IRL,Decile 5,179817.341,469052.7797,14410.77168,12544.40031,8076.980644,5.464040191,2.354661172,882.6741954,4.606513653,630.5992446,2875.396506,123.4713004,1.860709787,440.9406512,45.79053774,1742.888054,47.19380675,1006.732908,14.24027879,199.8015233,41.28855869,16.66476203,396.0659198,0.174680108,0,68.42347632,1797.947957,0.546123509,13117.61104,1583.678857,132.5266661,172.2803885,154.2582209,0,408.0334208,145.9252247,666.148501,2857.034669,88.44841354,119.1108717,347.3307437,347.3307437,129.8983281,112.7182873,17.18004079,182.1514385,182.1514385,97.70931092,50.93335159,46.77601133,0,0,101.7652132,32.67057796,71.72178853,32.83025397,49.6097632,135.7038382,149.2073545,172.6421258,14.8359509,501.7854253,46.30223319,631.6115241,279.0991308,347.9705394,3.989439976,0.553494739,75.61159997,53.09654741,21.9089426,20.16016663,1.748607226,69.58540768,54.43382309,15.15182057,16.19358258,0,16.19358258,0.580149452,0,0.580149452,0,0,3.297324338,0,0,3.297324338,11.10887034,41.51829788,486.9323005,65.88078853,8.949088803,251.8387905,398.8255206,124.060259,131.4670718,24.3254287,44.97732969,3.370234796,137.0209448,17.70574244,686.3334165,78.56297072,238.8469589,0,60.31873725,212.4536185,739.9034064,32.6497084,55.07318862
IRL,Decile 6,175789.6,469995.9009,16692.98297,14157.82339,11147.71181,29.98708106,24.49041683,895.0554511,33.89327212,465.227104,2128.849212,22.87460464,1.063592522,696.0296655,54.68253941,1711.32792,78.04088392,838.0924438,2.132165229,196.9231296,99.86749728,8.049141668,651.5434667,0,0,34.54796549,2500.611582,0,14357.23389,1729.586985,145.6221825,186.3301148,226.1205874,0,517.175596,117.644284,804.0280206,2886.26308,125.6056439,130.5225928,346.6826392,346.6826392,128.4977174,120.917586,7.580131407,168.5287386,168.5287386,106.623405,59.49641727,47.12695999,0,0,137.6877268,32.13036399,72.88388988,25.74225386,44.79142461,163.1126919,117.9447821,96.20279765,6.300118379,855.90568,38.69736598,716.7800624,348.1490441,360.1066339,8.510099159,0.014835529,94.72409196,85.44686906,23.2841757,20.29103674,2.993331304,84.85117323,67.08599211,17.76505185,7.583998091,0,7.583998091,1.971591008,0.718619338,1.252971669,0.632796404,0.632796404,5.024904164,0,0,5.024904164,17.67964937,49.40044371,505.0584618,81.31584599,1.421864238,261.8973132,435.3597413,128.8663922,101.99603,27.72318081,34.92783727,1.989106511,203.1436704,31.84400981,778.70798,68.27286595,258.5600171,0,84.32494252,193.3674279,765.6435083,29.43043254,65.37397755
IRL,Decile 7,169411.9741,469522.4585,19838.9552,16336.74998,13237.20513,20.88908131,17.69493701,1526.187675,42.15279717,506.7049107,2640.156458,69.32640616,16.37813417,617.1133358,54.80202322,1921.666523,146.4201833,776.4098485,1.48069196,73.55693123,80.83003271,32.49936235,664.4810321,0.036234343,0,63.0192203,3439.185912,0,16633.40661,1881.701825,141.3338068,240.7107947,119.5680652,0,598.7816923,156.7563827,580.5788313,3317.896455,140.9525025,164.9710731,361.5386955,361.5386955,137.7118883,129.2014185,8.510469851,173.7069846,173.7069846,113.9052916,63.81738056,50.08786334,0,0,174.2060253,46.89585581,106.9180586,41.61340333,77.05960138,204.5520419,161.7409822,139.1194723,12.49628435,900.4671507,90.09167623,845.0593198,444.8314855,396.7775324,1.894147358,1.555885496,117.2035115,97.97774759,20.75804133,18.26024692,2.497703536,102.6766049,65.86173838,36.81471563,17.23106315,0,17.23106315,2.823042227,0.477360891,2.345681335,4.924550729,4.924550729,3.646854006,0,0.366750875,3.280103131,10.59054467,84.19815776,562.5831816,101.8024795,18.87213222,250.3295399,603.0316134,159.3202261,160.7295199,23.40325633,56.61129356,1.129125375,212.5528493,39.28098053,955.7801488,162.6592351,355.569747,0,105.5615464,320.3682242,1044.360138,47.04797727,60.05104128
IRL,Decile 8,174035.0662,468884.3991,25201.22085,19556.39132,18042.30652,54.55542149,26.0298024,1871.466287,138.0385425,526.2242816,3233.743701,99.21554534,2.143734668,247.8113231,52.50903656,1957.755897,171.4419335,598.3977344,3.581039561,70.04542056,30.27821948,87.98767659,964.8230601,0,0,82.34261542,5562.486929,0.86158934,18551.09192,1902.642222,144.3137507,275.5154647,105.6174778,0,768.6242718,175.1182269,622.7916617,3716.177888,177.0733075,158.3738764,398.6230979,398.6230979,140.0975618,133.0404146,7.057147152,166.3621886,166.3621886,90.92776931,41.71081742,49.21685598,0,0,195.5115976,44.07685438,80.48168317,38.18529658,79.02288632,222.5206346,201.4342533,256.1894196,41.27864999,923.7605141,60.41947057,918.5050204,477.0737837,434.0472301,6.462662291,0.920725242,136.333704,115.9759355,29.63015375,26.99964935,2.630504406,95.10446459,69.36141705,25.74281522,30.9621189,0,30.9621189,6.640788597,6.184809123,0.455979475,15.76340484,15.76340484,2.335654964,0,0,2.335654964,14.40796209,65.83051265,598.223265,103.4240654,17.13632999,341.9767735,671.0435802,194.3449235,175.0734619,41.94609481,72.14494165,0.222491932,283.3293302,47.90740888,1128.099266,151.0952941,369.8977552,0,122.0454611,511.5424488,1161.118731,47.94992713,95.94495261
IRL,Decile 9,196846.6726,470249.8197,31764.42747,24276.69728,20719.07349,58.90292187,38.51366168,3968.066681,224.6848732,566.5524207,4835.795186,37.71990969,3.157676206,292.9839211,66.1288396,2468.831555,268.1222685,402.8533445,30.60339813,49.03030523,35.32356435,224.4215691,815.0131924,1.396320535,0,205.9002606,7281.83006,1.811736367,21314.11174,2026.917483,142.3609587,233.1538122,152.9858657,0,754.9091339,164.4099944,679.0015244,4338.067802,294.311209,171.6262087,422.8811517,422.8811517,185.2844814,175.2205235,10.06395788,193.3521416,193.3521416,130.927742,53.68478289,77.24284451,0,0,227.9903013,60.87902082,104.658527,49.88701703,85.9375252,270.4057831,255.2857371,339.433154,19.53693931,1371.927092,63.03624484,995.2875715,501.7356817,482.496828,9.831302594,1.224388047,176.0269955,121.835485,36.66132949,33.16538472,3.495857525,148.56875,108.0231827,40.54529468,62.29041874,0,62.29041874,1.980842722,1.670068276,0.310774446,10.21579794,10.21579794,5.601213637,0,0,5.601213637,22.24600323,60.19820694,654.480046,131.5789222,18.91104063,391.9501595,715.8825256,206.2423864,270.7945082,31.73142503,85.01004991,0.545047562,252.1912877,43.9676457,1329.358383,218.9776169,394.2214765,0,132.7639853,380.5888387,1500.341127,62.52828429,111.9752723
IRL,Decile 10,244550.8807,469811.7002,56223.49435,39750.82404,37377.56763,253.8047783,132.5389376,7419.942458,532.3123665,1181.102808,7012.880779,77.3868245,8.729308404,164.5686347,79.68285107,3448.228704,1101.193509,334.5900324,56.04674232,101.4725285,23.17165399,617.1956711,1625.037261,3.111491028,0,230.1884647,16242.48191,1.154095885,29009.31494,2448.048345,188.3440499,397.0192093,134.8669152,0,1004.686584,237.1466753,924.0085105,6033.107203,327.5005669,274.9426499,545.6140574,545.6140574,280.7899688,274.7564649,6.033503909,222.4339664,222.4339664,118.2760899,54.09160379,64.18453524,0,0,318.135268,87.71835752,166.6262772,69.2121087,101.2414316,458.488332,319.9539845,399.1084856,43.46248117,1986.903486,91.32599127,1179.779499,596.6692815,576.3621347,6.291296344,0.458042792,246.3638491,202.6750529,45.20023241,36.98178648,8.218420559,194.0028767,109.8395313,84.16336031,76.52759252,0,76.52759252,2.610115072,1.173872007,1.436243065,9.763905843,9.763905843,5.792453442,0,0,5.792453442,33.67820966,159.4819404,808.4412122,201.7615217,23.7300477,617.6548372,1110.403827,249.8139867,382.1927912,25.23730024,154.2390159,1.649478485,376.3796555,71.36017364,1909.740783,352.4738769,623.4281529,0,184.0245319,373.3475477,1957.672374,69.35995946,181.5743695
ITA,Decile 1,2309080.298,6048204.585,2552.913139,2040.407984,791.3314557,13.75012694,0.564787317,828.534229,0,199.9748623,210.1375076,63.90408718,0,116.531802,11.22297808,1421.342241,57.34803546,133.7199713,17.00045278,7.573561594,90.9081625,24.01486294,51.34711151,0.146383127,59.9827653,75.15452269,377.3678673,28.06499889,3902.003514,917.8522658,68.8982854,30.84771721,62.46245992,0,80.77029585,29.78554176,434.8621146,957.7857967,8.276193519,137.2246643,152.8882792,152.8882792,122.3370455,107.3516283,14.98531126,2.405420784,2.405420784,20.49886496,0.088236523,20.41059741,0,0,5.691831866,2.518564813,12.53968762,4.052707741,5.240804005,62.40416685,79.63291041,51.02634337,0.945146245,3.278479606,10.40800179,214.6250831,70.69519602,137.9866343,4.946284934,0.997129078,11.87277704,6.837464031,2.870173903,1.527234839,1.34296027,8.982725835,8.900196222,0.082529612,2.684934506,1.900943339,0.783991167,0.107115646,0.107115646,0,1.90029056,1.90029056,0.498924869,0.113554531,0.137847482,0.247522855,1.061382003,4.810845075,90.27395178,5.54847155,0.984205668,17.02179247,19.58409218,17.49097348,0.454316241,3.43628329,3.170222466,2.494941139,3.842620478,0.543408971,37.06297674,1.226599394,58.81790383,0,5.282252829,1.118343766,107.4949664,0.130428257,5.138203387
ITA,Decile 2,1868077.918,6032632.058,6123.206222,5167.050956,3070.045371,61.98488485,0.378083918,1298.341413,1.845758829,294.9505621,571.9477566,179.962004,0,162.33769,11.08926025,1141.647446,113.5583497,262.1155899,6.473731445,19.32379226,97.39771514,32.09631651,74.23841074,1.342826932,45.03439323,52.16132897,858.9595443,18.89738854,5509.117931,1219.650082,99.6523659,40.12237362,75.27943328,0,180.7048715,53.8792718,481.8689057,1138.33117,17.90868143,175.8033335,177.8841896,177.8841896,163.5578879,149.8955993,13.66220872,4.172824103,4.172824103,22.5883717,0,22.5883717,0.394825817,0.394825817,19.17746556,5.796039913,24.04573513,6.165962593,9.608343007,100.1418171,104.287789,78.17432323,0.62447085,37.98061949,18.86976158,383.0183917,154.8286293,203.3487581,21.02347048,3.817837799,26.17659407,24.87690739,4.311640425,2.679879759,1.631760665,14.57953877,14.01575808,0.56378069,13.60890495,1.65064633,11.95825862,0.865683402,0.865683402,0,1.753799308,1.753799308,0.396764128,0,0,0.396764128,1.40435386,8.935300948,138.4497275,11.3027483,1.153839177,42.42012683,47.41169562,41.87871268,15.49065668,6.742846925,5.886658111,0.354557999,8.128322259,5.109065866,101.1126787,2.966111446,120.1696148,0,13.19540647,5.550984236,179.7223794,0.260207015,25.21253471
ITA,Decile 3,2064760.063,6066508.758,8273.649119,6843.095739,4223.096515,80.13389122,0.766818361,1481.944172,5.806529448,319.076859,1331.587724,243.6838584,0,235.0297945,11.95916909,1431.529569,100.1334693,182.0003973,6.29585447,5.144075318,68.52263369,57.27504112,93.73861769,1.3262081,52.65600785,32.54793692,1345.349436,26.02113935,6949.830119,1485.462628,116.6127418,52.52968276,77.78165923,0,261.6191543,70.80501749,423.5022086,1543.178755,31.20582942,226.278666,191.3873001,191.3873001,182.8602669,166.6819831,16.1782527,7.162604394,7.162604394,29.43589445,0.013085442,29.42280901,0.021186722,0.021186722,18.00403711,9.285541952,33.84569281,9.849327796,21.74916319,127.4094739,166.2587961,113.9272515,0.13435253,64.05694975,32.80143489,463.7673644,190.9869836,234.0388566,33.89816175,4.843602422,27.4385306,29.9299217,10.69168951,8.208667311,2.483022199,17.00535509,16.33406633,0.67128876,8.888161098,1.664633695,7.223527403,0.297692287,0.297692287,0,2.015003031,2.015003031,2.092442261,1.26074949,0.709040137,0.122652634,3.816280638,12.60273458,186.1637989,19.568955,1.537637549,67.20873316,64.09675493,56.99459597,12.79085298,10.45803975,6.417199669,0.601484565,18.79156049,2.721344644,186.2485842,3.862889905,159.7276825,0,18.00477108,5.487459281,230.1096472,1.878454895,21.44490668
ITA,Decile 4,2394487.769,6050695.071,10376.38213,8446.978362,5288.624382,96.66631057,1.129752242,1322.00758,0.716767413,329.4494879,2359.865025,489.6136216,0,157.1184853,11.57528164,1877.74217,134.7033511,138.4455939,9.241505291,4.796514397,60.98155385,66.64977201,124.2700176,1.463458433,66.11569366,42.6633616,1820.624715,28.40644093,8930.93805,1831.678587,140.8374676,75.17411359,109.0248458,0,277.1862128,77.4919049,403.6598275,2127.602258,37.08299748,271.9065722,221.4955433,221.4955433,253.8635423,235.3281742,18.53523638,5.078554422,5.078554422,35.14013531,0,35.14013531,0.945868624,0.945868624,28.582512,8.432156436,39.61838545,18.60280796,26.95486322,162.7480576,242.7613772,171.9149666,1.271253586,120.5731548,38.68997045,550.5443659,202.8013216,305.6849614,33.46640325,8.591464132,74.88732701,45.8688771,17.60490262,13.46210713,4.142690927,16.86641149,15.20362574,1.662785751,11.37167303,2.7337334,8.63793963,1.160312467,1.160312467,0,3.929329849,3.929329849,4.047763299,0.941369644,2.696929989,0.409463666,5.144976605,13.4134608,220.2107998,23.68992808,5.047567366,100.7290476,92.33957741,64.22006771,30.70527047,14.60908335,8.520923404,0.011102497,9.703925505,2.005977978,252.558886,22.72043033,230.8317251,0,33.13980475,18.81374219,253.9072461,1.20406464,72.80517157
ITA,Decile 5,2366049.128,6051962.67,12759.99547,10087.53963,6606.471174,113.4353907,3.78469342,1829.792308,3.785154134,327.7172687,2780.502677,466.7825361,0,250.4923916,15.45729942,1936.509437,171.0059808,120.9512076,3.738723479,9.726324656,90.55925226,78.76446119,102.1699253,0.464019042,69.8839668,48.76709501,2553.804776,24.82318894,10111.91251,2014.111101,152.5227273,84.89696047,110.004573,0,319.097668,99.74338973,372.1115889,2510.579244,47.39320562,325.9466283,224.8959508,224.8959508,252.5260027,232.8866647,19.63936739,12.74350339,12.74350339,34.42236541,0.05037468,34.37202205,1.178880292,1.178880292,47.37602997,11.48243558,53.51428983,15.14069966,30.78754704,161.156043,247.0661516,156.3210801,11.94367148,177.484693,63.60612832,576.6620971,230.2812501,302.3134483,31.76636573,12.3011451,67.96947994,55.37457093,16.05757849,11.41004528,4.647533211,19.33582918,17.32704751,2.008760153,14.82375465,6.550824629,8.272960625,0.983104902,0.983104902,0,4.103998643,4.103998643,0.72520962,0.089097472,0.190851286,0.445260861,5.377520572,14.86705924,258.0513344,31.81890921,3.232003307,130.7333506,125.9248635,91.63043333,28.18663762,17.18234047,14.12097449,0.068600346,17.81812201,7.190790553,341.7631506,20.22143899,279.6790068,0,35.66849993,25.07417304,301.8128992,1.438474314,65.96052054
ITA,Decile 6,2427427.299,6049377.078,15182.13232,11765.18754,7997.515231,162.5239487,1.684918433,1986.991817,0.883326449,404.4588602,3403.858297,610.870267,0,218.3222233,16.55013738,2088.463477,279.5868543,101.5747775,2.532134443,3.736592053,57.41889534,96.1479919,117.3997824,0,89.01185695,64.89745242,3263.035472,28.77900431,11813.21681,2186.002689,174.7124237,98.23172095,130.1222672,0,399.4962913,131.3777358,335.3807236,2748.845128,60.28011684,336.010273,235.3904485,235.3904485,299.688349,281.3657796,18.32258098,11.38914893,11.38914893,34.71506507,0.081962005,34.63310307,0.799518875,0.799518875,66.1678719,25.07325953,77.68739997,22.41595074,45.55659124,194.3241539,278.3138423,284.2969135,1.124470052,294.0714672,82.90880711,702.8133179,286.3162866,357.708831,44.44368287,14.34452722,107.1777225,66.86890082,24.5171536,18.47504264,6.042246559,20.32315968,18.02809612,2.295048252,26.05403782,4.03390851,22.02012931,3.345320272,3.345320272,0,6.710106837,6.710106837,3.843481881,0.921621203,1.590051177,1.331780066,7.87682971,21.74335175,296.4233274,42.44539001,3.720807624,152.2521279,164.4073496,104.227471,73.03979487,17.0220736,14.32680703,1.6778146,30.86432696,5.34371146,468.0703449,28.0833407,340.0565964,0,50.69495926,21.81059339,352.0692656,1.579569747,99.44361942
ITA,Decile 7,2640596.183,6050196.348,17819.69336,13669.43507,9156.446081,153.7118731,6.519060253,2300.126767,0.69785508,374.7918363,4207.26784,925.8456203,0,210.0142934,16.25581926,2372.017782,337.5581321,70.31270919,4.104891878,8.953555603,52.21731204,147.0383076,127.2048123,1.54328298,95.6118519,71.6839023,3982.962543,29.30226942,13600.98411,2429.672075,188.7249084,114.8341217,140.138145,0,480.0681747,159.6871054,368.7661429,3212.198475,91.10602233,384.4443997,253.2034501,253.2034501,340.8557553,316.6555619,24.20007384,12.03382254,12.03382254,43.01345876,0,43.01345876,2.656030025,2.656030025,100.1570952,18.92157097,94.93238152,29.77721714,58.62365458,265.6622366,366.0322796,291.0023973,4.210547821,314.1178938,116.8163077,739.6749633,302.3162993,378.1008201,47.45624047,11.80188375,153.7564862,83.56456356,27.31036526,20.55446779,6.755939028,29.16291693,25.15314824,4.00980604,25.77672135,8.788340605,16.98838075,3.124542326,3.124542326,0,12.14103207,12.14103207,2.484545731,0.386090094,1.09409094,1.004364697,9.70866907,27.101611,334.9799549,53.74871856,4.055514824,185.7213493,183.1167967,125.9056756,66.28865889,15.1983753,12.10889487,1.077530824,33.93650489,4.228125257,539.0957093,36.73929393,446.369517,0,56.40116943,25.32270472,375.0007221,2.312706952,103.9107218
ITA,Decile 8,2852352.181,6050579.772,21396.98881,16090.29764,10445.49799,197.9673461,6.858764014,3146.12198,5.138371124,515.3564868,4949.538729,1199.115776,0,259.0197004,31.16995056,2604.953575,496.7000531,63.78262654,1.282532294,6.612948671,79.22919528,189.4139531,173.6347905,2.149752667,121.9744368,86.7375385,5097.979193,28.28904597,15808.87915,2632.310084,208.6343658,138.354701,141.6887382,0,629.1875574,198.3061361,395.1753818,3678.780793,84.72678163,450.5308113,278.7946309,278.7946309,379.57938,359.348788,20.23056936,17.53983364,17.53983364,39.45026406,0.026112907,39.42415115,2.790453774,2.790453774,133.4919608,33.63020762,102.8257136,25.30582635,58.97799797,289.2314119,382.7915456,352.362523,7.6036011,401.9898827,96.61750567,852.7308187,340.7366869,448.2872128,50.87626554,12.83053632,156.1982809,97.15116311,36.12818994,28.82792306,7.30026949,21.90822508,20.67466178,1.233568021,42.44742127,10.02794087,32.4195771,6.505178636,6.505178636,0,8.984918591,8.984918591,5.617098313,3.113937968,1.272902359,1.230244749,9.457041439,29.85199153,373.3166981,64.57545973,13.9699271,239.5315248,228.7967614,138.3738462,108.4835824,19.69578596,9.99072797,0.966331339,63.28911948,11.1346275,713.1989179,79.3682943,512.0254292,0,83.99367564,44.48774381,472.9038345,4.752425542,198.3632253
ITA,Decile 9,3299756.025,6048436.466,27063.67825,19799.44135,13265.37116,235.4525102,16.16392057,4276.766853,7.698004979,540.1039674,6240.553409,1295.203071,0,202.3877224,41.56463792,2987.97163,790.2216088,49.95450854,7.44177125,8.874759132,98.79469778,222.5781514,189.6721514,0,162.7955087,117.6388794,6983.802513,26.88998871,19680.01524,2952.949905,238.7373533,182.8032426,187.0636953,0,738.393865,230.7843393,496.1491418,4547.704379,127.715172,547.6054489,310.4186835,310.4186835,456.23987,425.697177,30.5427555,14.36315863,14.36315863,41.97473916,0.030646405,41.94409276,5.17785251,5.17785251,174.4337733,38.66965298,125.2673596,37.42524133,81.37863497,388.8527565,482.425099,443.5737589,1.078489948,541.3637453,169.4130696,1018.658645,414.4474596,526.1334802,58.71805864,19.35968738,224.0532314,146.4191793,51.15011668,43.5196713,7.630323308,34.84032407,28.13979168,6.700502735,67.44887417,15.17647725,52.2723474,8.788521209,8.788521209,0,13.45414255,13.45414255,6.389609491,1.843460483,3.701041175,0.845107833,14.26066979,39.40048536,445.9646541,86.24571504,28.47037515,346.4056988,299.7473459,186.108461,181.2783067,16.4758135,15.70349962,2.350321278,52.0321909,11.47862619,1051.281716,97.98621753,659.1661339,0,101.2130934,33.69714402,544.9016018,8.649092524,324.0262865
ITA,Decile 10,3601387.222,6051636.248,48266.87593,32718.66856,19166.67295,327.7508486,29.43364547,12492.5396,13.43651285,802.6961798,10694.03334,1877.523248,0,266.8467492,80.65487174,3698.29076,2259.341304,17.17380221,2.50005001,3.257483583,95.27692234,465.4892711,210.5206265,0,222.5023743,224.2266081,15101.47838,21.91864189,29663.96038,3723.515339,315.0466467,269.2917538,205.7284117,0,1224.433408,353.3001941,515.29879,6818.237349,239.7062291,778.1638278,386.8295555,386.8295555,586.0517587,560.5483534,25.50347726,21.68564161,21.68564161,41.09819571,0.039521894,41.05867381,4.686559013,4.686559013,453.0627098,60.71193482,181.1928572,52.53339672,143.7334344,788.7303157,625.9764241,678.5545759,18.96897815,1039.179032,242.3075631,1344.861445,606.1244374,641.182526,67.6628651,29.89226303,376.010257,233.5491173,106.7171079,91.63080907,15.08627618,55.96075775,33.12099343,22.83968578,156.3206904,30.95584555,125.3648315,11.88450435,11.88450435,0,16.6594584,16.6594584,30.00254642,2.963748745,24.57330714,2.465490531,19.46359334,54.86208062,559.3730593,129.7712748,20.62197454,558.7639269,535.9566122,305.7802733,454.0912749,19.02845121,34.68669599,3.234693959,116.824614,23.94916781,1872.547086,267.2540183,1016.889768,0,203.184424,54.98265986,844.0515847,9.112873176,459.5374999
LTU,Decile 1,114847.1785,288710.2448,1067.760902,977.6973815,418.214361,4.130754387,0,95.15635007,0,44.02622593,57.93200558,17.66345619,13.38443353,123.5868095,2.820214454,346.4283461,4.013205817,95.71707547,149.404175,6.278295657,35.73058003,3.833713705,6.884061292,0,4.091198261,18.52141176,67.45091039,53.01636232,2397.88416,773.0057155,44.24126295,56.47279451,41.50131038,0,67.22634016,33.0155728,2.037469105,472.3309617,9.956632499,35.57007594,80.4707905,80.4707905,28.52138328,7.366001236,21.15538204,0,0,55.00319204,7.109213803,47.89498397,68.34526908,68.34526908,7.275801481,3.842575764,12.43938636,9.71334618,11.44541864,54.30486923,82.5521806,6.124249807,0.287639464,13.90679404,4.366549862,94.16547068,40.49533774,38.57153473,12.76638777,1.596648648,7.726177179,0.824347852,0,0,0,8.092691229,7.757177009,0.335514219,1.073543003,0,1.073543003,0,0,0,0,0,0,0,0,0,0.292359796,1.530337241,97.51031812,21.63300708,0.051602206,18.97147678,11.79727363,15.8765221,0,2.939646167,0,0,3.003066704,0,53.65405469,0.536969694,59.43702084,0,4.603936543,3.074382191,12.49649831,1.484052796,3.160055358
LTU,Decile 2,115106.5678,288355.5735,2124.165797,1913.596391,1086.217301,2.060048628,0.558719806,159.1479504,0,53.49428669,369.1456742,34.12099755,21.90007222,175.398548,4.83375965,371.6020363,2.030043027,115.6993553,75.23582599,6.019364936,19.61894696,0.744951651,8.599054507,0,4.459035699,10.99424481,195.1161259,41.52035581,2727.360335,830.2665906,54.39836514,55.75445331,31.11645251,0,77.96091147,48.64021771,2.208782437,535.007653,8.474004301,45.48702119,80.35991304,80.35991304,31.05198793,10.01727426,21.03471367,0,0,55.00243599,4.48994649,50.5123385,74.52887486,74.52887486,8.953096141,7.586383904,8.624456603,7.508506621,6.575594334,54.44939402,108.5940859,7.094071081,14.84027378,15.01859646,17.78756036,137.3592013,44.93494049,57.60284553,33.98256168,0.838831548,4.454450994,4.010040119,0.790450981,0.790450981,0,11.30131583,10.92909422,0.372221611,1.094521132,0,1.094521132,0,0,0,0,0,0,0,0,0,0.033891322,1.101109602,113.4164959,18.99487093,0.198196332,25.55497688,20.2127227,22.52308382,3.446779467,7.015951272,0.121933696,0,8.314706899,1.045675823,50.86034861,1.686710048,61.20888328,0,5.950932012,1.96693006,32.70699696,2.062838072,2.635854065
