# File: A07.hh_DIAMOND.csv
# Title: The EU_hh_DIAMOND database was created by merging information from SILC (recipient) and HBS (donor) using the statistical matching strategy of Tom��s et al. (2025). The database is created for household income dec, covering multiple microeconomic variables rGRCated to income and consumption dimensions for the reference year 2015, and expresses the information in current euros (average per household). Note that some countries are not yet included due to data issue (AT).
# Source: BC3 microdata
# Units: 2015 EURO
# Column types: cnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
ISO3,Decile,Households,Population,HY010,HY020,PY010G_hh,PY020G_hh,PY021G_hh,PY050G_hh,PY080G_hh,PY090G_hh,PY100G_hh,PY110G_hh,PY120G_hh,PY130G_hh,PY140G_hh,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY090G,HY100G,HY110G,HY120G,HY130G,HY140G,HY170G,EUR_HE00,EUR_HE011,EUR_HE012,EUR_HE021,EUR_HE022,EUR_HE023,EUR_HE031,EUR_HE032,EUR_HE041,EUR_HE042,EUR_HE043,EUR_HE044,EUR_HE0451,EUR_HE04510,EUR_HE0452,EUR_HE04521,EUR_HE04522,EUR_HE0453,EUR_HE04530,EUR_HE0454,EUR_HE04541,EUR_HE04549,EUR_HE0455,EUR_HE04550,EUR_HE051,EUR_HE052,EUR_HE053,EUR_HE054,EUR_HE055,EUR_HE056,EUR_HE061,EUR_HE062,EUR_HE063,EUR_HE071,EUR_HE0721,EUR_HE0722,EUR_HE07221,EUR_HE07222,EUR_HE07223,EUR_HE07224,EUR_HE0723,EUR_HE0724,EUR_HE0731,EUR_HE07311,EUR_HE07312,EUR_HE0732,EUR_HE07321,EUR_HE07322,EUR_HE0733,EUR_HE07331,EUR_HE07332,EUR_HE0734,EUR_HE07341,EUR_HE07342,EUR_HE0735,EUR_HE07350,EUR_HE0736,EUR_HE07361,EUR_HE07362,EUR_HE07369,EUR_HE081,EUR_HE082,EUR_HE083,EUR_HE091,EUR_HE092,EUR_HE093,EUR_HE094,EUR_HE095,EUR_HE096,EUR_HE101,EUR_HE102,EUR_HE103,EUR_HE104,EUR_HE105,EUR_HE111,EUR_HE112,EUR_HE121,EUR_HE122,EUR_HE123,EUR_HE124,EUR_HE125,EUR_HE126,EUR_HE127
EST,Decile 6,52246.50228,130272.8064,7111.083278,6085.572679,5192.893809,121.0271654,69.94996952,107.0812838,0.284269961,78.27330333,943.4850474,8.535670763,66.54978527,180.4091372,20.60918236,444.0904604,49.86100661,326.4349201,6.805217998,3.000346474,43.19151166,9.965224562,47.06114484,3.753591338,9.144302508,41.26153135,975.1047651,35.07432381,5170.469451,1023.649902,85.97954067,118.2177376,68.9437666,0,146.1877324,63.42101458,97.78869402,389.2651795,111.112359,125.5426054,178.6826053,178.6826053,18.47139446,15.56453098,2.906863486,1.746330053,1.746330053,79.98875045,0.155405272,79.83334517,103.0652706,103.0652706,117.7983639,23.13555359,62.88839814,25.26789168,52.06907676,62.65676355,141.5119001,69.49402049,5.182702098,240.9860558,21.05588976,239.2922225,51.64486479,135.8517279,10.23944188,3.293694012,35.37210765,17.73274957,10.99551074,10.99551074,0,30.95221733,26.95487102,3.658331556,17.3970784,0,17.3970784,21.12801734,20.47713646,0.312084746,1.822621984,1.822621984,1.500857106,0,0.412489536,1.088367569,4.117101416,21.61670884,195.7042278,58.42448944,3.613519061,141.4290012,165.0402711,49.59200485,88.806319,55.46282626,0,0.125315185,3.771076834,17.97089034,144.8101193,20.59001389,136.0600883,0,31.71981846,3.854120381,73.52486819,5.24165749,15.10245854
EST,Decile 7,49726.03615,130102.8009,8513.080208,7213.690179,6672.386153,209.1468416,119.0029475,99.72768616,4.573297595,56.26233551,730.2218213,3.818021471,76.05519357,231.4556822,22.56696195,493.3844976,46.59865081,352.8403479,3.108735862,1.403575001,65.47986634,9.416000813,45.20449196,18.16293155,8.350551087,33.98873466,1257.050744,34.77315056,5375.200337,1104.709293,98.01479438,125.0752575,64.63984888,0,212.9239337,76.0466107,81.91657289,231.212177,130.3759028,122.0046961,196.645652,196.645652,18.6787896,15.45616036,3.222629245,5.739680751,5.739680751,86.34946378,0.372715658,85.97674812,100.3588941,100.3588941,97.91401794,14.722333,56.56386702,38.42784393,55.66646096,76.56826166,125.5756563,65.48314397,3.059149602,295.0882343,35.30693162,296.5955369,63.88009185,181.2568031,3.116505685,4.905343268,39.66160377,17.87395871,7.894375808,7.169819256,0.724556552,32.02552552,27.02739963,4.940539733,21.08958732,0.149955659,20.93963166,18.98460374,17.69615824,1.135013041,2.850931543,2.850931543,3.54657569,0,1.918629674,1.627946016,3.099800923,31.14847018,214.4344474,58.51952119,1.529908813,168.3972004,151.3571296,55.78809602,83.41291865,30.02437663,0,0.366698876,6.359388992,4.935946012,204.6615419,31.95483052,156.4127141,0,28.91529718,0.361825543,78.39275842,1.26553774,20.06832069
EST,Decile 8,53296.74277,130356.7417,10472.79235,8670.219078,8358.477578,287.0517916,172.2941992,114.9937101,4.704839776,99.17668584,705.1365616,4.06949224,70.01654075,186.0556171,24.3333468,524.8405073,217.7431785,413.7286823,7.633248121,0.222858296,34.05611518,59.26628227,58.70772278,0.883409994,10.48190278,49.36184345,1742.729521,33.85412748,6136.61936,1151.142778,99.617874,117.8523806,63.78595813,0,233.750987,84.8747552,125.7522181,472.5201658,122.3800894,135.2647908,210.161005,210.161005,21.69211357,18.75622029,2.935893286,5.36014742,5.36014742,86.46858924,0.921370657,85.54721858,123.0394108,123.0394108,144.6197984,18.0987367,67.99397259,40.5173268,68.2755959,73.96986594,130.3244991,84.19178071,3.893344967,251.617833,34.31123079,356.3721504,67.57951886,214.236569,14.56565741,1.927891911,27.83011898,25.79427408,9.64047686,7.228244599,2.412232261,34.45862914,23.40173161,11.05689753,37.21063673,0.618589288,35.17783528,18.78204318,17.11621035,0.266252903,2.538838271,2.538838271,1.333449836,0,0,1.333449836,4.486488488,25.98690717,218.8871935,91.9975565,3.112248449,190.4174684,168.1290107,54.14522055,131.818658,61.47434324,4.139479552,0,5.37143669,11.77597451,246.3023099,41.89117479,156.0602443,0,42.50022441,5.374303547,77.74093302,0.895323234,16.25251915
EST,Decile 9,60671.22955,130378.8688,13217.04978,10974.43831,11257.28663,342.2434791,229.154258,90.90369279,11.06833398,132.4766719,727.4022828,2.028426384,86.68855481,153.1853661,36.06495947,615.9379374,57.84923259,300.9902169,6.225972743,0.042243546,21.79344629,102.7912865,69.93275899,1.098204861,13.95160145,57.30579215,2171.354069,29.64375839,7426.441783,1262.988796,103.5729668,188.4355594,79.85018127,0,288.0159682,119.5348286,129.0747448,726.9911122,150.2726034,149.7735267,215.8872068,215.8872068,21.47776639,19.77639161,1.701374786,1.518580855,1.518580855,73.98435809,1.568752718,72.41560537,139.9296289,139.9296289,145.186374,27.68014914,102.2676514,51.64016529,75.52155585,94.33532496,135.5406503,88.21566517,8.870831695,415.8154279,24.00231374,332.5444926,79.78254116,195.5763877,1.492465511,5.398876917,60.87432361,25.22340381,9.197839053,9.197839053,0,37.41209772,30.4867008,6.807273156,43.97453239,0,43.97453239,16.30606589,15.35731329,0.097796014,3.890646221,3.890646221,2.803660979,0,1.248096379,1.555564601,5.058539551,40.91595159,235.4554574,142.679677,5.652088079,246.471154,217.4066154,87.15716223,136.7468785,24.63441283,1.327141491,0.259014208,6.019955724,33.42181717,356.014271,39.28582779,204.069144,0,52.47337663,0.835519007,99.73506826,3.284974039,15.15490173
EST,Decile 10,72733.09731,130293.1487,20627.98277,16763.03249,17973.96377,714.6911432,446.3494691,442.4482623,10.38928986,164.0790841,624.0305332,4.500919992,110.3308059,115.3467525,28.03522155,859.836253,124.3929291,297.4276665,5.129992379,0,24.86364632,256.2614832,156.0322213,0.43294823,17.0304861,165.261609,3682.658192,28.07620044,9039.614238,1339.783954,129.7327573,199.0188783,94.26937453,0,330.382935,117.6921733,188.0363831,790.7546617,174.7590594,180.7286619,273.7001721,273.7001721,35.58504323,33.43031969,2.154723532,6.701177195,6.701177195,82.34686747,0,82.34686747,168.6755428,168.6755428,189.0209839,30.21709553,108.2178457,33.1729442,73.82116154,90.21542502,175.9022844,97.9869211,1.803268126,780.3222976,78.15483959,423.4451979,67.1664127,280.9885072,7.336098233,7.418206163,56.92308122,10.69451076,6.874735941,6.538274363,0.336461578,32.39838499,21.84492417,10.55302544,80.43808662,0,76.97460872,36.78114425,34.27809827,2.503045979,2.494421387,2.494421387,1.196351082,0,0.241995263,0.954355819,4.601987733,44.9915747,285.8955585,149.8003688,10.52469011,253.5336411,274.7230078,91.58275629,280.147384,9.55778213,0,2.010473614,16.99305627,21.97991564,475.6749616,53.90555748,241.562165,0,82.43399402,1.87177021,153.7949014,5.82777396,32.93649596
GRC,Decile 1,333229.0198,1063436.08,1920.055065,1018.574603,462.4242747,2.092161969,0,735.3812119,0,19.7644485,197.2390941,28.47154871,0,22.78682669,0.098096333,892.0102995,59.03356941,205.035261,41.61626354,1.366625889,141.2381348,5.070630651,86.30516476,0.529078814,166.6554516,79.32553697,655.4994734,13.90708641,4595.488942,980.9576447,46.47942535,65.55395668,140.8760133,0,135.5726853,39.30448048,225.1679573,789.4143739,13.94149706,115.3657119,175.0511594,175.0511594,22.67286675,12.93132532,9.741608179,76.68295182,76.68295182,50.81021571,0,50.81021571,0.839878446,0.839878446,8.056915729,10.83921635,17.05662274,6.343975717,4.907969611,81.09015794,89.66102442,80.69561922,60.19543195,32.02237772,9.106929908,212.3649486,15.25510457,187.5977939,4.989987094,4.521979583,20.57645444,12.12739553,7.087038392,1.911470089,5.175596953,30.88917747,25.6973989,5.191900405,4.973983768,3.346006256,1.627977511,4.151748129,0.45275812,3.698990009,10.99112235,10.99112235,0.723667891,0,0.715318822,0.008338645,0.828094309,0.743502652,180.5256624,17.04971326,0.684601477,23.02901744,28.08260818,25.04845739,3.695317155,42.33769895,71.68681001,4.170235998,6.931339742,11.14259866,339.3932823,12.49756779,127.985241,0,15.68929448,3.323413298,87.10418921,2.12839786,12.87318978
GRC,Decile 2,306329.1445,1066481.372,3548.871384,2258.679495,1514.02189,5.744947361,0.442161553,953.5268767,0,54.46541156,538.1109044,61.10243915,0.842365373,38.11460388,0.183427733,786.7050187,48.68461719,173.3180583,22.85375532,0.357490118,141.5130119,1.334370491,56.15238527,0,131.5103343,76.93507824,1081.746476,16.12173792,4658.4677,1049.437737,44.74973361,59.84321042,155.039465,0,136.7750824,46.76385217,250.7376276,683.5536857,19.36742841,112.1632894,172.3451703,172.3451703,22.64120642,14.37945563,8.261685331,84.40656492,84.40656492,56.10470735,0,56.10470735,1.925499676,1.925499676,11.04111758,12.85301191,15.85391553,7.463310783,4.720527272,78.64734677,91.2930258,72.19047596,59.51964288,34.72548306,11.72782945,225.0359361,20.22976066,194.8327351,4.65839681,5.314856782,29.37197099,13.47500133,9.231599084,2.86558182,6.366085794,35.04667058,29.42410053,5.622527033,4.407932146,1.462679511,2.945252634,3.291217439,0,3.291217439,13.49003917,13.49003917,1.007400768,0.007405247,0.99999552,0,1.240824264,1.801286014,184.7373309,15.36914424,0.520380521,23.38385787,31.57421286,31.82870672,6.195906373,27.75397212,81.90426806,8.684390253,2.67306735,13.15200114,354.1401899,12.547635,125.5461566,0,15.18875203,1.992737592,81.00093095,1.662088595,7.876937333
GRC,Decile 3,315253.9061,1065634.165,4794.900799,3050.056273,2284.628504,9.765631102,2.347978581,1093.943123,0.130373121,31.34353056,867.9355739,78.6077344,1.707034403,73.46337933,0,902.6767724,91.81529989,124.3111925,23.87903464,1.472978039,115.8364949,3.478567122,86.14681768,0,155.3699407,67.98701423,1521.48757,16.1722094,5458.287621,1145.675172,54.60767946,62.07140586,157.2611077,0,200.5013194,51.95143487,203.5737774,858.5817323,23.43415732,122.5394948,180.8018091,180.8018091,22.43559563,14.39843005,8.03718972,108.1474589,108.1474589,51.88903605,0,51.88903605,1.01077257,1.01077257,15.99736746,14.82287849,27.10556329,11.25779969,6.7329888,97.32186303,104.8032615,96.29530306,100.9811201,36.23868767,18.58955572,292.3304376,18.87132063,260.117606,6.583478663,6.757773481,27.26135371,16.09663869,9.451054047,4.450438223,5.000602376,31.09629999,24.84525677,6.250970482,3.743115157,1.462940317,2.28017484,5.661514528,0.153768221,5.507746307,11.20202038,11.20202038,2.596947577,0,2.596947577,0,1.391456287,2.267678113,198.5879812,26.61116433,2.225490374,33.66856822,35.19753627,44.98278328,7.691771171,44.45711139,103.9401126,9.640572971,10.87319527,18.83460066,423.1930517,14.07465398,158.5298224,0,19.8324071,5.688990181,106.8219312,1.349285154,18.334764
GRC,Decile 4,392728.1202,1063219.334,5826.874333,3833.56927,2475.916018,10.72004709,1.084049757,1052.280502,0,47.7531972,1666.460722,179.7302475,2.702757177,73.36121806,3.283355022,1068.620916,106.3873039,72.9066159,36.9708077,0.515654891,103.654825,3.750596842,77.27111917,0.116462324,175.2982943,67.11050996,1750.896258,15.2789151,6063.839824,1258.474478,59.38119699,67.39356419,156.2457828,0,220.7161617,59.43404899,219.6671038,1021.072185,25.212528,140.8323426,204.515393,204.515393,29.94342997,19.53079671,10.4125715,135.7170382,135.7170382,69.35691448,0,69.35691448,3.013175317,3.013175317,13.99863982,14.50614263,23.14979021,11.51480571,7.520814074,107.9892809,165.9537531,119.1704982,84.20886053,35.18671236,17.04319641,286.1536784,16.51763785,259.0754186,3.485549413,7.075224463,31.42956184,13.66428243,6.934983075,1.915207629,5.019769675,37.74275083,28.39752499,9.3450394,2.823692093,0.78376927,2.039890144,5.740649265,0,5.740649265,16.81715311,16.81715311,0.210710862,0.008316193,0.202394669,0,2.22624231,2.462233383,219.2934786,28.42106738,7.322576243,30.26957133,39.29760267,42.25088555,9.844393091,43.95124965,120.6748008,13.78470528,13.30000187,14.27451964,469.9683157,17.22845279,170.7041243,0,26.39009365,2.87258445,102.7467299,1.202931964,17.45886379
GRC,Decile 5,397422.6583,1066756.703,6901.168749,4562.599628,2837.508989,13.32837673,2.658405201,1308.591195,0,47.73231254,2007.399741,227.5744892,1.494684741,134.337298,0.14842525,1161.373091,127.5792557,55.56610687,30.13873598,0.074736379,114.1470725,5.83743013,90.58986427,0.379870985,200.7953363,64.48486454,2073.28892,15.66657512,6716.97511,1352.655443,65.44451025,73.08767864,170.6299419,0,240.1697541,65.17465779,182.6371189,1116.036541,43.39716681,144.6396045,215.5393562,215.5393562,33.98801942,23.81205771,10.17597111,144.4049434,144.4049434,54.26263543,0,54.26263543,1.320577711,1.320577711,19.10711586,20.77521586,36.49184996,10.46717312,12.21610917,130.1135165,188.6200924,138.092326,99.72112251,84.45799101,22.80204718,318.3821094,18.93793811,287.2232594,5.906328548,6.314392983,40.0148068,19.79537041,10.32723682,3.177519813,7.149717729,42.17983996,31.39822536,10.78167095,4.889266822,1.931131392,2.958135431,8.564617673,0,8.564617673,16.0568504,16.0568504,0.514863954,0.017285713,0.465634031,0.03194421,2.327867681,2.318879415,243.6523232,38.45099663,14.43177335,46.07608604,44.74214789,55.08576824,8.447178087,34.00885878,144.7776283,6.041006251,4.179791566,20.32468349,554.8749572,22.17984998,192.5378731,0,23.8478639,6.343840274,110.3431243,2.54328929,20.13034125
GRC,Decile 6,427809.0231,1065050.06,8037.929424,5392.992412,3388.20727,16.40795023,5.236243048,1107.898004,0,40.51186064,2665.242064,325.1618084,4.969870326,139.6424456,4.758299442,1299.115883,156.220472,37.46760765,29.8129031,0.189040081,123.5711567,9.040377935,93.41252518,0,217.4682169,84.07834834,2343.390446,19.22371035,7114.075218,1438.007646,67.39848315,84.38558607,176.9756224,0,268.3804447,73.17813133,174.2108961,1273.029733,38.22921525,157.178822,228.2673632,228.2673632,33.71381152,24.40596012,9.307920714,155.973606,155.973606,64.86545452,0,64.86545452,1.299542545,1.299542545,23.0400981,24.80261887,30.75819697,12.6042525,9.814998323,141.1525415,208.9836124,156.0120681,89.46363667,71.9483764,21.19153637,338.802222,24.13031985,300.0265786,8.132067965,6.51349391,46.90342928,19.52857121,9.825929232,3.382750938,6.443203104,39.99546294,25.26252908,14.73302476,4.705071379,2.39489905,2.310172329,7.895065485,0.686005313,7.209060173,17.68042144,17.68042144,1.134207648,0,1.073915891,0.060291758,3.085479307,2.129828762,258.1027082,35.39113099,7.106194449,44.23784699,49.33837669,64.00567195,14.98281412,42.12353852,107.650834,2.896813748,12.41216055,17.2651777,547.0899023,26.68396108,195.0434455,0,29.67672962,2.864083248,124.645862,1.547322187,20.90798372
GRC,Decile 7,439771.8543,1065358.43,9493.827968,6346.274519,4065.364633,18.605378,7.103327149,1350.304463,0.159961939,40.06384699,3042.543674,394.304516,0.873892361,106.2403857,0.175756933,1261.054261,248.7584464,21.15246784,45.79076515,0.395906324,150.9947412,19.6011843,117.3161886,0,230.5592975,102.04303,2814.951121,14.92631195,8459.523218,1609.79165,83.11874742,86.01535166,187.8549141,0,339.3722522,91.05523271,259.4300159,1342.204317,41.58042763,172.6648989,244.9257781,244.9257781,31.10442558,22.00860222,9.095863873,181.1968517,181.1968517,60.03555959,0,60.03555959,2.943319989,2.943319989,27.73741042,41.95477939,46.80536324,17.35295156,14.27848748,195.0298946,237.4970011,182.0131843,131.6157153,124.841402,29.520335,415.6840927,25.19239709,378.258083,5.312921372,6.920966794,60.04205787,27.54582936,11.21633363,2.943469052,8.272867426,48.56728371,31.29925249,17.26804581,14.03946283,2.976787034,11.06267579,10.01324706,0.518412531,9.494834532,19.29001158,19.29001158,0.882168257,0,0.869669009,0.012487298,3.681424217,3.990993685,287.5537785,61.42099871,11.67750057,60.3769059,65.75452691,67.03125112,8.094957197,50.8656556,177.6356231,14.64994021,16.84562595,36.45795938,704.4771412,43.47348027,236.3339736,0,36.66418958,3.037694078,153.8885615,1.667241872,34.59925992
GRC,Decile 8,460246.386,1060007.388,11034.84394,7429.4937,4770.226408,22.53481388,7.516016385,1693.005522,0,34.23620418,3283.775262,574.5691646,3.02033172,131.7031738,1.849924055,1433.141931,283.1507288,16.55291894,46.21576388,0.450716526,161.6610671,26.91073983,146.942519,0,267.7679771,91.72276729,3245.859499,15.00029216,9243.569001,1650.262413,82.59401146,94.66561164,205.128484,0,408.0461444,95.49188002,246.3484714,1539.77277,55.74880307,185.8551568,259.3991388,259.3991388,33.95330565,26.25256791,7.700753583,190.829706,190.829706,70.54616713,0,70.54616713,1.961805903,1.961805903,35.9679816,34.28317945,58.98360115,20.64238565,17.46266861,185.5834029,260.7922235,200.8586818,183.5749169,179.3762966,31.40242958,429.2314965,26.43276622,388.1034445,8.049153554,6.646564234,76.49625024,31.29217672,11.20715791,2.181453826,9.025733225,47.92879731,30.24742289,17.68145686,17.97284556,11.64326925,6.329576307,12.45230113,0.032870837,12.4194303,20.01672408,20.01672408,2.242416608,0,2.133304165,0.109097509,4.500375077,2.911900005,315.9824996,76.11144576,19.79548774,77.82666732,79.02979512,77.38110531,16.18811815,67.91123828,142.0716923,16.11385305,23.80968148,38.66996937,730.9458041,44.94932263,275.5778527,0,46.01658178,5.784750056,176.7589001,4.150913481,37.70499469
GRC,Decile 9,513815.6425,1068715.605,13672.94522,9139.137477,6261.722414,32.39441733,14.67814715,1846.594938,0.094323721,36.3444484,4047.343692,685.8915021,4.360488563,132.6395954,4.405615657,1607.031651,395.8027319,10.93986326,62.20889881,2.607693995,142.5580966,24.75276652,134.5135711,0,303.7359165,112.1213608,4117.950462,14.17754069,11374.18857,1880.230881,98.53023935,128.7021382,234.0896587,0,523.3421078,122.3538089,350.7031545,1764.430558,85.61857936,220.3125182,286.4418921,286.4418921,36.92347277,27.46924536,9.454298434,218.7162019,218.7162019,54.02514424,0,54.02514424,2.880738797,2.880738797,55.12103002,58.44441283,69.70802385,34.12847748,19.31929309,261.6796621,261.5776362,222.2112957,195.049172,357.227558,42.0460994,525.7661421,28.11674415,478.5912922,10.78112943,8.277131424,102.4767354,36.792626,18.05204023,5.591011137,12.46104912,57.71748253,32.47219964,25.2458037,46.06948461,22.16085869,23.90860455,25.172228,0.682896622,24.48933138,22.98413989,22.98413989,6.085264131,0.147801937,5.891994618,0.045467576,4.80747728,7.86674273,376.111374,106.2496385,29.68154052,98.92372615,107.5123832,94.34298502,31.1044685,70.8097009,169.0798252,12.74614235,36.46072831,59.63874463,979.816134,78.57718401,343.0292233,0,73.94302188,7.151536708,233.076337,11.41297954,45.11709411
GRC,Decile 10,582178.3213,1067270.047,23821.21039,15382.24089,9928.493123,78.63955448,42.1226605,6315.946297,1.04993372,30.49642742,5439.651205,623.0746739,3.760827908,55.27896701,5.174663385,2010.057409,1004.592359,3.178221851,16.35004917,0.137839252,110.7705959,241.1325459,165.644697,0,463.4263868,229.3500828,7746.193034,11.69811977,16231.1427,2312.394923,134.5035101,196.4883198,296.3697519,0,775.9633695,170.2496963,469.181249,2344.711522,138.2675405,283.9838454,349.3205671,349.3205671,56.17786947,46.19182618,9.986042553,273.220485,273.220485,67.0293817,0,67.0293817,2.969873753,2.969873753,97.98504113,103.6597477,122.8935644,38.07035788,34.3709277,397.6621458,314.1642751,337.4961212,415.6535804,688.1645286,70.71608259,797.5177993,52.60797359,718.6985478,15.98179527,10.22898075,164.0304084,64.20384083,18.44444317,6.384773286,12.05947177,64.76054762,37.03313159,27.72771616,100.1778392,55.32988629,44.84793324,31.85403146,0.044313676,31.80971778,23.9924989,23.9924989,11.92911926,0.005253905,11.89670721,0.027108129,9.200353144,13.56311737,498.754595,163.8224791,105.1745361,171.0741168,164.1112194,163.6417361,50.84940575,136.2242524,189.1277155,12.35211516,55.62742841,68.31630017,1412.024928,157.9357364,512.6519428,0,125.2022828,26.8936696,403.1290724,10.6249518,73.56448957
ESP,Decile 1,1490859.615,4587236.68,2186.417748,1899.21005,967.2691257,11.99689504,0,294.2236782,2.232731277,444.9975722,136.1473948,60.00540946,27.68784103,78.86553262,14.79199896,1174.626954,37.62361743,17.18063333,100.2290205,6.244964269,62.44670502,24.49652888,89.52373915,11.76755348,3.166571388,33.15016055,250.8909039,7.907396628,4713.034706,904.3585598,75.96004096,27.03644039,91.10393899,0,141.3313387,51.35732308,360.6914521,1039.846609,21.81919978,129.8490533,193.851579,0,53.36983556,29.32048925,24.04903569,14.3681129,0,2.604857569,2.604857569,0,0,0,16.22238582,14.12185876,44.48692595,6.560027054,10.91683393,65.001572,68.03623172,65.61549433,0.071337808,48.72176852,11.32675815,202.5912581,202.5912581,0,0,0,73.26206104,3.253652506,5.528884825,5.528884825,0,24.89850125,24.89850125,0,9.45845191,9.45845191,0,5.905533857,5.905533857,0,16.7827166,0,0.092655656,0.092655656,0,0,0.55346547,12.25921812,170.202758,23.19776889,2.539401058,38.38832957,36.24144796,34.10296437,14.98116411,4.622114072,2.021652156,0,7.039657546,8.616508484,246.9584952,11.50066195,110.0050644,0,14.87814572,5.375957457,157.5852853,0.009426068,9.13707116
ESP,Decile 2,1406608.063,4586943.148,4525.382338,4113.03182,2294.936101,20.27837661,1.642725394,615.438383,3.289706015,626.4015507,338.4972094,152.6506067,21.18288306,210.5277136,30.23667772,1133.484173,45.93480418,20.463783,103.644211,6.519140408,79.25813332,38.82243897,113.2511676,8.269792413,0.185766042,70.16634185,341.9982472,9.89507422,5833.849874,1067.116959,95.22233372,39.05133968,109.3104738,0,203.4686295,76.68635018,306.9341075,1161.958168,32.35275714,164.1677732,214.2123351,0,64.7827909,44.22379262,20.55904188,15.44412434,0,7.303557688,7.303557688,0,0,0,32.28657592,27.29975615,45.07926231,8.558177139,9.808912395,77.63435233,88.49523281,64.5423801,0.014219354,37.40483338,14.55302347,313.312556,313.312556,0,0,0,124.0493128,15.2524649,8.723341845,8.723341845,0,28.95351804,28.95351804,0,14.296101,14.296101,0,2.140610933,2.140610933,0,15.75092962,0,0.01550208,0.01550208,0,0,1.068402054,14.33802442,207.9076222,26.2070438,1.372359688,53.82100307,65.16003951,64.1797774,34.43375688,7.440196323,4.936065181,0,19.14561596,18.20848569,389.1417426,21.46075129,144.3577777,0,20.95255141,9.991433739,217.4030613,0.218621797,16.15337738
ESP,Decile 3,1589435.05,4588623.356,6099.776065,5578.45792,3189.823334,18.59426128,0.765717242,594.6085797,12.92609938,490.0143448,988.6464874,288.7989412,26.23182642,283.4023627,40.4672439,1438.300287,58.44611527,22.04296402,70.76358397,8.371469952,64.69154713,59.17714934,140.3202474,9.325692978,1.531034769,66.57642088,453.2105651,7.365575171,7238.742608,1319.803571,106.1048135,49.30041372,143.2389812,0,242.7298273,105.1783233,197.4306973,1622.307644,42.9143962,207.2825365,245.2416087,0,73.17456302,51.62159048,21.55283082,36.95587973,0,5.513574946,5.513574946,0,0,0,34.2722603,24.1107722,51.97815535,10.40013948,11.79599654,104.806551,119.5889055,101.7118471,0.393146811,57.67430157,16.80544209,352.5131791,352.5131791,0,0,0,140.339058,18.40118901,15.6461946,15.6461946,0,27.00013194,27.00013194,0,13.68496086,13.68496086,0,2.14815101,2.14815101,0,22.3730227,0,0.034629093,0.034629093,0,0,1.509716828,14.98193953,229.4696206,37.74720182,2.88013084,77.08552661,87.2474913,63.4595506,56.71036686,22.20434579,10.22260341,0,26.54503014,23.40632343,496.8930727,28.07272071,197.0084696,0,25.44869839,13.27439475,257.8015751,1.69324492,36.09884351
ESP,Decile 4,1561379.008,4588223.32,7743.991582,6930.784893,4690.112138,25.86639448,0.858793799,608.4999397,8.772574639,442.1172758,1025.06377,346.0251312,72.49449335,222.6845328,21.01171942,1444.622601,98.74171429,36.37903141,96.32440502,6.518246222,79.54712971,77.77162124,142.686253,9.188186215,9.170453928,49.13350472,754.9025225,11.00702798,8179.046137,1363.115074,104.0469848,50.55506457,131.0258849,0,296.7793658,114.6946034,198.925182,1756.483484,45.64777481,237.9524517,246.024458,0,89.81298844,69.99858395,19.81420248,33.95921464,0,5.930354899,5.930354899,0,0,0,47.67642155,25.04573787,66.41813865,15.55227782,13.0095147,107.4403142,112.7069544,108.2526428,0.074136647,125.3538505,17.56689565,422.0647957,422.0647957,0,0,0,171.311374,21.37997893,14.02733858,14.02733858,0,32.72840001,32.72840001,0,14.45068573,14.45068573,0,3.425915814,3.425915814,0,25.9942033,0,0.401254206,0.401254206,0,0,0.82108661,21.09116488,253.4451125,46.31799408,2.381957447,84.29760172,115.4529762,72.72965802,90.48205272,26.16337023,19.92325152,0,52.87900459,30.13400899,686.9964809,48.53254808,210.7535251,0,40.48410158,28.10362633,296.3179658,0.0026139,28.05197107
ESP,Decile 5,1848343.767,4586972.755,9400.728347,8359.187517,5274.84023,33.38342646,1.610104292,739.0301008,27.44943223,396.988405,1679.286341,628.2376856,69.45691898,269.7856699,24.05635174,1798.243774,108.209372,23.43020788,56.53497001,4.453938191,57.94053347,115.3840056,173.2979469,4.21636387,1.100842877,63.00658438,977.4331793,12.39237546,9290.768066,1572.309525,113.285738,61.17143357,146.297405,0,354.8392679,131.6114148,146.9152601,2214.52397,45.2926237,272.3164429,283.8407615,0,98.1569537,75.01027071,23.14659858,44.98220176,0,9.389753084,9.389753084,0,0,0,61.60171551,42.32440634,81.18930263,17.82781611,19.41289315,125.3353171,132.1800974,121.8787138,4.795744607,114.3491316,23.33991031,451.7114709,451.7114709,0,0,0,164.7275702,29.07220081,12.05188088,12.05188088,0,27.34481733,27.34481733,0,21.36752603,21.36752603,0,2.099053412,2.099053412,0,23.64443922,0,0.692077042,0.692077042,0,0,0.669569931,20.16943786,276.6635963,53.60984397,4.655549265,94.86767061,120.6977654,72.41003626,114.9716035,20.24766018,16.36822852,0,43.28344693,31.94029875,717.571908,49.7855936,236.0613284,0,43.7825548,22.85091742,336.8575778,0.118150948,36.11270577
