# File: A44.en_consumption_shares_hp_EUR.csv
# Title: Heatpump shares across deciles
# Units: NA
# Source: BC3 - based on Prescott Morley's model
# Column types: ccccnnnnnn
# ----------
region,decile,GCAM_region_ID,consumption.category,liquidity,blend,smoothed,engel,quadratic,engel_eps
Estonia,d10,35,geo,1.00000,0.92493,0.75857,0.95000,0.45402,6.5712
Finland,d1,36,geo,0.00000,0.00258,0.02540,0.02576,0.00472,1
Finland,d2,36,geo,0.00000,0.00418,0.03647,0.04178,0.01242,1
Finland,d3,36,geo,0.08864,0.08531,0.04860,0.05529,0.02176,1
Finland,d4,36,geo,0.09744,0.09438,0.06107,0.06680,0.03177,1
Finland,d5,36,geo,0.10551,0.10279,0.07541,0.07832,0.04366,1
Finland,d6,36,geo,0.11365,0.11138,0.09278,0.09089,0.05880,1
Finland,d7,36,geo,0.12244,0.12075,0.11428,0.10549,0.07921,1
Finland,d8,36,geo,0.13338,0.13256,0.14297,0.12517,0.11151,1
Finland,d9,36,geo,0.14826,0.14890,0.17892,0.15466,0.17025,1
Finland,d10,36,geo,0.19069,0.19720,0.22411,0.25585,0.46590,1
France,d1,37,geo,0.00000,0.00258,0.02540,0.02576,0.00472,1
France,d2,37,geo,0.00000,0.00418,0.03647,0.04178,0.01242,1
France,d3,37,geo,0.08864,0.08531,0.04860,0.05529,0.02176,1
France,d4,37,geo,0.09744,0.09438,0.06107,0.06680,0.03177,1
France,d5,37,geo,0.10551,0.10279,0.07541,0.07832,0.04366,1
France,d6,37,geo,0.11365,0.11138,0.09278,0.09089,0.05880,1
France,d7,37,geo,0.12244,0.12075,0.11428,0.10549,0.07921,1
France,d8,37,geo,0.13338,0.13256,0.14297,0.12517,0.11151,1
France,d9,37,geo,0.14826,0.14890,0.17892,0.15466,0.17025,1
France,d10,37,geo,0.19069,0.19720,0.22411,0.25585,0.46590,1
Germany,d1,38,geo,0.00000,0.00258,0.02540,0.02576,0.00472,1
Germany,d2,38,geo,0.00000,0.00418,0.03647,0.04178,0.01242,1
Germany,d3,38,geo,0.08864,0.08531,0.04860,0.05529,0.02176,1
Germany,d4,38,geo,0.09744,0.09438,0.06107,0.06680,0.03177,1
Germany,d5,38,geo,0.10551,0.10279,0.07541,0.07832,0.04366,1
Germany,d6,38,geo,0.11365,0.11138,0.09278,0.09089,0.05880,1
Germany,d7,38,geo,0.12244,0.12075,0.11428,0.10549,0.07921,1
Germany,d8,38,geo,0.13338,0.13256,0.14297,0.12517,0.11151,1
Germany,d9,38,geo,0.14826,0.14890,0.17892,0.15466,0.17025,1
Germany,d10,38,geo,0.19069,0.19720,0.22411,0.25585,0.46590,1
Greece,d1,39,geo,0.00000,0.00258,0.01345,0.00795,0.00472,1.7107
Greece,d2,39,geo,0.00000,0.00418,0.02008,0.01818,0.01242,1.7107
Greece,d3,39,geo,0.00000,0.00553,0.02797,0.02937,0.02176,1.7107
Greece,d4,39,geo,0.00000,0.00668,0.03687,0.04059,0.03177,1.7107
Greece,d5,39,geo,0.00000,0.00783,0.04823,0.05329,0.04366,1.7107
Greece,d6,39,geo,0.00000,0.00909,0.06395,0.06873,0.05880,1.7107
Greece,d7,39,geo,0.00000,0.01055,0.08716,0.08869,0.07921,1.7107
Greece,d8,39,geo,0.28239,0.26666,0.12709,0.11883,0.11151,1.7107
Greece,d9,39,geo,0.31389,0.29797,0.20065,0.17065,0.17025,1.7107
Greece,d10,39,geo,0.40372,0.38893,0.37454,0.40372,0.46590,1.7107
Hungary,d1,40,geo,0.00000,0.00282,0.00375,0.00227,0.00582,2.5297
Hungary,d2,40,geo,0.00000,0.00451,0.00593,0.00745,0.01488,2.5297
Hungary,d3,40,geo,0.00000,0.00578,0.00835,0.01394,0.02441,2.5297
Hungary,d4,40,geo,0.00000,0.00687,0.01120,0.02157,0.03448,2.5297
Hungary,d5,40,geo,0.00000,0.00799,0.01515,0.03164,0.04667,2.5297
Hungary,d6,40,geo,0.00000,0.00919,0.02089,0.04506,0.06172,2.5297
Hungary,d7,40,geo,0.00000,0.01050,0.02961,0.06305,0.08050,2.5297
Hungary,d8,40,geo,0.00000,0.01231,0.04779,0.09429,0.11066,2.5297
Hungary,d9,40,geo,0.43775,0.40909,0.09876,0.15848,0.16684,2.5297
Hungary,d10,40,geo,0.56225,0.53095,0.75857,0.56225,0.45402,2.5297
Ireland,d1,41,geo,0.00000,0.00258,0.02540,0.02576,0.00472,1
Ireland,d2,41,geo,0.00000,0.00418,0.03647,0.04178,0.01242,1
Ireland,d3,41,geo,0.08864,0.08531,0.04860,0.05529,0.02176,1
Ireland,d4,41,geo,0.09744,0.09438,0.06107,0.06680,0.03177,1
Ireland,d5,41,geo,0.10551,0.10279,0.07541,0.07832,0.04366,1
Ireland,d6,41,geo,0.11365,0.11138,0.09278,0.09089,0.05880,1
Ireland,d7,41,geo,0.12244,0.12075,0.11428,0.10549,0.07921,1
Ireland,d8,41,geo,0.13338,0.13256,0.14297,0.12517,0.11151,1
Ireland,d9,41,geo,0.14826,0.14890,0.17892,0.15466,0.17025,1
Ireland,d10,41,geo,0.19069,0.19720,0.22411,0.25585,0.46590,1
Italy,d1,42,geo,0.00000,0.00258,0.01971,0.02576,0.00472,1
Italy,d2,42,geo,0.00000,0.00418,0.02888,0.04178,0.01242,1
Italy,d3,42,geo,0.00000,0.00553,0.03938,0.05529,0.02176,1
Italy,d4,42,geo,0.00000,0.00668,0.05070,0.06680,0.03177,1
Italy,d5,42,geo,0.12963,0.12450,0.06443,0.07832,0.04366,1
Italy,d6,42,geo,0.13964,0.13476,0.08215,0.09089,0.05880,1
Italy,d7,42,geo,0.15044,0.14594,0.10597,0.10549,0.07921,1
Italy,d8,42,geo,0.16387,0.16000,0.14150,0.12517,0.11151,1
Italy,d9,42,geo,0.18215,0.17940,0.19337,0.15466,0.17025,1
Italy,d10,42,geo,0.23428,0.23644,0.27392,0.25585,0.46590,1
Latvia,d1,43,geo,0.00000,0.00282,0.00375,0.00000,0.00582,6.5713
Latvia,d2,43,geo,0.00000,0.00451,0.00593,0.00001,0.01488,6.5713
Latvia,d3,43,geo,0.00000,0.00578,0.00835,0.00006,0.02441,6.5713
Latvia,d4,43,geo,0.00000,0.00687,0.01120,0.00020,0.03448,6.5713
Latvia,d5,43,geo,0.00000,0.00799,0.01515,0.00054,0.04667,6.5713
Latvia,d6,43,geo,0.00000,0.00919,0.02089,0.00135,0.06172,6.5713
Latvia,d7,43,geo,0.00000,0.01050,0.02960,0.00323,0.08050,6.5713
Latvia,d8,43,geo,0.00000,0.01231,0.04779,0.00919,0.11066,6.5713
Latvia,d9,43,geo,0.00000,0.01511,0.09877,0.03541,0.16684,6.5713
Latvia,d10,43,geo,1.00000,0.92493,0.75857,0.95000,0.45402,6.5713
Lithuania,d1,44,geo,0.00000,0.00282,0.01360,0.00873,0.00582,1.759
Lithuania,d2,44,geo,0.00000,0.00451,0.02110,0.01994,0.01488,1.759
Lithuania,d3,44,geo,0.00000,0.00578,0.02913,0.03082,0.02441,1.759
Lithuania,d4,44,geo,0.00000,0.00687,0.03818,0.04175,0.03448,1.759
Lithuania,d5,44,geo,0.00000,0.00799,0.05007,0.05450,0.04667,1.759
Lithuania,d6,44,geo,0.00000,0.00919,0.06610,0.06968,0.06172,1.759
Lithuania,d7,44,geo,0.00000,0.01050,0.08797,0.08802,0.08050,1.759
Lithuania,d8,44,geo,0.28318,0.26717,0.12600,0.11644,0.11066,1.759
Lithuania,d9,44,geo,0.31379,0.29752,0.19787,0.16709,0.16684,1.759
Lithuania,d10,44,geo,0.40303,0.38765,0.36998,0.40303,0.45402,1.759
Luxembourg,d1,45,geo,0.05319,0.05044,0.02540,0.02576,0.00472,1
Luxembourg,d2,45,geo,0.06774,0.06514,0.03647,0.04178,0.01242,1
Luxembourg,d3,45,geo,0.07792,0.07566,0.04860,0.05529,0.02176,1
Luxembourg,d4,45,geo,0.08566,0.08377,0.06107,0.06680,0.03177,1
Luxembourg,d5,45,geo,0.09275,0.09130,0.07541,0.07832,0.04366,1
Luxembourg,d6,45,geo,0.09991,0.09901,0.09278,0.09089,0.05880,1
Luxembourg,d7,45,geo,0.10764,0.10742,0.11428,0.10549,0.07921,1
Luxembourg,d8,45,geo,0.11725,0.11804,0.14297,0.12517,0.11151,1
Luxembourg,d9,45,geo,0.13033,0.13276,0.17892,0.15466,0.17025,1
Luxembourg,d10,45,geo,0.16763,0.17645,0.22411,0.25585,0.46590,1
Malta,d1,46,geo,0.00000,0.00282,0.01980,0.02822,0.00582,1
Malta,d2,46,geo,0.00000,0.00451,0.03008,0.04512,0.01488,1
Malta,d3,46,geo,0.00000,0.00578,0.04065,0.05780,0.02441,1
Malta,d4,46,geo,0.10872,0.10471,0.05202,0.06869,0.03448,1
Malta,d5,46,geo,0.11727,0.11353,0.06618,0.07992,0.04667,1
Malta,d6,46,geo,0.12576,0.12237,0.08398,0.09190,0.06172,1
Malta,d7,46,geo,0.13439,0.13145,0.10613,0.10496,0.08050,1
Malta,d8,46,geo,0.14552,0.14327,0.13980,0.12305,0.11066,1
Malta,d9,46,geo,0.16125,0.16023,0.19057,0.15110,0.16684,1
Malta,d10,46,geo,0.20710,0.21132,0.27079,0.24926,0.45402,1
Netherlands,d1,47,geo,0.00000,0.00258,0.02540,0.02576,0.00472,1
Netherlands,d2,47,geo,0.00000,0.00418,0.03647,0.04178,0.01242,1
Netherlands,d3,47,geo,0.08864,0.08531,0.04860,0.05529,0.02176,1
Netherlands,d4,47,geo,0.09744,0.09438,0.06107,0.06680,0.03177,1
Netherlands,d5,47,geo,0.10551,0.10279,0.07541,0.07832,0.04366,1
Netherlands,d6,47,geo,0.11365,0.11138,0.09278,0.09089,0.05880,1
Netherlands,d7,47,geo,0.12244,0.12075,0.11428,0.10549,0.07921,1
Netherlands,d8,47,geo,0.13338,0.13256,0.14297,0.12517,0.11151,1
Netherlands,d9,47,geo,0.14826,0.14890,0.17892,0.15466,0.17025,1
Netherlands,d10,47,geo,0.19069,0.19720,0.22411,0.25585,0.46590,1
Poland,d1,48,geo,0.00000,0.00282,0.00375,0.00227,0.00582,2.5297
Poland,d2,48,geo,0.00000,0.00451,0.00593,0.00745,0.01488,2.5297
Poland,d3,48,geo,0.00000,0.00578,0.00835,0.01394,0.02441,2.5297
Poland,d4,48,geo,0.00000,0.00687,0.01120,0.02157,0.03448,2.5297
Poland,d5,48,geo,0.00000,0.00799,0.01515,0.03164,0.04667,2.5297
Poland,d6,48,geo,0.00000,0.00919,0.02089,0.04506,0.06172,2.5297
Poland,d7,48,geo,0.00000,0.01050,0.02961,0.06305,0.08050,2.5297
Poland,d8,48,geo,0.00000,0.01231,0.04779,0.09429,0.11066,2.5297
Poland,d9,48,geo,0.43775,0.40909,0.09876,0.15848,0.16684,2.5297
Poland,d10,48,geo,0.56225,0.53095,0.75857,0.56225,0.45402,2.5297
Portugal,d1,49,geo,0.00000,0.00258,0.01345,0.01545,0.00472,1.3209
Portugal,d2,49,geo,0.00000,0.00418,0.02008,0.02927,0.01242,1.3209
Portugal,d3,49,geo,0.00000,0.00553,0.02797,0.04237,0.02176,1.3209
Portugal,d4,49,geo,0.00000,0.00668,0.03687,0.05441,0.03177,1.3209
Portugal,d5,49,geo,0.00000,0.00783,0.04823,0.06713,0.04366,1.3209
Portugal,d6,49,geo,0.00000,0.00909,0.06395,0.08171,0.05880,1.3209
Portugal,d7,49,geo,0.20587,0.19583,0.08716,0.09948,0.07921,1.3209
Portugal,d8,49,geo,0.22425,0.21434,0.12709,0.12469,0.11151,1.3209
Portugal,d9,49,geo,0.24927,0.23981,0.20065,0.16490,0.17025,1.3209
Portugal,d10,49,geo,0.32061,0.31413,0.37454,0.32061,0.46590,1.3209
Romania,d1,50,geo,0.00000,0.00282,0.00375,0.00000,0.00582,6.5713
Romania,d2,50,geo,0.00000,0.00451,0.00593,0.00001,0.01488,6.5713
Romania,d3,50,geo,0.00000,0.00578,0.00835,0.00006,0.02441,6.5713
Romania,d4,50,geo,0.00000,0.00687,0.01120,0.00020,0.03448,6.5713
Romania,d5,50,geo,0.00000,0.00799,0.01515,0.00054,0.04667,6.5713
Romania,d6,50,geo,0.00000,0.00919,0.02089,0.00135,0.06172,6.5713
Romania,d7,50,geo,0.00000,0.01050,0.02961,0.00323,0.08050,6.5713
Romania,d8,50,geo,0.00000,0.01231,0.04779,0.00919,0.11066,6.5713
Romania,d9,50,geo,0.00000,0.01511,0.09877,0.03541,0.16684,6.5713
Romania,d10,50,geo,1.00000,0.92493,0.75857,0.95000,0.45402,6.5713
Slovakia,d1,51,geo,0.00000,0.00282,0.01360,0.00873,0.00582,1.759
Slovakia,d2,51,geo,0.00000,0.00451,0.02110,0.01994,0.01488,1.759
Slovakia,d3,51,geo,0.00000,0.00578,0.02913,0.03082,0.02441,1.759
Slovakia,d4,51,geo,0.00000,0.00687,0.03818,0.04175,0.03448,1.759
Slovakia,d5,51,geo,0.00000,0.00799,0.05007,0.05450,0.04667,1.759
Slovakia,d6,51,geo,0.00000,0.00919,0.06610,0.06968,0.06172,1.759
Slovakia,d7,51,geo,0.00000,0.01050,0.08797,0.08802,0.08050,1.759
Slovakia,d8,51,geo,0.28318,0.26717,0.12600,0.11644,0.11066,1.759
Slovakia,d9,51,geo,0.31379,0.29752,0.19787,0.16709,0.16684,1.759
Slovakia,d10,51,geo,0.40303,0.38765,0.36998,0.40303,0.45402,1.759
Slovenia,d1,52,geo,0.00000,0.00282,0.01980,0.02453,0.00582,1.0968
Slovenia,d2,52,geo,0.00000,0.00451,0.03008,0.04105,0.01488,1.0968
Slovenia,d3,52,geo,0.00000,0.00578,0.04065,0.05386,0.02441,1.0968
Slovenia,d4,52,geo,0.00000,0.00687,0.05202,0.06508,0.03448,1.0968
Slovenia,d5,52,geo,0.00000,0.00799,0.06618,0.07684,0.04667,1.0968
Slovenia,d6,52,geo,0.16247,0.15542,0.08398,0.08957,0.06172,1.0968
Slovenia,d7,52,geo,0.17363,0.16676,0.10613,0.10362,0.08050,1.0968
Slovenia,d8,52,geo,0.18800,0.18151,0.13980,0.12337,0.11066,1.0968
Slovenia,d9,52,geo,0.20833,0.20260,0.19057,0.15452,0.16684,1.0968
Slovenia,d10,52,geo,0.26757,0.26574,0.27079,0.26757,0.45402,1.0968
Spain,d1,53,geo,0.00000,0.00258,0.01971,0.02317,0.00472,1.0681
Spain,d2,53,geo,0.00000,0.00418,0.02888,0.03885,0.01242,1.0681
Spain,d3,53,geo,0.00000,0.00553,0.03938,0.05240,0.02176,1.0681
Spain,d4,53,geo,0.00000,0.00668,0.05070,0.06414,0.03177,1.0681
Spain,d5,53,geo,0.00000,0.00783,0.06443,0.07602,0.04366,1.0681
Spain,d6,53,geo,0.16043,0.15348,0.08215,0.08911,0.05880,1.0681
Spain,d7,53,geo,0.17284,0.16611,0.10597,0.10449,0.07921,1.0681
Spain,d8,53,geo,0.18827,0.18196,0.14150,0.12543,0.11151,1.0681
Spain,d9,53,geo,0.20928,0.20382,0.19337,0.15723,0.17025,1.0681
Spain,d10,53,geo,0.26917,0.26784,0.27392,0.26917,0.46590,1.0681
Sweden,d1,54,geo,0.00000,0.00258,0.02540,0.02576,0.00472,1
Sweden,d2,54,geo,0.07154,0.06857,0.03647,0.04178,0.01242,1
Sweden,d3,54,geo,0.08230,0.07960,0.04860,0.05529,0.02176,1
Sweden,d4,54,geo,0.09047,0.08810,0.06107,0.06680,0.03177,1
Sweden,d5,54,geo,0.09796,0.09599,0.07541,0.07832,0.04366,1
Sweden,d6,54,geo,0.10552,0.10406,0.09278,0.09089,0.05880,1
Sweden,d7,54,geo,0.11368,0.11287,0.11428,0.10549,0.07921,1
Sweden,d8,54,geo,0.12383,0.12397,0.14297,0.12517,0.11151,1
Sweden,d9,54,geo,0.13765,0.13935,0.17892,0.15466,0.17025,1
Sweden,d10,54,geo,0.17704,0.18492,0.22411,0.25585,0.46590,1
Belgium,d1,29,solar,0.00000,0.00258,0.02540,0.02576,0.00472,1
Belgium,d2,29,solar,0.00000,0.00418,0.03647,0.04178,0.01242,1
Belgium,d3,29,solar,0.08864,0.08531,0.04860,0.05529,0.02176,1
Belgium,d4,29,solar,0.09744,0.09438,0.06107,0.06680,0.03177,1
Belgium,d5,29,solar,0.10551,0.10279,0.07541,0.07832,0.04366,1
Belgium,d6,29,solar,0.11365,0.11138,0.09278,0.09089,0.05880,1
Belgium,d7,29,solar,0.12244,0.12075,0.11428,0.10549,0.07921,1
Belgium,d8,29,solar,0.13338,0.13256,0.14297,0.12517,0.11151,1
Belgium,d9,29,solar,0.14826,0.14890,0.17892,0.15466,0.17025,1
Belgium,d10,29,solar,0.19069,0.19720,0.22411,0.25585,0.46590,1
Bulgaria,d1,30,solar,0.00000,0.00282,0.00375,0.00000,0.00582,6.5712
Bulgaria,d2,30,solar,0.00000,0.00451,0.00593,0.00001,0.01488,6.5712
Bulgaria,d3,30,solar,0.00000,0.00578,0.00835,0.00006,0.02441,6.5712
Bulgaria,d4,30,solar,0.00000,0.00687,0.01120,0.00020,0.03448,6.5712
Bulgaria,d5,30,solar,0.00000,0.00799,0.01515,0.00054,0.04667,6.5712
Bulgaria,d6,30,solar,0.00000,0.00919,0.02089,0.00135,0.06172,6.5712
Bulgaria,d7,30,solar,0.00000,0.01050,0.02960,0.00323,0.08050,6.5712
Bulgaria,d8,30,solar,0.00000,0.01231,0.04779,0.00919,0.11066,6.5712
Bulgaria,d9,30,solar,0.00000,0.01511,0.09876,0.03541,0.16684,6.5712
Bulgaria,d10,30,solar,1.00000,0.92493,0.75857,0.95000,0.45403,6.5712
Croatia,d1,31,solar,0.00000,0.00171,0.00425,0.00287,0.00155,1.763
Croatia,d2,31,solar,0.00000,0.00301,0.00536,0.00778,0.00482,1.763
Croatia,d3,31,solar,0.00000,0.00402,0.00642,0.01298,0.00861,1.763
Croatia,d4,31,solar,0.00000,0.00505,0.00771,0.01941,0.01360,1.763
Croatia,d5,31,solar,0.00000,0.00619,0.00944,0.02777,0.02041,1.763
Croatia,d6,31,solar,0.00000,0.00755,0.01201,0.03936,0.03032,1.763
Croatia,d7,31,solar,0.00000,0.00928,0.01633,0.05671,0.04588,1.763
Croatia,d8,31,solar,0.00000,0.01182,0.02556,0.08681,0.07438,1.763
Croatia,d9,31,solar,0.40296,0.37874,0.05375,0.14928,0.13756,1.763
Croatia,d10,31,solar,0.59704,0.57262,0.85919,0.59704,0.66288,1.763
Cyprus,d1,32,solar,0.00000,0.00282,0.01360,0.00873,0.00582,1.759
Cyprus,d2,32,solar,0.00000,0.00451,0.02110,0.01994,0.01488,1.759
Cyprus,d3,32,solar,0.00000,0.00578,0.02913,0.03082,0.02441,1.759
Cyprus,d4,32,solar,0.00000,0.00687,0.03818,0.04175,0.03448,1.759
Cyprus,d5,32,solar,0.00000,0.00799,0.05007,0.05450,0.04667,1.759
Cyprus,d6,32,solar,0.00000,0.00919,0.06610,0.06968,0.06172,1.759
Cyprus,d7,32,solar,0.00000,0.01050,0.08797,0.08802,0.08050,1.759
Cyprus,d8,32,solar,0.28318,0.26717,0.12600,0.11644,0.11066,1.759
Cyprus,d9,32,solar,0.31379,0.29752,0.19787,0.16709,0.16684,1.759
Cyprus,d10,32,solar,0.40303,0.38765,0.36998,0.40303,0.45402,1.759
Czech Republic,d1,33,solar,0.00000,0.00282,0.01980,0.02453,0.00582,1.0968
Czech Republic,d2,33,solar,0.00000,0.00451,0.03008,0.04105,0.01488,1.0968
Czech Republic,d3,33,solar,0.00000,0.00578,0.04065,0.05386,0.02441,1.0968
Czech Republic,d4,33,solar,0.00000,0.00687,0.05202,0.06508,0.03448,1.0968
Czech Republic,d5,33,solar,0.00000,0.00799,0.06618,0.07684,0.04667,1.0968
Czech Republic,d6,33,solar,0.16247,0.15542,0.08398,0.08957,0.06172,1.0968
Czech Republic,d7,33,solar,0.17363,0.16676,0.10613,0.10362,0.08050,1.0968
Czech Republic,d8,33,solar,0.18800,0.18151,0.13980,0.12337,0.11066,1.0968
Czech Republic,d9,33,solar,0.20833,0.20260,0.19057,0.15452,0.16684,1.0968
Czech Republic,d10,33,solar,0.26757,0.26574,0.27079,0.26757,0.45403,1.0968
Denmark,d1,34,solar,0.00000,0.00258,0.02540,0.02576,0.00472,1
Denmark,d2,34,solar,0.07154,0.06857,0.03647,0.04178,0.01242,1
Denmark,d3,34,solar,0.08230,0.07960,0.04860,0.05529,0.02176,1
Denmark,d4,34,solar,0.09047,0.08810,0.06107,0.06680,0.03177,1
Denmark,d5,34,solar,0.09796,0.09599,0.07541,0.07832,0.04366,1
Denmark,d6,34,solar,0.10552,0.10406,0.09278,0.09089,0.05880,1
Denmark,d7,34,solar,0.11368,0.11287,0.11428,0.10549,0.07921,1
Denmark,d8,34,solar,0.12383,0.12397,0.14297,0.12517,0.11151,1
Denmark,d9,34,solar,0.13765,0.13935,0.17892,0.15466,0.17025,1
Denmark,d10,34,solar,0.17704,0.18492,0.22411,0.25585,0.46590,1
Estonia,d1,35,solar,0.00000,0.00282,0.00375,0.00000,0.00582,6.5712
Estonia,d2,35,solar,0.00000,0.00451,0.00593,0.00001,0.01488,6.5712
Estonia,d3,35,solar,0.00000,0.00578,0.00835,0.00006,0.02441,6.5712
Estonia,d4,35,solar,0.00000,0.00687,0.01120,0.00020,0.03448,6.5712
Estonia,d5,35,solar,0.00000,0.00799,0.01515,0.00054,0.04667,6.5712
Estonia,d6,35,solar,0.00000,0.00919,0.02089,0.00135,0.06172,6.5712
Estonia,d7,35,solar,0.00000,0.01050,0.02961,0.00323,0.08050,6.5712
Estonia,d8,35,solar,0.00000,0.01231,0.04779,0.00919,0.11066,6.5712
Estonia,d9,35,solar,0.00000,0.01511,0.09877,0.03541,0.16684,6.5712
Estonia,d10,35,solar,1.00000,0.92493,0.75857,0.95000,0.45402,6.5712
Finland,d1,36,solar,0.00000,0.00258,0.02540,0.02576,0.00472,1
Finland,d2,36,solar,0.00000,0.00418,0.03647,0.04178,0.01242,1
Finland,d3,36,solar,0.08864,0.08531,0.04860,0.05529,0.02176,1
Finland,d4,36,solar,0.09744,0.09438,0.06107,0.06680,0.03177,1
Finland,d5,36,solar,0.10551,0.10279,0.07541,0.07832,0.04366,1
Finland,d6,36,solar,0.11365,0.11138,0.09278,0.09089,0.05880,1
Finland,d7,36,solar,0.12244,0.12075,0.11428,0.10549,0.07921,1
Finland,d8,36,solar,0.13338,0.13256,0.14297,0.12517,0.11151,1
Finland,d9,36,solar,0.14826,0.14890,0.17892,0.15466,0.17025,1
Finland,d10,36,solar,0.19069,0.19720,0.22411,0.25585,0.46590,1
France,d1,37,solar,0.00000,0.00258,0.02540,0.02576,0.00472,1
France,d2,37,solar,0.00000,0.00418,0.03647,0.04178,0.01242,1
France,d3,37,solar,0.08864,0.08531,0.04860,0.05529,0.02176,1
France,d4,37,solar,0.09744,0.09438,0.06107,0.06680,0.03177,1
France,d5,37,solar,0.10551,0.10279,0.07541,0.07832,0.04366,1
France,d6,37,solar,0.11365,0.11138,0.09278,0.09089,0.05880,1
France,d7,37,solar,0.12244,0.12075,0.11428,0.10549,0.07921,1
France,d8,37,solar,0.13338,0.13256,0.14297,0.12517,0.11151,1
France,d9,37,solar,0.14826,0.14890,0.17892,0.15466,0.17025,1
France,d10,37,solar,0.19069,0.19720,0.22411,0.25585,0.46590,1
Germany,d1,38,solar,0.00000,0.00258,0.02540,0.02576,0.00472,1
Germany,d2,38,solar,0.00000,0.00418,0.03647,0.04178,0.01242,1
Germany,d3,38,solar,0.08864,0.08531,0.04860,0.05529,0.02176,1
Germany,d4,38,solar,0.09744,0.09438,0.06107,0.06680,0.03177,1
Germany,d5,38,solar,0.10551,0.10279,0.07541,0.07832,0.04366,1
Germany,d6,38,solar,0.11365,0.11138,0.09278,0.09089,0.05880,1
Germany,d7,38,solar,0.12244,0.12075,0.11428,0.10549,0.07921,1
Germany,d8,38,solar,0.13338,0.13256,0.14297,0.12517,0.11151,1
Germany,d9,38,solar,0.14826,0.14890,0.17892,0.15466,0.17025,1
Germany,d10,38,solar,0.19069,0.19720,0.22411,0.25585,0.46590,1
Greece,d1,39,solar,0.00000,0.00258,0.01345,0.00795,0.00472,1.7107
Greece,d2,39,solar,0.00000,0.00418,0.02008,0.01818,0.01242,1.7107
Greece,d3,39,solar,0.00000,0.00553,0.02797,0.02937,0.02176,1.7107
Greece,d4,39,solar,0.00000,0.00668,0.03687,0.04059,0.03177,1.7107
Greece,d5,39,solar,0.00000,0.00783,0.04823,0.05329,0.04366,1.7107
Greece,d6,39,solar,0.00000,0.00909,0.06395,0.06873,0.05880,1.7107
Greece,d7,39,solar,0.00000,0.01055,0.08716,0.08869,0.07921,1.7107
Greece,d8,39,solar,0.28239,0.26666,0.12709,0.11883,0.11151,1.7107
Greece,d9,39,solar,0.31389,0.29797,0.20065,0.17065,0.17025,1.7107
Greece,d10,39,solar,0.40372,0.38893,0.37454,0.40372,0.46590,1.7107
Hungary,d1,40,solar,0.00000,0.00282,0.00375,0.00227,0.00582,2.5297
Hungary,d2,40,solar,0.00000,0.00451,0.00593,0.00745,0.01488,2.5297
Hungary,d3,40,solar,0.00000,0.00578,0.00835,0.01394,0.02441,2.5297
Hungary,d4,40,solar,0.00000,0.00687,0.01120,0.02157,0.03448,2.5297
Hungary,d5,40,solar,0.00000,0.00799,0.01515,0.03164,0.04667,2.5297
Hungary,d6,40,solar,0.00000,0.00919,0.02089,0.04506,0.06172,2.5297
Hungary,d7,40,solar,0.00000,0.01050,0.02961,0.06305,0.08050,2.5297
Hungary,d8,40,solar,0.00000,0.01231,0.04779,0.09429,0.11066,2.5297
Hungary,d9,40,solar,0.43775,0.40909,0.09876,0.15848,0.16684,2.5297
Hungary,d10,40,solar,0.56225,0.53095,0.75857,0.56225,0.45402,2.5297
Ireland,d1,41,solar,0.00000,0.00258,0.02540,0.02576,0.00472,1
Ireland,d2,41,solar,0.00000,0.00418,0.03647,0.04178,0.01242,1
Ireland,d3,41,solar,0.08864,0.08531,0.04860,0.05529,0.02176,1
Ireland,d4,41,solar,0.09744,0.09438,0.06107,0.06680,0.03177,1
Ireland,d5,41,solar,0.10551,0.10279,0.07541,0.07832,0.04366,1
Ireland,d6,41,solar,0.11365,0.11138,0.09278,0.09089,0.05880,1
Ireland,d7,41,solar,0.12244,0.12075,0.11428,0.10549,0.07921,1
Ireland,d8,41,solar,0.13338,0.13256,0.14297,0.12517,0.11151,1
Ireland,d9,41,solar,0.14826,0.14890,0.17892,0.15466,0.17025,1
Ireland,d10,41,solar,0.19069,0.19720,0.22411,0.25585,0.46590,1
Italy,d1,42,solar,0.00000,0.00258,0.01971,0.02576,0.00472,1
Italy,d2,42,solar,0.00000,0.00418,0.02888,0.04178,0.01242,1
Italy,d3,42,solar,0.00000,0.00553,0.03938,0.05529,0.02176,1
Italy,d4,42,solar,0.10692,0.10290,0.05070,0.06680,0.03177,1
Italy,d5,42,solar,0.11577,0.11202,0.06443,0.07832,0.04366,1
Italy,d6,42,solar,0.12471,0.12133,0.08215,0.09089,0.05880,1
Italy,d7,42,solar,0.13435,0.13147,0.10597,0.10549,0.07921,1
Italy,d8,42,solar,0.14635,0.14423,0.14150,0.12517,0.11151,1
Italy,d9,42,solar,0.16268,0.16188,0.19337,0.15466,0.17025,1
Italy,d10,42,solar,0.20923,0.21389,0.27392,0.25585,0.46590,1
Latvia,d1,43,solar,0.00000,0.00282,0.00375,0.00000,0.00582,6.5713
Latvia,d2,43,solar,0.00000,0.00451,0.00593,0.00001,0.01488,6.5713
Latvia,d3,43,solar,0.00000,0.00578,0.00835,0.00006,0.02441,6.5713
Latvia,d4,43,solar,0.00000,0.00687,0.01120,0.00020,0.03448,6.5713
Latvia,d5,43,solar,0.00000,0.00799,0.01515,0.00054,0.04667,6.5713
