# File: A44.en_consumption_shares_hp_EUR.csv
# Title: Heatpump shares across deciles
# Units: NA
# Source: BC3 - based on Prescott Morley's model
# Column types: ccccnnnnnn
# ----------
region,decile,GCAM_region_ID,consumption.category,liquidity,blend,smoothed,engel,quadratic,engel_eps
Latvia,d6,43,solar,0.00000,0.00919,0.02089,0.00135,0.06172,6.5713
Latvia,d7,43,solar,0.00000,0.01050,0.02960,0.00323,0.08050,6.5713
Latvia,d8,43,solar,0.00000,0.01231,0.04779,0.00919,0.11066,6.5713
Latvia,d9,43,solar,0.00000,0.01511,0.09877,0.03541,0.16684,6.5713
Latvia,d10,43,solar,1.00000,0.92493,0.75857,0.95000,0.45402,6.5713
Lithuania,d1,44,solar,0.00000,0.00282,0.01360,0.00873,0.00582,1.759
Lithuania,d2,44,solar,0.00000,0.00451,0.02110,0.01994,0.01488,1.759
Lithuania,d3,44,solar,0.00000,0.00578,0.02913,0.03082,0.02441,1.759
Lithuania,d4,44,solar,0.00000,0.00687,0.03818,0.04175,0.03448,1.759
Lithuania,d5,44,solar,0.00000,0.00799,0.05007,0.05450,0.04667,1.759
Lithuania,d6,44,solar,0.00000,0.00919,0.06610,0.06968,0.06172,1.759
Lithuania,d7,44,solar,0.00000,0.01050,0.08797,0.08802,0.08050,1.759
Lithuania,d8,44,solar,0.28318,0.26717,0.12600,0.11644,0.11066,1.759
Lithuania,d9,44,solar,0.31379,0.29752,0.19787,0.16709,0.16684,1.759
Lithuania,d10,44,solar,0.40303,0.38765,0.36998,0.40303,0.45402,1.759
Luxembourg,d1,45,solar,0.05319,0.05044,0.02540,0.02576,0.00472,1
Luxembourg,d2,45,solar,0.06774,0.06514,0.03647,0.04178,0.01242,1
Luxembourg,d3,45,solar,0.07792,0.07566,0.04860,0.05529,0.02176,1
Luxembourg,d4,45,solar,0.08566,0.08377,0.06107,0.06680,0.03177,1
Luxembourg,d5,45,solar,0.09275,0.09130,0.07541,0.07832,0.04366,1
Luxembourg,d6,45,solar,0.09991,0.09901,0.09278,0.09089,0.05880,1
Luxembourg,d7,45,solar,0.10764,0.10742,0.11428,0.10549,0.07921,1
Luxembourg,d8,45,solar,0.11725,0.11804,0.14297,0.12517,0.11151,1
Luxembourg,d9,45,solar,0.13033,0.13276,0.17892,0.15466,0.17025,1
Luxembourg,d10,45,solar,0.16763,0.17645,0.22411,0.25585,0.46590,1
Malta,d1,46,solar,0.00000,0.00282,0.01980,0.02822,0.00582,1
Malta,d2,46,solar,0.00000,0.00451,0.03008,0.04512,0.01488,1
Malta,d3,46,solar,0.00000,0.00578,0.04065,0.05780,0.02441,1
Malta,d4,46,solar,0.10872,0.10471,0.05202,0.06869,0.03448,1
Malta,d5,46,solar,0.11727,0.11353,0.06618,0.07992,0.04667,1
Malta,d6,46,solar,0.12576,0.12237,0.08398,0.09190,0.06172,1
Malta,d7,46,solar,0.13439,0.13145,0.10613,0.10496,0.08050,1
Malta,d8,46,solar,0.14552,0.14327,0.13980,0.12305,0.11066,1
Malta,d9,46,solar,0.16125,0.16023,0.19057,0.15110,0.16684,1
Malta,d10,46,solar,0.20710,0.21132,0.27079,0.24926,0.45402,1
Netherlands,d1,47,solar,0.00000,0.00258,0.02540,0.02576,0.00472,1
Netherlands,d2,47,solar,0.00000,0.00418,0.03647,0.04178,0.01242,1
Netherlands,d3,47,solar,0.08864,0.08531,0.04860,0.05529,0.02176,1
Netherlands,d4,47,solar,0.09744,0.09438,0.06107,0.06680,0.03177,1
Netherlands,d5,47,solar,0.10551,0.10279,0.07541,0.07832,0.04366,1
Netherlands,d6,47,solar,0.11365,0.11138,0.09278,0.09089,0.05880,1
Netherlands,d7,47,solar,0.12244,0.12075,0.11428,0.10549,0.07921,1
Netherlands,d8,47,solar,0.13338,0.13256,0.14297,0.12517,0.11151,1
Netherlands,d9,47,solar,0.14826,0.14890,0.17892,0.15466,0.17025,1
Netherlands,d10,47,solar,0.19069,0.19720,0.22411,0.25585,0.46590,1
Poland,d1,48,solar,0.00000,0.00282,0.00375,0.00227,0.00582,2.5297
Poland,d2,48,solar,0.00000,0.00451,0.00593,0.00745,0.01488,2.5297
Poland,d3,48,solar,0.00000,0.00578,0.00835,0.01394,0.02441,2.5297
Poland,d4,48,solar,0.00000,0.00687,0.01120,0.02157,0.03448,2.5297
Poland,d5,48,solar,0.00000,0.00799,0.01515,0.03164,0.04667,2.5297
Poland,d6,48,solar,0.00000,0.00919,0.02089,0.04506,0.06172,2.5297
Poland,d7,48,solar,0.00000,0.01050,0.02961,0.06305,0.08050,2.5297
Poland,d8,48,solar,0.00000,0.01231,0.04779,0.09429,0.11066,2.5297
Poland,d9,48,solar,0.43775,0.40909,0.09876,0.15848,0.16684,2.5297
Poland,d10,48,solar,0.56225,0.53095,0.75857,0.56225,0.45402,2.5297
Portugal,d1,49,solar,0.00000,0.00258,0.01345,0.01545,0.00472,1.3209
Portugal,d2,49,solar,0.00000,0.00418,0.02008,0.02927,0.01242,1.3209
Portugal,d3,49,solar,0.00000,0.00553,0.02797,0.04237,0.02176,1.3209
Portugal,d4,49,solar,0.00000,0.00668,0.03687,0.05441,0.03177,1.3209
Portugal,d5,49,solar,0.00000,0.00783,0.04823,0.06713,0.04366,1.3209
Portugal,d6,49,solar,0.00000,0.00909,0.06395,0.08171,0.05880,1.3209
Portugal,d7,49,solar,0.20587,0.19583,0.08716,0.09948,0.07921,1.3209
Portugal,d8,49,solar,0.22425,0.21434,0.12709,0.12469,0.11151,1.3209
Portugal,d9,49,solar,0.24927,0.23981,0.20065,0.16490,0.17025,1.3209
Portugal,d10,49,solar,0.32061,0.31413,0.37454,0.32061,0.46590,1.3209
Romania,d1,50,solar,0.00000,0.00282,0.00375,0.00000,0.00582,6.5713
Romania,d2,50,solar,0.00000,0.00451,0.00593,0.00001,0.01488,6.5713
Romania,d3,50,solar,0.00000,0.00578,0.00835,0.00006,0.02441,6.5713
Romania,d4,50,solar,0.00000,0.00687,0.01120,0.00020,0.03448,6.5713
Romania,d5,50,solar,0.00000,0.00799,0.01515,0.00054,0.04667,6.5713
Romania,d6,50,solar,0.00000,0.00919,0.02089,0.00135,0.06172,6.5713
Romania,d7,50,solar,0.00000,0.01050,0.02961,0.00323,0.08050,6.5713
Romania,d8,50,solar,0.00000,0.01231,0.04779,0.00919,0.11066,6.5713
Romania,d9,50,solar,0.00000,0.01511,0.09877,0.03541,0.16684,6.5713
Romania,d10,50,solar,1.00000,0.92493,0.75857,0.95000,0.45402,6.5713
Slovakia,d1,51,solar,0.00000,0.00282,0.01360,0.00873,0.00582,1.759
Slovakia,d2,51,solar,0.00000,0.00451,0.02110,0.01994,0.01488,1.759
Slovakia,d3,51,solar,0.00000,0.00578,0.02913,0.03082,0.02441,1.759
Slovakia,d4,51,solar,0.00000,0.00687,0.03818,0.04175,0.03448,1.759
Slovakia,d5,51,solar,0.00000,0.00799,0.05007,0.05450,0.04667,1.759
Slovakia,d6,51,solar,0.00000,0.00919,0.06610,0.06968,0.06172,1.759
Slovakia,d7,51,solar,0.00000,0.01050,0.08797,0.08802,0.08050,1.759
Slovakia,d8,51,solar,0.28318,0.26717,0.12600,0.11644,0.11066,1.759
Slovakia,d9,51,solar,0.31379,0.29752,0.19787,0.16709,0.16684,1.759
Slovakia,d10,51,solar,0.40303,0.38765,0.36998,0.40303,0.45402,1.759
Slovenia,d1,52,solar,0.00000,0.00282,0.01980,0.02822,0.00582,1
Slovenia,d2,52,solar,0.00000,0.00451,0.03008,0.04512,0.01488,1
Slovenia,d3,52,solar,0.00000,0.00578,0.04065,0.05780,0.02441,1
Slovenia,d4,52,solar,0.00000,0.00687,0.05202,0.06869,0.03448,1
Slovenia,d5,52,solar,0.13157,0.12641,0.06618,0.07992,0.04667,1
Slovenia,d6,52,solar,0.14110,0.13618,0.08398,0.09190,0.06172,1
Slovenia,d7,52,solar,0.15078,0.14620,0.10613,0.10496,0.08050,1
Slovenia,d8,52,solar,0.16327,0.15925,0.13980,0.12306,0.11066,1
Slovenia,d9,52,solar,0.18092,0.17793,0.19057,0.15110,0.16684,1
Slovenia,d10,52,solar,0.23237,0.23406,0.27079,0.24926,0.45402,1
Spain,d1,53,solar,0.00000,0.00258,0.01971,0.02576,0.00472,1
Spain,d2,53,solar,0.00000,0.00418,0.02888,0.04178,0.01242,1
Spain,d3,53,solar,0.00000,0.00553,0.03938,0.05529,0.02176,1
Spain,d4,53,solar,0.00000,0.00668,0.05070,0.06680,0.03177,1
Spain,d5,53,solar,0.12963,0.12450,0.06443,0.07832,0.04366,1
Spain,d6,53,solar,0.13964,0.13476,0.08215,0.09089,0.05880,1
Spain,d7,53,solar,0.15044,0.14594,0.10597,0.10549,0.07921,1
Spain,d8,53,solar,0.16387,0.16000,0.14150,0.12517,0.11151,1
Spain,d9,53,solar,0.18215,0.17940,0.19337,0.15466,0.17025,1
Spain,d10,53,solar,0.23428,0.23644,0.27392,0.25585,0.46590,1
Sweden,d1,54,solar,0.00000,0.00258,0.02540,0.02576,0.00472,1
Sweden,d2,54,solar,0.07154,0.06857,0.03647,0.04178,0.01242,1
Sweden,d3,54,solar,0.08230,0.07960,0.04860,0.05529,0.02176,1
Sweden,d4,54,solar,0.09047,0.08810,0.06107,0.06680,0.03177,1
Sweden,d5,54,solar,0.09796,0.09599,0.07541,0.07832,0.04366,1
Sweden,d6,54,solar,0.10552,0.10406,0.09278,0.09089,0.05880,1
Sweden,d7,54,solar,0.11368,0.11287,0.11428,0.10549,0.07921,1
Sweden,d8,54,solar,0.12383,0.12397,0.14297,0.12517,0.11151,1
Sweden,d9,54,solar,0.13765,0.13935,0.17892,0.15466,0.17025,1
Sweden,d10,54,solar,0.17704,0.18492,0.22411,0.25585,0.46590,1
