"","sector.name","subsector.name","intermittent.technology","year","input.capital","capital.overnight","fixed.charge.rate","subsector.name0"
"28","subpeak generation","CSP_subpeak","CSP (dry_hybrid)",1975,"capital",968,0.13,"solar"
"29","peak generation","CSP_peak","CSP (recirculating)",1975,"capital",968,0.13,"solar"
"30","peak generation","CSP_peak","CSP (dry_hybrid)",1975,"capital",968,0.13,"solar"
"31","base load generation","CSP_base","CSP (recirculating)",1990,"capital",968,0.13,"solar"
"32","base load generation","CSP_base","CSP (dry_hybrid)",1990,"capital",968,0.13,"solar"
"33","intermediate generation","CSP_int","CSP (recirculating)",1990,"capital",968,0.13,"solar"
"34","intermediate generation","CSP_int","CSP (dry_hybrid)",1990,"capital",968,0.13,"solar"
"35","subpeak generation","CSP_subpeak","CSP (recirculating)",1990,"capital",968,0.13,"solar"
"36","subpeak generation","CSP_subpeak","CSP (dry_hybrid)",1990,"capital",968,0.13,"solar"
"37","peak generation","CSP_peak","CSP (recirculating)",1990,"capital",968,0.13,"solar"
"38","peak generation","CSP_peak","CSP (dry_hybrid)",1990,"capital",968,0.13,"solar"
"39","base load generation","CSP_base","CSP (recirculating)",2005,"capital",968,0.13,"solar"
"40","base load generation","CSP_base","CSP (dry_hybrid)",2005,"capital",968,0.13,"solar"
"41","intermediate generation","CSP_int","CSP (recirculating)",2005,"capital",968,0.13,"solar"
"42","intermediate generation","CSP_int","CSP (dry_hybrid)",2005,"capital",968,0.13,"solar"
"43","subpeak generation","CSP_subpeak","CSP (recirculating)",2005,"capital",968,0.13,"solar"
"44","subpeak generation","CSP_subpeak","CSP (dry_hybrid)",2005,"capital",968,0.13,"solar"
"45","peak generation","CSP_peak","CSP (recirculating)",2005,"capital",968,0.13,"solar"
"46","peak generation","CSP_peak","CSP (dry_hybrid)",2005,"capital",968,0.13,"solar"
"47","base load generation","CSP_base","CSP (recirculating)",2010,"capital",968,0.13,"solar"
"48","base load generation","CSP_base","CSP (dry_hybrid)",2010,"capital",968,0.13,"solar"
"49","intermediate generation","CSP_int","CSP (recirculating)",2010,"capital",968,0.13,"solar"
"50","intermediate generation","CSP_int","CSP (dry_hybrid)",2010,"capital",968,0.13,"solar"
"51","subpeak generation","CSP_subpeak","CSP (recirculating)",2010,"capital",968,0.13,"solar"
"52","subpeak generation","CSP_subpeak","CSP (dry_hybrid)",2010,"capital",968,0.13,"solar"
"53","peak generation","CSP_peak","CSP (recirculating)",2010,"capital",968,0.13,"solar"
"54","peak generation","CSP_peak","CSP (dry_hybrid)",2010,"capital",968,0.13,"solar"
"55","base load generation","CSP_base","CSP (recirculating)",2015,"capital",968,0.13,"solar"
"56","base load generation","CSP_base","CSP (dry_hybrid)",2015,"capital",968,0.13,"solar"
"57","intermediate generation","CSP_int","CSP (recirculating)",2015,"capital",968,0.13,"solar"
"58","intermediate generation","CSP_int","CSP (dry_hybrid)",2015,"capital",968,0.13,"solar"
"59","subpeak generation","CSP_subpeak","CSP (recirculating)",2015,"capital",968,0.13,"solar"
"60","subpeak generation","CSP_subpeak","CSP (dry_hybrid)",2015,"capital",968,0.13,"solar"
"61","peak generation","CSP_peak","CSP (recirculating)",2015,"capital",968,0.13,"solar"
"62","peak generation","CSP_peak","CSP (dry_hybrid)",2015,"capital",968,0.13,"solar"
"63","base load generation","CSP_base","CSP (recirculating)",2021,"capital",925,0.13,"solar"
"64","base load generation","CSP_base","CSP (dry_hybrid)",2021,"capital",925,0.13,"solar"
"65","intermediate generation","CSP_int","CSP (recirculating)",2021,"capital",925,0.13,"solar"
"66","intermediate generation","CSP_int","CSP (dry_hybrid)",2021,"capital",925,0.13,"solar"
"67","subpeak generation","CSP_subpeak","CSP (recirculating)",2021,"capital",925,0.13,"solar"
