# File: GCAMFAOSTAT_GDP.csv
# Title: FAO real and nominal GDP since 1970
# Units: 2015 million USD or nominal million USD
# Description:  Data is preprocessed and generated by gcamfaostat.
# Data source: FAOSTAT (main domain:MK FAO.udpate:2024-06-12T00:00:00)
# Date of CSV last update: 2024-07-24
# Column types: iicicccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,item_code,item,element_code,element,unit,area,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
63,22008,Gross Domestic Product,6110,Value US$,million USD,Estonia,3125.296518,3285.119037,3719.367082,4454.734669,4446.194642,4946.476529,4964.926306,5324.652221,6058.160732,6501.467133,6778.524832,6539.313512,6922.093543,7160.775073,6765.735695,6591.616429,6138.250112,5772.229961,5651.865251,5639.361974,11361.25283,5382.345394,4339.668801,4187.5103,4191.743502,4475.860193,4783.105051,5154.388538,5670.074153,5763.855973,5690.808434,6254.916259,7368.066172,9874.168127,12145.86302,14104.14959,17031.63907,22444.32499,24313.2062,19641.73712,19535.11535,23183.61605,23020.46679,25108.61509,26598.65788,22881.55819,24056.48777,26924.3851,30624.7202,31081.90191,31370.39557,37191.16615,38049.05453,41875.87718
63,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Estonia,5843.833029,6148.22033,6321.579985,6809.405992,7135.967203,7323.437528,7774.978955,8176.125134,8593.397793,8881.658615,9317.073563,9810.946999,10560.8283,11052.68592,11500.19573,11661.46053,11840.86761,12086.79643,12715.72913,13580.51159,29351.14583,13457.47928,10608.71175,9999.719267,9800.544938,10249.89646,10756.55033,12160.28173,12688.01674,12634.08948,13908.57024,14743.59549,15741.93859,16938.36766,18090.85552,19814.26766,21749.24648,23397.65244,22196.88469,18949.69021,19412.87088,20822.84411,21495.04727,21808.53719,22465.2722,22881.55819,23603.60059,24970.73168,25915.67432,26884.84453,26736.7087,28879.24493,28507.45026,28165.36086
66,22008,Gross Domestic Product,6110,Value US$,million USD,Fiji,220.819602,247.231525,316.782827,426.231517,559.451912,684.854091,696.173813,720.506458,829.810532,1019.788954,1202.652194,1235.671838,1194.055009,1123.127988,1177.964093,1141.209523,1290.268412,1177.947649,1110.009264,1182.674157,1337.042918,1383.893884,1532.414536,1636.105139,1825.748485,1970.318085,2128.724435,2090.196893,1653.147497,1936.464048,1678.199777,1652.434296,1833.434069,2300.679996,2708.150841,2980.551325,3076.324384,3378.336324,3523.167471,2870.612419,3140.495211,3774.542676,3972.026034,4190.170568,4857.075446,4682.442417,4930.244731,5353.491805,5581.425889,5444.393273,4432.466392,4305.030938,4979.979575,5395.154103
66,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Fiji,1355.091665,1443.292898,1555.549013,1731.951477,1780.061241,1820.152711,1852.225886,1948.445413,1985.616072,2226.194341,2186.532494,2328.709185,2276.375694,2211.192651,2393.961267,2299.930062,2454.871196,2296.514967,2336.879488,2495.20576,2703.602677,2631.358412,2734.167558,2781.404193,2923.255811,2996.337164,3140.161375,3071.077801,3111.001873,3384.769977,3327.228936,3393.773497,3502.374266,3537.397955,3724.880058,3750.954232,3820.440025,3786.056065,3823.916625,3770.381793,3883.493246,3988.590188,4044.881713,4236.375326,4473.761245,4682.442417,4799.959785,5060.372024,5238.254364,5207.846074,4320.435826,4109.553796,4932.141138,5276.651197
67,22008,Gross Domestic Product,6110,Value US$,million USD,Finland,11301.89194,12466.32907,14671.42507,19377.34281,24726.60023,29327.27552,31700.98659,33368.78496,36175.47335,44350.28177,53649.05198,52450.28769,52795.24548,50972.397,52888.30712,55875.26044,73528.78594,91597.11042,109058.6706,119006.9937,141445.5206,127764.751,112534.3527,89210.54046,103296.2115,134186.0487,132132.6546,126906.8194,134037.622,135214.481,125706.5554,129419.871,139744.734,171267.6618,197125.5269,204804.0094,216896.4288,256039.4176,284564.5178,252481.3177,249181.1905,275243.6978,258304.8346,271285.2806,274497.2308,234440.081,240607.907,255647.9799,275708.0018,268514.917,271886.0774,296776.7468,282511.9481,309165.4996
67,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Finland,78868.00845,80726.86451,86971.47951,93045.41796,96056.86424,97790.5924,98127.36607,98362.39174,101234.2858,108444.1171,114288.2225,115792.117,119391.0387,123111.9578,127097.9438,131608.5184,135235.1667,140069.5888,147377.2298,154874.5212,155912.6077,146735.0801,141900.6581,140961.2785,146547.6479,152727.368,158328.1552,168356.337,177543.8462,185319.5134,196018.6806,201134.8056,204568.4764,208667.5872,216997.7878,223030.002,232012.3338,244307.4481,246222.8065,226341.6754,233552.8276,239502.9708,236155.8073,234026.3991,233172.4177,234440.081,241031.2649,248725.9702,251560.7449,254641.7324,248645.0083,256529.364,260638.4564,260758.3501
68,22008,Gross Domestic Product,6110,Value US$,million USD,France,148450.9585,165974.626,203484.661,264421.351,285543.9574,360848.2924,372322.0456,410285.6027,506694.843,613970.5099,701305.0152,615551.6832,584871.7861,559889.2139,530696.8426,553142.969,771488.4152,934146.2097,1018813.495,1025162.973,1269138.608,1269224.972,1401401.634,1322886.326,1393976.486,1600996.702,1605764.902,1452888.333,1503149.91,1492604.185,1362247.895,1376453.007,1494354.627,1840409.841,2115834.435,2196071.482,2318474.883,2657076.868,2918490.999,2690060.238,2642609.549,2861408.17,2683825.225,2811077.726,2852165.761,2438207.896,2471285.607,2595151.045,2790956.879,2728870.247,2647418.692,2959355.819,2775316.951,2971266.414
68,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,France,910269.9645,958666.4322,1001915.461,1065482.796,1111308.348,1100641.07,1148593.348,1188384.204,1235664.59,1279530.549,1299731.077,1313625.46,1346536.987,1363245.692,1383881.436,1406338.806,1439208.831,1476079.926,1546092.496,1613252.606,1660423.066,1677827.219,1704661.426,1693944.793,1733893.808,1770421.666,1795437.612,1837384.359,1903321.826,1968441.58,2045676.716,2086257.243,2109947.351,2127315.61,2187513.386,2223896.546,2278366.969,2333611.359,2339560.806,2272337.881,2316635.691,2367432.577,2374845.831,2388532.701,2411371.446,2438207.896,2464917.596,2521399.21,2568424.972,2615760.32,2418519.981,2574156.811,2637346.136,2655833.933
70,22008,Gross Domestic Product,6110,Value US$,million USD,French Polynesia,262.818819,307.129062,337.71937,446.162848,574.540873,714.189898,808.970219,870.355129,1100.571442,1367.015605,1558.181177,1457.3638,1464.752358,1521.082071,1570.197869,1716.11086,2620.608542,2895.619505,2936.76908,2962.974476,3568.060962,3684.04117,3991.655694,3795.920458,3924.326846,4420.602335,4260.362478,4073.680199,4243.838925,4200.532043,3757.034435,3693.01303,3931.324088,4922.602247,5553.092213,5702.783146,5872.776555,6622.397308,7107.971422,6558.162227,6080.71198,6195.821516,5693.18373,6030.112753,6143.813744,5323.70493,5493.3049,5833.352684,6135.116261,6022.276207,5792.54586,6150.640673,5814.661197,6126.506162
70,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,French Polynesia,1454.474468,1629.046437,1552.561425,1673.700979,1974.98471,1878.157088,2032.233889,2074.483836,2279.703315,2369.202977,2380.690993,2583.162508,2840.745969,2994.325785,3156.189637,3326.830388,3606.284245,3862.330583,3815.322918,3980.82049,4071.963744,4306.788551,4325.469929,4350.796955,4354.517272,4376.274468,4413.622788,4489.726188,4645.974105,4821.591926,5067.975274,5139.237702,5248.304552,5429.279004,5548.723143,5626.671313,5676.725288,5773.515335,5773.899367,5529.582879,5393.233479,5233.47822,5184.935736,5205.613333,5236.511482,5323.70493,5449.857808,5688.261968,5792.472533,5948.865497,5529.411547,5645.24105,5897.361726,6036.2624
72,22008,Gross Domestic Product,6110,Value US$,million USD,Djibouti,71.364603,80.653479,96.97872,121.149924,152.4862,169.366591,202.153938,217.757046,238.76188,264.009318,301.185566,319.703355,334.13609,337.590943,341.254959,355.409384,384.291831,398.675951,425.889691,437.880979,456.913927,466.273541,481.591371,482.163616,510.877161,509.631389,496.470873,491.155238,497.751532,525.072791,546.369652,569.56141,590.0227,623.231067,663.912773,708.633195,768.642985,847.918929,976.204275,1093.910617,1243.651704,1453.794455,1705.189898,2042.817163,2216.200395,2445.484583,2618.587757,2766.868072,2923.362593,3166.329057,3423.458249,3701.419641,4003.468148,4299.450907
72,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Djibouti,519.487809,551.811346,570.368071,598.83958,577.770663,642.953672,698.657342,615.788502,568.25783,598.169662,626.406701,644.569174,655.459852,663.58251,667.303488,665.964813,658.046346,661.302241,669.23201,651.831991,689.871062,668.163069,707.336346,741.565176,723.596952,764.129527,725.22811,758.615874,757.210699,782.016017,790.322866,807.28033,836.277396,865.914152,894.981363,926.820474,1044.526674,1096.753008,1151.590658,1311.671222,1465.681943,1653.599854,1870.966904,2120.946929,2270.718513,2445.484583,2608.178442,2748.947275,2889.996524,3050.248427,3086.912819,3235.469038,3355.697399,3489.925295
73,22008,Gross Domestic Product,6110,Value US$,million USD,Georgia,2294.504248,2411.841418,2730.654042,3270.540111,3264.270265,3631.563067,3645.108371,3909.208956,4447.730144,4773.193157,4976.601078,4800.978897,5082.005162,5257.238386,4967.211656,4839.378219,4506.529501,4237.807865,4149.439502,4140.25995,13064.27189,7220.074212,4098.267027,2966.54611,2715.356944,2843.752782,3222.645743,3693.015456,3801.321704,2945.566975,3216.917302,3386.804048,3572.285321,4198.839435,5392.192489,6744.165039,8147.842046,10701.69161,13460.18448,11326.5371,12243.20209,15107.49687,16488.83613,17190.03748,17627.39012,14953.67599,15141.59862,16242.68708,17599.58539,17476.97647,15846.40466,18625.55864,24605.37543,30660.00662
73,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Georgia,3178.848961,3344.425433,3438.727265,3704.088233,3881.726568,3983.70413,4229.327506,4447.537559,4674.519875,4831.324084,5068.175197,5336.825764,5744.736014,6012.290049,6255.720359,6343.442993,6441.034424,6574.811441,6916.929715,7387.342341,24947.62136,13324.98862,7395.019861,5228.968816,4686.142396,4806.930399,5349.444557,5912.152167,6095.722874,6270.623235,6385.89885,6692.770138,7059.121626,7839.726426,8294.115365,9089.379217,9945.666064,11196.70954,11467.45754,11048.88378,11739.37469,12603.47033,13412.20688,13897.13242,14514.38029,14953.67599,15388.20023,16133.52618,16914.80967,17757.56902,16557.07927,18289.86657,20138.73795,20940.4611
74,22008,Gross Domestic Product,6110,Value US$,million USD,Gabon,409.868981,483.13927,544.937223,915.055999,1955.448642,2732.530875,3810.952922,3557.496794,3025.973772,3837.387705,5421.358871,4891.487764,4581.699102,4295.571666,4509.498882,4639.097509,4392.141586,4300.463929,4309.517557,4636.843739,6039.491585,6013.426381,6224.479113,6016.949369,4664.441901,5519.177404,6337.446077,5951.611064,5014.553027,5162.416157,5676.783493,5181.61435,5403.31383,6557.29171,7844.136206,9578.972813,10318.42428,12438.95721,15508.57636,12065.15333,14358.63101,18186.51466,17171.46726,17590.67958,18179.66861,14372.29038,14023.82932,14929.64648,16867.33232,16874.40546,15314.65312,20216.91586,20132.27206,18851.26944
74,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Gabon,3445.940268,3799.450858,4230.194799,4660.930297,6501.396774,7749.023268,10509.63715,9187.307286,6977.83233,7010.935956,7189.92011,7556.269154,7322.213602,7732.861224,8313.512837,8119.56268,8054.315076,6673.317245,7530.530332,8174.037465,8598.452233,9124.032447,8842.087377,9053.170101,9549.094567,10024.0307,10387.42879,10983.49762,11308.34437,10107.63724,9974.633943,10209.38432,10026.08031,10276.05804,10357.6926,10471.03605,10143.96392,10786.30408,10413.69602,10401.50536,11138.78711,11928.75104,12555.2927,13263.27671,13835.52346,14372.29038,14672.79384,14742.14079,14865.51386,15448.51208,15164.67339,15386.42237,15819.43764,16292.28064
75,22008,Gross Domestic Product,6110,Value US$,million USD,Gambia,160.123458,167.920617,218.616303,372.531722,487.688006,584.746535,537.619551,567.944222,675.161684,740.22804,837.578296,887.209641,890.597605,880.489735,861.844303,1087.447883,738.796071,826.245469,1036.326995,1077.303715,1176.046783,1147.246779,1187.038577,1254.823063,1240.618605,1306.274573,1409.712121,1335.58014,1396.492933,1354.012065,1301.145839,1142.42436,960.98584,809.425088,961.900642,1027.701055,1054.112486,1279.703031,1561.766955,1450.142496,1543.294945,1409.693593,1415.004744,1375.609554,1229.462228,1378.177509,1467.253905,1504.954335,1670.686437,1813.610388,1812.170702,2048.910886,2231.54271,2331.437878
75,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Gambia,359.591894,359.355006,360.223584,393.545451,416.681176,442.08446,436.192333,442.990795,465.151482,450.221898,451.310764,532.736305,570.182163,550.169522,565.734489,584.921007,597.453066,615.799566,647.136661,670.328739,694.411994,714.405688,739.499491,761.773964,762.949735,769.677791,802.377577,805.745744,835.192597,892.369579,947.113315,1001.896537,1006.47702,1029.657628,1124.482682,1098.037891,1091.937403,1125.167781,1195.557216,1275.249763,1350.595802,1240.786363,1305.82304,1343.336408,1324.431669,1378.177509,1404.960808,1472.714786,1579.264081,1677.527447,1687.451009,1776.141727,1863.264133,1968.035476
79,22008,Gross Domestic Product,6110,Value US$,million USD,Germany,215835.1856,249984.801,299796.6514,398380.2371,445304.9769,490625.9261,519741.1482,600491.4181,740474.5586,881309.0937,950333.5888,800458.4424,776578.5562,770707.7863,725107.701,732522.1097,1046295.374,1298187.736,1401165.213,1399040.146,1771646.897,1868922.773,2131681.241,2071251.459,2205017.032,2585619.317,2497313.37,2211967.995,2238981.424,2194140.372,1943143.892,1944089.986,2068718.227,2496032.414,2809310.064,2845731.98,2992043.439,3421053.532,3730166.005,3397586.387,3396354.076,3744408.603,3527344.944,3732743.446,3883920.155,3356235.704,3467498.002,3690849.153,3974443.355,3889177.589,3887727.162,4278503.935,4076923.619,4394652.128
79,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Germany,1398222.027,1442024.125,1504036.084,1575891.211,1589917.726,1576137.291,1654144.398,1709512.219,1760942.772,1834028.295,1859866.611,1869709.779,1862327.403,1891610.828,1945010.014,1990288.588,2035813.24,2064358.428,2140889.06,2224309.909,2341197.53,2460792.023,2508114.937,2483614.421,2543019.797,2582287.749,2603096.414,2649748.088,2703112.234,2754127.021,2834341.052,2881999.604,2876293.998,2856156.584,2889718.941,2910863.222,3021954.626,3111901.749,3141772.245,2962884.875,3086729.982,3207890.082,3221315.024,3235411.219,3306899.035,3356235.704,3431079.756,3523040.623,3557609.846,3595870.931,3458265.267,3567678.553,3632118.283,3628159.275
80,22008,Gross Domestic Product,6110,Value US$,million USD,Bosnia and Herzegovina,1230.190304,1335.693673,1393.423301,1814.984982,2511.013522,2813.032502,3175.11335,3860.649048,4593.096163,5764.692985,5913.503749,5826.568129,5310.69822,5441.445371,5835.090273,6199.629941,6713.532004,7148.404235,7410.562941,7970.637426,7754.759482,6115.682138,4734.635595,3630.671071,2756.184764,1988.96465,2763.011163,3793.783676,4240.812865,4698.420042,5567.774043,5800.616582,6728.219502,8498.893383,10156.54136,11222.7962,12864.84227,15778.73714,19112.80123,17613.94614,17176.3208,18644.23902,17226.73626,18179.10467,18558.7312,16404.35216,17116.92609,18326.37639,20484.05264,20482.60335,20226.03248,23672.71003,24473.90829,27637.09326
80,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Bosnia and Herzegovina,4033.89428,4403.46747,4486.924866,4610.132043,5293.698179,5313.569632,5591.770193,6068.678409,6617.122835,6939.037665,7098.635703,7198.016472,7234.00665,7132.730447,7239.721555,7312.118782,7611.91549,7756.541864,7616.924153,7731.178133,3519.826087,3190.791881,2985.403516,2920.281494,3245.36622,3763.596035,5803.438767,7929.884242,9247.54347,10128.05482,10676.4198,10935.14295,11484.90101,11929.03789,12683.58146,13177.88346,13891.33446,14705.24396,15505.4809,15039.62562,15169.81873,15315.3749,15189.50745,15546.43945,15725.82215,16404.35216,16936.22312,17485.6513,18155.17757,18679.10861,18115.91626,19454.98016,20253.84757,20658.92452
81,22008,Gross Domestic Product,6110,Value US$,million USD,Ghana,4697.713819,5128.224574,4481.258332,4185.578726,4874.853528,4664.235125,4747.207911,5156.833807,5987.3912,6321.180713,6923.937287,7314.249817,7228.58824,7168.757962,8069.673771,8747.774702,9389.121065,10082.6276,11025.76873,11139.99951,13213.50869,14856.38558,14609.77591,12662.62705,11553.3539,13713.93086,14707.00906,14618.19288,15871.06535,16371.91764,10569.78795,11274.08558,13079.94604,16190.78527,18839.56712,22764.8335,27016.17336,32770.28594,37761.13095,34385.60571,42587.4188,52369.94034,55512.76998,63702.3509,54722.86455,50033.912,56165.17352,60403.02693,67277.02853,68353.47664,70043.0955,79524.42186,73766.05245,78725.57873
81,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Ghana,10093.07002,10658.20211,10390.86732,10967.02894,11718.54653,10261.74065,9899.481586,10124.60666,10982.76244,10706.74629,10756.08345,10380.22753,9661.730866,9220.610044,10017.96847,10526.87932,11075.60954,11606.6738,12259.9171,12883.44086,13312.30718,14015.4401,14559.15777,15265.27693,15764.33027,16398.59316,17152.29773,17872.39307,18711.27847,19539.90825,20361.66978,21285.89654,22306.26633,23471.5788,24728.01261,26260.09954,27455.42793,28648.89968,31270.10476,32785.02568,35374.96653,40344.07151,44093.28427,47634.29917,48994.84917,50033.912,51721.78887,55926.19873,59393.66649,63258.87255,63583.98625,66811.80599,68868.09336,69985.82252
83,22008,Gross Domestic Product,6110,Value US$,million USD,Kiribati,20.19554,20.096898,23.892867,36.642222,62.237866,56.230437,39.355314,34.783095,37.964368,33.972361,32.571669,34.466658,31.918831,30.27235,33.577488,25.451641,25.270622,28.716744,37.257345,36.556472,35.356391,44.228513,64.418816,61.786696,69.966236,69.576895,82.402805,80.095079,75.498262,77.476421,74.698878,64.828371,73.727908,94.201447,102.370655,112.136452,110.399651,132.978978,141.044629,132.421066,155.3055,180.672665,189.629913,184.543062,177.868195,170.292248,178.496492,188.182032,196.232414,175.420928,177.649046,227.454167,223.671137,238.182397
83,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Kiribati,145.280645,133.118443,139.912037,158.638503,216.159423,213.539112,146.645477,131.17506,124.314143,103.209143,102.866514,102.412868,102.967683,99.855349,102.254173,97.289713,97.165445,97.010634,104.913594,101.017849,99.19437,98.497037,124.860831,124.815268,126.374712,125.744355,127.579658,128.583951,134.597475,130.44689,137.70938,130.319465,131.445388,136.937639,134.628937,141.298464,141.240801,144.113376,141.108601,142.239787,140.653762,143.133179,150.475757,156.733979,155.014181,170.292248,169.487796,169.082756,178.009007,174.189382,171.778453,185.325371,187.4639,192.088635
84,22008,Gross Domestic Product,6110,Value US$,million USD,Greece,13133.73055,14584.94618,16877.45814,22337.30255,25339.22168,28537.66506,31162.06809,36172.95152,44255.06307,54483.50612,56844.65435,52344.17702,54604.77353,49420.76215,48021.52298,47816.31249,56379.1641,65645.26137,76257.90509,79161.66699,97892.9333,105143.6698,116219.3686,108812.2658,116607.1767,136886.1588,145858.1327,143149.7998,144429.8194,149154.3123,131719.2087,136190.1352,153837.9442,201916.3174,240531.7142,247776.8393,273303.7362,318481.5904,354473.9332,329980.3739,296835.3479,282625.6151,242043.1553,238839.7929,235144.9561,195604.8612,193017.0428,199844.4184,212049.4591,205252.771,188480.3373,214667.8074,217285.749,239535.3183
84,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Greece,94352.22032,101750.5453,112088.5549,121159.1851,113358.6648,120575.9945,128837.739,132626.859,142238.146,146906.5164,147901.265,145603.2919,143954.1196,142401.3984,145264.4931,148909.9878,149680.8358,146299.7493,152572.8805,158370.6502,158370.6502,163280.1406,164423.1015,161792.3319,165028.1784,168365.7042,173184.5472,180950.4879,187998.3366,193774.7679,201370.2938,209690.1335,217916.0086,230543.2196,242211.1944,243662.3838,257435.2376,265863.0161,264971.9164,253576.1798,239683.67,215357.4192,200095.6877,195061.2831,195989.1783,195604.8612,194651.9122,196777.7902,200060.873,203820.9876,184832.1262,200320.9547,211453.3655,216951.153
85,22008,Gross Domestic Product,6110,Value US$,million USD,Greenland,75.9681,96.786121,115.942458,153.153359,185.679413,230.780976,263.112568,308.451198,389.006393,459.661957,520.207002,476.166045,439.72715,454.786411,414.559799,451.171923,658.947894,860.423278,981.956234,1016.041638,1113.490426,1110.783449,1134.185944,1013.216026,1099.18669,1321.087418,1308.588813,1171.599951,1256.510925,1236.510245,1167.087523,1186.916231,1277.577634,1558.759744,1822.499871,1849.802648,2013.106817,2249.811365,2499.092396,2529.964061,2503.167187,2684.461608,2609.678695,2684.94714,2842.065877,2499.113085,2707.139441,2851.613478,3055.782249,2997.310145,3082.884557,3235.809462,2926.118824,3152.255594
85,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Greenland,747.850045,845.525525,897.756465,958.857857,1013.573087,1020.122342,1080.915181,1176.276515,1247.049716,1307.663595,1421.116559,1430.570973,1367.344581,1414.61665,1341.344943,1390.389714,1489.070157,1571.205376,1659.249604,1769.748064,1562.341863,1560.569161,1480.797545,1406.344037,1489.661058,1545.205739,1568.841773,1591.886906,1715.385185,1739.021219,1862.519498,1886.155533,1867.837606,1860.746796,1989.260815,2088.474813,2204.501568,2256.362832,2395.495912,2416.241788,2458.182452,2445.968033,2480.070672,2447.869036,2563.966677,2499.113085,2616.123674,2617.49234,2633.804018,2708.398025,2713.479217,2748.488811,2787.816253,2862.029057
86,22008,Gross Domestic Product,6110,Value US$,million USD,Grenada,19.107861,24.188724,32.322518,39.823907,41.171796,50.648012,50.724924,56.822253,70.196691,81.261571,88.141245,94.555484,104.460466,110.351094,119.950636,135.789879,152.894517,177.198811,195.787014,214.418851,236.105089,247.493636,252.206138,251.922949,264.363789,278.236664,298.353047,321.228881,352.954138,379.913751,520.044444,520.444444,540.337037,591.018519,599.118519,695.37037,698.7,758.685185,825.977778,771.277778,771.013244,778.655913,799.882253,842.620095,911.496493,997.008749,1061.640815,1125.685977,1166.514815,1213.485185,1043.411111,1122.819683,1192.821302,1273.89761
86,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Grenada,166.509892,178.165585,191.486376,208.137365,221.458156,228.118552,248.708229,262.895018,277.130046,293.790789,292.481448,294.974227,309.503058,318.55943,333.80164,360.7777,390.540385,434.084838,448.966181,476.227601,500.987842,512.495039,510.975888,497.487837,511.185698,522.071276,545.24201,572.588628,639.887818,684.0296,717.466061,702.947163,727.084547,795.918256,790.767124,895.704342,859.965516,912.616465,921.277661,859.965516,855.943878,862.491688,852.528654,872.575178,936.647656,997.008749,1034.293357,1080.200911,1127.31382,1134.94023,978.824465,1024.711012,1062.93342,1101.794266
89,22008,Gross Domestic Product,6110,Value US$,million USD,Guatemala,1670.434427,1741.322613,1843.794638,2254.121414,2773.675653,3198.741558,3829.804313,4808.201621,5325.825734,6056.202133,6912.826175,7551.784891,7647.94015,7939.739777,8308.568886,9808.538284,7410.786414,6215.349608,6880.726588,7378.697959,6711.732893,8252.270849,9159.99739,10001.59231,11390.55463,12858.22757,13846.8176,15603.55498,17015.56264,16070.6034,16922.73397,18406.00857,20446.82806,21569.74808,23584.96107,26779.38007,29751.3622,33571.71788,38515.20075,37134.984,40682.12624,46898.39613,49588.76701,52996.44787,57852.15046,62186.06476,66053.40265,71653.75655,73328.36993,77172.31391,77715.18307,86053.07977,95003.33338,103359.7269
89,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Guatemala,13084.3056,13814.90134,14827.95518,15833.71036,16843.11487,17171.55452,18440.06141,19880.08679,20873.43425,21856.56359,22676.20297,22827.28521,22017.13408,21455.13736,21556.58871,21429.59205,21459.51655,22220.0368,23084.92786,23995.07061,24739.53381,25644.5675,26885.33949,27941.45542,29068.36833,30508.39371,31406.12874,32756.38061,34318.29359,35740.80219,37030.4752,37893.90653,39359.1219,40355.21924,41627.24973,42984.35515,45296.74752,48152.36776,49732.292,49993.97984,51428.4933,53568.91937,55159.92989,57199.41742,59741.34685,62186.06476,63851.28489,65817.80951,68060.139,70794.72591,69526.18517,75089.95419,78182.16164,80840.35513
90,22008,Gross Domestic Product,6110,Value US$,million USD,Guinea,765.476133,847.435573,904.53587,969.056893,1111.715316,1249.634836,1422.869318,1460.603219,1669.58827,1786.267204,1998.287301,2200.705336,2378.730984,2504.035818,2630.695536,2849.582447,2997.494448,3172.978215,3492.118027,3562.030054,3905.810913,4126.450795,4445.767832,4422.624189,4633.81938,5260.154347,5504.299589,5374.564715,4906.12093,4751.41677,4269.438239,4075.156911,4079.549317,4765.756665,5028.105061,4063.116992,4220.019259,6281.917536,6964.179242,6716.904516,6853.467848,6785.137289,7638.045174,8376.613912,8778.473634,8794.202416,8603.833168,10324.66826,11857.03037,13442.90818,14088.69374,15788.21936,20846.30334,
90,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Guinea,1921.040422,2024.119963,2070.981974,2103.440201,2213.875464,2277.566903,2458.026917,2375.607558,2537.06013,2506.415977,2571.617581,2587.297688,2633.86917,2668.109781,2705.46357,2840.734871,2929.196492,3025.858136,3216.73281,3345.513949,3490.176031,3577.309754,3694.377297,3880.887784,4036.149029,4225.042712,4442.922297,4673.121908,4887.389588,5107.834155,5255.188747,5449.63073,5733.011528,5801.807667,5935.249243,6113.30672,6094.012423,6509.47003,6778.507045,6702.408688,7025.019945,7419.271594,7858.142887,8168.200486,8470.141381,8794.202416,9745.789749,10749.60617,11433.11902,12075.31479,12643.4018,13281.59705,13905.83211,14678.71826
91,22008,Gross Domestic Product,6110,Value US$,million USD,Guyana,427.060636,452.349878,457.871909,488.21295,683.753219,804.261173,710.54825,703.356466,792.722199,829.243953,943.061751,905.506047,768.645357,773.429457,707.539903,736.617458,828.625594,548.73914,659.727353,606.55406,631.896478,555.752671,596.201721,743.980974,869.616749,991.383773,1125.099837,1194.651695,1144.244839,1107.944405,1136.500134,1232.255272,1363.257116,1513.671921,1741.294602,1978.251755,2379.817987,2730.969364,3025.188904,3165.661865,3432.912791,3691.384743,4063.088529,4167.800936,4127.660158,4279.840194,4482.697337,4748.174334,4787.637006,5173.760192,5471.256595,8041.36211,14718.38849,16531.26498
91,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Guyana,1280.402456,1316.500434,1290.442953,1312.675482,1404.474314,1550.778702,1596.199999,1554.081395,1526.011751,1497.99881,1523.972458,1546.773614,1342.752094,1251.54718,1188.610153,1217.132844,1206.171318,1217.019582,1172.068561,1114.11665,1080.26884,1144.918716,1234.582415,1335.989015,1449.859491,1522.154033,1642.152539,1744.40853,1714.604139,1765.525841,1741.219361,1931.785943,2118.077373,2275.077321,2549.841239,2712.51611,3094.13727,3316.645126,3374.857912,3496.741264,3641.451912,3830.67261,4032.790344,4180.123674,4250.621228,4279.840194,4442.793237,4608.708975,4813.377726,5071.031598,7275.896377,8735.441013,14268.00064,19578.4078
93,22008,Gross Domestic Product,6110,Value US$,million USD,Haiti,439.235188,481.142893,493.342053,619.066986,749.829014,903.668048,1165.723824,1255.904962,1291.977417,1433.084374,1835.186153,1878.154812,1955.074018,2153.207282,2408.632093,2664.852619,2967.489907,2597.747243,2727.220041,2978.573401,3516.591132,3549.886598,2610.501517,2330.045919,2859.78466,3784.948163,4352.423089,4956.478863,5992.280385,6803.077795,6361.552233,6234.915051,5761.266709,4882.031112,6309.54645,6979.59642,7599.475252,9452.038984,10114.76651,11343.66254,12011.94669,12934.04504,13587.503,14841.97781,14948.51676,14204.41179,13390.60459,15268.13802,15730.39143,14065.35456,16547.75979,19043.73728,18751.27095,22287.03144
