# File: A_demand_base_food_prices.csv
# Title: Base Year Food Prices
# Units: 2005$/Mcal/day
# Description: Base year staple and nonstaple prices
# Source: GCAM Output
# Column types: ccccnn
# ----------
Units,region,nodeinput,input,year,value
2005$/Mcal/day,Russia,FoodDemand,FoodDemand_NonStaples,2021,0.208715
2005$/Mcal/day,Russia,FoodDemand,FoodDemand_Staples,2021,0.02386
2005$/Mcal/day,Serbia and Montenegro,FoodDemand,FoodDemand_NonStaples,2021,0.235031
2005$/Mcal/day,Serbia and Montenegro,FoodDemand,FoodDemand_Staples,2021,0.0235377
2005$/Mcal/day,Slovakia,FoodDemand,FoodDemand_NonStaples,2021,0.179282
2005$/Mcal/day,Slovakia,FoodDemand,FoodDemand_Staples,2021,0.0335644
2005$/Mcal/day,Slovenia,FoodDemand,FoodDemand_NonStaples,2021,0.246959
2005$/Mcal/day,Slovenia,FoodDemand,FoodDemand_Staples,2021,0.028721
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand_NonStaples,2021,0.179406
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand_Staples,2021,0.0259115
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand_NonStaples,2021,0.472277
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand_Staples,2021,0.0670575
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand_NonStaples,2021,0.269775
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand_Staples,2021,0.0366171
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand_NonStaples,2021,0.217017
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand_Staples,2021,0.0323386
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand_NonStaples,2021,0.797184
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand_Staples,2021,0.122963
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand_NonStaples,2021,0.250035
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand_Staples,2021,0.0344752
2005$/Mcal/day,Spain,FoodDemand,FoodDemand_NonStaples,2021,0.228572
2005$/Mcal/day,Spain,FoodDemand,FoodDemand_Staples,2021,0.0348666
2005$/Mcal/day,Sweden,FoodDemand,FoodDemand_NonStaples,2021,0.276587
2005$/Mcal/day,Sweden,FoodDemand,FoodDemand_Staples,2021,0.0386344
2005$/Mcal/day,Switzerland,FoodDemand,FoodDemand_NonStaples,2021,0.305228
2005$/Mcal/day,Switzerland,FoodDemand,FoodDemand_Staples,2021,0.0454156
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand_NonStaples,2021,0.288491
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand_Staples,2021,0.0356512
2005$/Mcal/day,Turkey,FoodDemand,FoodDemand_NonStaples,2021,0.195243
2005$/Mcal/day,Turkey,FoodDemand,FoodDemand_Staples,2021,0.0264015
2005$/Mcal/day,UK,FoodDemand,FoodDemand_NonStaples,2021,0.239227
2005$/Mcal/day,UK,FoodDemand,FoodDemand_Staples,2021,0.0346494
2005$/Mcal/day,USA,FoodDemand,FoodDemand_NonStaples,2021,0.250558
2005$/Mcal/day,USA,FoodDemand,FoodDemand_Staples,2021,0.0286355
2005$/Mcal/day,Ukraine,FoodDemand,FoodDemand_NonStaples,2021,0.181859
2005$/Mcal/day,Ukraine,FoodDemand,FoodDemand_Staples,2021,0.0325584
2005$/Mcal/day,Africa_Eastern,FoodDemand,FoodDemand_NonStaples,1975,0.383478
2005$/Mcal/day,Africa_Eastern,FoodDemand,FoodDemand_Staples,1975,0.0436434
2005$/Mcal/day,Africa_Northern,FoodDemand,FoodDemand_NonStaples,1975,0.350568
2005$/Mcal/day,Africa_Northern,FoodDemand,FoodDemand_Staples,1975,0.0324262
2005$/Mcal/day,Africa_Southern,FoodDemand,FoodDemand_NonStaples,1975,0.325943
2005$/Mcal/day,Africa_Southern,FoodDemand,FoodDemand_Staples,1975,0.055592
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand_NonStaples,1975,0.267008
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand_Staples,1975,0.0527185
2005$/Mcal/day,Albania,FoodDemand,FoodDemand_NonStaples,1975,0.286592
2005$/Mcal/day,Albania,FoodDemand,FoodDemand_Staples,1975,0.0216086
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand_NonStaples,1975,0.722401
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand_Staples,1975,0.0993948
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand_NonStaples,1975,0.376978
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand_Staples,1975,0.0404047
2005$/Mcal/day,Austria,FoodDemand,FoodDemand_NonStaples,1975,0.215448
2005$/Mcal/day,Austria,FoodDemand,FoodDemand_Staples,1975,0.0409516
2005$/Mcal/day,Belarus,FoodDemand,FoodDemand_NonStaples,1975,0.229387
2005$/Mcal/day,Belarus,FoodDemand,FoodDemand_Staples,1975,0.0414516
2005$/Mcal/day,Belgium,FoodDemand,FoodDemand_NonStaples,1975,0.242317
2005$/Mcal/day,Belgium,FoodDemand,FoodDemand_Staples,1975,0.0500726
2005$/Mcal/day,Bosnia and Herzegovina,FoodDemand,FoodDemand_NonStaples,1975,0.136314
2005$/Mcal/day,Bosnia and Herzegovina,FoodDemand,FoodDemand_Staples,1975,0.0241089
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand_NonStaples,1975,0.153011
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand_Staples,1975,0.0262629
2005$/Mcal/day,Bulgaria,FoodDemand,FoodDemand_NonStaples,1975,0.262936
2005$/Mcal/day,Bulgaria,FoodDemand,FoodDemand_Staples,1975,0.0260908
2005$/Mcal/day,Canada,FoodDemand,FoodDemand_NonStaples,1975,0.289986
2005$/Mcal/day,Canada,FoodDemand,FoodDemand_Staples,1975,0.0353822
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand_NonStaples,1975,0.240074
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand_Staples,1975,0.0359798
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand_NonStaples,1975,0.263497
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand_Staples,1975,0.0246923
2005$/Mcal/day,China,FoodDemand,FoodDemand_NonStaples,1975,0.516094
2005$/Mcal/day,China,FoodDemand,FoodDemand_Staples,1975,0.0507379
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand_NonStaples,1975,0.344536
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand_Staples,1975,0.0721337
2005$/Mcal/day,Croatia,FoodDemand,FoodDemand_NonStaples,1975,0.223882
2005$/Mcal/day,Croatia,FoodDemand,FoodDemand_Staples,1975,0.0308091
2005$/Mcal/day,Cyprus,FoodDemand,FoodDemand_NonStaples,1975,0.32914
2005$/Mcal/day,Cyprus,FoodDemand,FoodDemand_Staples,1975,0.0283329
2005$/Mcal/day,Czech Republic,FoodDemand,FoodDemand_NonStaples,1975,0.186794
2005$/Mcal/day,Czech Republic,FoodDemand,FoodDemand_Staples,1975,0.0341601
2005$/Mcal/day,Denmark,FoodDemand,FoodDemand_NonStaples,1975,0.201994
2005$/Mcal/day,Denmark,FoodDemand,FoodDemand_Staples,1975,0.0365054
2005$/Mcal/day,Estonia,FoodDemand,FoodDemand_NonStaples,1975,0.22749
2005$/Mcal/day,Estonia,FoodDemand,FoodDemand_Staples,1975,0.0395899
2005$/Mcal/day,Finland,FoodDemand,FoodDemand_NonStaples,1975,0.325852
2005$/Mcal/day,Finland,FoodDemand,FoodDemand_Staples,1975,0.0367947
2005$/Mcal/day,France,FoodDemand,FoodDemand_NonStaples,1975,0.279291
2005$/Mcal/day,France,FoodDemand,FoodDemand_Staples,1975,0.0348346
2005$/Mcal/day,Germany,FoodDemand,FoodDemand_NonStaples,1975,0.245268
2005$/Mcal/day,Germany,FoodDemand,FoodDemand_Staples,1975,0.0361581
2005$/Mcal/day,Greece,FoodDemand,FoodDemand_NonStaples,1975,0.291768
2005$/Mcal/day,Greece,FoodDemand,FoodDemand_Staples,1975,0.0302331
2005$/Mcal/day,Hungary,FoodDemand,FoodDemand_NonStaples,1975,0.208865
2005$/Mcal/day,Hungary,FoodDemand,FoodDemand_Staples,1975,0.035754
2005$/Mcal/day,Iceland,FoodDemand,FoodDemand_NonStaples,1975,0.385356
2005$/Mcal/day,Iceland,FoodDemand,FoodDemand_Staples,1975,0.0335641
2005$/Mcal/day,India,FoodDemand,FoodDemand_NonStaples,1975,0.134903
2005$/Mcal/day,India,FoodDemand,FoodDemand_Staples,1975,0.0240153
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand_NonStaples,1975,0.260563
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand_Staples,1975,0.0391563
2005$/Mcal/day,Ireland,FoodDemand,FoodDemand_NonStaples,1975,0.307091
2005$/Mcal/day,Ireland,FoodDemand,FoodDemand_Staples,1975,0.0383171
2005$/Mcal/day,Italy,FoodDemand,FoodDemand_NonStaples,1975,0.311887
2005$/Mcal/day,Italy,FoodDemand,FoodDemand_Staples,1975,0.0265026
2005$/Mcal/day,Japan,FoodDemand,FoodDemand_NonStaples,1975,0.904256
2005$/Mcal/day,Japan,FoodDemand,FoodDemand_Staples,1975,0.134792
2005$/Mcal/day,Latvia,FoodDemand,FoodDemand_NonStaples,1975,0.216698
2005$/Mcal/day,Latvia,FoodDemand,FoodDemand_Staples,1975,0.033727
2005$/Mcal/day,Lithuania,FoodDemand,FoodDemand_NonStaples,1975,0.315645
2005$/Mcal/day,Lithuania,FoodDemand,FoodDemand_Staples,1975,0.033364
2005$/Mcal/day,Luxembourg,FoodDemand,FoodDemand_NonStaples,1975,0.548993
2005$/Mcal/day,Luxembourg,FoodDemand,FoodDemand_Staples,1975,0.0289843
2005$/Mcal/day,Macedonia,FoodDemand,FoodDemand_NonStaples,1975,0.274361
2005$/Mcal/day,Macedonia,FoodDemand,FoodDemand_Staples,1975,0.0232225
2005$/Mcal/day,Malta,FoodDemand,FoodDemand_NonStaples,1975,0.295346
2005$/Mcal/day,Malta,FoodDemand,FoodDemand_Staples,1975,0.0276779
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand_NonStaples,1975,0.227399
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand_Staples,1975,0.0240001
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand_NonStaples,1975,0.545467
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand_Staples,1975,0.064584
2005$/Mcal/day,Moldova,FoodDemand,FoodDemand_NonStaples,1975,0.235173
2005$/Mcal/day,Moldova,FoodDemand,FoodDemand_Staples,1975,0.0406208
2005$/Mcal/day,Netherlands,FoodDemand,FoodDemand_NonStaples,1975,0.255735
2005$/Mcal/day,Netherlands,FoodDemand,FoodDemand_Staples,1975,0.041605
2005$/Mcal/day,Norway,FoodDemand,FoodDemand_NonStaples,1975,0.361092
2005$/Mcal/day,Norway,FoodDemand,FoodDemand_Staples,1975,0.0345397
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand_NonStaples,1975,0.167182
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand_Staples,1975,0.0315996
2005$/Mcal/day,Poland,FoodDemand,FoodDemand_NonStaples,1975,0.242645
2005$/Mcal/day,Poland,FoodDemand,FoodDemand_Staples,1975,0.0383446
2005$/Mcal/day,Portugal,FoodDemand,FoodDemand_NonStaples,1975,0.411213
2005$/Mcal/day,Portugal,FoodDemand,FoodDemand_Staples,1975,0.0435683
2005$/Mcal/day,Romania,FoodDemand,FoodDemand_NonStaples,1975,0.306904
2005$/Mcal/day,Romania,FoodDemand,FoodDemand_Staples,1975,0.0285967
2005$/Mcal/day,Russia,FoodDemand,FoodDemand_NonStaples,1975,0.31068
2005$/Mcal/day,Russia,FoodDemand,FoodDemand_Staples,1975,0.0252533
2005$/Mcal/day,Serbia and Montenegro,FoodDemand,FoodDemand_NonStaples,1975,0.238328
2005$/Mcal/day,Serbia and Montenegro,FoodDemand,FoodDemand_Staples,1975,0.0219165
2005$/Mcal/day,Slovakia,FoodDemand,FoodDemand_NonStaples,1975,0.161287
2005$/Mcal/day,Slovakia,FoodDemand,FoodDemand_Staples,1975,0.0339305
2005$/Mcal/day,Slovenia,FoodDemand,FoodDemand_NonStaples,1975,0.234616
2005$/Mcal/day,Slovenia,FoodDemand,FoodDemand_Staples,1975,0.0269117
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand_NonStaples,1975,0.30791
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand_Staples,1975,0.023104
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand_NonStaples,1975,0.564776
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand_Staples,1975,0.0594567
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand_NonStaples,1975,0.331205
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand_Staples,1975,0.0364039
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand_NonStaples,1975,0.219424
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand_Staples,1975,0.0297118
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand_NonStaples,1975,1.25338
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand_Staples,1975,0.155356
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand_NonStaples,1975,0.319331
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand_Staples,1975,0.035359
2005$/Mcal/day,Spain,FoodDemand,FoodDemand_NonStaples,1975,0.302876
2005$/Mcal/day,Spain,FoodDemand,FoodDemand_Staples,1975,0.0400279
2005$/Mcal/day,Sweden,FoodDemand,FoodDemand_NonStaples,1975,0.259989
2005$/Mcal/day,Sweden,FoodDemand,FoodDemand_Staples,1975,0.0442145
2005$/Mcal/day,Switzerland,FoodDemand,FoodDemand_NonStaples,1975,0.351489
2005$/Mcal/day,Switzerland,FoodDemand,FoodDemand_Staples,1975,0.0509838
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand_NonStaples,1975,0.371554
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand_Staples,1975,0.038269
2005$/Mcal/day,Turkey,FoodDemand,FoodDemand_NonStaples,1975,0.207151
2005$/Mcal/day,Turkey,FoodDemand,FoodDemand_Staples,1975,0.0254062
2005$/Mcal/day,UK,FoodDemand,FoodDemand_NonStaples,1975,0.269718
2005$/Mcal/day,UK,FoodDemand,FoodDemand_Staples,1975,0.0396384
2005$/Mcal/day,USA,FoodDemand,FoodDemand_NonStaples,1975,0.281985
2005$/Mcal/day,USA,FoodDemand,FoodDemand_Staples,1975,0.0287804
2005$/Mcal/day,Ukraine,FoodDemand,FoodDemand_NonStaples,1975,0.195123
2005$/Mcal/day,Ukraine,FoodDemand,FoodDemand_Staples,1975,0.0285704
