# File: A_demand_base_food_prices.csv
# Title: Base Year Food Prices
# Units: 2005$/Mcal/day
# Description: Base year staple and nonstaple prices
# Source: GCAM Output
# Column types: ccccnn
# ----------
Units,region,nodeinput,input,year,value
2005$/Mcal/day,Denmark,FoodDemand,FoodDemand_Staples,2010,0.0339478
2005$/Mcal/day,Estonia,FoodDemand,FoodDemand_NonStaples,2010,0.2359
2005$/Mcal/day,Estonia,FoodDemand,FoodDemand_Staples,2010,0.0360327
2005$/Mcal/day,Finland,FoodDemand,FoodDemand_NonStaples,2010,0.300281
2005$/Mcal/day,Finland,FoodDemand,FoodDemand_Staples,2010,0.0341342
2005$/Mcal/day,France,FoodDemand,FoodDemand_NonStaples,2010,0.255502
2005$/Mcal/day,France,FoodDemand,FoodDemand_Staples,2010,0.0328957
2005$/Mcal/day,Germany,FoodDemand,FoodDemand_NonStaples,2010,0.199377
2005$/Mcal/day,Germany,FoodDemand,FoodDemand_Staples,2010,0.0326656
2005$/Mcal/day,Greece,FoodDemand,FoodDemand_NonStaples,2010,0.294198
2005$/Mcal/day,Greece,FoodDemand,FoodDemand_Staples,2010,0.0320406
2005$/Mcal/day,Hungary,FoodDemand,FoodDemand_NonStaples,2010,0.208998
2005$/Mcal/day,Hungary,FoodDemand,FoodDemand_Staples,2010,0.037092
2005$/Mcal/day,Iceland,FoodDemand,FoodDemand_NonStaples,2010,0.361038
2005$/Mcal/day,Iceland,FoodDemand,FoodDemand_Staples,2010,0.0347917
2005$/Mcal/day,India,FoodDemand,FoodDemand_NonStaples,2010,0.112981
2005$/Mcal/day,India,FoodDemand,FoodDemand_Staples,2010,0.0238073
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand_NonStaples,2010,0.288219
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand_Staples,2010,0.0398543
2005$/Mcal/day,Ireland,FoodDemand,FoodDemand_NonStaples,2010,0.273833
2005$/Mcal/day,Ireland,FoodDemand,FoodDemand_Staples,2010,0.035991
2005$/Mcal/day,Italy,FoodDemand,FoodDemand_NonStaples,2010,0.297886
2005$/Mcal/day,Italy,FoodDemand,FoodDemand_Staples,2010,0.0272619
2005$/Mcal/day,Japan,FoodDemand,FoodDemand_NonStaples,2010,0.660602
2005$/Mcal/day,Japan,FoodDemand,FoodDemand_Staples,2010,0.126818
2005$/Mcal/day,Latvia,FoodDemand,FoodDemand_NonStaples,2010,0.074428
2005$/Mcal/day,Latvia,FoodDemand,FoodDemand_Staples,2010,0.0378034
2005$/Mcal/day,Lithuania,FoodDemand,FoodDemand_NonStaples,2010,0.245781
2005$/Mcal/day,Lithuania,FoodDemand,FoodDemand_Staples,2010,0.034162
2005$/Mcal/day,Luxembourg,FoodDemand,FoodDemand_NonStaples,2010,0.341
2005$/Mcal/day,Luxembourg,FoodDemand,FoodDemand_Staples,2010,0.0323297
2005$/Mcal/day,Macedonia,FoodDemand,FoodDemand_NonStaples,2010,0.172498
2005$/Mcal/day,Macedonia,FoodDemand,FoodDemand_Staples,2010,0.0278796
2005$/Mcal/day,Malta,FoodDemand,FoodDemand_NonStaples,2010,0.290245
2005$/Mcal/day,Malta,FoodDemand,FoodDemand_Staples,2010,0.0314982
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand_NonStaples,2010,0.189144
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand_Staples,2010,0.0246735
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand_NonStaples,2010,0.455823
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand_Staples,2010,0.0675945
2005$/Mcal/day,Moldova,FoodDemand,FoodDemand_NonStaples,2010,0.189856
2005$/Mcal/day,Moldova,FoodDemand,FoodDemand_Staples,2010,0.0333695
2005$/Mcal/day,Netherlands,FoodDemand,FoodDemand_NonStaples,2010,0.243466
2005$/Mcal/day,Netherlands,FoodDemand,FoodDemand_Staples,2010,0.0381599
2005$/Mcal/day,Norway,FoodDemand,FoodDemand_NonStaples,2010,0.329649
2005$/Mcal/day,Norway,FoodDemand,FoodDemand_Staples,2010,0.0322154
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand_NonStaples,2010,0.164782
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand_Staples,2010,0.0322541
2005$/Mcal/day,Poland,FoodDemand,FoodDemand_NonStaples,2010,0.204898
2005$/Mcal/day,Poland,FoodDemand,FoodDemand_Staples,2010,0.0367173
2005$/Mcal/day,Portugal,FoodDemand,FoodDemand_NonStaples,2010,0.347211
2005$/Mcal/day,Portugal,FoodDemand,FoodDemand_Staples,2010,0.0370429
2005$/Mcal/day,Romania,FoodDemand,FoodDemand_NonStaples,2010,0.266907
2005$/Mcal/day,Romania,FoodDemand,FoodDemand_Staples,2010,0.0342213
2005$/Mcal/day,Russia,FoodDemand,FoodDemand_NonStaples,2010,0.223091
2005$/Mcal/day,Russia,FoodDemand,FoodDemand_Staples,2010,0.0258576
2005$/Mcal/day,Serbia and Montenegro,FoodDemand,FoodDemand_NonStaples,2010,0.23834
2005$/Mcal/day,Serbia and Montenegro,FoodDemand,FoodDemand_Staples,2010,0.0242039
2005$/Mcal/day,Slovakia,FoodDemand,FoodDemand_NonStaples,2010,0.172789
2005$/Mcal/day,Slovakia,FoodDemand,FoodDemand_Staples,2010,0.0314266
2005$/Mcal/day,Slovenia,FoodDemand,FoodDemand_NonStaples,2010,0.222806
2005$/Mcal/day,Slovenia,FoodDemand,FoodDemand_Staples,2010,0.0296188
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand_NonStaples,2010,0.201798
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand_Staples,2010,0.0242309
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand_NonStaples,2010,0.487097
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand_Staples,2010,0.0617305
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand_NonStaples,2010,0.268893
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand_Staples,2010,0.0371179
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand_NonStaples,2010,0.226581
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand_Staples,2010,0.0314373
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand_NonStaples,2010,0.944147
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand_Staples,2010,0.141985
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand_NonStaples,2010,0.267891
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand_Staples,2010,0.0351102
2005$/Mcal/day,Spain,FoodDemand,FoodDemand_NonStaples,2010,0.246062
2005$/Mcal/day,Spain,FoodDemand,FoodDemand_Staples,2010,0.0361343
2005$/Mcal/day,Sweden,FoodDemand,FoodDemand_NonStaples,2010,0.267228
2005$/Mcal/day,Sweden,FoodDemand,FoodDemand_Staples,2010,0.0399199
2005$/Mcal/day,Switzerland,FoodDemand,FoodDemand_NonStaples,2010,0.305804
2005$/Mcal/day,Switzerland,FoodDemand,FoodDemand_Staples,2010,0.0418327
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand_NonStaples,2010,0.305735
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand_Staples,2010,0.0362718
2005$/Mcal/day,Turkey,FoodDemand,FoodDemand_NonStaples,2010,0.202062
2005$/Mcal/day,Turkey,FoodDemand,FoodDemand_Staples,2010,0.0259957
2005$/Mcal/day,UK,FoodDemand,FoodDemand_NonStaples,2010,0.242451
2005$/Mcal/day,UK,FoodDemand,FoodDemand_Staples,2010,0.0382361
2005$/Mcal/day,USA,FoodDemand,FoodDemand_NonStaples,2010,0.261063
2005$/Mcal/day,USA,FoodDemand,FoodDemand_Staples,2010,0.0291319
2005$/Mcal/day,Ukraine,FoodDemand,FoodDemand_NonStaples,2010,0.192104
2005$/Mcal/day,Ukraine,FoodDemand,FoodDemand_Staples,2010,0.0309415
2005$/Mcal/day,Africa_Eastern,FoodDemand,FoodDemand_NonStaples,2015,0.268975
2005$/Mcal/day,Africa_Eastern,FoodDemand,FoodDemand_Staples,2015,0.0403845
2005$/Mcal/day,Africa_Northern,FoodDemand,FoodDemand_NonStaples,2015,0.326328
2005$/Mcal/day,Africa_Northern,FoodDemand,FoodDemand_Staples,2015,0.0342246
2005$/Mcal/day,Africa_Southern,FoodDemand,FoodDemand_NonStaples,2015,0.261064
2005$/Mcal/day,Africa_Southern,FoodDemand,FoodDemand_Staples,2015,0.0569953
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand_NonStaples,2015,0.232747
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand_Staples,2015,0.0570855
2005$/Mcal/day,Albania,FoodDemand,FoodDemand_NonStaples,2015,0.273662
2005$/Mcal/day,Albania,FoodDemand,FoodDemand_Staples,2015,0.0260606
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand_NonStaples,2015,0.625903
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand_Staples,2015,0.0929544
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand_NonStaples,2015,0.297914
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand_Staples,2015,0.0402263
2005$/Mcal/day,Austria,FoodDemand,FoodDemand_NonStaples,2015,0.20478
2005$/Mcal/day,Austria,FoodDemand,FoodDemand_Staples,2015,0.0369586
2005$/Mcal/day,Belarus,FoodDemand,FoodDemand_NonStaples,2015,0.201643
2005$/Mcal/day,Belarus,FoodDemand,FoodDemand_Staples,2015,0.0411814
2005$/Mcal/day,Belgium,FoodDemand,FoodDemand_NonStaples,2015,0.217854
2005$/Mcal/day,Belgium,FoodDemand,FoodDemand_Staples,2015,0.0430508
2005$/Mcal/day,Bosnia and Herzegovina,FoodDemand,FoodDemand_NonStaples,2015,0.177855
2005$/Mcal/day,Bosnia and Herzegovina,FoodDemand,FoodDemand_Staples,2015,0.0282815
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand_NonStaples,2015,0.130067
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand_Staples,2015,0.0248321
2005$/Mcal/day,Bulgaria,FoodDemand,FoodDemand_NonStaples,2015,0.202388
2005$/Mcal/day,Bulgaria,FoodDemand,FoodDemand_Staples,2015,0.0259076
2005$/Mcal/day,Canada,FoodDemand,FoodDemand_NonStaples,2015,0.246435
2005$/Mcal/day,Canada,FoodDemand,FoodDemand_Staples,2015,0.0357508
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand_NonStaples,2015,0.182393
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand_Staples,2015,0.0376098
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand_NonStaples,2015,0.23894
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand_Staples,2015,0.0276761
2005$/Mcal/day,China,FoodDemand,FoodDemand_NonStaples,2015,0.540215
2005$/Mcal/day,China,FoodDemand,FoodDemand_Staples,2015,0.0507288
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand_NonStaples,2015,0.258753
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand_Staples,2015,0.0592184
2005$/Mcal/day,Croatia,FoodDemand,FoodDemand_NonStaples,2015,0.233785
2005$/Mcal/day,Croatia,FoodDemand,FoodDemand_Staples,2015,0.0289596
2005$/Mcal/day,Cyprus,FoodDemand,FoodDemand_NonStaples,2015,0.265175
2005$/Mcal/day,Cyprus,FoodDemand,FoodDemand_Staples,2015,0.0259672
2005$/Mcal/day,Czech Republic,FoodDemand,FoodDemand_NonStaples,2015,0.175316
2005$/Mcal/day,Czech Republic,FoodDemand,FoodDemand_Staples,2015,0.0369754
2005$/Mcal/day,Denmark,FoodDemand,FoodDemand_NonStaples,2015,0.207356
2005$/Mcal/day,Denmark,FoodDemand,FoodDemand_Staples,2015,0.0339401
2005$/Mcal/day,Estonia,FoodDemand,FoodDemand_NonStaples,2015,0.233984
2005$/Mcal/day,Estonia,FoodDemand,FoodDemand_Staples,2015,0.0352272
2005$/Mcal/day,Finland,FoodDemand,FoodDemand_NonStaples,2015,0.275508
2005$/Mcal/day,Finland,FoodDemand,FoodDemand_Staples,2015,0.0336527
2005$/Mcal/day,France,FoodDemand,FoodDemand_NonStaples,2015,0.252606
2005$/Mcal/day,France,FoodDemand,FoodDemand_Staples,2015,0.0340499
2005$/Mcal/day,Germany,FoodDemand,FoodDemand_NonStaples,2015,0.196509
2005$/Mcal/day,Germany,FoodDemand,FoodDemand_Staples,2015,0.0319837
2005$/Mcal/day,Greece,FoodDemand,FoodDemand_NonStaples,2015,0.265652
2005$/Mcal/day,Greece,FoodDemand,FoodDemand_Staples,2015,0.0318073
2005$/Mcal/day,Hungary,FoodDemand,FoodDemand_NonStaples,2015,0.204612
2005$/Mcal/day,Hungary,FoodDemand,FoodDemand_Staples,2015,0.0364475
2005$/Mcal/day,Iceland,FoodDemand,FoodDemand_NonStaples,2015,0.344806
2005$/Mcal/day,Iceland,FoodDemand,FoodDemand_Staples,2015,0.0337794
2005$/Mcal/day,India,FoodDemand,FoodDemand_NonStaples,2015,0.10539
2005$/Mcal/day,India,FoodDemand,FoodDemand_Staples,2015,0.0234901
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand_NonStaples,2015,0.26977
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand_Staples,2015,0.039388
2005$/Mcal/day,Ireland,FoodDemand,FoodDemand_NonStaples,2015,0.256154
2005$/Mcal/day,Ireland,FoodDemand,FoodDemand_Staples,2015,0.0352961
2005$/Mcal/day,Italy,FoodDemand,FoodDemand_NonStaples,2015,0.284998
2005$/Mcal/day,Italy,FoodDemand,FoodDemand_Staples,2015,0.027586
2005$/Mcal/day,Japan,FoodDemand,FoodDemand_NonStaples,2015,0.599304
2005$/Mcal/day,Japan,FoodDemand,FoodDemand_Staples,2015,0.121897
2005$/Mcal/day,Latvia,FoodDemand,FoodDemand_NonStaples,2015,0.190774
2005$/Mcal/day,Latvia,FoodDemand,FoodDemand_Staples,2015,0.0366842
2005$/Mcal/day,Lithuania,FoodDemand,FoodDemand_NonStaples,2015,0.235311
2005$/Mcal/day,Lithuania,FoodDemand,FoodDemand_Staples,2015,0.0312257
2005$/Mcal/day,Luxembourg,FoodDemand,FoodDemand_NonStaples,2015,0.332326
2005$/Mcal/day,Luxembourg,FoodDemand,FoodDemand_Staples,2015,0.0318405
2005$/Mcal/day,Macedonia,FoodDemand,FoodDemand_NonStaples,2015,0.171798
2005$/Mcal/day,Macedonia,FoodDemand,FoodDemand_Staples,2015,0.028323
2005$/Mcal/day,Malta,FoodDemand,FoodDemand_NonStaples,2015,0.24272
2005$/Mcal/day,Malta,FoodDemand,FoodDemand_Staples,2015,0.0309401
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand_NonStaples,2015,0.184775
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand_Staples,2015,0.0245574
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand_NonStaples,2015,0.40538
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand_Staples,2015,0.0691169
2005$/Mcal/day,Moldova,FoodDemand,FoodDemand_NonStaples,2015,0.192609
2005$/Mcal/day,Moldova,FoodDemand,FoodDemand_Staples,2015,0.0365776
2005$/Mcal/day,Netherlands,FoodDemand,FoodDemand_NonStaples,2015,0.24966
2005$/Mcal/day,Netherlands,FoodDemand,FoodDemand_Staples,2015,0.0378149
2005$/Mcal/day,Norway,FoodDemand,FoodDemand_NonStaples,2015,0.338189
2005$/Mcal/day,Norway,FoodDemand,FoodDemand_Staples,2015,0.0316218
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand_NonStaples,2015,0.157624
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand_Staples,2015,0.0318862
2005$/Mcal/day,Poland,FoodDemand,FoodDemand_NonStaples,2015,0.185982
2005$/Mcal/day,Poland,FoodDemand,FoodDemand_Staples,2015,0.0357657
2005$/Mcal/day,Portugal,FoodDemand,FoodDemand_NonStaples,2015,0.350928
2005$/Mcal/day,Portugal,FoodDemand,FoodDemand_Staples,2015,0.0373618
2005$/Mcal/day,Romania,FoodDemand,FoodDemand_NonStaples,2015,0.255239
2005$/Mcal/day,Romania,FoodDemand,FoodDemand_Staples,2015,0.0342993
2005$/Mcal/day,Russia,FoodDemand,FoodDemand_NonStaples,2015,0.212436
2005$/Mcal/day,Russia,FoodDemand,FoodDemand_Staples,2015,0.0257607
2005$/Mcal/day,Serbia and Montenegro,FoodDemand,FoodDemand_NonStaples,2015,0.229627
2005$/Mcal/day,Serbia and Montenegro,FoodDemand,FoodDemand_Staples,2015,0.0233602
2005$/Mcal/day,Slovakia,FoodDemand,FoodDemand_NonStaples,2015,0.16717
2005$/Mcal/day,Slovakia,FoodDemand,FoodDemand_Staples,2015,0.0333597
2005$/Mcal/day,Slovenia,FoodDemand,FoodDemand_NonStaples,2015,0.256062
2005$/Mcal/day,Slovenia,FoodDemand,FoodDemand_Staples,2015,0.0290731
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand_NonStaples,2015,0.194716
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand_Staples,2015,0.0239197
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand_NonStaples,2015,0.440899
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand_Staples,2015,0.0599083
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand_NonStaples,2015,0.26141
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand_Staples,2015,0.0368254
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand_NonStaples,2015,0.217882
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand_Staples,2015,0.0320215
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand_NonStaples,2015,0.827032
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand_Staples,2015,0.128032
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand_NonStaples,2015,0.249695
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand_Staples,2015,0.0347041
2005$/Mcal/day,Spain,FoodDemand,FoodDemand_NonStaples,2015,0.235563
2005$/Mcal/day,Spain,FoodDemand,FoodDemand_Staples,2015,0.0354486
2005$/Mcal/day,Sweden,FoodDemand,FoodDemand_NonStaples,2015,0.278981
2005$/Mcal/day,Sweden,FoodDemand,FoodDemand_Staples,2015,0.0393839
2005$/Mcal/day,Switzerland,FoodDemand,FoodDemand_NonStaples,2015,0.302175
2005$/Mcal/day,Switzerland,FoodDemand,FoodDemand_Staples,2015,0.0394415
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand_NonStaples,2015,0.283904
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand_Staples,2015,0.0358729
2005$/Mcal/day,Turkey,FoodDemand,FoodDemand_NonStaples,2015,0.194368
2005$/Mcal/day,Turkey,FoodDemand,FoodDemand_Staples,2015,0.0260502
2005$/Mcal/day,UK,FoodDemand,FoodDemand_NonStaples,2015,0.240988
2005$/Mcal/day,UK,FoodDemand,FoodDemand_Staples,2015,0.0368765
2005$/Mcal/day,USA,FoodDemand,FoodDemand_NonStaples,2015,0.257957
2005$/Mcal/day,USA,FoodDemand,FoodDemand_Staples,2015,0.029129
2005$/Mcal/day,Ukraine,FoodDemand,FoodDemand_NonStaples,2015,0.183787
2005$/Mcal/day,Ukraine,FoodDemand,FoodDemand_Staples,2015,0.0298857
2005$/Mcal/day,Africa_Eastern,FoodDemand,FoodDemand_NonStaples,2021,0.226395
2005$/Mcal/day,Africa_Eastern,FoodDemand,FoodDemand_Staples,2021,0.0396874
2005$/Mcal/day,Africa_Northern,FoodDemand,FoodDemand_NonStaples,2021,0.29798
2005$/Mcal/day,Africa_Northern,FoodDemand,FoodDemand_Staples,2021,0.0342823
2005$/Mcal/day,Africa_Southern,FoodDemand,FoodDemand_NonStaples,2021,0.26121
2005$/Mcal/day,Africa_Southern,FoodDemand,FoodDemand_Staples,2021,0.0601617
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand_NonStaples,2021,0.213817
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand_Staples,2021,0.0580439
2005$/Mcal/day,Albania,FoodDemand,FoodDemand_NonStaples,2021,0.27033
2005$/Mcal/day,Albania,FoodDemand,FoodDemand_Staples,2021,0.026285
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand_NonStaples,2021,0.613433
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand_Staples,2021,0.0853169
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand_NonStaples,2021,0.286192
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand_Staples,2021,0.0398437
2005$/Mcal/day,Austria,FoodDemand,FoodDemand_NonStaples,2021,0.19671
2005$/Mcal/day,Austria,FoodDemand,FoodDemand_Staples,2021,0.0347002
2005$/Mcal/day,Belarus,FoodDemand,FoodDemand_NonStaples,2021,0.199185
2005$/Mcal/day,Belarus,FoodDemand,FoodDemand_Staples,2021,0.0405608
2005$/Mcal/day,Belgium,FoodDemand,FoodDemand_NonStaples,2021,0.219666
2005$/Mcal/day,Belgium,FoodDemand,FoodDemand_Staples,2021,0.0450859
2005$/Mcal/day,Bosnia and Herzegovina,FoodDemand,FoodDemand_NonStaples,2021,0.191293
2005$/Mcal/day,Bosnia and Herzegovina,FoodDemand,FoodDemand_Staples,2021,0.0294614
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand_NonStaples,2021,0.128758
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand_Staples,2021,0.0242383
2005$/Mcal/day,Bulgaria,FoodDemand,FoodDemand_NonStaples,2021,0.183095
2005$/Mcal/day,Bulgaria,FoodDemand,FoodDemand_Staples,2021,0.0269405
2005$/Mcal/day,Canada,FoodDemand,FoodDemand_NonStaples,2021,0.228055
2005$/Mcal/day,Canada,FoodDemand,FoodDemand_Staples,2021,0.0347661
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand_NonStaples,2021,0.186301
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand_Staples,2021,0.0370406
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand_NonStaples,2021,0.232437
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand_Staples,2021,0.029155
2005$/Mcal/day,China,FoodDemand,FoodDemand_NonStaples,2021,0.539752
2005$/Mcal/day,China,FoodDemand,FoodDemand_Staples,2021,0.05082
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand_NonStaples,2021,0.239774
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand_Staples,2021,0.0580303
2005$/Mcal/day,Croatia,FoodDemand,FoodDemand_NonStaples,2021,0.248626
2005$/Mcal/day,Croatia,FoodDemand,FoodDemand_Staples,2021,0.0296018
2005$/Mcal/day,Cyprus,FoodDemand,FoodDemand_NonStaples,2021,0.258543
2005$/Mcal/day,Cyprus,FoodDemand,FoodDemand_Staples,2021,0.0259918
2005$/Mcal/day,Czech Republic,FoodDemand,FoodDemand_NonStaples,2021,0.168044
2005$/Mcal/day,Czech Republic,FoodDemand,FoodDemand_Staples,2021,0.0378754
2005$/Mcal/day,Denmark,FoodDemand,FoodDemand_NonStaples,2021,0.210547
2005$/Mcal/day,Denmark,FoodDemand,FoodDemand_Staples,2021,0.0350303
2005$/Mcal/day,Estonia,FoodDemand,FoodDemand_NonStaples,2021,0.207735
2005$/Mcal/day,Estonia,FoodDemand,FoodDemand_Staples,2021,0.0359793
2005$/Mcal/day,Finland,FoodDemand,FoodDemand_NonStaples,2021,0.257275
2005$/Mcal/day,Finland,FoodDemand,FoodDemand_Staples,2021,0.033657
2005$/Mcal/day,France,FoodDemand,FoodDemand_NonStaples,2021,0.244813
2005$/Mcal/day,France,FoodDemand,FoodDemand_Staples,2021,0.0338552
2005$/Mcal/day,Germany,FoodDemand,FoodDemand_NonStaples,2021,0.192198
2005$/Mcal/day,Germany,FoodDemand,FoodDemand_Staples,2021,0.0335994
2005$/Mcal/day,Greece,FoodDemand,FoodDemand_NonStaples,2021,0.249145
2005$/Mcal/day,Greece,FoodDemand,FoodDemand_Staples,2021,0.0319754
2005$/Mcal/day,Hungary,FoodDemand,FoodDemand_NonStaples,2021,0.188326
2005$/Mcal/day,Hungary,FoodDemand,FoodDemand_Staples,2021,0.0339875
2005$/Mcal/day,Iceland,FoodDemand,FoodDemand_NonStaples,2021,0.345186
2005$/Mcal/day,Iceland,FoodDemand,FoodDemand_Staples,2021,0.0299537
2005$/Mcal/day,India,FoodDemand,FoodDemand_NonStaples,2021,0.114741
2005$/Mcal/day,India,FoodDemand,FoodDemand_Staples,2021,0.023652
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand_NonStaples,2021,0.207117
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand_Staples,2021,0.0390848
2005$/Mcal/day,Ireland,FoodDemand,FoodDemand_NonStaples,2021,0.248248
2005$/Mcal/day,Ireland,FoodDemand,FoodDemand_Staples,2021,0.0368267
2005$/Mcal/day,Italy,FoodDemand,FoodDemand_NonStaples,2021,0.253664
2005$/Mcal/day,Italy,FoodDemand,FoodDemand_Staples,2021,0.0288849
2005$/Mcal/day,Japan,FoodDemand,FoodDemand_NonStaples,2021,0.605575
2005$/Mcal/day,Japan,FoodDemand,FoodDemand_Staples,2021,0.120422
2005$/Mcal/day,Latvia,FoodDemand,FoodDemand_NonStaples,2021,0.164403
2005$/Mcal/day,Latvia,FoodDemand,FoodDemand_Staples,2021,0.0316553
2005$/Mcal/day,Lithuania,FoodDemand,FoodDemand_NonStaples,2021,0.243245
2005$/Mcal/day,Lithuania,FoodDemand,FoodDemand_Staples,2021,0.0307412
2005$/Mcal/day,Luxembourg,FoodDemand,FoodDemand_NonStaples,2021,0.325112
2005$/Mcal/day,Luxembourg,FoodDemand,FoodDemand_Staples,2021,0.0304013
2005$/Mcal/day,Macedonia,FoodDemand,FoodDemand_NonStaples,2021,0.172153
2005$/Mcal/day,Macedonia,FoodDemand,FoodDemand_Staples,2021,0.0286698
2005$/Mcal/day,Malta,FoodDemand,FoodDemand_NonStaples,2021,0.25861
2005$/Mcal/day,Malta,FoodDemand,FoodDemand_Staples,2021,0.029064
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand_NonStaples,2021,0.190265
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand_Staples,2021,0.025056
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand_NonStaples,2021,0.406616
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand_Staples,2021,0.0695705
2005$/Mcal/day,Moldova,FoodDemand,FoodDemand_NonStaples,2021,0.197164
2005$/Mcal/day,Moldova,FoodDemand,FoodDemand_Staples,2021,0.0360233
2005$/Mcal/day,Netherlands,FoodDemand,FoodDemand_NonStaples,2021,0.245041
2005$/Mcal/day,Netherlands,FoodDemand,FoodDemand_Staples,2021,0.0353379
2005$/Mcal/day,Norway,FoodDemand,FoodDemand_NonStaples,2021,0.319083
2005$/Mcal/day,Norway,FoodDemand,FoodDemand_Staples,2021,0.0281597
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand_NonStaples,2021,0.151021
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand_Staples,2021,0.0334144
2005$/Mcal/day,Poland,FoodDemand,FoodDemand_NonStaples,2021,0.174862
2005$/Mcal/day,Poland,FoodDemand,FoodDemand_Staples,2021,0.0357913
2005$/Mcal/day,Portugal,FoodDemand,FoodDemand_NonStaples,2021,0.347515
2005$/Mcal/day,Portugal,FoodDemand,FoodDemand_Staples,2021,0.036276
2005$/Mcal/day,Romania,FoodDemand,FoodDemand_NonStaples,2021,0.232264
2005$/Mcal/day,Romania,FoodDemand,FoodDemand_Staples,2021,0.0304788
