# File: OutputsByTech.csv,,,,,,,,,,
# Title: Outputs by tech used for GDP intensity policies,,,,,,,,,,
# Comments: Heavily filtered; could be even more filtered to just the needed sectors,,,,,,,,,,
# Updated August 17th with IAMCOMPACT reference scenario,,,,,,,,,,
# Units: EJ,,,,,,,,,,
# Column types: cccccnnnnnc,,,,,,,,,,
# ----------,,,,,,,,,,
region,sector,subsector,output,technology,1990,2005,2010,2015,2021,Units
Australia_NZ,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0,0,0.0509825,0,0.0020864,Mt
Australia_NZ,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,Mt
Australia_NZ,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.18249,1.66439,1.41032,1.3376,1.53139,Mt
China,iron and steel,BLASTFUR,iron and steel,BLASTFUR,56.0573,311.75,572.379,756.334,928.031,Mt
China,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,Mt
China,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0,Mt
China,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0,0,1.16677,0.141062,1.41807,Mt
China,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,Mt
China,iron and steel,EAF with scrap,iron and steel,EAF with scrap,10.4417,41.4905,65.1972,47.3499,105.794,Mt
Russia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,74.9604,55.3385,48.9941,49.2917,51.089,Mt
Russia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,Mt
Russia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0,Mt
Russia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0,0,2.78467,3.22845,4.22842,Mt
Russia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.00E+00,0,0,0,0,Mt
Russia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,12.7807,10.8075,15.1632,18.3779,21.7026,Mt
Australia_NZ,irrigation water abstraction,electricity,irrigation water abstraction,electricity,26.3939,38.649,33.519,38.4875,36.3835,km^3
China,irrigation water abstraction,electricity,irrigation water abstraction,electricity,282.648,315.094,358.553,399.667,419.569,km^3
Russia,irrigation water abstraction,electricity,irrigation water abstraction,electricity,27.724,11.4213,13.3044,20.5879,22.78,km^3
Australia_NZ,mining energy use,mobile,mining energy use,electricity,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,EJ
Australia_NZ,mining energy use,mobile,mining energy use,hydrogen,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,EJ
Australia_NZ,mining energy use,mobile,mining energy use,refined liquids,0.0184542,0.0355932,0.0442808,0.0777923,0.104049,EJ
Australia_NZ,mining energy use,stationary,mining energy use,coal,0.00597591,2.13E-04,1.78E-04,0.00183174,0.00343984,EJ
Australia_NZ,mining energy use,stationary,mining energy use,electricity,0.0211156,0.0298342,0.0435027,0.0654021,0.0817944,EJ
Australia_NZ,mining energy use,stationary,mining energy use,gas,7.81E-04,0.00152076,0.00153131,0.00524972,0.00455154,EJ
Australia_NZ,mining energy use,stationary,mining energy use,hydrogen,0,0,0,0,0,EJ
Australia_NZ,mining energy use,stationary,mining energy use,refined liquids,0.00461353,0.00889829,0.0110702,0.0194481,0.0260122,EJ
China,mining energy use,mobile,mining energy use,electricity,0,0,0,0,0,EJ
China,mining energy use,mobile,mining energy use,hydrogen,0,0,0,0,0,EJ
China,mining energy use,mobile,mining energy use,refined liquids,0.0201261,0.0370737,0.058142,0.0936033,0.0840487,EJ
China,mining energy use,stationary,mining energy use,coal,0.127267,0.20745,0.368452,0.253243,0.199294,EJ
China,mining energy use,stationary,mining energy use,electricity,0.0535517,0.178103,0.298412,0.369409,0.450583,EJ
China,mining energy use,stationary,mining energy use,gas,2.09E-03,0.013687,0.0109015,0.0326362,0.0641653,EJ
China,mining energy use,stationary,mining energy use,heat,4.14E-03,0.0126836,0.0226881,0.0373391,0.0269578,EJ
China,mining energy use,stationary,mining energy use,hydrogen,0,0,0,0,0,EJ
China,mining energy use,stationary,mining energy use,refined liquids,0.0050315,0.00926836,0.0145355,0.0234008,0.0210122,EJ
Russia,mining energy use,mobile,mining energy use,electricity,0,0,0,0,0,EJ
Russia,mining energy use,mobile,mining energy use,hydrogen,0,0,0,0,0,EJ
Russia,mining energy use,mobile,mining energy use,refined liquids,0,0.0279661,0.0436001,0.044066,0.0713938,EJ
Russia,mining energy use,stationary,mining energy use,biomass,0,1.96E-04,2.96E-04,6.64E-04,5.69E-04,EJ
Russia,mining energy use,stationary,mining energy use,coal,0,0.014324,0.00181893,0.00312466,0.00206389,EJ
Russia,mining energy use,stationary,mining energy use,electricity,0,0.0813061,0.0786269,0.0924764,0.17058,EJ
Russia,mining energy use,stationary,mining energy use,gas,0,0.0423644,0.0381372,0.0444573,0.0652385,EJ
Russia,mining energy use,stationary,mining energy use,heat,0,0.0798689,0.0464646,0.0302229,0.0461297,EJ
Russia,mining energy use,stationary,mining energy use,hydrogen,0,0,0,0,0,EJ
Russia,mining energy use,stationary,mining energy use,refined liquids,0,0.00699156,0.0109,0.0110165,0.0178484,EJ
Australia_NZ,municipal wastewater treatment,electricity,municipal wastewater treatment,electricity,1.17249,1.89869,1.89526,1.94222,2.19557,km^3
China,municipal wastewater treatment,electricity,municipal wastewater treatment,electricity,6.37572,13.9079,16.5023,19.9503,22.8831,km^3
Russia,municipal wastewater treatment,electricity,municipal wastewater treatment,electricity,5.20881,5.29598,6.01901,6.73634,7.15043,km^3
Australia_NZ,municipal water,municipal water,municipal water,municipal water,4.7229,5.2485,4.7078,4.3964,4.5316,km^3
China,municipal water,municipal water,municipal water,municipal water,35,67.0349,72.1254,79.4,81.2332,km^3
Russia,municipal water,municipal water,municipal water,municipal water,14.2209,14.2598,15.553,17.0698,17.6674,km^3
Australia_NZ,municipal water abstraction,electricity,municipal water abstraction,electricity,4.7006,5.22827,4.68908,4.3781,4.51377,km^3
China,municipal water abstraction,electricity,municipal water abstraction,electricity,34.9977,67.0305,72.1214,79.3955,81.2295,km^3
Russia,municipal water abstraction,electricity,municipal water abstraction,electricity,14.2209,14.2598,1.56E+01,1.71E+01,17.6674,km^3
Australia_NZ,municipal water distribution,electricity,municipal water distribution,electricity,4.7229,5.25E+00,4.71E+00,4.40E+00,4.5316,km^3
China,municipal water distribution,electricity,municipal water distribution,electricity,35,67.0349,72.1254,79.4,81.2332,km^3
Russia,municipal water distribution,electricity,municipal water distribution,electricity,14.2209,14.2598,15.553,17.0698,17.6674,km^3
Australia_NZ,municipal water treatment,electricity,municipal water treatment,electricity,4.7006,5.23E+00,4.68908,4.3781,4.51377,km^3
China,municipal water treatment,electricity,municipal water treatment,electricity,34.9977,67.0305,72.1214,79.3955,81.2295,km^3
Russia,municipal water treatment,electricity,municipal water treatment,electricity,14.2209,14.2598,15.553,17.0698,17.6674,km^3
China,nuclearFuelGenII,enrichedUranium,nuclearFuelGenII,enrichedUranium,0,0.573917,0.798701,1.84636,4.40563,EJ
Russia,nuclearFuelGenII,enrichedUranium,nuclearFuelGenII,enrichedUranium,1.27902,1.6156,1.84224,2.11304,2.41482,EJ
Australia_NZ,nuclearFuelGenIII,enrichedUranium,nuclearFuelGenIII,enrichedUranium,0,0,0,0,0,EJ
China,nuclearFuelGenIII,enrichedUranium,nuclearFuelGenIII,enrichedUranium,0,0,0,0,0,EJ
Russia,nuclearFuelGenIII,enrichedUranium,nuclearFuelGenIII,enrichedUranium,0.00E+00,0,0,0,0,EJ
Australia_NZ,other industrial energy use,biomass,electricity,biomass cogen,0.0035084,0.00766884,0.00508153,0.00551348,0.00492035,EJ
Australia_NZ,other industrial energy use,biomass,other industrial energy use,biomass,0.0212097,0.0328924,0.0117184,0.0132089,0.0244689,EJ
Australia_NZ,other industrial energy use,biomass,other industrial energy use,biomass cogen,0.00940589,0.0211846,0.0141154,0.0153579,0.0137825,EJ
Australia_NZ,other industrial energy use,coal,electricity,coal cogen,7.09E-04,0.00232755,0.0024228,0.00238845,0.00247396,EJ
Australia_NZ,other industrial energy use,coal,other industrial energy use,coal,0.0679107,2.38E-02,2.82E-02,0,0.00378048,EJ
Australia_NZ,other industrial energy use,coal,other industrial energy use,coal cogen,0.00171626,0.00580436,0.006057,0.0059861,0.00623163,EJ
Australia_NZ,other industrial energy use,electricity,other industrial energy use,electricity,0.0610301,0.0743452,0.15417,0.0942117,0.1055,EJ
Australia_NZ,other industrial energy use,gas,electricity,gas cogen,6.22E-04,0.0132466,0.0208275,0.0237127,0.0362527,EJ
Australia_NZ,other industrial energy use,gas,other industrial energy use,gas,0.141082,0.176667,0.206637,0.200418,0.324339,EJ
Australia_NZ,other industrial energy use,gas,other industrial energy use,gas cogen,0.00145735,0.0319194,0.0504299,0.0576952,0.0888546,EJ
Australia_NZ,other industrial energy use,hydrogen,electricity,hydrogen cogen,0,0,0,0,0,EJ
Australia_NZ,other industrial energy use,hydrogen,other industrial energy use,hydrogen,0,0.00E+00,0.00E+00,0.00E+00,0,EJ
Australia_NZ,other industrial energy use,hydrogen,other industrial energy use,hydrogen cogen,0,0.00E+00,0.00E+00,0.00E+00,0,EJ
Australia_NZ,other industrial energy use,refined liquids,electricity,refined liquids cogen,0,0,0.00103634,4.61E-04,3.46E-04,EJ
Australia_NZ,other industrial energy use,refined liquids,other industrial energy use,refined liquids,0.0449704,0.126721,0.103641,0.147866,0.173922,EJ
Australia_NZ,other industrial energy use,refined liquids,other industrial energy use,refined liquids cogen,0.00E+00,0.00E+00,2.52E-03,1.13E-03,8.50E-04,EJ
China,other industrial energy use,biomass,electricity,biomass cogen,1.72E-06,2.00E-06,5.59E-07,6.37E-05,1.18E-04,EJ
China,other industrial energy use,biomass,other industrial energy use,biomass cogen,4.61E-06,5.52E-06,1.55E-06,1.77E-04,3.30E-04,EJ
China,other industrial energy use,coal,other industrial energy use,coal,3.08505,5.6098,6.73185,5.15746,2.20966,EJ
China,other industrial energy use,district heat,other industrial energy use,district heat,0.268908,0.944701,1.11586,1.30219,1.84323,EJ
China,other industrial energy use,electricity,other industrial energy use,electricity,0.60456,1.68995,3.05395,4.37377,6.18804,EJ
China,other industrial energy use,gas,electricity,gas cogen,0,0,1.41E-04,1.55E-04,3.21E-04,EJ
China,other industrial energy use,gas,other industrial energy use,gas,0.0581834,0.20079,1.0086,0.970884,2.66116,EJ
China,other industrial energy use,gas,other industrial energy use,gas cogen,0,0,3.40E-04,3.77E-04,7.86E-04,EJ
China,other industrial energy use,hydrogen,electricity,hydrogen cogen,0,0,0,0,0,EJ
China,other industrial energy use,hydrogen,other industrial energy use,hydrogen,0,0.00E+00,0.00E+00,0.00E+00,0,EJ
China,other industrial energy use,hydrogen,other industrial energy use,hydrogen cogen,0,0,0,0,0,EJ
China,other industrial energy use,refined liquids,other industrial energy use,refined liquids,0.78173,1.53748,1.37941,0.993019,1.93579,EJ
Russia,other industrial energy use,biomass,electricity,biomass cogen,1.06E-04,7.59E-03,0.00797554,0.00811154,0.0114357,EJ
Russia,other industrial energy use,biomass,other industrial energy use,biomass,0.00391872,0.0446248,0.0258404,0.0599229,0.113371,EJ
Russia,other industrial energy use,biomass,other industrial energy use,biomass cogen,2.85E-04,0.0209543,0.0221543,0.0225948,0.0320327,EJ
Russia,other industrial energy use,coal,electricity,coal cogen,0.0191956,0.0442918,0.0415224,0.0448474,0.0620035,EJ
Russia,other industrial energy use,coal,other industrial energy use,coal,0.552949,0.197472,0.200655,0.128655,0.0666074,EJ
Russia,other industrial energy use,coal,other industrial energy use,coal cogen,0.0464785,0.110453,0.103806,0.1124,0.15618,EJ
Russia,other industrial energy use,district heat,other industrial energy use,district heat,4.51075,1.48626,1.51139,1.17826,1.17249,EJ
Russia,other industrial energy use,electricity,other industrial energy use,electricity,1.34481,0.819795,0.782175,0.836481,0.92215,EJ
Russia,other industrial energy use,gas,electricity,gas cogen,0.153428,8.67E-02,0.134862,0.149618,0.126603,EJ
Russia,other industrial energy use,gas,other industrial energy use,gas,1.13743,1.48951,1.41E+00,1.39E+00,2.04427,EJ
Russia,other industrial energy use,gas,other industrial energy use,gas cogen,0.359317,0.208857,0.326542,0.364035,0.310303,EJ
Russia,other industrial energy use,hydrogen,electricity,hydrogen cogen,0,0,0,0,0,EJ
Russia,other industrial energy use,hydrogen,other industrial energy use,hydrogen,0,0,0,0,0,EJ
Russia,other industrial energy use,hydrogen,other industrial energy use,hydrogen cogen,0,0,0,0,0,EJ
Russia,other industrial energy use,refined liquids,electricity,refined liquids cogen,0,0.0119671,0.0078013,0.0108136,0.00995533,EJ
Russia,other industrial energy use,refined liquids,other industrial energy use,refined liquids,0.73404,0.398788,0.502157,0.544875,0.577679,EJ
Russia,other industrial energy use,refined liquids,other industrial energy use,refined liquids cogen,0,0.0289761,0.0189813,0.0264392,0.0244603,EJ
Australia_NZ,other industrial feedstocks,gas,other industrial feedstocks,gas,7.95E-04,0,0,0,0,EJ
Australia_NZ,other industrial feedstocks,refined liquids,other industrial feedstocks,refined liquids,0.0511529,0.0662225,0.072962,0.0665574,0.0831758,EJ
China,other industrial feedstocks,coal,other industrial feedstocks,coal,0.555981,0.459425,0.680089,1.46492,1.54433,EJ
China,other industrial feedstocks,refined liquids,other industrial feedstocks,refined liquids,0.155957,0.693939,0.572939,0.718404,1.1177,EJ
Russia,other industrial feedstocks,coal,other industrial feedstocks,coal,0,0.0285904,5.02E-04,0,0,EJ
Russia,other industrial feedstocks,refined liquids,other industrial feedstocks,refined liquids,0,1.39E-01,7.87E-02,1.12E-01,0.493529,EJ
Australia_NZ,other industry,other industry,other industry,other industry,0.400731,5.60E-01,6.50E-01,6.02E-01,0.824905,EJ
China,other industry,other industry,other industry,other industry,5.51037,1.11E+01,1.45E+01,1.50E+01,17.501,EJ
Russia,other industry,other industry,other industry,other industry,8.68997,4.97E+00,4.99E+00,4.78E+00,5.91307,EJ
Australia_NZ,paper,paper,paper,paper,2.73533,4.10383,4.07271,3.86968,3.63814,Mt
China,paper,paper,paper,paper,14.112,57.0133,92.98,106.963,119.687,Mt
Russia,paper,paper,paper,paper,9.48714,7.13,6.85971,8.21268,9.44377,Mt
Australia_NZ,process heat cement,biomass,process heat cement,biomass,0.00137091,0.00150221,0.00149368,0.00149368,0.00149368,EJ
Australia_NZ,process heat cement,coal,process heat cement,coal,0.019879,0.0217814,0.0216586,0.0216586,0.0216586,EJ
Australia_NZ,process heat cement,gas,process heat cement,gas,0.0130241,0.0142706,0.0141901,0.0141901,0.0141901,EJ
Australia_NZ,process heat cement,hydrogen,process heat cement,hydrogen,0,0,0,0,0,EJ
China,process heat cement,coal,process heat cement,coal,0.900363,3.53359,5.59985,5.59985,5.59985,EJ
China,process heat cement,hydrogen,process heat cement,hydrogen,0.00E+00,0,0,0,0,EJ
China,process heat cement,refined liquids,process heat cement,refined liquids,0.05747,0.225548,0.357437,0.357437,0.357437,EJ
Russia,process heat cement,biomass,process heat cement,biomass,0.0031166,0.00173379,0.00163552,0.00163552,0.00163552,EJ
Russia,process heat cement,coal,process heat cement,coal,0.0218162,0.0121363,0.0114484,0.0114484,0.0114484,EJ
Russia,process heat cement,gas,process heat cement,gas,2.12E-01,1.18E-01,0.111213,0.111213,0.111213,EJ
Russia,process heat cement,hydrogen,process heat cement,hydrogen,0,0,0,0,0,EJ
Russia,process heat cement,refined liquids,process heat cement,refined liquids,0.0747985,0.0416102,0.0392519,0.0392519,0.0392519,EJ
Australia_NZ,process heat food processing,biomass,electricity,biomass cogen,0.00E+00,0,0,0,0,EJ
Australia_NZ,process heat food processing,biomass,process heat food processing,biomass,2.79E-02,2.65E-02,5.53E-02,0.0637267,0.0546525,EJ
Australia_NZ,process heat food processing,biomass,process heat food processing,biomass cogen,0.00E+00,0.00E+00,0,0,0,EJ
Australia_NZ,process heat food processing,coal,electricity,coal cogen,0,0,0,0,0,EJ
Australia_NZ,process heat food processing,coal,process heat food processing,coal,0.0098119,0.0138974,0.0205279,0.013069,0.0161413,EJ
Australia_NZ,process heat food processing,coal,process heat food processing,coal cogen,0,0,0,0,0,EJ
Australia_NZ,process heat food processing,electricity,process heat food processing,electric heat pump,0,0,0,0,0,EJ
Australia_NZ,process heat food processing,electricity,process heat food processing,electricity,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,EJ
Australia_NZ,process heat food processing,electricity,process heat food processing,electricity with solar,0,0,0,0,0,EJ
Australia_NZ,process heat food processing,gas,electricity,gas cogen,0,0,0,0,0,EJ
Australia_NZ,process heat food processing,gas,process heat food processing,gas,2.34E-02,2.96E-02,3.35E-02,3.91E-02,0.0389133,EJ
Australia_NZ,process heat food processing,gas,process heat food processing,gas cogen,0,0,0,0,0,EJ
Australia_NZ,process heat food processing,gas,process heat food processing,gas with solar,0,0,0,0,0,EJ
Australia_NZ,process heat food processing,refined liquids,electricity,refined liquids cogen,0,0,0,0,0,EJ
Australia_NZ,process heat food processing,refined liquids,process heat food processing,refined liquids,0.00562594,0.00237766,0.00197573,0.004186,0.00411906,EJ
Australia_NZ,process heat food processing,refined liquids,process heat food processing,refined liquids cogen,0,0,0,0,0,EJ
China,process heat food processing,coal,electricity,coal cogen,0,0,0,0,0,EJ
China,process heat food processing,coal,process heat food processing,coal,0.506128,0.791087,1.02622,0.795198,0.281908,EJ
China,process heat food processing,coal,process heat food processing,coal cogen,0,0,0,0,0,EJ
China,process heat food processing,electricity,process heat food processing,electric heat pump,0,0.00E+00,0.00E+00,0.00E+00,0,EJ
China,process heat food processing,electricity,process heat food processing,electricity,0,0,0,0,0,EJ
China,process heat food processing,electricity,process heat food processing,electricity with solar,0,0,0,0,0,EJ
China,process heat food processing,gas,electricity,gas cogen,0,0,0,0,0,EJ
China,process heat food processing,gas,process heat food processing,gas,9.04E-04,0.0066976,0.0164434,0.064595,0.221527,EJ
China,process heat food processing,gas,process heat food processing,gas cogen,0,0,0,0,0,EJ
China,process heat food processing,gas,process heat food processing,gas with solar,0,0,0,0,0,EJ
China,process heat food processing,heat,process heat food processing,heat,2.26E-02,8.28E-02,0.130149,0.151609,0.331831,EJ
China,process heat food processing,refined liquids,electricity,refined liquids cogen,0,0,0,0,0,EJ
China,process heat food processing,refined liquids,process heat food processing,refined liquids,0.0161733,0.0542506,0.0514735,0.0299032,0.0114866,EJ
China,process heat food processing,refined liquids,process heat food processing,refined liquids cogen,0.00E+00,0.00E+00,0.00E+00,0,0,EJ
Russia,process heat food processing,biomass,electricity,biomass cogen,0,0,0,0,0,EJ
Russia,process heat food processing,biomass,process heat food processing,biomass,0,9.95E-04,6.44E-04,0.00196119,0.00851829,EJ
Russia,process heat food processing,biomass,process heat food processing,biomass cogen,0,0,0,0,0,EJ
Russia,process heat food processing,coal,electricity,coal cogen,0,0,0,0.00E+00,0,EJ
Russia,process heat food processing,coal,process heat food processing,coal,0.0292339,0.0058603,0.00358308,0.00304733,0.00445387,EJ
Russia,process heat food processing,coal,process heat food processing,coal cogen,0,0.00E+00,0,0,0,EJ
Russia,process heat food processing,electricity,process heat food processing,electric heat pump,0,0,0,0,0,EJ
Russia,process heat food processing,electricity,process heat food processing,electricity,0,0,0,0,0,EJ
Russia,process heat food processing,electricity,process heat food processing,electricity with solar,0,0,0,0,0,EJ
Russia,process heat food processing,gas,electricity,gas cogen,0,0,0,0,0,EJ
Russia,process heat food processing,gas,process heat food processing,gas,0.0384427,2.96E-02,0.0455087,0.0504312,0.044706,EJ
Russia,process heat food processing,gas,process heat food processing,gas cogen,0,0,0,0,0,EJ
Russia,process heat food processing,gas,process heat food processing,gas with solar,0,0,0,0,0,EJ
Russia,process heat food processing,heat,process heat food processing,heat,0.00E+00,2.11E-01,0.184973,0.15337,0.177694,EJ
Russia,process heat food processing,refined liquids,electricity,refined liquids cogen,0,0.00E+00,0.00E+00,0,0,EJ
Russia,process heat food processing,refined liquids,process heat food processing,refined liquids,0.0969774,0.012156,0.0110172,0.017815,0.0194228,EJ
Russia,process heat food processing,refined liquids,process heat food processing,refined liquids cogen,0,0,0,0,0,EJ
Australia_NZ,process heat paper,coal,process heat paper,coal,7.40E-03,5.22E-03,0.00308088,0.00221024,0.0012056,EJ
Australia_NZ,process heat paper,electricity,process heat paper,electric boiler,0,0,0,0,0,EJ
Australia_NZ,process heat paper,electricity,process heat paper,electric heat pump,0,0.00E+00,0.00E+00,0.00E+00,0,EJ
Australia_NZ,process heat paper,gas,electricity,gas cogen,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,EJ
Australia_NZ,process heat paper,gas,process heat paper,gas,0.0161746,1.92E-02,1.30E-02,9.61E-03,0.00837203,EJ
Australia_NZ,process heat paper,gas,process heat paper,gas cogen,0,0,0,0,0,EJ
Australia_NZ,process heat paper,refined liquids,electricity,refined liquids cogen,0,0,0,0,0,EJ
Australia_NZ,process heat paper,refined liquids,process heat paper,refined liquids,0.00137303,5.36E-04,1.00E-04,0.00170792,0.00167441,EJ
Australia_NZ,process heat paper,refined liquids,process heat paper,refined liquids cogen,0,0,0,0,0,EJ
China,process heat paper,coal,process heat paper,coal,0.23445,0.411499,0.539261,0.296267,0.0899816,EJ
China,process heat paper,electricity,process heat paper,electric boiler,0.00E+00,0,0,0,0,EJ
China,process heat paper,electricity,process heat paper,electric heat pump,0,0,0,0,0,EJ
China,process heat paper,gas,electricity,gas cogen,0.00E+00,0,0,0,0,EJ
China,process heat paper,gas,process heat paper,gas,6.36E-04,0.00197575,0.00626228,0.0286321,0.0716303,EJ
China,process heat paper,gas,process heat paper,gas cogen,0,0,0,0,0,EJ
China,process heat paper,heat,process heat paper,heat,0.0298463,0.0993753,0.151199,0.204443,0.30679,EJ
China,process heat paper,refined liquids,electricity,refined liquids cogen,0,0,0,0,0,EJ
China,process heat paper,refined liquids,process heat paper,refined liquids,0.00914226,0.024848,0.0227385,0.0109505,0.00756827,EJ
China,process heat paper,refined liquids,process heat paper,refined liquids cogen,0,0,0,0,0,EJ
Russia,process heat paper,coal,process heat paper,coal,0,1.00E-04,2.28E-03,3.35E-05,0,EJ
Russia,process heat paper,electricity,process heat paper,electric boiler,0,0,0,0,0,EJ
Russia,process heat paper,electricity,process heat paper,electric heat pump,0,0,0,0,0,EJ
Russia,process heat paper,gas,electricity,gas cogen,0,0,0,0,0,EJ
Russia,process heat paper,gas,process heat paper,gas,0.00867315,0.00321488,0.00810407,0.00997946,0.0132947,EJ
Russia,process heat paper,gas,process heat paper,gas cogen,0,0,0,0,0,EJ
Russia,process heat paper,heat,process heat paper,heat,0,0.187114,0.168486,0.16158,0.186193,EJ
Russia,process heat paper,refined liquids,electricity,refined liquids cogen,0,0,0,0,0,EJ
Russia,process heat paper,refined liquids,process heat paper,refined liquids,0,0.00673113,0.00589391,0.00472185,0.00586039,EJ
Russia,process heat paper,refined liquids,process heat paper,refined liquids cogen,0,0,0,0,0,EJ
Australia_NZ,refined liquids bunkers,refined liquids bunkers,refined liquids bunkers,refined liquids bunkers,0.036524,0.0455859,0.0401107,0.0364425,0.0214212,EJ
China,refined liquids bunkers,refined liquids bunkers,refined liquids bunkers,refined liquids bunkers,0.189542,0.650995,1.32542,1.41879,1.60662,EJ
Russia,refined liquids bunkers,refined liquids bunkers,refined liquids bunkers,refined liquids bunkers,0.17482,1.00237,1.00237,0.77428,0.346711,EJ
Australia_NZ,refined liquids bunkers av,refined liquids bunkers av,refined liquids bunkers av,refined liquids bunkers av,0.0841351,0.13457,0.180108,0.208266,0.0901707,EJ
China,refined liquids bunkers av,refined liquids bunkers av,refined liquids bunkers av,refined liquids bunkers av,0.0849643,0.291865,3.77E-01,0.505255,0.453181,EJ
Russia,refined liquids bunkers av,refined liquids bunkers av,refined liquids bunkers av,refined liquids bunkers av,0.261852,0.149236,0.165131,0.146265,0.164655,EJ
Australia_NZ,refined liquids enduse,refined liquids enduse,refined liquids enduse,refined liquids enduse,0.0340372,0.0419809,0.0496327,0.0569084,0.0583297,EJ
China,refined liquids enduse,refined liquids enduse,refined liquids enduse,refined liquids enduse,0.323028,1.17649,1.50637,2.16729,2.19958,EJ
Russia,refined liquids enduse,refined liquids enduse,refined liquids enduse,refined liquids enduse,0.588301,0.301685,0.267904,0.443632,0.688262,EJ
Australia_NZ,refined liquids feedstocks,refined liquids feedstocks,refined liquids feedstocks,refined liquids feedstocks,0.160031,0.191635,0.194188,0.187533,0.182384,EJ
China,refined liquids feedstocks,refined liquids feedstocks,refined liquids feedstocks,refined liquids feedstocks,0.768041,2.28167,3.08478,4.29954,6.44561,EJ
Russia,refined liquids feedstocks,refined liquids feedstocks,refined liquids feedstocks,refined liquids feedstocks,0.798186,0.927617,1.34362,1.09535,1.79517,EJ
Australia_NZ,refined liquids industrial,refined liquids industrial,refined liquids industrial,refined liquids industrial,0.207495,0.338694,3.19E-01,0.397273,0.473962,EJ
China,refined liquids industrial,refined liquids industrial,refined liquids industrial,refined liquids industrial,1.97381,3.25516,3.977,3.44852,5.15355,EJ
Russia,refined liquids industrial,refined liquids industrial,refined liquids industrial,refined liquids industrial,2.7374,1.4376,1.39935,1.51054,1.16517,EJ
Australia_NZ,refined liquids transport,refined liquids transport,refined liquids transport,refined liquids transport,0.990007,1.3013,1.41194,1.47951,1.38835,EJ
China,refined liquids transport,refined liquids transport,refined liquids transport,refined liquids transport,1.04344,5.61777,7.89338,11.2529,12.7628,EJ
Russia,refined liquids transport,refined liquids transport,refined liquids transport,refined liquids transport,3.16115,2.05425,2.43855,2.55072,2.80528,EJ
Australia_NZ,refining,biomass liquids,refining,BTL with hydrogen,0.00E+00,0.00E+00,0,0,0,EJ
Australia_NZ,refining,biomass liquids,refining,FT biofuels,0.00E+00,0,0,0.00E+00,0,EJ
Australia_NZ,refining,biomass liquids,refining,biodiesel,0,0,0.00230219,0.00510667,4.19E-05,EJ
Australia_NZ,refining,biomass liquids,refining,cellulosic ethanol,0,0,0,0,0,EJ
Australia_NZ,refining,biomass liquids,refining,corn ethanol,0,7.95E-04,0.00489737,0.00531596,0.00372534,EJ
Australia_NZ,refining,coal to liquids,refining,coal to liquids,0,0,0,0,0,EJ
Australia_NZ,refining,gas to liquids,refining,gas to liquids,0.0268729,0,0,0,0,EJ
Australia_NZ,refining,oil refining,oil-credits,oil refining,1.52521,2.08755,2.24469,2.41151,2.2551,EJ
Australia_NZ,refining,oil refining,refining,oil refining,1.52521,2.08755,2.24469,2.41151,2.2551,EJ
China,refining,biomass liquids,refining,BTL with hydrogen,0,0,0,0,0,EJ
China,refining,biomass liquids,refining,FT biofuels,0,0,0,0,0,EJ
China,refining,biomass liquids,refining,biodiesel,0,0.00184174,0.023357,0.0296357,0.06036,EJ
China,refining,biomass liquids,refining,cellulosic ethanol,0,0,0,0,0,EJ
China,refining,biomass liquids,refining,corn ethanol,0,0.0273337,0.0493093,0.0616154,0.0783174,EJ
China,refining,coal to liquids,refining,coal to liquids,0,0,0.0277522,0.0838422,0.43759,EJ
China,refining,gas to liquids,refining,gas to liquids,0,0,0,0,0,EJ
China,refining,oil refining,oil-credits,oil refining,4.90567,13.7668,18.219,23.0205,28.166,EJ
China,refining,oil refining,refining,oil refining,4.91E+00,1.38E+01,1.82E+01,2.30E+01,28.166,EJ
Russia,refining,biomass liquids,refining,BTL with hydrogen,0,0,0,0,0,EJ
Russia,refining,biomass liquids,refining,FT biofuels,0,0,0,0,0,EJ
Russia,refining,biomass liquids,refining,biodiesel,0,0,0,0,0,EJ
Russia,refining,biomass liquids,refining,cellulosic ethanol,0,0,0,0,0,EJ
Russia,refining,biomass liquids,refining,corn ethanol,0,0,0,0,0,EJ
Russia,refining,coal to liquids,refining,coal to liquids,0,0,0,0,0,EJ
Russia,refining,gas to liquids,refining,gas to liquids,0,0,0,0,0,EJ
