# File: OutputsByTech.csv,,,,,,,,,,
# Title: Outputs by tech used for GDP intensity policies,,,,,,,,,,
# Comments: Heavily filtered; could be even more filtered to just the needed sectors,,,,,,,,,,
# Updated August 17th with IAMCOMPACT reference scenario,,,,,,,,,,
# Units: EJ,,,,,,,,,,
# Column types: cccccnnnnnc,,,,,,,,,,
# ----------,,,,,,,,,,
region,sector,subsector,output,technology,1990,2005,2010,2015,2021,Units
Australia_NZ,resid others modern_d5,biomass,resid others modern_d5,biomass,1.05E-06,1.93E-05,2.01E-05,3.44E-05,7.56E-05,EJ
Australia_NZ,resid others modern_d5,electricity,resid others modern_d5,electricity,0.0118112,0.0179789,0.0195179,0.0190272,0.0224702,EJ
Australia_NZ,resid others modern_d5,gas,N/A,gas,0.00126325,0.00194228,0.00209789,0.0024068,0.00247368,EJ
Australia_NZ,resid others modern_d5,gas,N/A,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid others modern_d5,gas,resid others modern_d5,gas,0.00142097,0.00225846,0.00247392,0.0028755,0.0029984,EJ
Australia_NZ,resid others modern_d5,gas,resid others modern_d5,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid others modern_d5,refined liquids,resid others modern_d5,refined liquids,4.52E-04,4.51E-04,5.35E-04,5.55E-04,5.77E-04,EJ
China,resid others modern_d5,biomass,N/A,biomass,1.68E-06,1.50E-06,1.62E-06,2.25E-06,4.13E-06,EJ
China,resid others modern_d5,biomass,resid others modern_d5,biomass,7.37E-07,6.95E-07,7.82E-07,1.12E-06,2.15E-06,EJ
China,resid others modern_d5,district heat,N/A,district heat,2.76E-04,0.00159028,0.00203754,0.00327357,0.00558918,EJ
China,resid others modern_d5,district heat,resid others modern_d5,district heat,3.66E-04,0.00219652,0.00291077,0.00482828,0.0085331,EJ
China,resid others modern_d5,electricity,resid others modern_d5,electricity,0.0038028,0.045571,0.0838162,0.148476,0.252303,EJ
China,resid others modern_d5,gas,N/A,gas,0.00110471,0.00731737,0.0166087,0.0263909,0.0404461,EJ
China,resid others modern_d5,gas,N/A,hydrogen,0,0,0,0,0,EJ
China,resid others modern_d5,gas,resid others modern_d5,gas,9.57E-04,0.00680685,0.0161406,0.0267385,0.0429364,EJ
China,resid others modern_d5,gas,resid others modern_d5,hydrogen,0,0,0,0,0,EJ
China,resid others modern_d5,refined liquids,resid others modern_d5,refined liquids,0.00279923,0.0178483,0.0228147,0.0434162,0.0466325,EJ
Russia,resid others modern_d5,district heat,N/A,district heat,0,0.00891196,0.00927629,0.00855818,0.00829077,EJ
Russia,resid others modern_d5,district heat,resid others modern_d5,district heat,0,0.0126053,0.0133857,0.0125671,0.0124486,EJ
Russia,resid others modern_d5,electricity,resid others modern_d5,electricity,0.0255979,0.0279378,0.0348191,0.0411901,0.0508084,EJ
Russia,resid others modern_d5,gas,N/A,gas,0.0403545,0.0323951,0.0348598,0.0362252,0.0551163,EJ
Russia,resid others modern_d5,gas,N/A,hydrogen,0,0,0,0,0,EJ
Russia,resid others modern_d5,gas,resid others modern_d5,gas,0.036421,0.0308818,0.0342099,0.0365542,0.0575327,EJ
Russia,resid others modern_d5,gas,resid others modern_d5,hydrogen,0,0,0,0,0,EJ
Russia,resid others modern_d5,refined liquids,resid others modern_d5,refined liquids,0.0167544,0.0123394,0.00956194,0.0167946,0.0316233,EJ
Australia_NZ,resid others modern_d6,biomass,N/A,biomass,2.11E-06,3.69E-05,3.86E-05,6.49E-05,1.41E-04,EJ
Australia_NZ,resid others modern_d6,biomass,resid others modern_d6,biomass,1.20E-06,2.14E-05,2.25E-05,3.82E-05,8.39E-05,EJ
Australia_NZ,resid others modern_d6,electricity,resid others modern_d6,electricity,0.0134259,0.0199243,0.021868,0.0210838,0.0249349,EJ
Australia_NZ,resid others modern_d6,gas,N/A,gas,0.00143594,0.00215244,0.00235049,0.00266694,0.002745,EJ
Australia_NZ,resid others modern_d6,gas,N/A,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid others modern_d6,gas,resid others modern_d6,gas,0.00161523,0.00250283,0.0027718,0.00318631,0.00332727,EJ
Australia_NZ,resid others modern_d6,gas,resid others modern_d6,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid others modern_d6,refined liquids,resid others modern_d6,refined liquids,5.13E-04,4.99E-04,5.99E-04,6.15E-04,6.41E-04,EJ
China,resid others modern_d6,biomass,N/A,biomass,1.99E-06,1.85E-06,2.04E-06,2.72E-06,4.92E-06,EJ
China,resid others modern_d6,biomass,resid others modern_d6,biomass,8.69E-07,8.57E-07,9.79E-07,1.36E-06,2.56E-06,EJ
China,resid others modern_d6,district heat,N/A,district heat,3.25E-04,0.00196034,0.00255206,0.00394541,0.00665838,EJ
China,resid others modern_d6,district heat,resid others modern_d6,district heat,4.31E-04,0.00270765,0.0036458,0.00581918,0.0101655,EJ
China,resid others modern_d6,electricity,resid others modern_d6,electricity,0.00448534,0.0561754,0.104982,0.178948,0.300568,EJ
China,resid others modern_d6,gas,N/A,gas,0.00130298,0.00902012,0.0208028,0.0318071,0.0481834,EJ
China,resid others modern_d6,gas,N/A,hydrogen,0,0,0,0,0,EJ
China,resid others modern_d6,gas,resid others modern_d6,gas,0.0011291,0.00839081,0.0202165,0.0322261,0.0511501,EJ
China,resid others modern_d6,gas,resid others modern_d6,hydrogen,0,0,0,0,0,EJ
China,resid others modern_d6,refined liquids,resid others modern_d6,refined liquids,0.00330165,0.0220016,0.0285758,0.0523265,0.0555532,EJ
Russia,resid others modern_d6,district heat,N/A,district heat,0,0.00943026,0.0096333,0.00894043,0.00865791,EJ
Russia,resid others modern_d6,district heat,resid others modern_d6,district heat,0,0.0133384,0.0139009,0.0131284,0.0129999,EJ
Russia,resid others modern_d6,electricity,resid others modern_d6,electricity,0.0263907,0.0295626,0.0361592,0.0430299,0.0530584,EJ
Russia,resid others modern_d6,gas,N/A,gas,0.0416042,0.0342791,0.0362015,0.0378432,0.0575571,EJ
Russia,resid others modern_d6,gas,N/A,hydrogen,0,0,0,0,0,EJ
Russia,resid others modern_d6,gas,resid others modern_d6,gas,0.0375489,0.0326778,0.0355265,0.0381869,0.0600804,EJ
Russia,resid others modern_d6,gas,resid others modern_d6,hydrogen,0,0,0,0,0,EJ
Russia,resid others modern_d6,refined liquids,resid others modern_d6,refined liquids,0.0172733,0.0130571,0.00992995,0.0175448,0.0330237,EJ
Australia_NZ,resid others modern_d7,biomass,N/A,biomass,2.39E-06,4.07E-05,4.31E-05,7.16E-05,1.56E-04,EJ
Australia_NZ,resid others modern_d7,biomass,resid others modern_d7,biomass,1.36E-06,2.36E-05,2.51E-05,4.21E-05,9.27E-05,EJ
Australia_NZ,resid others modern_d7,electricity,resid others modern_d7,electricity,0.0152364,0.0219831,0.0244023,0.0232828,0.0275481,EJ
Australia_NZ,resid others modern_d7,gas,N/A,gas,0.00162958,0.00237485,0.00262289,0.00294509,0.00303268,EJ
Australia_NZ,resid others modern_d7,gas,N/A,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid others modern_d7,gas,resid others modern_d7,gas,0.00183305,0.00276145,0.00309303,0.00351863,0.00367598,EJ
Australia_NZ,resid others modern_d7,gas,resid others modern_d7,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid others modern_d7,refined liquids,resid others modern_d7,refined liquids,5.83E-04,5.51E-04,6.68E-04,6.79E-04,7.08E-04,EJ
China,resid others modern_d7,biomass,N/A,biomass,2.36E-06,2.30E-06,2.56E-06,3.28E-06,5.88E-06,EJ
China,resid others modern_d7,biomass,resid others modern_d7,biomass,1.03E-06,1.07E-06,1.23E-06,1.64E-06,3.06E-06,EJ
China,resid others modern_d7,district heat,N/A,district heat,3.87E-04,0.00243743,0.0032053,0.00476466,0.00796467,EJ
China,resid others modern_d7,district heat,resid others modern_d7,district heat,5.13E-04,0.00336662,0.004579,0.00702752,0.0121598,EJ
China,resid others modern_d7,electricity,resid others modern_d7,electricity,0.0053381,0.069847,0.131853,0.216106,0.359536,EJ
China,resid others modern_d7,gas,N/A,gas,0.00155071,0.0112154,0.0261275,0.0384118,0.0576363,EJ
China,resid others modern_d7,gas,N/A,hydrogen,0,0,0,0,0,EJ
China,resid others modern_d7,gas,resid others modern_d7,gas,0.00134377,0.0104329,0.0253912,0.0389178,0.061185,EJ
China,resid others modern_d7,gas,resid others modern_d7,hydrogen,0,0,0,0,0,EJ
China,resid others modern_d7,refined liquids,resid others modern_d7,refined liquids,0.00392936,0.0273562,0.0358902,0.063192,0.066452,EJ
Russia,resid others modern_d7,district heat,N/A,district heat,0,0.00997789,0.0100016,0.00932892,0.00903355,EJ
Russia,resid others modern_d7,district heat,resid others modern_d7,district heat,0,0.014113,0.0144323,0.0136989,0.0135639,EJ
Russia,resid others modern_d7,electricity,resid others modern_d7,electricity,0.0272119,0.0312794,0.0375415,0.0448997,0.0553604,EJ
Russia,resid others modern_d7,gas,N/A,gas,0.0428989,0.0362697,0.0375854,0.0394877,0.0600543,EJ
Russia,resid others modern_d7,gas,N/A,hydrogen,0,0,0,0,0,EJ
Russia,resid others modern_d7,gas,resid others modern_d7,gas,0.0387174,0.0345755,0.0368846,0.0398463,0.0626871,EJ
Russia,resid others modern_d7,gas,resid others modern_d7,hydrogen,0,0,0,0,0,EJ
Russia,resid others modern_d7,refined liquids,resid others modern_d7,refined liquids,0.0178108,0.0138153,0.0103096,0.0183071,0.0344564,EJ
Australia_NZ,resid others modern_d8,biomass,N/A,biomass,2.73E-06,4.51E-05,4.81E-05,7.93E-05,1.72E-04,EJ
Australia_NZ,resid others modern_d8,biomass,resid others modern_d8,biomass,1.55E-06,2.61E-05,2.81E-05,4.66E-05,1.02E-04,EJ
Australia_NZ,resid others modern_d8,electricity,resid others modern_d8,electricity,0.0173916,0.0243253,0.0272524,0.0257773,0.0303753,EJ
Australia_NZ,resid others modern_d8,gas,N/A,gas,0.00186008,0.00262788,0.00292923,0.00326063,0.00334392,EJ
Australia_NZ,resid others modern_d8,gas,N/A,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid others modern_d8,gas,resid others modern_d8,gas,0.00209233,0.00305567,0.00345428,0.00389561,0.00405324,EJ
Australia_NZ,resid others modern_d8,gas,resid others modern_d8,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid others modern_d8,refined liquids,resid others modern_d8,refined liquids,6.65E-04,6.10E-04,7.46E-04,7.51E-04,7.80E-04,EJ
China,resid others modern_d8,biomass,N/A,biomass,2.90E-06,2.93E-06,3.25E-06,4.02E-06,7.16E-06,EJ
China,resid others modern_d8,biomass,resid others modern_d8,biomass,1.27E-06,1.36E-06,1.56E-06,2.01E-06,3.72E-06,EJ
China,resid others modern_d8,district heat,N/A,district heat,4.75E-04,0.0031018,0.00407364,0.0058466,0.00969521,EJ
China,resid others modern_d8,district heat,resid others modern_d8,district heat,6.30E-04,0.00428426,0.00581948,0.0086233,0.0148018,EJ
China,resid others modern_d8,electricity,resid others modern_d8,electricity,0.00654924,0.0888853,0.167573,0.265179,0.437655,EJ
China,resid others modern_d8,gas,N/A,gas,0.00190254,0.0142724,0.0332056,0.0471342,0.0701593,EJ
China,resid others modern_d8,gas,N/A,hydrogen,0,0,0,0,0,EJ
China,resid others modern_d8,gas,resid others modern_d8,gas,0.00164865,0.0132766,0.0322698,0.0477551,0.0744791,EJ
China,resid others modern_d8,gas,resid others modern_d8,hydrogen,0,0,0,0,0,EJ
China,resid others modern_d8,refined liquids,resid others modern_d8,refined liquids,0.00482087,0.0348127,0.0456131,0.0775414,0.0808905,EJ
Russia,resid others modern_d8,district heat,N/A,district heat,0,0.0105753,0.0104177,0.00974117,0.00944515,EJ
Russia,resid others modern_d8,district heat,resid others modern_d8,district heat,0,0.0149579,0.0150327,0.0143042,0.0141819,EJ
Russia,resid others modern_d8,electricity,resid others modern_d8,electricity,0.0281455,0.0331521,0.0391033,0.0468838,0.0578828,EJ
Russia,resid others modern_d8,gas,N/A,gas,0.0443707,0.0384412,0.039149,0.0412326,0.0627906,EJ
Russia,resid others modern_d8,gas,N/A,hydrogen,0,0,0,0,0,EJ
Russia,resid others modern_d8,gas,resid others modern_d8,gas,0.0400457,0.0366455,0.0384191,0.0416071,0.0655434,EJ
Russia,resid others modern_d8,gas,resid others modern_d8,hydrogen,0,0,0,0,0,EJ
Russia,resid others modern_d8,refined liquids,resid others modern_d8,refined liquids,0.0184219,0.0146424,0.0107384,0.0191161,0.0360264,EJ
Australia_NZ,resid others modern_d9,biomass,N/A,biomass,3.16E-06,5.00E-05,5.39E-05,8.83E-05,1.92E-04,EJ
Australia_NZ,resid others modern_d9,biomass,resid others modern_d9,biomass,1.79E-06,2.90E-05,3.14E-05,5.20E-05,1.14E-04,EJ
Australia_NZ,resid others modern_d9,electricity,resid others modern_d9,electricity,0.0201054,0.027004,0.0305389,0.0287191,0.0339199,EJ
Australia_NZ,resid others modern_d9,gas,N/A,gas,0.00215034,0.00291726,0.00328248,0.00363274,0.00373413,EJ
Australia_NZ,resid others modern_d9,gas,N/A,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid others modern_d9,gas,resid others modern_d9,gas,0.00241883,0.00339216,0.00387085,0.00434019,0.00452621,EJ
Australia_NZ,resid others modern_d9,gas,resid others modern_d9,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid others modern_d9,refined liquids,resid others modern_d9,refined liquids,7.69E-04,6.77E-04,8.36E-04,8.37E-04,8.71E-04,EJ
China,resid others modern_d9,biomass,N/A,biomass,3.98E-06,4.00E-06,4.39E-06,5.21E-06,9.20E-06,EJ
China,resid others modern_d9,biomass,resid others modern_d9,biomass,1.74E-06,1.85E-06,2.11E-06,2.60E-06,4.78E-06,EJ
China,resid others modern_d9,district heat,N/A,district heat,6.51E-04,0.00423268,0.00550678,0.00756684,0.0124454,EJ
China,resid others modern_d9,district heat,resid others modern_d9,district heat,8.63E-04,0.00584624,0.00786682,0.0111605,0.0190007,EJ
China,resid others modern_d9,electricity,resid others modern_d9,electricity,0.00898081,0.121292,0.226527,0.343202,0.561804,EJ
China,resid others modern_d9,gas,N/A,gas,0.00260891,0.0194759,0.0448877,0.0610025,0.0900614,EJ
China,resid others modern_d9,gas,N/A,hydrogen,0,0,0,0,0,EJ
China,resid others modern_d9,gas,resid others modern_d9,gas,0.00226075,0.0181171,0.0436226,0.0618059,0.0956066,EJ
China,resid others modern_d9,gas,resid others modern_d9,hydrogen,0,0,0,0,0,EJ
China,resid others modern_d9,refined liquids,resid others modern_d9,refined liquids,0.00661074,0.0475049,0.0616602,0.100356,0.103837,EJ
Russia,resid others modern_d9,district heat,N/A,district heat,0,0.011292,0.0109589,0.0103078,0.00997648,EJ
Russia,resid others modern_d9,district heat,resid others modern_d9,district heat,0,0.0159717,0.0158138,0.0151363,0.0149797,EJ
Russia,resid others modern_d9,electricity,resid others modern_d9,electricity,0.0293874,0.0353989,0.0411351,0.0496112,0.0611389,EJ
Russia,resid others modern_d9,gas,N/A,gas,0.0463285,0.0410464,0.0411832,0.0436313,0.0663228,EJ
Russia,resid others modern_d9,gas,N/A,hydrogen,0,0,0,0,0,EJ
Russia,resid others modern_d9,gas,resid others modern_d9,gas,0.0418127,0.0391291,0.0404153,0.0440275,0.0692305,EJ
Russia,resid others modern_d9,gas,resid others modern_d9,hydrogen,0,0,0,0,0,EJ
Russia,resid others modern_d9,refined liquids,resid others modern_d9,refined liquids,0.0192347,0.0156348,0.0112964,0.0202282,0.038053,EJ
Australia_NZ,sawnwood_processing,sawnwood,sawnwood_processing,sawnwood,0.0069295,0.0132492,0.0121871,0.0127564,0.0122284,m3
China,sawnwood_processing,sawnwood,sawnwood_processing,sawnwood,0.02563,0.0863947,0.155744,0.228298,0.23526,m3
Russia,sawnwood_processing,sawnwood,sawnwood_processing,sawnwood,0.0908177,0.031884,0.0394133,0.0494062,0.058763,m3
Australia_NZ,total beef,domestic beef,total beef,domestic beef,0.911546,0.979954,1.31604,1.09363,1.01554,Mt
Australia_NZ,total beef,imported beef,total beef,imported beef,0.00728541,0.0201424,0.00868575,0.0056836,0.014913,Mt
China,total beef,domestic beef,total beef,domestic beef,1.07585,5.62684,6.1825,6.17437,7.66722,Mt
China,total beef,imported beef,total beef,imported beef,0.0594907,0.126621,0.321747,1.04116,3.10936,Mt
Russia,total beef,domestic beef,total beef,domestic beef,4.1918,1.819,1.7078,1.63317,1.6562,Mt
Russia,total beef,imported beef,total beef,imported beef,0.970059,0.777564,0.898495,0.6239,0.234709,Mt
Australia_NZ,total biomass,domestic biomass,total biomass,domestic biomass,0.0759222,0.122537,0.126818,0.144997,0.149776,EJ
Australia_NZ,total biomass,imported biomass,total biomass,imported biomass,0.0228854,0.0357125,0.0419872,0.0411496,0.0289208,EJ
China,total biomass,domestic biomass,total biomass,domestic biomass,5.08E-04,0.272063,0.873714,1.31251,2.71595,EJ
China,total biomass,imported biomass,total biomass,imported biomass,3.07E-05,0.0170066,0.0574462,0.0889487,0.214075,EJ
Russia,total biomass,domestic biomass,total biomass,domestic biomass,0.214219,0.197481,0.204333,0.227267,0.337215,EJ
Russia,total biomass,imported biomass,total biomass,imported biomass,0.0266704,0.03499,0.0330127,0.0341508,0.0432843,EJ
Australia_NZ,total corn,domestic corn,total corn,domestic corn,0.502746,0.696144,0.614287,0.675898,0.504162,Mt
Australia_NZ,total corn,imported corn,total corn,imported corn,0.0318519,0.0728119,0.520475,0.673747,0.523241,Mt
China,total corn,domestic corn,total corn,domestic corn,133.882,148.561,214.877,410.894,464.938,Mt
China,total corn,imported corn,total corn,imported corn,0.250955,0.166164,1.63077,5.59549,21.5982,Mt
Russia,total corn,domestic corn,total corn,domestic corn,3.68684,3.95233,4.51118,9.50594,12.9265,Mt
Russia,total corn,imported corn,total corn,imported corn,11.1193,0.393208,0.136489,0.0764591,0.0770309,Mt
Australia_NZ,total dairy,domestic dairy,total dairy,domestic dairy,6.2944,8.36167,10.6704,10.932,11.1718,Mt
Australia_NZ,total dairy,imported dairy,total dairy,imported dairy,0.22024,0.715335,0.318872,0.160302,0.321089,Mt
China,total dairy,domestic dairy,total dairy,domestic dairy,6.74766,30.1624,35.3219,35.7462,39.9589,Mt
China,total dairy,imported dairy,total dairy,imported dairy,0.588959,1.76932,3.68435,6.91253,10.6583,Mt
Russia,total dairy,domestic dairy,total dairy,domestic dairy,54.7025,31.1545,31.7791,30.3231,32.3667,Mt
Russia,total dairy,imported dairy,total dairy,imported dairy,0.764003,2.25282,2.2217,2.33711,1.15913,Mt
Australia_NZ,total fibercrop,domestic fibercrop,total fibercrop,domestic fibercrop,0.507603,0.804529,0.588114,1.06191,0.573761,Mt
Australia_NZ,total fibercrop,imported fibercrop,total fibercrop,imported fibercrop,0.0119605,0.0090686,0.0190352,0.023127,0.1486,Mt
China,total fibercrop,domestic fibercrop,total fibercrop,domestic fibercrop,16.0512,20.1545,19.1601,17.7965,18.5624,Mt
China,total fibercrop,imported fibercrop,total fibercrop,imported fibercrop,0.695946,3.37191,3.50946,1.99095,2.81176,Mt
Russia,total fibercrop,domestic fibercrop,total fibercrop,domestic fibercrop,0.14697,0.0980495,0.0923629,0.0911985,0.0791018,Mt
Russia,total fibercrop,imported fibercrop,total fibercrop,imported fibercrop,0.0612672,0.345621,0.124941,0.0732715,0.0316244,Mt
Australia_NZ,total fruits,domestic fruits,total fruits,domestic fruits,2.267,3.63296,3.49224,3.04494,3.68137,Mt
Australia_NZ,total fruits,imported fruits,total fruits,imported fruits,0.313793,1.05749,1.24392,1.36612,1.0319,Mt
China,total fruits,domestic fruits,total fruits,domestic fruits,19.0192,87.1682,113.935,139.01,167.4,Mt
China,total fruits,imported fruits,total fruits,imported fruits,0.708006,2.53809,3.46642,5.00261,8.98185,Mt
Russia,total fruits,domestic fruits,total fruits,domestic fruits,3.18011,3.46823,2.72329,3.37036,4.5598,Mt
Russia,total fruits,imported fruits,total fruits,imported fruits,1.7431,6.31129,7.78588,6.89308,6.63786,Mt
Australia_NZ,total legumes,domestic legumes,total legumes,domestic legumes,1.20404,1.5075,1.93437,1.0877,1.83455,Mt
Australia_NZ,total legumes,imported legumes,total legumes,imported legumes,0.0168412,0.02155,0.0165561,0.08002,0.112128,Mt
China,total legumes,domestic legumes,total legumes,domestic legumes,6.80792,6.16511,5.13557,4.65643,6.04402,Mt
China,total legumes,imported legumes,total legumes,imported legumes,0.12666,0.260193,0.6667,1.26564,2.90772,Mt
Russia,total legumes,domestic legumes,total legumes,domestic legumes,3.9709,1.97739,1.78343,1.94822,3.56686,Mt
Russia,total legumes,imported legumes,total legumes,imported legumes,1.73E-04,0.0320278,0.044557,0.0395004,0.0432918,Mt
Australia_NZ,total misccrop,domestic misccrop,total misccrop,domestic misccrop,0.0990453,0.0957478,0.0967065,0.0388093,0.0469002,Mt
Australia_NZ,total misccrop,imported misccrop,total misccrop,imported misccrop,0.18968,0.295122,0.216418,0.274371,0.282371,Mt
China,total misccrop,domestic misccrop,total misccrop,domestic misccrop,4.55269,6.72645,10.3231,13.834,16.8609,Mt
China,total misccrop,imported misccrop,total misccrop,imported misccrop,0.605382,2.74128,1.51266,0.837964,1.44425,Mt
Russia,total misccrop,domestic misccrop,total misccrop,domestic misccrop,0.102509,0.0861899,0.0861882,0.145481,0.261261,Mt
Russia,total misccrop,imported misccrop,total misccrop,imported misccrop,0.603323,1.02352,0.732194,0.614201,0.47542,Mt
Australia_NZ,total nuts_seeds,domestic nuts_seeds,total nuts_seeds,domestic nuts_seeds,0.183284,0.202327,0.228822,0.172933,0.134295,Mt
Australia_NZ,total nuts_seeds,imported nuts_seeds,total nuts_seeds,imported nuts_seeds,0.0619586,0.124813,0.129995,0.169708,0.312671,Mt
China,total nuts_seeds,domestic nuts_seeds,total nuts_seeds,domestic nuts_seeds,6.33323,15.8006,20.3825,22.1601,25.3272,Mt
China,total nuts_seeds,imported nuts_seeds,total nuts_seeds,imported nuts_seeds,0.197662,0.277754,0.581134,1.09131,2.92059,Mt
Russia,total nuts_seeds,domestic nuts_seeds,total nuts_seeds,domestic nuts_seeds,0.0147989,0.0167634,0.0157757,0.0108415,0.0151657,Mt
Russia,total nuts_seeds,imported nuts_seeds,total nuts_seeds,imported nuts_seeds,0.0441117,0.234492,0.275321,0.213491,0.324918,Mt
Australia_NZ,total oilcrop,domestic oilcrop,total oilcrop,domestic oilcrop,1.9547,1.6968,1.70742,1.36808,1.39543,Mt
Australia_NZ,total oilcrop,imported oilcrop,total oilcrop,imported oilcrop,0.180591,0.470554,0.407152,0.512333,0.550035,Mt
China,total oilcrop,domestic oilcrop,total oilcrop,domestic oilcrop,16.0045,24.1666,25.3689,25.8196,22.7368,Mt
China,total oilcrop,imported oilcrop,total oilcrop,imported oilcrop,0.879136,1.73081,6.76352,11.0537,17.0865,Mt
Russia,total oilcrop,domestic oilcrop,total oilcrop,domestic oilcrop,6.21047,7.08006,8.53029,9.16209,13.5025,Mt
Russia,total oilcrop,imported oilcrop,total oilcrop,imported oilcrop,0.35745,0.572408,0.600609,0.563807,0.75185,Mt
Australia_NZ,total oilpalm,domestic oilpalm,total oilpalm,domestic oilpalm,0.0937227,0.0907227,0.0894926,0.0764635,0.104908,Mt
Australia_NZ,total oilpalm,imported oilpalm,total oilpalm,imported oilpalm,0.206701,0.495162,4.10143,7.34816,8.0105,Mt
China,total oilpalm,domestic oilpalm,total oilpalm,domestic oilpalm,0.899342,0.778198,0.656795,4.13088,10.5498,Mt
China,total oilpalm,imported oilpalm,total oilpalm,imported oilpalm,3.92086,16.1627,20.7739,21.0233,26.0057,Mt
Russia,total oilpalm,domestic oilpalm,total oilpalm,domestic oilpalm,0.0855734,0.0777957,0.0777957,0.231677,0.408972,Mt
Russia,total oilpalm,imported oilpalm,total oilpalm,imported oilpalm,0.375463,0.933145,1.55374,2.53905,2.88665,Mt
Australia_NZ,total othergrain,domestic othergrain,total othergrain,domestic othergrain,19.083,16.4101,9.99789,9.71061,9.90049,Mt
Australia_NZ,total othergrain,imported othergrain,total othergrain,imported othergrain,0.034674,0.0891966,0.0589937,0.0689936,0.0741824,Mt
China,total othergrain,domestic othergrain,total othergrain,domestic othergrain,24.6552,17.4111,14.6586,12.0931,26.4341,Mt
China,total othergrain,imported othergrain,total othergrain,imported othergrain,0.665361,2.09868,1.79524,12.985,17.4692,Mt
Russia,total othergrain,domestic othergrain,total othergrain,domestic othergrain,51.2226,28.9507,28.0076,25.9963,26.2583,Mt
Russia,total othergrain,imported othergrain,total othergrain,imported othergrain,3.17803,0.71557,0.436699,0.510177,0.259035,Mt
Australia_NZ,total pork,domestic pork,total pork,domestic pork,0.348252,0.391487,0.347137,0.387276,0.454144,Mt
Australia_NZ,total pork,imported pork,total pork,imported pork,0.00513893,0.137703,0.200896,0.221153,0.230067,Mt
China,total pork,domestic pork,total pork,domestic pork,22.5788,44.6277,50.3061,55.6885,50.885,Mt
China,total pork,imported pork,total pork,imported pork,0.141727,0.493923,0.778859,1.33718,3.57901,Mt
Russia,total pork,domestic pork,total pork,domestic pork,3.58103,1.62008,2.2838,3.21124,4.2826,Mt
Russia,total pork,imported pork,total pork,imported pork,0.347217,0.661527,0.826201,0.376968,0.017113,Mt
Australia_NZ,total poultry,domestic poultry,total poultry,domestic poultry,0.70125,1.10694,1.31647,1.61997,1.80917,Mt
Australia_NZ,total poultry,imported poultry,total poultry,imported poultry,0,0.00347726,0.00692741,0.00651776,0.00889818,Mt
China,total poultry,domestic poultry,total poultry,domestic poultry,11.3551,36.6429,43.5023,47.8945,57.3817,Mt
China,total poultry,imported poultry,total poultry,imported poultry,0.354508,1.07695,1.60957,1.36439,1.85771,Mt
Russia,total poultry,domestic poultry,total poultry,domestic poultry,4.88988,3.41074,4.85075,6.36064,7.16317,Mt
Russia,total poultry,imported poultry,total poultry,imported poultry,0.177244,1.29995,0.774151,0.432471,0.244849,Mt
Australia_NZ,total rice,domestic rice,total rice,domestic rice,0.653434,1.08182,0.625178,0.535827,0.381883,Mt
Australia_NZ,total rice,imported rice,total rice,imported rice,0.0690474,0.264262,0.31865,0.254459,0.400719,Mt
China,total rice,domestic rice,total rice,domestic rice,240.944,239.926,254.969,312.84,364.725,Mt
China,total rice,imported rice,total rice,imported rice,1.44861,1.66403,1.06592,6.26682,7.01448,Mt
Russia,total rice,domestic rice,total rice,domestic rice,0.897003,0.697206,0.96137,0.993401,1.13287,Mt
Russia,total rice,imported rice,total rice,imported rice,0.496374,0.637097,0.324608,0.494325,0.335048,Mt
Australia_NZ,total root_tuber,domestic root_tuber,total root_tuber,domestic root_tuber,1.7216,2.14541,2.03119,2.02492,2.05368,Mt
Australia_NZ,total root_tuber,imported root_tuber,total root_tuber,imported root_tuber,0.0931683,0.205956,0.356283,0.32054,0.353307,Mt
China,total root_tuber,domestic root_tuber,total root_tuber,domestic root_tuber,175.765,207.241,184.017,177.143,190.924,Mt
China,total root_tuber,imported root_tuber,total root_tuber,imported root_tuber,1.46992,15.4859,21.3306,39.7792,34.8568,Mt
Russia,total root_tuber,domestic root_tuber,total root_tuber,domestic root_tuber,55.4757,46.6796,49.6516,49.0698,33.114,Mt
Russia,total root_tuber,imported root_tuber,total root_tuber,imported root_tuber,2.21293,0.506231,1.19003,1.00361,0.729333,Mt
Australia_NZ,total sheepgoat,domestic sheepgoat,total sheepgoat,domestic sheepgoat,0.608347,0.465162,0.491776,0.410437,0.355365,Mt
Australia_NZ,total sheepgoat,imported sheepgoat,total sheepgoat,imported sheepgoat,0.00291216,0.00329625,0.00224988,2.13E-04,0.00604701,Mt
China,total sheepgoat,domestic sheepgoat,total sheepgoat,domestic sheepgoat,1.06758,3.47231,3.96364,4.57104,5.08666,Mt
China,total sheepgoat,imported sheepgoat,total sheepgoat,imported sheepgoat,0.00300059,0.0450386,0.0895292,0.257264,0.390381,Mt
