# File: policy_tech_mappings.csv,,,
# Title: Policy technology mapping,,,
# Units: NA,,,
# Column types: cccc,,,
# ----------,,,
tech_mapping,supplysector,subsector,stub.technology
TPES_GAS,elec_Gen_III,Gen_III,Gen_III (once through)
TPES_GAS,elec_Gen_III,Gen_III,Gen_III (recirculating)
TPES_GAS,elec_Gen_III,Gen_III,Gen_III (seawater)
TPES_GAS,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (cooling pond)
TPES_GAS,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (once through)
TPES_GAS,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (recirculating)
TPES_GAS,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (seawater)
TPES_GAS,elec_geothermal,geothermal,geothermal (dry_hybrid)
TPES_GAS,elec_geothermal,geothermal,geothermal (recirculating)
TPES_GAS,elect_td_bld,rooftop_pv,rooftop_pv
TPES_GAS,electricity,hydro,hydro
TPES_GAS,electricity,solar,PV
TPES_GAS,electricity,solar,PV_storage
TPES_GAS,electricity,wind,wind
TPES_GAS,electricity,wind,wind_offshore
TPES_GAS,electricity,wind,wind_storage
TPES_GAS,resid heating,traditional biomass,traditional biomass
TPES_GAS,resid others,traditional biomass,traditional biomass
TPES_RENEWABLE,regional biomass,regional biomass,regional biomass
TPES_RENEWABLE,regional biomassOil,regional biomassOil,Soybean
TPES_RENEWABLE,regional biomassOil,regional biomassOil,OilCrop
TPES_RENEWABLE,regional biomassOil,regional biomassOil,OilPalm
TPES_RENEWABLE,regional sugar for ethanol,regional sugar for ethanol,regional sugar for ethanol
TPES_RENEWABLE,regional corn for ethanol,regional corn for ethanol,regional corn for ethanol
TPES_RENEWABLE,elec_CSP,CSP,CSP (dry_hybrid)
TPES_RENEWABLE,elec_CSP,CSP,CSP (recirculating)
TPES_RENEWABLE,elec_CSP_storage,CSP_storage,CSP_storage (dry_hybrid)
TPES_RENEWABLE,elec_CSP_storage,CSP_storage,CSP_storage (recirculating)
TPES_RENEWABLE,elec_Gen_III,Gen_III,Gen_III (cooling pond)
TPES_RENEWABLE,elec_Gen_III,Gen_III,Gen_III (once through)
TPES_RENEWABLE,elec_Gen_III,Gen_III,Gen_III (recirculating)
TPES_RENEWABLE,elec_Gen_III,Gen_III,Gen_III (seawater)
TPES_RENEWABLE,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (cooling pond)
TPES_RENEWABLE,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (once through)
TPES_RENEWABLE,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (recirculating)
TPES_RENEWABLE,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (seawater)
TPES_RENEWABLE,elec_geothermal,geothermal,geothermal (dry_hybrid)
TPES_RENEWABLE,elec_geothermal,geothermal,geothermal (recirculating)
TPES_RENEWABLE,elect_td_bld,rooftop_pv,rooftop_pv
TPES_RENEWABLE,electricity,hydro,hydro
TPES_RENEWABLE,electricity,solar,PV
TPES_RENEWABLE,electricity,solar,PV_storage
TPES_RENEWABLE,electricity,wind,wind
TPES_RENEWABLE,electricity,wind,wind_offshore
TPES_RENEWABLE,electricity,wind,wind_storage
TPES_RENEWABLE,H2 central production,solar,electrolysis
TPES_RENEWABLE,H2 central production,wind,electrolysis
TPES_RENEWABLE,H2 central production,nuclear,electrolysis
TPES_RENEWABLE_FEEDSTOCKSRL,regional biomass,regional biomass,regional biomass
TPES_RENEWABLE_FEEDSTOCKSRL,regional biomassOil,regional biomassOil,Soybean
TPES_RENEWABLE_FEEDSTOCKSRL,regional biomassOil,regional biomassOil,OilCrop
TPES_RENEWABLE_FEEDSTOCKSRL,regional biomassOil,regional biomassOil,OilPalm
TPES_RENEWABLE_FEEDSTOCKSRL,regional sugar for ethanol,regional sugar for ethanol,regional sugar for ethanol
TPES_RENEWABLE_FEEDSTOCKSRL,regional corn for ethanol,regional corn for ethanol,regional corn for ethanol
TPES_RENEWABLE_FEEDSTOCKSRL,elec_CSP,CSP,CSP (dry_hybrid)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_CSP,CSP,CSP (recirculating)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_CSP_storage,CSP_storage,CSP_storage (dry_hybrid)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_CSP_storage,CSP_storage,CSP_storage (recirculating)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_Gen_III,Gen_III,Gen_III (cooling pond)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_Gen_III,Gen_III,Gen_III (once through)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_Gen_III,Gen_III,Gen_III (recirculating)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_Gen_III,Gen_III,Gen_III (seawater)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (cooling pond)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (once through)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (recirculating)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (seawater)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_geothermal,geothermal,geothermal (dry_hybrid)
TPES_RENEWABLE_FEEDSTOCKSRL,elec_geothermal,geothermal,geothermal (recirculating)
TPES_RENEWABLE_FEEDSTOCKSRL,elect_td_bld,rooftop_pv,rooftop_pv
TPES_RENEWABLE_FEEDSTOCKSRL,electricity,hydro,hydro
TPES_RENEWABLE_FEEDSTOCKSRL,electricity,solar,PV
TPES_RENEWABLE_FEEDSTOCKSRL,electricity,solar,PV_storage
TPES_RENEWABLE_FEEDSTOCKSRL,electricity,wind,wind
TPES_RENEWABLE_FEEDSTOCKSRL,electricity,wind,wind_offshore
TPES_RENEWABLE_FEEDSTOCKSRL,electricity,wind,wind_storage
TPES_RENEWABLE_FEEDSTOCKSRL,H2 central production,solar,electrolysis
TPES_RENEWABLE_FEEDSTOCKSRL,H2 central production,wind,electrolysis
TPES_RENEWABLE_FEEDSTOCKSRL,H2 central production,nuclear,electrolysis
TPES_RENEWABLE_FEEDSTOCKSRL,refined liquids feedstocks,refined liquids feedstocks,refined liquids feedstocks
TPES_RES_elec,elec_CSP,CSP,CSP (dry_hybrid)
TPES_RES_elec,elec_CSP,CSP,CSP (recirculating)
TPES_RES_elec,elec_CSP_storage,CSP_storage,CSP_storage (dry_hybrid)
TPES_RES_elec,elec_CSP_storage,CSP_storage,CSP_storage (recirculating)
TPES_RES_elec,elec_Gen_III,Gen_III,Gen_III (cooling pond)
TPES_RES_elec,elec_Gen_III,Gen_III,Gen_III (once through)
TPES_RES_elec,elec_Gen_III,Gen_III,Gen_III (recirculating)
TPES_RES_elec,elec_Gen_III,Gen_III,Gen_III (seawater)
TPES_RES_elec,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (cooling pond)
TPES_RES_elec,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (once through)
TPES_RES_elec,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (recirculating)
TPES_RES_elec,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (seawater)
TPES_RES_elec,elec_geothermal,geothermal,geothermal (dry_hybrid)
TPES_RES_elec,elec_geothermal,geothermal,geothermal (recirculating)
TPES_RES_elec,elect_td_bld,rooftop_pv,rooftop_pv
TPES_RES_elec,electricity,hydro,hydro
TPES_RES_elec,electricity,solar,PV
TPES_RES_elec,electricity,solar,PV_storage
TPES_RES_elec,electricity,wind,wind
TPES_RES_elec,electricity,wind,wind_offshore
TPES_RES_elec,electricity,wind,wind_storage
TPES_RES_primary,regional biomass,regional biomass,regional biomass
TPES_RES_primary,regional coal,domestic coal,domestic coal
TPES_RES_primary,regional coal,imported coal,imported coal
TPES_RES_primary,regional natural gas,domestic natural gas,domestic natural gas
TPES_RES_primary,regional natural gas,imported natural gas,imported natural gas
TPES_RES_primary,regional oil,domestic crude oil,domestic crude oil
TPES_RES_primary,regional oil,imported crude oil,imported crude oil
TPES_RES_primary,regional biomassOil,regional biomassOil,Soybean
TPES_RES_primary,regional biomassOil,regional biomassOil,OilCrop
TPES_RES_primary,regional biomassOil,regional biomassOil,OilPalm
TPES_RES_primary,regional corn for ethanol,regional corn for ethanol,regional corn for ethanol
TPES_RES_primary,regional sugar for ethanol,regional sugar for ethanol,regional sugar for ethanol
TRAD_BIO,resid heating,traditional biomass,traditional biomass
TRAD_BIO,resid others,traditional biomass,traditional biomass
PALMOIL_IMP,total oilpalm,imported oilpalm,imported oilpalm
COMM,comm cooling,electricity,electricity
COMM,comm cooling,gas,gas
COMM,comm heating,biomass,biomass
COMM,comm heating,electricity,electricity
COMM,comm heating,gas,gas
COMM,comm heating,gas,hydrogen
COMM,comm heating,refined liquids,refined liquids
COMM,comm others,biomass,biomass
COMM,comm others,biomass,biomass
COMM,comm others,coal,coal
COMM,comm others,coal,coal
COMM,comm others,electricity,electricity
COMM,comm others,gas,gas
COMM,comm others,gas,hydrogen
COMM,comm others,gas,gas
COMM,comm others,gas,hydrogen
COMM,comm others,refined liquids,refined liquids
COMM_ELEC,comm others,electricity,electricity
COMM_ELEC,comm cooling,electricity,electricity
COMM_ELEC,comm heating,electricity,electricity
ELEC_BLD,elect_td_bld,elect_td_bld,elect_td_bld
ELEC_BLD,elect_td_bld,rooftop_pv,rooftop_pv
PRIMARY_ENERGY,regional biomass,regional biomass,regional biomass
PRIMARY_ENERGY,regional coal,domestic coal,domestic coal
PRIMARY_ENERGY,regional coal,imported coal,imported coal
PRIMARY_ENERGY,gas processing,natural gas,natural gas
PRIMARY_ENERGY,H2 central production,gas,natural gas steam reforming
PRIMARY_ENERGY,refining,gas to liquids,gas to liquids
PRIMARY_ENERGY,regional oil,domestic crude oil,domestic crude oil
PRIMARY_ENERGY,regional oil,imported crude oil,imported crude oil
PRIMARY_ENERGY,regional biomassOil,regional biomassOil,Soybean
PRIMARY_ENERGY,regional biomassOil,regional biomassOil,OilCrop
PRIMARY_ENERGY,regional biomassOil,regional biomassOil,OilPalm
PRIMARY_ENERGY,regional corn for ethanol,regional corn for ethanol,regional corn for ethanol
PRIMARY_ENERGY,regional sugar for ethanol,regional sugar for ethanol,regional sugar for ethanol
PRIMARY_ENERGY,elec_CSP,CSP,CSP (dry_hybrid)
PRIMARY_ENERGY,elec_CSP,CSP,CSP (recirculating)
PRIMARY_ENERGY,elec_CSP_storage,CSP_storage,CSP_storage (dry_hybrid)
PRIMARY_ENERGY,elec_CSP_storage,CSP_storage,CSP_storage (recirculating)
PRIMARY_ENERGY,elec_Gen_III,Gen_III,Gen_III (cooling pond)
PRIMARY_ENERGY,elec_Gen_III,Gen_III,Gen_III (once through)
PRIMARY_ENERGY,elec_Gen_III,Gen_III,Gen_III (recirculating)
PRIMARY_ENERGY,elec_Gen_III,Gen_III,Gen_III (seawater)
PRIMARY_ENERGY,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (cooling pond)
PRIMARY_ENERGY,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (once through)
PRIMARY_ENERGY,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (recirculating)
PRIMARY_ENERGY,elec_Gen_II_LWR,Gen_II_LWR,Gen_II_LWR (seawater)
PRIMARY_ENERGY,elec_geothermal,geothermal,geothermal (dry_hybrid)
PRIMARY_ENERGY,elec_geothermal,geothermal,geothermal (recirculating)
PRIMARY_ENERGY,elect_td_bld,rooftop_pv,rooftop_pv
PRIMARY_ENERGY,electricity,hydro,hydro
PRIMARY_ENERGY,electricity,solar,PV
PRIMARY_ENERGY,electricity,solar,PV_storage
PRIMARY_ENERGY,electricity,wind,wind
PRIMARY_ENERGY,electricity,wind,wind_offshore
PRIMARY_ENERGY,electricity,wind,wind_storage
PRIMARY_ENERGY,H2 central production,solar,electrolysis
PRIMARY_ENERGY,H2 central production,wind,electrolysis
PRIMARY_ENERGY,H2 central production,nuclear,electrolysis
HEAT_PUMPS,resid heating modern EUR_d1,water heat pump,geo-water pump
HEAT_PUMPS,resid heating modern EUR_d2,water heat pump,geo-water pump
HEAT_PUMPS,resid heating modern EUR_d3,water heat pump,geo-water pump
HEAT_PUMPS,resid heating modern EUR_d4,water heat pump,geo-water pump
HEAT_PUMPS,resid heating modern EUR_d5,water heat pump,geo-water pump
HEAT_PUMPS,resid heating modern EUR_d6,water heat pump,geo-water pump
HEAT_PUMPS,resid heating modern EUR_d7,water heat pump,geo-water pump
HEAT_PUMPS,resid heating modern EUR_d8,water heat pump,geo-water pump
HEAT_PUMPS,resid heating modern EUR_d9,water heat pump,geo-water pump
HEAT_PUMPS,resid heating modern EUR_d10,water heat pump,geo-water pump
HEAT_PUMPS,resid heating modern EUR_d1,water heat pump,solar thermal
HEAT_PUMPS,resid heating modern EUR_d2,water heat pump,solar thermal
HEAT_PUMPS,resid heating modern EUR_d3,water heat pump,solar thermal
HEAT_PUMPS,resid heating modern EUR_d4,water heat pump,solar thermal
HEAT_PUMPS,resid heating modern EUR_d5,water heat pump,solar thermal
HEAT_PUMPS,resid heating modern EUR_d6,water heat pump,solar thermal
HEAT_PUMPS,resid heating modern EUR_d7,water heat pump,solar thermal
HEAT_PUMPS,resid heating modern EUR_d8,water heat pump,solar thermal
HEAT_PUMPS,resid heating modern EUR_d9,water heat pump,solar thermal
HEAT_PUMPS,resid heating modern EUR_d10,water heat pump,solar thermal
HEAT_PUMPS,resid hot water modern EUR_d1,water heat pump,heat pump
HEAT_PUMPS,resid hot water modern EUR_d2,water heat pump,heat pump
HEAT_PUMPS,resid hot water modern EUR_d3,water heat pump,heat pump
HEAT_PUMPS,resid hot water modern EUR_d4,water heat pump,heat pump
HEAT_PUMPS,resid hot water modern EUR_d5,water heat pump,heat pump
HEAT_PUMPS,resid hot water modern EUR_d6,water heat pump,heat pump
HEAT_PUMPS,resid hot water modern EUR_d7,water heat pump,heat pump
HEAT_PUMPS,resid hot water modern EUR_d8,water heat pump,heat pump
HEAT_PUMPS,resid hot water modern EUR_d9,water heat pump,heat pump
HEAT_PUMPS,resid hot water modern EUR_d10,water heat pump,heat pump
HEAT_PUMPS,resid hot water modern EUR_d1,water heat pump,solar thermal
HEAT_PUMPS,resid hot water modern EUR_d2,water heat pump,solar thermal
HEAT_PUMPS,resid hot water modern EUR_d3,water heat pump,solar thermal
HEAT_PUMPS,resid hot water modern EUR_d4,water heat pump,solar thermal
HEAT_PUMPS,resid hot water modern EUR_d5,water heat pump,solar thermal
HEAT_PUMPS,resid hot water modern EUR_d6,water heat pump,solar thermal
HEAT_PUMPS,resid hot water modern EUR_d7,water heat pump,solar thermal
HEAT_PUMPS,resid hot water modern EUR_d8,water heat pump,solar thermal
HEAT_PUMPS,resid hot water modern EUR_d9,water heat pump,solar thermal
HEAT_PUMPS,resid hot water modern EUR_d10,water heat pump,solar thermal
HEAT_PUMPS,resid heating modern EUR_d1,electricity,air-air pump middle north
HEAT_PUMPS,resid heating modern EUR_d2,electricity,air-air pump middle north
HEAT_PUMPS,resid heating modern EUR_d3,electricity,air-air pump middle north
HEAT_PUMPS,resid heating modern EUR_d4,electricity,air-air pump middle north
HEAT_PUMPS,resid heating modern EUR_d5,electricity,air-air pump middle north
HEAT_PUMPS,resid heating modern EUR_d6,electricity,air-air pump middle north
HEAT_PUMPS,resid heating modern EUR_d7,electricity,air-air pump middle north
HEAT_PUMPS,resid heating modern EUR_d8,electricity,air-air pump middle north
HEAT_PUMPS,resid heating modern EUR_d9,electricity,air-air pump middle north
HEAT_PUMPS,resid heating modern EUR_d10,electricity,air-air pump middle north
HEAT_PUMPS,resid heating modern EUR_d1,electricity,air-air pump middle south
HEAT_PUMPS,resid heating modern EUR_d2,electricity,air-air pump middle south
HEAT_PUMPS,resid heating modern EUR_d3,electricity,air-air pump middle south
HEAT_PUMPS,resid heating modern EUR_d4,electricity,air-air pump middle south
HEAT_PUMPS,resid heating modern EUR_d5,electricity,air-air pump middle south
HEAT_PUMPS,resid heating modern EUR_d6,electricity,air-air pump middle south
HEAT_PUMPS,resid heating modern EUR_d7,electricity,air-air pump middle south
HEAT_PUMPS,resid heating modern EUR_d8,electricity,air-air pump middle south
HEAT_PUMPS,resid heating modern EUR_d9,electricity,air-air pump middle south
HEAT_PUMPS,resid heating modern EUR_d10,electricity,air-air pump middle south
HEAT_PUMPS,resid heating modern EUR_d1,electricity,air-air pump north
HEAT_PUMPS,resid heating modern EUR_d2,electricity,air-air pump north
HEAT_PUMPS,resid heating modern EUR_d3,electricity,air-air pump north
HEAT_PUMPS,resid heating modern EUR_d4,electricity,air-air pump north
HEAT_PUMPS,resid heating modern EUR_d5,electricity,air-air pump north
HEAT_PUMPS,resid heating modern EUR_d6,electricity,air-air pump north
HEAT_PUMPS,resid heating modern EUR_d7,electricity,air-air pump north
HEAT_PUMPS,resid heating modern EUR_d8,electricity,air-air pump north
HEAT_PUMPS,resid heating modern EUR_d9,electricity,air-air pump north
HEAT_PUMPS,resid heating modern EUR_d10,electricity,air-air pump north
HEAT_PUMPS,resid heating modern EUR_d1,electricity,air-air pump south
HEAT_PUMPS,resid heating modern EUR_d2,electricity,air-air pump south
HEAT_PUMPS,resid heating modern EUR_d3,electricity,air-air pump south
HEAT_PUMPS,resid heating modern EUR_d4,electricity,air-air pump south
HEAT_PUMPS,resid heating modern EUR_d5,electricity,air-air pump south
HEAT_PUMPS,resid heating modern EUR_d6,electricity,air-air pump south
HEAT_PUMPS,resid heating modern EUR_d7,electricity,air-air pump south
HEAT_PUMPS,resid heating modern EUR_d8,electricity,air-air pump south
HEAT_PUMPS,resid heating modern EUR_d9,electricity,air-air pump south
HEAT_PUMPS,resid heating modern EUR_d10,electricity,air-air pump south
HEAT_PUMPS,resid heating modern EUR_d1,water heat pump,air-water pump middle north
HEAT_PUMPS,resid heating modern EUR_d2,water heat pump,air-water pump middle north
HEAT_PUMPS,resid heating modern EUR_d3,water heat pump,air-water pump middle north
HEAT_PUMPS,resid heating modern EUR_d4,water heat pump,air-water pump middle north
HEAT_PUMPS,resid heating modern EUR_d5,water heat pump,air-water pump middle north
HEAT_PUMPS,resid heating modern EUR_d6,water heat pump,air-water pump middle north
HEAT_PUMPS,resid heating modern EUR_d7,water heat pump,air-water pump middle north
HEAT_PUMPS,resid heating modern EUR_d8,water heat pump,air-water pump middle north
HEAT_PUMPS,resid heating modern EUR_d9,water heat pump,air-water pump middle north
HEAT_PUMPS,resid heating modern EUR_d10,water heat pump,air-water pump middle north
HEAT_PUMPS,resid heating modern EUR_d1,water heat pump,air-water pump middle south
HEAT_PUMPS,resid heating modern EUR_d2,water heat pump,air-water pump middle south
HEAT_PUMPS,resid heating modern EUR_d3,water heat pump,air-water pump middle south
HEAT_PUMPS,resid heating modern EUR_d4,water heat pump,air-water pump middle south
HEAT_PUMPS,resid heating modern EUR_d5,water heat pump,air-water pump middle south
HEAT_PUMPS,resid heating modern EUR_d6,water heat pump,air-water pump middle south
HEAT_PUMPS,resid heating modern EUR_d7,water heat pump,air-water pump middle south
HEAT_PUMPS,resid heating modern EUR_d8,water heat pump,air-water pump middle south
HEAT_PUMPS,resid heating modern EUR_d9,water heat pump,air-water pump middle south
HEAT_PUMPS,resid heating modern EUR_d10,water heat pump,air-water pump middle south
HEAT_PUMPS,resid heating modern EUR_d1,water heat pump,air-water pump north
HEAT_PUMPS,resid heating modern EUR_d2,water heat pump,air-water pump north
HEAT_PUMPS,resid heating modern EUR_d3,water heat pump,air-water pump north
HEAT_PUMPS,resid heating modern EUR_d4,water heat pump,air-water pump north
HEAT_PUMPS,resid heating modern EUR_d5,water heat pump,air-water pump north
HEAT_PUMPS,resid heating modern EUR_d6,water heat pump,air-water pump north
HEAT_PUMPS,resid heating modern EUR_d7,water heat pump,air-water pump north
HEAT_PUMPS,resid heating modern EUR_d8,water heat pump,air-water pump north
HEAT_PUMPS,resid heating modern EUR_d9,water heat pump,air-water pump north
HEAT_PUMPS,resid heating modern EUR_d10,water heat pump,air-water pump north
HEAT_PUMPS,resid heating modern EUR_d1,water heat pump,air-water pump south
HEAT_PUMPS,resid heating modern EUR_d2,water heat pump,air-water pump south
HEAT_PUMPS,resid heating modern EUR_d3,water heat pump,air-water pump south
HEAT_PUMPS,resid heating modern EUR_d4,water heat pump,air-water pump south
HEAT_PUMPS,resid heating modern EUR_d5,water heat pump,air-water pump south
HEAT_PUMPS,resid heating modern EUR_d6,water heat pump,air-water pump south
HEAT_PUMPS,resid heating modern EUR_d7,water heat pump,air-water pump south
HEAT_PUMPS,resid heating modern EUR_d8,water heat pump,air-water pump south
HEAT_PUMPS,resid heating modern EUR_d9,water heat pump,air-water pump south
HEAT_PUMPS,resid heating modern EUR_d10,water heat pump,air-water pump south
HEAT_PUMPS,comm heating EUR,water heat pump,geo-water pump
HEAT_PUMPS,comm heating EUR,water heat pump,solar thermal
HEAT_PUMPS,comm heating EUR,electricity,air-air pump middle north
HEAT_PUMPS,comm heating EUR,electricity,air-air pump middle south
HEAT_PUMPS,comm heating EUR,electricity,air-air pump north
HEAT_PUMPS,comm heating EUR,electricity,air-air pump south
HEAT_PUMPS,comm heating EUR,water heat pump,air-water pump middle north
HEAT_PUMPS,comm heating EUR,water heat pump,air-water pump middle south
HEAT_PUMPS,comm heating EUR,water heat pump,air-water pump north
HEAT_PUMPS,comm heating EUR,water heat pump,air-water pump south
HEAT_PUMPS,resid heating,electricity,electric heat pump
HEAT_PUMPS,resid hot water,electricity,electric heat pump water heater
HEAT_PUMPS,comm heating,electricity,electric heat pump
HEAT_PUMPS,comm hot water,electricity,electric heat pump water heater
FE_RES_DENOM,delivered biomass,delivered biomass,delivered biomass
FE_RES_DENOM,delivered coal,delivered coal,delivered coal
FE_RES_DENOM,delivered biomass industry,delivered biomass industry,delivered biomass industry
FE_RES_DENOM,wholesale gas,wholesale gas,wholesale gas
FE_RES_DENOM,delivered gas,delivered gas,delivered gas
FE_RES_DENOM,delivered gas transport,delivered gas transport,delivered gas transport
FE_RES_DENOM,refined liquids enduse,refined liquids enduse,refined liquids enduse
FE_RES_DENOM,refined liquids transport,refined liquids transport,refined liquids transport
FE_RES_DENOM,refined liquids industrial,refined liquids industrial,refined liquids industrial
FE_RES_DENOM,refined liquids bunkers av,refined liquids bunkers av,refined liquids bunkers av
FE_RES_DENOM,H2 retail delivery,H2 retail delivery,H2 retail delivery
FE_RES_DENOM,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing
FE_RES_DENOM,H2 wholesale delivery,H2 liquid truck,H2 liquid truck
FE_RES_DENOM,H2 wholesale delivery,H2 pipeline,H2 pipeline
FE_RES_DENOM,H2 wholesale dispensing,H2 delivery,H2 liquid truck
FE_RES_DENOM,H2 wholesale dispensing,H2 delivery,H2 pipeline
FE_RES_DENOM,H2 wholesale dispensing,forecourt production,electrolysis
FE_RES_DENOM,H2 wholesale dispensing,forecourt production,natural gas steam reforming
FE_RES_DENOM,elect_td_bld,elect_td_bld,elect_td_bld
FE_RES_DENOM,elect_td_bld,rooftop_pv,rooftop_pv
FE_RES_DENOM,elect_td_ind,elect_td_ind,elect_td_ind
FE_RES_DENOM,elect_td_trn,elect_td_trn,elect_td_trn
FE_RES_NOM,delivered biomass,delivered biomass,delivered biomass
FE_RES_NOM,delivered biomass industry,delivered biomass industry,delivered biomass industry
FE_RES_NOM,H2 central production,biomass,biomass to H2
FE_RES_NOM,H2 central production,biomass,biomass to H2 CCS
FE_RES_NOM,H2 central production,wind,electrolysis
FE_RES_NOM,H2 central production,solar,electrolysis
FE_RES_NOM,refining,biomass liquids,cellulosic ethanol
FE_RES_NOM,refining,biomass liquids,cellulosic ethanol CCS level 1
FE_RES_NOM,refining,biomass liquids,cellulosic ethanol CCS level 2
FE_RES_NOM,refining,biomass liquids,FT biofuels
FE_RES_NOM,refining,biomass liquids,FT biofuels CCS level 1
FE_RES_NOM,refining,biomass liquids,FT biofuels CCS level 2
FE_RES_NOM,refining,biomass liquids,corn ethanol
FE_RES_NOM,refining,biomass liquids,biodiesel
FE_RES_NOM,refining,biomass liquids,BTL with hydrogen
FE_RES_NOM,refining,biomass liquids,sugar cane ethanol
FE_RES_NOM,gas processing,biomass gasification,biomass gasification
FE_RES_NOM,elect_td_bld,rooftop_pv,rooftop_pv
ELEC_RES_NOM,base load generation,hydro_base,hydro
ELEC_RES_NOM,base load generation,wind_base,wind
ELEC_RES_NOM,base load generation,wind_offshore_base,wind_offshore
ELEC_RES_NOM,base load generation,wind_storage_base,wind_storage
ELEC_RES_NOM,base load generation,PV_base,PV
ELEC_RES_NOM,base load generation,PV_storage_base,PV_storage
ELEC_RES_NOM,base load generation,geothermal_base,geothermal (recirculating)
ELEC_RES_NOM,base load generation,geothermal_base,geothermal (dry_hybrid)
ELEC_RES_NOM,base load generation,CSP_base,CSP (recirculating)
ELEC_RES_NOM,base load generation,CSP_base,CSP (dry_hybrid)
ELEC_RES_NOM,base load generation,CSP_storage_base,CSP_storage (recirculating)
ELEC_RES_NOM,base load generation,CSP_storage_base,CSP_storage (dry_hybrid)
ELEC_RES_NOM,base load generation,biomass (conv)_base,biomass (conv) (once through)
ELEC_RES_NOM,base load generation,biomass (conv)_base,biomass (conv) (seawater)
ELEC_RES_NOM,base load generation,biomass (conv)_base,biomass (conv) (recirculating)
ELEC_RES_NOM,base load generation,biomass (conv)_base,biomass (conv) (cooling pond)
ELEC_RES_NOM,base load generation,biomass (conv)_base,biomass (conv) (dry cooling)
ELEC_RES_NOM,base load generation,biomass (IGCC)_base,biomass (IGCC) (once through)
ELEC_RES_NOM,base load generation,biomass (IGCC)_base,biomass (IGCC) (seawater)
ELEC_RES_NOM,base load generation,biomass (IGCC)_base,biomass (IGCC) (recirculating)
ELEC_RES_NOM,base load generation,biomass (IGCC)_base,biomass (IGCC) (dry cooling)
ELEC_RES_NOM,base load generation,biomass (conv CCS)_base,biomass (conv CCS) (once through)
ELEC_RES_NOM,base load generation,biomass (conv CCS)_base,biomass (conv CCS) (seawater)
ELEC_RES_NOM,base load generation,biomass (conv CCS)_base,biomass (conv CCS) (recirculating)
ELEC_RES_NOM,base load generation,biomass (conv CCS)_base,biomass (conv CCS) (dry cooling)
ELEC_RES_NOM,base load generation,biomass (IGCC CCS)_base,biomass (IGCC CCS) (once through)
ELEC_RES_NOM,base load generation,biomass (IGCC CCS)_base,biomass (IGCC CCS) (seawater)
ELEC_RES_NOM,base load generation,biomass (IGCC CCS)_base,biomass (IGCC CCS) (recirculating)
ELEC_RES_NOM,base load generation,biomass (IGCC CCS)_base,biomass (IGCC CCS) (dry cooling)
ELEC_RES_NOM,intermediate generation,hydro_int,hydro
ELEC_RES_NOM,intermediate generation,wind_int,wind
ELEC_RES_NOM,intermediate generation,wind_offshore_int,wind_offshore
ELEC_RES_NOM,intermediate generation,wind_storage_int,wind_storage
ELEC_RES_NOM,intermediate generation,PV_int,PV
ELEC_RES_NOM,intermediate generation,PV_storage_int,PV_storage
ELEC_RES_NOM,intermediate generation,geothermal_int,geothermal (recirculating)
ELEC_RES_NOM,intermediate generation,geothermal_int,geothermal (dry_hybrid)
ELEC_RES_NOM,intermediate generation,CSP_int,CSP (recirculating)
ELEC_RES_NOM,intermediate generation,CSP_int,CSP (dry_hybrid)
ELEC_RES_NOM,intermediate generation,CSP_storage_int,CSP_storage (recirculating)
ELEC_RES_NOM,intermediate generation,CSP_storage_int,CSP_storage (dry_hybrid)
ELEC_RES_NOM,intermediate generation,biomass (conv)_int,biomass (conv) (once through)
