# File: estat_nrg_ti_gas.csv
# Title: Eurostat Gas Imports
# Units: in file (TJ_GCV = tj high heat value)
# Source: https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nrg_ti_gas?format=TSV&compressed=true
# Comments: some slight preprocessing to add in country names
# Column types: cccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnncc 
# ----------
freq,siec,code_exporter,unit,code_importer,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,import_ctry,export_ctry
A,G3000,BE,TJ_GCV,UK,0,0,0,0,0,0,0,0,4347,21037,53094,63832,81389,52358,135603,143929,145014,74729,43827,28603,48846,14514,51349,127321,14215,7618.327,58705.572,105941.714,127898.601,14600.939,NA,NA,NA,United Kingdom,Belgium
A,G3000,BG,TJ_GCV,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.013,904,4491.292,1957.252,24423.825,75019.395,Romania,Bulgaria
A,G3000,BG,TJ_GCV,UA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.609,0,NA,NA,Ukraine,Bulgaria
A,G3000,BN,TJ_GCV,ES,0,0,0,0,0,0,0,0,0,0,0,0,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain,Brunei Darussalam
A,G3000,CH,TJ_GCV,UA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561,28252,120851,212051,146742,196645.408,67471,NA,NA,Ukraine,Switzerland
A,G3000,CM,TJ_GCV,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3786.8,Belgium,Cameroon
A,G3000,CM,TJ_GCV,EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.111,Greece,Cameroon
A,G3000,CM,TJ_GCV,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3108,3478,3443,0,11444.554,Spain,Cameroon
A,G3000,CM,TJ_GCV,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3438.868,0,0,0,0,Italy,Cameroon
A,G3000,CM,TJ_GCV,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732.208,16916.274,Netherlands (the),Cameroon
A,G3000,CM,TJ_GCV,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3713.78,0,0,Turkey,Cameroon
A,G3000,CM,TJ_GCV,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3280.088,NA,NA,NA,United Kingdom,Cameroon
A,G3000,CZ,TJ_GCV,DE,0,4361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany,Czechia
A,G3000,CZ,TJ_GCV,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778.067,2753.007,1160.483,0,Croatia,Czechia
A,G3000,CZ,TJ_GCV,PL,0,0,0,157,79,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22453,22388,15939,577,200,4489.179,14066.55,17664.16,12972.002,15846.864,12403.377,Poland,Czechia
A,G3000,CZ,TJ_GCV,UA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5712,9469,11273,22704.597,1672,NA,NA,Ukraine,Czechia
A,G3000,DE,TJ_GCV,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6680,19218,22675,35823,47935,13634.1,8921.8,29146,0,0,0,0,0,0,Belgium,Germany
